,doi_suffix,doi,doi_url,title,genre,is_paratext,published_date,year,journal_name,journal_issns,journal_issn_l,journal_is_oa,journal_is_in_doaj,publisher,is_oa,oa_status,has_repository_copy,best_oa_location,first_oa_location,oa_locations,oa_locations_embargoed,updated,data_standard,z_authors,best_oa_location.updated,best_oa_location.url,best_oa_location.url_for_pdf,best_oa_location.url_for_landing_page,best_oa_location.evidence,best_oa_location.license,best_oa_location.version,best_oa_location.host_type,best_oa_location.is_best,best_oa_location.pmh_id,best_oa_location.endpoint_id,best_oa_location.repository_institution,best_oa_location.oa_date,first_oa_location.updated,first_oa_location.url,first_oa_location.url_for_pdf,first_oa_location.url_for_landing_page,first_oa_location.evidence,first_oa_location.license,first_oa_location.version,first_oa_location.host_type,first_oa_location.is_best,first_oa_location.pmh_id,first_oa_location.endpoint_id,first_oa_location.repository_institution,first_oa_location.oa_date,doi_redirect_SC,error,not_clickable
76,00042752-200411000-00005,10.1097/00042752-200411000-00005,https://doi.org/10.1097/00042752-200411000-00005,Erythrocyte Sickling During Exercise and Thermal Stress,journal-article,False,11/1/04,2004.0,Clinical Journal of Sport Medicine,1050-642X,1050-642X,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-04-19T09:49:20.243161,2,"[{'given': 'Michael F.', 'family': 'Bergeron', 'sequence': 'first'}, {'given': 'Joseph G.', 'family': 'Cannon', 'sequence': 'additional'}, {'given': 'Elaina L.', 'family': 'Hall', 'sequence': 'additional'}, {'given': 'Abdullah', 'family': 'Kutlar', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,"Message: Unable to locate element: .icon-pdf
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
NoSuchElementError@chrome://remote/content/shared/webdriver/Errors.jsm:398:5
element.find/</<@chrome://remote/content/marionette/element.js:300:16
",False
77,01.phm.0000133436.61009.02,10.1097/01.phm.0000133436.61009.02,https://doi.org/10.1097/01.phm.0000133436.61009.02,"Effects of Respiratory Muscle Weakness on Daily Living Function, Quality of Life, Activity Levels, and Exercise Capacity in Mild to Moderate Parkinsonʼs Disease",journal-article,False,8/1/04,2004.0,American Journal of Physical Medicine & Rehabilitation,0894-9115,0894-9115,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-16T02:28:24.809038,2,"[{'given': 'Bernhard M.', 'family': 'Haas', 'sequence': 'first'}, {'given': 'Marion', 'family': 'Trew', 'sequence': 'additional'}, {'given': 'Paul C.', 'family': 'Castle', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,"Message: Unable to locate element: .icon-pdf
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
NoSuchElementError@chrome://remote/content/shared/webdriver/Errors.jsm:398:5
element.find/</<@chrome://remote/content/marionette/element.js:300:16
",False
78,00001721-200406000-00005,10.1097/00001721-200406000-00005,https://doi.org/10.1097/00001721-200406000-00005,Exercise-induced activation of coagulation in subjects with activated protein C resistance,journal-article,False,6/1/04,2004.0,Blood Coagulation & Fibrinolysis,0957-5235,0957-5235,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-19T09:43:32.876769,2,"[{'given': 'C', 'family': 'Weiss', 'sequence': 'first'}, {'given': 'M', 'family': 'Egermann', 'sequence': 'additional'}, {'given': 'P', 'family': 'Bärtsch', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,"Message: Unable to locate element: .icon-pdf
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
NoSuchElementError@chrome://remote/content/shared/webdriver/Errors.jsm:398:5
element.find/</<@chrome://remote/content/marionette/element.js:300:16
",False
79,01.phm.0000124437.92263.ba,10.1097/01.phm.0000124437.92263.ba,https://doi.org/10.1097/01.phm.0000124437.92263.ba,Minimally Supervised Home Rehabilitation Improves Exercise Capacity and Health Status in Patients with COPD,journal-article,False,5/1/04,2004.0,American Journal of Physical Medicine & Rehabilitation,0894-9115,0894-9115,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-14T01:24:18.027456,2,"[{'given': 'Marcello', 'family': 'Ferrari', 'sequence': 'first'}, {'given': 'Antonella', 'family': 'Vangelista', 'sequence': 'additional'}, {'given': 'Ermes', 'family': 'Vedovi', 'sequence': 'additional'}, {'given': 'Maurizio', 'family': 'Falso', 'sequence': 'additional'}, {'given': 'Carlo', 'family': 'Segattini', 'sequence': 'additional'}, {'given': 'Emanuele', 'family': 'Brotto', 'sequence': 'additional'}, {'given': 'Bruno', 'family': 'Brigo', 'sequence': 'additional'}, {'given': 'Vincenzo', 'family': 'Lo Cascio', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,"Message: Unable to locate element: .icon-pdf
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
NoSuchElementError@chrome://remote/content/shared/webdriver/Errors.jsm:398:5
element.find/</<@chrome://remote/content/marionette/element.js:300:16
",False
80,01.phm.0000124438.04443.de,10.1097/01.phm.0000124438.04443.de,https://doi.org/10.1097/01.phm.0000124438.04443.de,Evaluation of a Theoretical Model to Quantify the Sources of Metabolic Cost in Walking,journal-article,False,5/1/04,2004.0,American Journal of Physical Medicine & Rehabilitation,0894-9115,0894-9115,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-14T10:58:35.666349,2,"[{'given': 'Martin D.', 'family': 'Hoffman', 'sequence': 'first'}, {'given': 'Guillaume Y.', 'family': 'Millet', 'sequence': 'additional'}, {'given': 'Robin B.', 'family': 'Candau', 'sequence': 'additional'}, {'given': 'Jean-Denis', 'family': 'Rouillon', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,"Message: Unable to locate element: .icon-pdf
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
NoSuchElementError@chrome://remote/content/shared/webdriver/Errors.jsm:398:5
element.find/</<@chrome://remote/content/marionette/element.js:300:16
",False
81,00008483-200403000-00011,10.1097/00008483-200403000-00011,https://doi.org/10.1097/00008483-200403000-00011,Leg Tourniquets Modify the On-Kinetics of Oxygen Uptake During Cycle Exercise,journal-article,False,3/1/04,2004.0,Journal of Cardiopulmonary Rehabilitation,0883-9212,0883-9212,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-19T06:29:15.867016,2,"[{'given': 'Douglas R.', 'family': 'Knight', 'sequence': 'first'}, {'given': 'Philip Y.', 'family': 'Wong', 'sequence': 'additional'}, {'given': 'Stacy', 'family': 'Woodard', 'sequence': 'additional'}, {'given': 'Hugh D.', 'family': 'Allen', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,"Message: Unable to locate element: .icon-pdf
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
NoSuchElementError@chrome://remote/content/shared/webdriver/Errors.jsm:398:5
element.find/</<@chrome://remote/content/marionette/element.js:300:16
",False
82,wnl.62.1.82,10.1212/wnl.62.1.82,https://doi.org/10.1212/wnl.62.1.82,No spontaneous second wind in muscle phosphofructokinase deficiency,journal-article,False,1/12/04,2004.0,Neurology,"0028-3878,1526-632X",0028-3878,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-18T01:21:38.095161,2,"[{'given': 'R. G.', 'family': 'Haller', 'sequence': 'first'}, {'given': 'J.', 'family': 'Vissing', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,"Message: Unable to locate element: .icon-pdf
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
NoSuchElementError@chrome://remote/content/shared/webdriver/Errors.jsm:398:5
element.find/</<@chrome://remote/content/marionette/element.js:300:16
",False
83,00008483-200311000-00007,10.1097/00008483-200311000-00007,https://doi.org/10.1097/00008483-200311000-00007,A New Unsupported Upper Limb Exercise Test for Patients With Chronic Obstructive Pulmonary Disease,journal-article,False,11/1/03,2003.0,Journal of Cardiopulmonary Rehabilitation,0883-9212,0883-9212,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-16T05:53:31.359106,2,"[{'given': 'Tetsuya', 'family': 'Takahashi', 'sequence': 'first'}, {'given': 'Sue C.', 'family': 'Jenkins', 'sequence': 'additional'}, {'given': 'Geoffrey R.', 'family': 'Strauss', 'sequence': 'additional'}, {'given': 'Carol P.', 'family': 'Watson', 'sequence': 'additional'}, {'given': 'Fiona R.', 'family': 'Lake', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,"Message: Unable to locate element: .icon-pdf
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
NoSuchElementError@chrome://remote/content/shared/webdriver/Errors.jsm:398:5
element.find/</<@chrome://remote/content/marionette/element.js:300:16
",False
84,01.wnl.0000090629.40891.4b,10.1212/01.wnl.0000090629.40891.4b,https://doi.org/10.1212/01.wnl.0000090629.40891.4b,Creatine supplementation in Huntington's disease: A placebo-controlled pilot trial,journal-article,False,10/13/03,2003.0,Neurology,"0028-3878,1526-632X",0028-3878,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-14T12:21:50.046286,2,"[{'given': 'P.', 'family': 'Verbessem', 'sequence': 'first'}, {'given': 'J.', 'family': 'Lemiere', 'sequence': 'additional'}, {'given': 'B. O.', 'family': 'Eijnde', 'sequence': 'additional'}, {'given': 'S.', 'family': 'Swinnen', 'sequence': 'additional'}, {'given': 'L.', 'family': 'Vanhees', 'sequence': 'additional'}, {'given': 'M.', 'family': 'Van Leemputte', 'sequence': 'additional'}, {'given': 'P.', 'family': 'Hespel', 'sequence': 'additional'}, {'given': 'R.', 'family': 'Dom', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,"Message: Unable to locate element: .icon-pdf
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
NoSuchElementError@chrome://remote/content/shared/webdriver/Errors.jsm:398:5
element.find/</<@chrome://remote/content/marionette/element.js:300:16
",False
85,01.ccm.0000084856.00372.ce,10.1097/01.ccm.0000084856.00372.ce,https://doi.org/10.1097/01.ccm.0000084856.00372.ce,Cardiopulmonary outcome of neonatal extracorporeal membrane oxygenation at ages 10–15 years,journal-article,False,9/1/03,2003.0,Critical Care Medicine,0090-3493,0090-3493,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-14T10:26:01.189669,2,"[{'given': 'Arlene R.', 'family': 'Boykin', 'sequence': 'first'}, {'given': 'Eric S.', 'family': 'Quivers', 'sequence': 'additional'}, {'given': 'Karen L.', 'family': 'Wagenhoffer', 'sequence': 'additional'}, {'given': 'Craig A.', 'family': 'Sable', 'sequence': 'additional'}, {'given': 'Hollis R.', 'family': 'Chaney', 'sequence': 'additional'}, {'given': 'Penny', 'family': 'Glass', 'sequence': 'additional'}, {'given': 'K. Rais', 'family': 'Bahrami', 'sequence': 'additional'}, {'given': 'Billie L.', 'family': 'Short', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,"Message: Unable to locate element: .icon-pdf
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
NoSuchElementError@chrome://remote/content/shared/webdriver/Errors.jsm:398:5
element.find/</<@chrome://remote/content/marionette/element.js:300:16
",False
86,00042752-200307000-00009,10.1097/00042752-200307000-00009,https://doi.org/10.1097/00042752-200307000-00009,Short-term Training Effects on Left Ventricular Diastolic Function and Oxygen Uptake in Older and Younger Men,journal-article,False,7/1/03,2003.0,Clinical Journal of Sport Medicine,1050-642X,1050-642X,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-18T05:49:07.345877,2,"[{'given': 'Stewart K.', 'family': 'Harris', 'sequence': 'first'}, {'given': 'Robert J.', 'family': 'Petrella', 'sequence': 'additional'}, {'given': 'Thomas J.', 'family': 'Overend', 'sequence': 'additional'}, {'given': 'Donald H.', 'family': 'Paterson', 'sequence': 'additional'}, {'given': 'David A.', 'family': 'Cunningham', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,"Message: Unable to locate element: .icon-pdf
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
NoSuchElementError@chrome://remote/content/shared/webdriver/Errors.jsm:398:5
element.find/</<@chrome://remote/content/marionette/element.js:300:16
",False
87,00008483-200305000-00004,10.1097/00008483-200305000-00004,https://doi.org/10.1097/00008483-200305000-00004,Predicting Peak Oxygen Consumption During a Conservative Ramping Protocol,journal-article,False,5/1/03,2003.0,Journal of Cardiopulmonary Rehabilitation,0883-9212,0883-9212,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-19T11:09:34.665819,2,"[{'given': 'Ross', 'family': 'Arena', 'sequence': 'first'}, {'given': 'Reed', 'family': 'Humphrey', 'sequence': 'additional'}, {'given': 'Mary Ann', 'family': 'Peberdy', 'sequence': 'additional'}, {'given': 'Michael', 'family': 'Madigan', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,"Message: Unable to locate element: .icon-pdf
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
NoSuchElementError@chrome://remote/content/shared/webdriver/Errors.jsm:398:5
element.find/</<@chrome://remote/content/marionette/element.js:300:16
",False
88,00008483-200305000-00010,10.1097/00008483-200305000-00010,https://doi.org/10.1097/00008483-200305000-00010,Arm Exercise Capacity and Dyspnea Ratings in Subjects With Chronic Obstructive Pulmonary Disease,journal-article,False,5/1/03,2003.0,Journal of Cardiopulmonary Rehabilitation,0883-9212,0883-9212,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-17T12:01:16.610976,2,"[{'given': 'Zoe J.', 'family': 'McKeough', 'sequence': 'first'}, {'given': 'Jennifer A.', 'family': 'Alison', 'sequence': 'additional'}, {'given': 'Peter T. P.', 'family': 'Bye', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,"Message: Unable to locate element: .icon-pdf
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
NoSuchElementError@chrome://remote/content/shared/webdriver/Errors.jsm:398:5
element.find/</<@chrome://remote/content/marionette/element.js:300:16
",False
89,00042752-200303000-00006,10.1097/00042752-200303000-00006,https://doi.org/10.1097/00042752-200303000-00006,Lactic Response in Sickle Cell Trait Carriers in Comparison With Subjects With Normal Hemoglobin,journal-article,False,3/1/03,2003.0,Clinical Journal of Sport Medicine,1050-642X,1050-642X,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-17T09:54:46.628357,2,"[{'given': 'Fagnété', 'family': 'Sara', 'sequence': 'first'}, {'given': 'Marie-Dominique', 'family': 'Hardy-Dessources', 'sequence': 'additional'}, {'given': 'Bruno', 'family': 'Voltaire', 'sequence': 'additional'}, {'given': 'Maryse', 'family': 'Etienne-Julan', 'sequence': 'additional'}, {'given': 'Olivier', 'family': 'Hue', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,"Message: Unable to locate element: .icon-pdf
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
NoSuchElementError@chrome://remote/content/shared/webdriver/Errors.jsm:398:5
element.find/</<@chrome://remote/content/marionette/element.js:300:16
",False
90,00008483-200303000-00012,10.1097/00008483-200303000-00012,https://doi.org/10.1097/00008483-200303000-00012,Constant-load Cycle Endurance Performance,journal-article,False,3/1/03,2003.0,Journal of Cardiopulmonary Rehabilitation,0883-9212,0883-9212,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-15T14:12:31.394857,2,"[{'given': 'Alex', 'family': 'van ???t Hul', 'sequence': 'first'}, {'given': 'Rik', 'family': 'Gosselink', 'sequence': 'additional'}, {'given': 'Gert', 'family': 'Kwakkel', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,"Message: Unable to locate element: .icon-pdf
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
NoSuchElementError@chrome://remote/content/shared/webdriver/Errors.jsm:398:5
element.find/</<@chrome://remote/content/marionette/element.js:300:16
",False
91,00008483-200303000-00009,10.1097/00008483-200303000-00009,https://doi.org/10.1097/00008483-200303000-00009,"Are Fitness, Activity, and Fatness Associated With Health-related Quality of Life and Mood in Older Persons?",journal-article,False,3/1/03,2003.0,Journal of Cardiopulmonary Rehabilitation,0883-9212,0883-9212,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-16T18:44:27.733973,2,"[{'given': 'Kerry J.', 'family': 'Stewart', 'sequence': 'first'}, {'given': 'Katherine L.', 'family': 'Turner', 'sequence': 'additional'}, {'given': 'Anita C.', 'family': 'Bacher', 'sequence': 'additional'}, {'given': 'James R.', 'family': 'DeRegis', 'sequence': 'additional'}, {'given': 'Jidong', 'family': 'Sung', 'sequence': 'additional'}, {'given': 'Matthew', 'family': 'Tayback', 'sequence': 'additional'}, {'given': 'Pamela', 'family': 'Ouyang', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,"Message: Unable to locate element: .icon-pdf
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
NoSuchElementError@chrome://remote/content/shared/webdriver/Errors.jsm:398:5
element.find/</<@chrome://remote/content/marionette/element.js:300:16
",False
92,00004356-200212000-00008,10.1097/00004356-200212000-00008,https://doi.org/10.1097/00004356-200212000-00008,Oxidative stress before and after exercise conditioning in patients following surgical revascularization of the myocardium,journal-article,False,12/1/02,2002.0,International Journal of Rehabilitation Research,0342-5282,0342-5282,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-14T19:35:36.631381,2,"[{'given': 'AET', 'family': 'ARAK-LUKMANN', 'sequence': 'first'}, {'given': 'MIHKEL', 'family': 'ZILMER', 'sequence': 'additional'}, {'given': 'JAAK', 'family': 'MAAROOS', 'sequence': 'additional'}, {'given': 'KERSTI', 'family': 'ZILMER', 'sequence': 'additional'}, {'given': 'TIIU', 'family': 'VIHALEMM', 'sequence': 'additional'}, {'given': 'TIIU', 'family': 'KULLISAAR', 'sequence': 'additional'}, {'given': 'JELENA', 'family': 'VIDER', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,"Message: Unable to locate element: .icon-pdf
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
NoSuchElementError@chrome://remote/content/shared/webdriver/Errors.jsm:398:5
element.find/</<@chrome://remote/content/marionette/element.js:300:16
",False
93,00042737-200210000-00014,10.1097/00042737-200210000-00014,https://doi.org/10.1097/00042737-200210000-00014,Duodenal motility during a run–bike–run protocol: the effect of a sports drink,journal-article,False,10/1/02,2002.0,European Journal of Gastroenterology & Hepatology,0954-691X,0954-691X,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-14T01:43:49.896603,2,"[{'given': 'Harry P. F.', 'family': 'Peters', 'sequence': 'first'}, {'given': 'Wouter R.', 'family': 'de Vries', 'sequence': 'additional'}, {'given': 'Louis M. A.', 'family': 'Akkermans', 'sequence': 'additional'}, {'given': 'Gerard P.', 'family': 'van Berge-Henegouwen', 'sequence': 'additional'}, {'given': 'Jeroen', 'family': 'Koerselman', 'sequence': 'additional'}, {'given': 'J. Wiljan C.', 'family': 'Wiersma', 'sequence': 'additional'}, {'given': 'Eduard', 'family': 'Bol', 'sequence': 'additional'}, {'given': 'Willem L.', 'family': 'Mosterd', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,"Message: Unable to locate element: .icon-pdf
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
NoSuchElementError@chrome://remote/content/shared/webdriver/Errors.jsm:398:5
element.find/</<@chrome://remote/content/marionette/element.js:300:16
",False
94,00042752-200209000-00008,10.1097/00042752-200209000-00008,https://doi.org/10.1097/00042752-200209000-00008,Performance Enhancement With Maintenance of Resting Immune Status After Intensified Cycle Training,journal-article,False,9/1/02,2002.0,Clinical Journal of Sport Medicine,1050-642X,1050-642X,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-19T01:59:39.698713,2,"[{'given': 'Rudolph H.', 'family': 'Dressendorfer', 'sequence': 'first'}, {'given': 'Stewart R.', 'family': 'Petersen', 'sequence': 'additional'}, {'given': 'Shona E.', 'family': 'Moss Lovshin', 'sequence': 'additional'}, {'given': 'Judith L.', 'family': 'Hannon', 'sequence': 'additional'}, {'given': 'Siow F.', 'family': 'Lee', 'sequence': 'additional'}, {'given': 'Gordon J.', 'family': 'Bell', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,"Message: Unable to locate element: .icon-pdf
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
NoSuchElementError@chrome://remote/content/shared/webdriver/Errors.jsm:398:5
element.find/</<@chrome://remote/content/marionette/element.js:300:16
",False
95,00042752-200209000-00009,10.1097/00042752-200209000-00009,https://doi.org/10.1097/00042752-200209000-00009,Changes in Oxygen Consumption During and After a Downhill Run in Masters Long-Distance Runners,journal-article,False,9/1/02,2002.0,Clinical Journal of Sport Medicine,1050-642X,1050-642X,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-18T05:45:20.768563,2,"[{'given': 'Karen A.', 'family': 'Sharwood', 'sequence': 'first'}, {'given': 'Michael I.', 'family': 'Lambert', 'sequence': 'additional'}, {'given': 'Alan St Clair', 'family': 'Gibson', 'sequence': 'additional'}, {'given': 'Timothy D.', 'family': 'Noakes', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,"Message: Unable to locate element: .icon-pdf
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
NoSuchElementError@chrome://remote/content/shared/webdriver/Errors.jsm:398:5
element.find/</<@chrome://remote/content/marionette/element.js:300:16
",False
96,00002060-200209000-00004,10.1097/00002060-200209000-00004,https://doi.org/10.1097/00002060-200209000-00004,Effects of Training Status on Fibers of the Musculus Vastus Lateralis in Professional Road Cyclists,journal-article,False,9/1/02,2002.0,American Journal of Physical Medicine & Rehabilitation,0894-9115,0894-9115,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-16T01:51:09.223850,2,"[{'given': 'Luis P.', 'family': 'Rodríguez', 'sequence': 'first'}, {'given': 'Jacobo', 'family': 'López-Rego', 'sequence': 'additional'}, {'given': 'J. A. L.', 'family': 'Calbet', 'sequence': 'additional'}, {'given': 'Raquel', 'family': 'Valero', 'sequence': 'additional'}, {'given': 'Enrique', 'family': 'Varela', 'sequence': 'additional'}, {'given': 'Julio', 'family': 'Ponce', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,"Message: Unable to locate element: .icon-pdf
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
NoSuchElementError@chrome://remote/content/shared/webdriver/Errors.jsm:398:5
element.find/</<@chrome://remote/content/marionette/element.js:300:16
",False
97,00002060-200205000-00001,10.1097/00002060-200205000-00001,https://doi.org/10.1097/00002060-200205000-00001,Physical Fitness of Lower Limb Amputees,journal-article,False,5/1/02,2002.0,American Journal of Physical Medicine & Rehabilitation,0894-9115,0894-9115,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-13T21:39:11.535634,2,"[{'given': 'Takaaki', 'family': 'Chin', 'sequence': 'first'}, {'given': 'Seishi', 'family': 'Sawamura', 'sequence': 'additional'}, {'given': 'Hisao', 'family': 'Fujita', 'sequence': 'additional'}, {'given': 'Sakuya', 'family': 'Nakajima', 'sequence': 'additional'}, {'given': 'Hiroko', 'family': 'Oyabu', 'sequence': 'additional'}, {'given': 'Yuji', 'family': 'Nagakura', 'sequence': 'additional'}, {'given': 'Isao', 'family': 'Ojima', 'sequence': 'additional'}, {'given': 'Hiroshi', 'family': 'Otsuka', 'sequence': 'additional'}, {'given': 'Akio', 'family': 'Nakagawa', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,"Message: Unable to locate element: .icon-pdf
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
NoSuchElementError@chrome://remote/content/shared/webdriver/Errors.jsm:398:5
element.find/</<@chrome://remote/content/marionette/element.js:300:16
",False
98,wnl.58.7.1088,10.1212/wnl.58.7.1088,https://doi.org/10.1212/wnl.58.7.1088,Resting oxygen consumption and in vivo ADP are increased in myopathy due to complex I deficiency,journal-article,False,4/9/02,2002.0,Neurology,"0028-3878,1526-632X",0028-3878,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-17T11:50:52.328539,2,"[{'given': 'M. J.', 'family': 'Roef', 'sequence': 'first'}, {'given': 'D.-J.', 'family': 'Reijngoud', 'sequence': 'additional'}, {'given': 'J. A.L.', 'family': 'Jeneson', 'sequence': 'additional'}, {'given': 'R.', 'family': 'Berger', 'sequence': 'additional'}, {'given': 'K.', 'family': 'de Meer', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,"Message: Unable to locate element: .icon-pdf
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
NoSuchElementError@chrome://remote/content/shared/webdriver/Errors.jsm:398:5
element.find/</<@chrome://remote/content/marionette/element.js:300:16
",False
99,00008483-200207000-00012,10.1097/00008483-200207000-00012,https://doi.org/10.1097/00008483-200207000-00012,Reliability of Isokinetic Strength and Aerobic Power Testing for Patients With Chronic Heart Failure,journal-article,False,7/1/02,2002.0,Journal of Cardiopulmonary Rehabilitation,0883-9212,0883-9212,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-13T05:49:34.559647,2,"[{'given': 'Steve E.', 'family': 'Selig', 'sequence': 'first'}, {'given': 'Michael F.', 'family': 'Carey', 'sequence': 'additional'}, {'given': 'David G.', 'family': 'Menzies', 'sequence': 'additional'}, {'given': 'Jeremy', 'family': 'Patterson', 'sequence': 'additional'}, {'given': 'Ralph H.', 'family': 'Geerling', 'sequence': 'additional'}, {'given': 'Andrew D.', 'family': 'Williams', 'sequence': 'additional'}, {'given': 'Voramont', 'family': 'Bamroongsuk', 'sequence': 'additional'}, {'given': 'Deidre', 'family': 'Toia', 'sequence': 'additional'}, {'given': 'Henry', 'family': 'Krum', 'sequence': 'additional'}, {'given': 'David L.', 'family': 'Hare', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,"Message: Unable to locate element: .icon-pdf
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
NoSuchElementError@chrome://remote/content/shared/webdriver/Errors.jsm:398:5
element.find/</<@chrome://remote/content/marionette/element.js:300:16
",False
