doi,doi_url,title,genre,is_paratext,published_date,year,journal_name,journal_issns,journal_issn_l,journal_is_oa,journal_is_in_doaj,publisher,is_oa,oa_status,has_repository_copy,best_oa_location,first_oa_location,oa_locations,oa_locations_embargoed,updated,data_standard,z_authors,best_oa_location.updated,best_oa_location.url,best_oa_location.url_for_pdf,best_oa_location.url_for_landing_page,best_oa_location.evidence,best_oa_location.license,best_oa_location.version,best_oa_location.host_type,best_oa_location.is_best,best_oa_location.pmh_id,best_oa_location.endpoint_id,best_oa_location.repository_institution,best_oa_location.oa_date,first_oa_location.updated,first_oa_location.url,first_oa_location.url_for_pdf,first_oa_location.url_for_landing_page,first_oa_location.evidence,first_oa_location.license,first_oa_location.version,first_oa_location.host_type,first_oa_location.is_best,first_oa_location.pmh_id,first_oa_location.endpoint_id,first_oa_location.repository_institution,first_oa_location.oa_date,status_code,error_0,error_1,status_code_0,status_code_1
10.29359/bjhpa.10.4.13,https://doi.org/10.29359/bjhpa.10.4.13,Supramaximal intermittent exercise ‒ A comparison of effects on anaerobic and aerobic capacity in trained prepubertal boys and trained adults,journal-article,False,12/31/18,2018.0,Baltic Journal of Health and Physical Activity,2080-9999,2080-9999,True,True,Gdansk University of Physical Education and Sport,True,gold,False,,,"[{'updated': '2022-05-24T21:00:41.733732', 'url': 'https://doi.org/10.29359/bjhpa.10.4.13', 'url_for_pdf': None, 'url_for_landing_page': 'https://doi.org/10.29359/bjhpa.10.4.13', 'evidence': 'oa journal (via doaj)', 'license': 'cc-by-nc-nd', 'version': 'publishedVersion', 'host_type': 'publisher', 'is_best': True, 'pmh_id': None, 'endpoint_id': None, 'repository_institution': None, 'oa_date': '2018-12-31'}]",[],2022-04-01T19:03:34.733653,2,"[{'given': 'Anna', 'family': 'Szczesna-Kaczmarek', 'sequence': 'first'}]",2022-05-24T21:00:41.733732,https://doi.org/10.29359/bjhpa.10.4.13,,https://doi.org/10.29359/bjhpa.10.4.13,oa journal (via doaj),cc-by-nc-nd,publishedVersion,publisher,True,,,,12/31/18,2022-05-24T21:00:41.733732,https://doi.org/10.29359/bjhpa.10.4.13,,https://doi.org/10.29359/bjhpa.10.4.13,oa journal (via doaj),cc-by-nc-nd,publishedVersion,publisher,True,,,,12/31/18,No URL available from unpaywall,Invalid URL 'nan': No scheme supplied. Perhaps you meant http://nan?,Invalid URL 'nan': No scheme supplied. Perhaps you meant http://nan?,,
10.5672/apunts.2014-0983.es.(2021/4).146.09,https://doi.org/10.5672/apunts.2014-0983.es.(2021/4).146.09,Natación en socorristas: energética de crol y crol con la cabeza fuera del agua,journal-article,False,10/1/21,2021.0,Apunts Educación Física y Deportes,1577-4015,1577-4015,True,True,Institut d'Educacio Fisica de Catalunya (INEFC),True,gold,False,,,"[{'updated': '2022-05-24T21:01:49.285189', 'url': 'https://doi.org/10.5672/apunts.2014-0983.es.(2021/4).146.09', 'url_for_pdf': None, 'url_for_landing_page': 'https://doi.org/10.5672/apunts.2014-0983.es.(2021/4).146.09', 'evidence': 'oa journal (via doaj)', 'license': 'cc-by-nc-nd', 'version': 'publishedVersion', 'host_type': 'publisher', 'is_best': True, 'pmh_id': None, 'endpoint_id': None, 'repository_institution': None, 'oa_date': '2021-10-01'}]",[],2021-10-02T13:32:35.012297,2,"[{'given': 'Luis', 'family': 'da Fontoura Iglesias', 'sequence': 'first'}, {'given': 'Wellington G.', 'family': 'Feitosa', 'sequence': 'additional'}, {'given': 'Ricardo', 'family': 'de A. Correia', 'sequence': 'additional'}, {'given': 'Lucas', 'family': 'Beal', 'sequence': 'additional'}, {'given': 'Laura', 'family': 'Menin', 'sequence': 'additional'}, {'given': 'Flávio A.', 'family': 'de S. Castro', 'sequence': 'additional'}, {'given': 'Cássia Daniele', 'family': 'Zaleski Trindade', 'sequence': 'additional'}]",2022-05-24T21:01:49.285189,https://doi.org/10.5672/apunts.2014-0983.es.(2021/4).146.09,,https://doi.org/10.5672/apunts.2014-0983.es.(2021/4).146.09,oa journal (via doaj),cc-by-nc-nd,publishedVersion,publisher,True,,,,10/1/21,2022-05-24T21:01:49.285189,https://doi.org/10.5672/apunts.2014-0983.es.(2021/4).146.09,,https://doi.org/10.5672/apunts.2014-0983.es.(2021/4).146.09,oa journal (via doaj),cc-by-nc-nd,publishedVersion,publisher,True,,,,10/1/21,No URL available from unpaywall,Invalid URL 'nan': No scheme supplied. Perhaps you meant http://nan?,Invalid URL 'nan': No scheme supplied. Perhaps you meant http://nan?,,
10.1016/j.jesf.2014.04.001,https://doi.org/10.1016/j.jesf.2014.04.001,Obese adolescents who gained/maintained or lost weight had similar body composition and cardiometabolic risk factors following a multidisciplinary intervention,journal-article,False,6/1/14,2014.0,Journal of Exercise Science & Fitness,1728-869X,1728-869X,True,True,Elsevier BV,True,gold,False,,,"[{'updated': '2022-05-24T21:03:04.964696', 'url': 'https://doi.org/10.1016/j.jesf.2014.04.001', 'url_for_pdf': None, 'url_for_landing_page': 'https://doi.org/10.1016/j.jesf.2014.04.001', 'evidence': 'oa journal (via doaj)', 'license': 'elsevier-specific: oa user license', 'version': 'publishedVersion', 'host_type': 'publisher', 'is_best': True, 'pmh_id': None, 'endpoint_id': None, 'repository_institution': None, 'oa_date': '2014-06-01'}]",[],2022-04-28T21:07:15.368061,2,"[{'given': 'Josiane Aparecida Alves', 'family': 'Bianchini', 'sequence': 'first'}, {'given': 'Danilo Fernandes', 'family': 'da Silva', 'sequence': 'additional'}, {'given': 'Luzia Jaeger', 'family': 'Hintze', 'sequence': 'additional'}, {'given': 'Vanessa Drieli Seron', 'family': 'Antonini', 'sequence': 'additional'}, {'given': 'Carlos Andres', 'family': 'Lopera', 'sequence': 'additional'}, {'given': 'Jessica', 'family': 'McNeil', 'sequence': 'additional'}, {'given': 'Nelson', 'family': 'Nardo Junior', 'sequence': 'additional'}]",2022-05-24T21:03:04.964696,https://doi.org/10.1016/j.jesf.2014.04.001,,https://doi.org/10.1016/j.jesf.2014.04.001,oa journal (via doaj),elsevier-specific: oa user license,publishedVersion,publisher,True,,,,6/1/14,2022-05-24T21:03:04.964696,https://doi.org/10.1016/j.jesf.2014.04.001,,https://doi.org/10.1016/j.jesf.2014.04.001,oa journal (via doaj),elsevier-specific: oa user license,publishedVersion,publisher,True,,,,6/1/14,No URL available from unpaywall,Invalid URL 'nan': No scheme supplied. Perhaps you meant http://nan?,Invalid URL 'nan': No scheme supplied. Perhaps you meant http://nan?,,
10.1016/j.livsci.2015.07.020,https://doi.org/10.1016/j.livsci.2015.07.020,Hemogasometry of eventing horses before and after intense exercise on a high speed treadmill,journal-article,False,4/1/16,2016.0,Livestock Science,1871-1413,1871-1413,False,False,Elsevier BV,True,hybrid,False,,,"[{'updated': '2019-10-25T05:28:46.521626', 'url': 'https://doi.org/10.1016/j.livsci.2015.07.020', 'url_for_pdf': None, 'url_for_landing_page': 'https://doi.org/10.1016/j.livsci.2015.07.020', 'evidence': 'open (via page says Open Access)', 'license': 'implied-oa', 'version': 'publishedVersion', 'host_type': 'publisher', 'is_best': True, 'pmh_id': None, 'endpoint_id': None, 'repository_institution': None, 'oa_date': '2016-04-01'}]",[],2021-01-20T19:59:04.438880,2,"[{'given': 'Ana Cláudia', 'family': 'Tavares Miranda', 'sequence': 'first'}, {'given': 'Felipe G.F.', 'family': 'Padilha', 'sequence': 'additional'}, {'given': 'Márcia Torres', 'family': 'Ramos', 'sequence': 'additional'}, {'given': 'Luana A.G.', 'family': 'Dimache', 'sequence': 'additional'}, {'given': 'Fernanda', 'family': 'Nascimento Godoi', 'sequence': 'additional'}, {'given': 'Antonio', 'family': 'Galina Filho', 'sequence': 'additional'}, {'given': 'Fernando Queiroz', 'family': 'de Almeida', 'sequence': 'additional'}]",2019-10-25T05:28:46.521626,https://doi.org/10.1016/j.livsci.2015.07.020,,https://doi.org/10.1016/j.livsci.2015.07.020,open (via page says Open Access),implied-oa,publishedVersion,publisher,True,,,,4/1/16,2019-10-25T05:28:46.521626,https://doi.org/10.1016/j.livsci.2015.07.020,,https://doi.org/10.1016/j.livsci.2015.07.020,open (via page says Open Access),implied-oa,publishedVersion,publisher,True,,,,4/1/16,No URL available from unpaywall,Invalid URL 'nan': No scheme supplied. Perhaps you meant http://nan?,Invalid URL 'nan': No scheme supplied. Perhaps you meant http://nan?,,
10.1016/j.jth.2019.03.009,https://doi.org/10.1016/j.jth.2019.03.009,The metabolic and physiological responses to scootering exercise in a field-setting,journal-article,False,6/1/19,2019.0,Journal of Transport & Health,2214-1405,2214-1405,False,False,Elsevier BV,True,green,True,,,"[{'updated': '2022-04-22T23:13:56.118934', 'url': 'https://arro.anglia.ac.uk/id/eprint/704201/3/Willmott_2019.docx', 'url_for_pdf': None, 'url_for_landing_page': 'https://arro.anglia.ac.uk/id/eprint/704201/3/Willmott_2019.docx', 'evidence': 'oa repository (via OAI-PMH doi match)', 'license': None, 'version': 'acceptedVersion', 'host_type': 'repository', 'is_best': True, 'pmh_id': 'oai:arro.anglia.ac.uk:704201', 'endpoint_id': 'e08819353482a39bce1', 'repository_institution': 'Anglia Ruskin University - Anglia Ruskin Research Online', 'oa_date': '2020-09-16'}, {'updated': '2022-04-23T22:25:21.361580', 'url': 'https://cris.brighton.ac.uk/ws/files/5857837/Willmott_and_Maxwell_2019_3_.pdf', 'url_for_pdf': 'https://cris.brighton.ac.uk/ws/files/5857837/Willmott_and_Maxwell_2019_3_.pdf', 'url_for_landing_page': 'https://research.brighton.ac.uk/en/publications/670b6f57-70cc-4702-afc7-ec64abdc9884', 'evidence': 'oa repository (via OAI-PMH doi match)', 'license': 'cc-by-nc-nd', 'version': 'submittedVersion', 'host_type': 'repository', 'is_best': False, 'pmh_id': 'oai:pure.atira.dk:publications/670b6f57-70cc-4702-afc7-ec64abdc9884', 'endpoint_id': '17efaf556a7f5111679', 'repository_institution': 'University of Brighton - University of Brighton Repository', 'oa_date': '2020-09-16'}]",[],2021-09-16T17:34:57.699203,2,"[{'given': 'Ashley G.B.', 'family': 'Willmott', 'sequence': 'first'}, {'given': 'Neil S.', 'family': 'Maxwell', 'sequence': 'additional'}]",2022-04-22T23:13:56.118934,https://arro.anglia.ac.uk/id/eprint/704201/3/Willmott_2019.docx,,https://arro.anglia.ac.uk/id/eprint/704201/3/Willmott_2019.docx,oa repository (via OAI-PMH doi match),,acceptedVersion,repository,True,oai:arro.anglia.ac.uk:704201,e08819353482a39bce1,Anglia Ruskin University - Anglia Ruskin Research Online,9/16/20,2022-04-22T23:13:56.118934,https://arro.anglia.ac.uk/id/eprint/704201/3/Willmott_2019.docx,,https://arro.anglia.ac.uk/id/eprint/704201/3/Willmott_2019.docx,oa repository (via OAI-PMH doi match),,acceptedVersion,repository,True,oai:arro.anglia.ac.uk:704201,e08819353482a39bce1,Anglia Ruskin University - Anglia Ruskin Research Online,9/16/20,No URL available from unpaywall,Invalid URL 'nan': No scheme supplied. Perhaps you meant http://nan?,Invalid URL 'nan': No scheme supplied. Perhaps you meant http://nan?,,
10.16926/par.2016.04.03,https://doi.org/10.16926/par.2016.04.03,Obesity: reversible biological adaptation or disease?,journal-article,False,1/1/16,2016.0,Physical Activity Review,2300-5076,2300-5076,True,True,Uniwersytet Humanistyczno-Przyrodniczy im. Jana Dlugosza w Czestochowie,True,gold,False,,,"[{'updated': '2022-05-24T21:19:32.107786', 'url': 'https://doi.org/10.16926/par.2016.04.03', 'url_for_pdf': None, 'url_for_landing_page': 'https://doi.org/10.16926/par.2016.04.03', 'evidence': 'oa journal (via doaj)', 'license': 'cc-by', 'version': 'publishedVersion', 'host_type': 'publisher', 'is_best': True, 'pmh_id': None, 'endpoint_id': None, 'repository_institution': None, 'oa_date': '2016-01-01'}]",[],2021-01-16T11:00:14.847103,2,"[{'given': 'Karol', 'family': 'Pilis', 'sequence': 'first'}, {'given': 'Anna', 'family': 'Pilis', 'sequence': 'additional'}, {'given': 'Krzysztof', 'family': 'Stec', 'sequence': 'additional'}, {'given': 'Cezary', 'family': 'Michalski', 'sequence': 'additional'}, {'given': 'Michał', 'family': 'Zych', 'sequence': 'additional'}, {'given': 'Jacek', 'family': 'Buchta', 'sequence': 'additional'}, {'given': 'Wiesław', 'family': 'Pilis', 'sequence': 'additional'}]",2022-05-24T21:19:32.107786,https://doi.org/10.16926/par.2016.04.03,,https://doi.org/10.16926/par.2016.04.03,oa journal (via doaj),cc-by,publishedVersion,publisher,True,,,,1/1/16,2022-05-24T21:19:32.107786,https://doi.org/10.16926/par.2016.04.03,,https://doi.org/10.16926/par.2016.04.03,oa journal (via doaj),cc-by,publishedVersion,publisher,True,,,,1/1/16,No URL available from unpaywall,Invalid URL 'nan': No scheme supplied. Perhaps you meant http://nan?,Invalid URL 'nan': No scheme supplied. Perhaps you meant http://nan?,,
10.1515/bhk-2015-0015,https://doi.org/10.1515/bhk-2015-0015,An investigation into a contactless photoplethysmographic mobile application to record heart rate post-exercise: Implications for field testing,journal-article,False,8/11/15,2015.0,Biomedical Human Kinetics,2080-2234,2080-2234,True,True,Walter de Gruyter GmbH,True,gold,True,,,"[{'updated': '2022-05-24T21:20:02.087009', 'url': 'https://doi.org/10.1515/bhk-2015-0015', 'url_for_pdf': None, 'url_for_landing_page': 'https://doi.org/10.1515/bhk-2015-0015', 'evidence': 'oa journal (via doaj)', 'license': 'cc-by-nc-nd', 'version': 'publishedVersion', 'host_type': 'publisher', 'is_best': True, 'pmh_id': None, 'endpoint_id': None, 'repository_institution': None, 'oa_date': '2015-08-11'}, {'updated': '2022-04-30T17:19:36.508945', 'url': 'http://nrl.northumbria.ac.uk/id/eprint/27260/1/An%20investigation%20into%20a%20contactless%20photoplethysmographic%20mobile%20application%20to%20record%20heart%20rate%20post-exercise%20implications%20for%20field%20testing.pdf', 'url_for_pdf': 'http://nrl.northumbria.ac.uk/id/eprint/27260/1/An%20investigation%20into%20a%20contactless%20photoplethysmographic%20mobile%20application%20to%20record%20heart%20rate%20post-exercise%20implications%20for%20field%20testing.pdf', 'url_for_landing_page': 'http://nrl.northumbria.ac.uk/id/eprint/27260/1/An%20investigation%20into%20a%20contactless%20photoplethysmographic%20mobile%20application%20to%20record%20heart%20rate%20post-exercise%20implications%20for%20field%20testing.pdf', 'evidence': 'oa repository (via OAI-PMH doi match)', 'license': None, 'version': 'acceptedVersion', 'host_type': 'repository', 'is_best': False, 'pmh_id': 'oai:nrl.northumbria.ac.uk:27260', 'endpoint_id': 'cc556934205f2dea5a6', 'repository_institution': 'Northumbria University - Northumbria Research Link', 'oa_date': None}]",[],2022-05-18T00:40:51.688875,2,"[{'given': 'Daniel J.', 'family': 'Peart', 'sequence': 'first', 'affiliation': [{'name': 'Sport and Biosciences, University Centre, North Lindsey College, Scunthorpe, UK'}]}, {'given': 'Matthew P.', 'family': 'Shaw', 'sequence': 'additional', 'affiliation': [{'name': 'Sport and Biosciences, University Centre, North Lindsey College, Scunthorpe, UK'}]}, {'given': 'Chris G.', 'family': 'Rowley', 'sequence': 'additional', 'affiliation': [{'name': 'Sport and Biosciences, University Centre, North Lindsey College, Scunthorpe, UK'}]}]",2022-05-24T21:20:02.087009,https://doi.org/10.1515/bhk-2015-0015,,https://doi.org/10.1515/bhk-2015-0015,oa journal (via doaj),cc-by-nc-nd,publishedVersion,publisher,True,,,,8/11/15,2022-05-24T21:20:02.087009,https://doi.org/10.1515/bhk-2015-0015,,https://doi.org/10.1515/bhk-2015-0015,oa journal (via doaj),cc-by-nc-nd,publishedVersion,publisher,True,,,,8/11/15,No URL available from unpaywall,Invalid URL 'nan': No scheme supplied. Perhaps you meant http://nan?,Invalid URL 'nan': No scheme supplied. Perhaps you meant http://nan?,,
10.1016/s1728-869x(12)60001-x,https://doi.org/10.1016/s1728-869x(12)60001-x,Effects of Non-Wingate-based High-intensity Interval Training on Cardiorespiratory Fitness and Aerobic-based Exercise Capacity in Sedentary Subjects: A Preliminary Study,journal-article,False,12/1/11,2011.0,Journal of Exercise Science & Fitness,1728-869X,1728-869X,True,True,Elsevier BV,True,gold,False,,,"[{'updated': '2022-05-24T21:24:53.800579', 'url': 'https://doi.org/10.1016/s1728-869x(12)60001-x', 'url_for_pdf': None, 'url_for_landing_page': 'https://doi.org/10.1016/s1728-869x(12)60001-x', 'evidence': 'oa journal (via doaj)', 'license': 'elsevier-specific: oa user license', 'version': 'publishedVersion', 'host_type': 'publisher', 'is_best': True, 'pmh_id': None, 'endpoint_id': None, 'repository_institution': None, 'oa_date': '2011-12-01'}]",[],2021-07-30T18:50:30.297832,2,"[{'given': 'Tom K.', 'family': 'Tong', 'sequence': 'first'}, {'given': 'Pak Kwong', 'family': 'Chung', 'sequence': 'additional'}, {'given': 'Raymond W.', 'family': 'Leung', 'sequence': 'additional'}, {'given': 'Jinlei', 'family': 'Nie', 'sequence': 'additional'}, {'given': 'Hua', 'family': 'Lin', 'sequence': 'additional'}, {'given': 'Jun', 'family': 'Zheng', 'sequence': 'additional'}]",2022-05-24T21:24:53.800579,https://doi.org/10.1016/s1728-869x(12)60001-x,,https://doi.org/10.1016/s1728-869x(12)60001-x,oa journal (via doaj),elsevier-specific: oa user license,publishedVersion,publisher,True,,,,12/1/11,2022-05-24T21:24:53.800579,https://doi.org/10.1016/s1728-869x(12)60001-x,,https://doi.org/10.1016/s1728-869x(12)60001-x,oa journal (via doaj),elsevier-specific: oa user license,publishedVersion,publisher,True,,,,12/1/11,No URL available from unpaywall,Invalid URL 'nan': No scheme supplied. Perhaps you meant http://nan?,Invalid URL 'nan': No scheme supplied. Perhaps you meant http://nan?,,
10.1016/s1728-869x(09)60002-2,https://doi.org/10.1016/s1728-869x(09)60002-2,Influence of Creatine Supplementation on the Parameters of the “All-Out Critical Power Test”,journal-article,False,1/1/09,2009.0,Journal of Exercise Science & Fitness,1728-869X,1728-869X,True,True,Elsevier BV,True,gold,False,,,"[{'updated': '2022-05-24T21:30:43.995391', 'url': 'https://doi.org/10.1016/s1728-869x(09)60002-2', 'url_for_pdf': None, 'url_for_landing_page': 'https://doi.org/10.1016/s1728-869x(09)60002-2', 'evidence': 'oa journal (via doaj)', 'license': 'elsevier-specific: oa user license', 'version': 'publishedVersion', 'host_type': 'publisher', 'is_best': True, 'pmh_id': None, 'endpoint_id': None, 'repository_institution': None, 'oa_date': '2009-01-01'}]",[],2021-07-29T21:04:54.484061,2,"[{'given': 'Anni', 'family': 'Vanhatalo', 'sequence': 'first'}, {'given': 'Andrew Mark', 'family': 'Jones', 'sequence': 'additional'}]",2022-05-24T21:30:43.995391,https://doi.org/10.1016/s1728-869x(09)60002-2,,https://doi.org/10.1016/s1728-869x(09)60002-2,oa journal (via doaj),elsevier-specific: oa user license,publishedVersion,publisher,True,,,,1/1/09,2022-05-24T21:30:43.995391,https://doi.org/10.1016/s1728-869x(09)60002-2,,https://doi.org/10.1016/s1728-869x(09)60002-2,oa journal (via doaj),elsevier-specific: oa user license,publishedVersion,publisher,True,,,,1/1/09,No URL available from unpaywall,Invalid URL 'nan': No scheme supplied. Perhaps you meant http://nan?,Invalid URL 'nan': No scheme supplied. Perhaps you meant http://nan?,,
10.7554/elife.26686.001,https://doi.org/10.7554/elife.26686.001,Abstract,component,False,,,,,,True,False,"eLife Sciences Publications, Ltd",True,gold,False,,,"[{'updated': '2019-05-22T06:21:38.419783', 'url': 'https://doi.org/10.7554/elife.26686.001', 'url_for_pdf': None, 'url_for_landing_page': 'https://doi.org/10.7554/elife.26686.001', 'evidence': 'open (via page says license)', 'license': 'cc-by', 'version': 'publishedVersion', 'host_type': 'publisher', 'is_best': True, 'pmh_id': None, 'endpoint_id': None, 'repository_institution': None, 'oa_date': None}]",[],2021-06-21T16:28:21.049843,2,,2019-05-22T06:21:38.419783,https://doi.org/10.7554/elife.26686.001,,https://doi.org/10.7554/elife.26686.001,open (via page says license),cc-by,publishedVersion,publisher,True,,,,,2019-05-22T06:21:38.419783,https://doi.org/10.7554/elife.26686.001,,https://doi.org/10.7554/elife.26686.001,open (via page says license),cc-by,publishedVersion,publisher,True,,,,,No URL available from unpaywall,Invalid URL 'nan': No scheme supplied. Perhaps you meant http://nan?,Invalid URL 'nan': No scheme supplied. Perhaps you meant http://nan?,,
10.2298/abs1403179t,https://doi.org/10.2298/abs1403179t,Pre-administration of vitamin C reduces exercise-induced oxidative stress in untrained subjects,journal-article,False,1/1/14,2014.0,Arhiv za bioloske nauke,"0354-4664,1821-4339",0354-4664,True,True,National Library of Serbia,True,gold,True,,,"[{'updated': '2022-05-24T21:31:18.649764', 'url': 'https://doi.org/10.2298/abs1403179t', 'url_for_pdf': None, 'url_for_landing_page': 'https://doi.org/10.2298/abs1403179t', 'evidence': 'oa journal (via doaj)', 'license': 'cc-by-nc-nd', 'version': 'publishedVersion', 'host_type': 'publisher', 'is_best': True, 'pmh_id': None, 'endpoint_id': None, 'repository_institution': None, 'oa_date': '2014-01-01'}, {'updated': '2022-05-04T11:01:00.210136', 'url': 'http://www.doiserbia.nb.rs/ft.aspx?id=0354-46641403179T', 'url_for_pdf': 'http://www.doiserbia.nb.rs/ft.aspx?id=0354-46641403179T', 'url_for_landing_page': 'http://dx.doi.org/10.2298/ABS1403179T', 'evidence': 'oa repository (via OAI-PMH doi match)', 'license': None, 'version': 'submittedVersion', 'host_type': 'repository', 'is_best': False, 'pmh_id': 'oai:doiserbia:0354-46641403179T', 'endpoint_id': '0d51556585cd6d72ff3', 'repository_institution': 'National Library of Serbia - Digital Object Identifier (DOI) Repository Serbia', 'oa_date': None}, {'updated': '2019-10-01T00:00:00', 'url': 'http://pdfs.semanticscholar.org/0a37/14c87559f049ffb35faf05623170e258a2e7.pdf', 'url_for_pdf': 'http://pdfs.semanticscholar.org/0a37/14c87559f049ffb35faf05623170e258a2e7.pdf', 'url_for_landing_page': 'https://semanticscholar.org/paper/0a3714c87559f049ffb35faf05623170e258a2e7', 'evidence': 'oa repository (semantic scholar lookup)', 'license': None, 'version': 'submittedVersion', 'host_type': 'repository', 'is_best': False, 'pmh_id': None, 'endpoint_id': 'trmgzrn8eq4yx7ddvmzs', 'repository_institution': None, 'oa_date': None}]",[],2021-05-08T05:45:45.720850,2,"[{'given': 'Florin-Petrut', 'family': 'Trofin', 'sequence': 'first', 'affiliation': [{'name': '“Alexandru Ioan Cuza” University, Iasi, Romania'}]}, {'given': 'Marin', 'family': 'Chirazi', 'sequence': 'additional', 'affiliation': [{'name': '“Alexandru Ioan Cuza” University, Iasi, Romania'}]}, {'given': 'Cezar', 'family': 'Honceriu', 'sequence': 'additional', 'affiliation': [{'name': '“Alexandru Ioan Cuza” University, Iasi, Romania'}]}, {'given': 'Paula', 'family': 'Drosescu', 'sequence': 'additional', 'affiliation': [{'name': '“Alexandru Ioan Cuza” University, Iasi, Romania'}]}, {'given': 'Gabriela', 'family': 'Grădinariu', 'sequence': 'additional', 'affiliation': [{'name': '“Alexandru Ioan Cuza” University, Iasi, Romania'}]}, {'given': 'Alin', 'family': 'Vorniceanu', 'sequence': 'additional', 'affiliation': [{'name': '“Alexandru Ioan Cuza” University, Iasi, Romania'}]}, {'given': 'Emil', 'family': 'Anton', 'sequence': 'additional', 'affiliation': [{'name': '“Gr. T. Popa” University of Medicine and Pharmacy, Iasi, Romania'}]}, {'given': 'Dumitru', 'family': 'Cojocaru', 'sequence': 'additional', 'affiliation': [{'name': '“Alexandru Ioan Cuza” University, Iasi, Romania'}]}, {'given': 'Alin', 'family': 'Ciobica', 'sequence': 'additional', 'affiliation': [{'name': '“Alexandru Ioan Cuza” University, Iasi, Romania + Center of Biomedical Research of the Romanian Academy, Iasi Branch, Romania'}]}, {'given': 'Elena', 'family': 'Ciornea', 'sequence': 'additional', 'affiliation': [{'name': '“Alexandru Ioan Cuza” University, Iasi, Romania'}]}, {'given': 'Ioana', 'family': 'Cojocaru', 'suffix': 'Sabina', 'sequence': 'additional', 'affiliation': [{'name': '“Alexandru Ioan Cuza” University, Iasi, Romania'}]}]",2022-05-24T21:31:18.649764,https://doi.org/10.2298/abs1403179t,,https://doi.org/10.2298/abs1403179t,oa journal (via doaj),cc-by-nc-nd,publishedVersion,publisher,True,,,,1/1/14,2022-05-24T21:31:18.649764,https://doi.org/10.2298/abs1403179t,,https://doi.org/10.2298/abs1403179t,oa journal (via doaj),cc-by-nc-nd,publishedVersion,publisher,True,,,,1/1/14,No URL available from unpaywall,Invalid URL 'nan': No scheme supplied. Perhaps you meant http://nan?,Invalid URL 'nan': No scheme supplied. Perhaps you meant http://nan?,,
10.1016/s1728-869x(09)60007-1,https://doi.org/10.1016/s1728-869x(09)60007-1,Aerobic Fitness Level Modulates the Effects of Prior Supramaximal Exercise on Pulmonary O2 Response During Moderate-Intensity Exercise,journal-article,False,1/1/09,2009.0,Journal of Exercise Science & Fitness,1728-869X,1728-869X,True,True,Elsevier BV,True,gold,False,,,"[{'updated': '2022-05-24T21:38:57.946094', 'url': 'https://doi.org/10.1016/s1728-869x(09)60007-1', 'url_for_pdf': None, 'url_for_landing_page': 'https://doi.org/10.1016/s1728-869x(09)60007-1', 'evidence': 'oa journal (via doaj)', 'license': 'elsevier-specific: oa user license', 'version': 'publishedVersion', 'host_type': 'publisher', 'is_best': True, 'pmh_id': None, 'endpoint_id': None, 'repository_institution': None, 'oa_date': '2009-01-01'}]",[],2021-07-31T13:50:56.880665,2,"[{'given': 'Tiago Rezende', 'family': 'Figueira', 'sequence': 'first'}, {'given': 'Carlos Eduardo Polazzo', 'family': 'Machado', 'sequence': 'additional'}, {'given': 'Fabrizio', 'family': 'Caputo', 'sequence': 'additional'}, {'given': 'Benedito Sérgio', 'family': 'Denadai', 'sequence': 'additional'}]",2022-05-24T21:38:57.946094,https://doi.org/10.1016/s1728-869x(09)60007-1,,https://doi.org/10.1016/s1728-869x(09)60007-1,oa journal (via doaj),elsevier-specific: oa user license,publishedVersion,publisher,True,,,,1/1/09,2022-05-24T21:38:57.946094,https://doi.org/10.1016/s1728-869x(09)60007-1,,https://doi.org/10.1016/s1728-869x(09)60007-1,oa journal (via doaj),elsevier-specific: oa user license,publishedVersion,publisher,True,,,,1/1/09,No URL available from unpaywall,Invalid URL 'nan': No scheme supplied. Perhaps you meant http://nan?,Invalid URL 'nan': No scheme supplied. Perhaps you meant http://nan?,,
