doi,doi_url,title,genre,is_paratext,published_date,year,journal_name,journal_issns,journal_issn_l,journal_is_oa,journal_is_in_doaj,publisher,is_oa,oa_status,has_repository_copy,best_oa_location,first_oa_location,oa_locations,oa_locations_embargoed,updated,data_standard,z_authors,best_oa_location.updated,best_oa_location.url,best_oa_location.url_for_pdf,best_oa_location.url_for_landing_page,best_oa_location.evidence,best_oa_location.license,best_oa_location.version,best_oa_location.host_type,best_oa_location.is_best,best_oa_location.pmh_id,best_oa_location.endpoint_id,best_oa_location.repository_institution,best_oa_location.oa_date,first_oa_location.updated,first_oa_location.url,first_oa_location.url_for_pdf,first_oa_location.url_for_landing_page,first_oa_location.evidence,first_oa_location.license,first_oa_location.version,first_oa_location.host_type,first_oa_location.is_best,first_oa_location.pmh_id,first_oa_location.endpoint_id,first_oa_location.repository_institution,first_oa_location.oa_date,publisher_status_code
10.1016/j.resp.2021.103831,https://doi.org/10.1016/j.resp.2021.103831,Repeatability of dyspnea measurements during exercise in women with obesity,journal-article,FALSE,12/1/21,2021,Respiratory Physiology & Neurobiology,1569-9048,1569-9048,FALSE,FALSE,Elsevier BV,FALSE,closed,FALSE,,,[],[],2021-12-16T21:02:27.079530,2,"[{'ORCID': 'http://orcid.org/0000-0002-3718-0215', 'given': 'Vipa', 'family': 'Bernhardt', 'sequence': 'first', 'authenticated-orcid': False}, {'given': 'Jonathon L.', 'family': 'Stickford', 'sequence': 'additional'}, {'ORCID': 'http://orcid.org/0000-0003-3358-2169', 'given': 'Dharini M.', 'family': 'Bhammar', 'sequence': 'additional', 'authenticated-orcid': False}, {'given': 'Bryce N.', 'family': 'Balmain', 'sequence': 'additional'}, {'given': 'Tony G.', 'family': 'Babb', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,400
10.1016/j.bspc.2021.103414,https://doi.org/10.1016/j.bspc.2021.103414,Determination of the athletes' anaerobic threshold using machine learning methods,journal-article,FALSE,3/1/22,2022,Biomedical Signal Processing and Control,1746-8094,1746-8094,FALSE,FALSE,Elsevier BV,FALSE,closed,FALSE,,,[],[],2021-12-08T21:02:36.503045,2,"[{'given': 'Alexander', 'family': 'Chikov', 'sequence': 'first'}, {'given': 'Nikolay', 'family': 'Egorov', 'sequence': 'additional'}, {'given': 'Dmitry', 'family': 'Medvedev', 'sequence': 'additional'}, {'given': 'Svetlana', 'family': 'Chikova', 'sequence': 'additional'}, {'given': 'Evgeniy', 'family': 'Pavlov', 'sequence': 'additional'}, {'given': 'Pavel', 'family': 'Drobintsev', 'sequence': 'additional'}, {'given': 'Alexander', 'family': 'Krasichkov', 'sequence': 'additional'}, {'given': 'Dmitry', 'family': 'Kaplun', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,400
10.1016/j.jsams.2021.10.006,https://doi.org/10.1016/j.jsams.2021.10.006,The Efficacy of Weekly and Bi-Weekly Heat Training to Maintain the Physiological Benefits of Heat Acclimation,journal-article,FALSE,10/1/21,2021,Journal of Science and Medicine in Sport,1440-2440,1878-1861,FALSE,FALSE,Elsevier BV,FALSE,closed,FALSE,,,[],[],2021-10-20T21:05:13.321697,2,"[{'given': 'Courteney L.', 'family': 'Benjamin', 'sequence': 'first'}, {'given': 'Yasuki', 'family': 'Sekiguchi', 'sequence': 'additional'}, {'given': 'Lawrence E.', 'family': 'Armstrong', 'sequence': 'additional'}, {'given': 'Ciara N.', 'family': 'Manning', 'sequence': 'additional'}, {'given': 'Jeb F.', 'family': 'Struder', 'sequence': 'additional'}, {'given': 'Cody R.', 'family': 'Butler', 'sequence': 'additional'}, {'given': 'Robert A.', 'family': 'Huggins', 'sequence': 'additional'}, {'given': 'Rebecca L.', 'family': 'Stearns', 'sequence': 'additional'}, {'given': 'Elaine C.', 'family': 'Lee', 'sequence': 'additional'}, {'given': 'Douglas J.', 'family': 'Casa', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200
10.1016/j.scispo.2021.01.006,https://doi.org/10.1016/j.scispo.2021.01.006,Exercise intensity of Zumba compared to walking in healthy adult women,journal-article,FALSE,7/1/21,2021,Science & Sports,0765-1597,0765-1597,FALSE,FALSE,Elsevier BV,FALSE,closed,FALSE,,,[],[],2021-07-06T21:04:39.625323,2,"[{'ORCID': 'http://orcid.org/0000-0002-9791-9325', 'given': 'J.', 'family': 'Rodrigues-Krause', 'sequence': 'first', 'authenticated-orcid': False}, {'given': 'G.C.', 'family': 'Dos Santos', 'sequence': 'additional'}, {'given': 'R.F.', 'family': 'Moura', 'sequence': 'additional'}, {'given': 'A.R.', 'family': 'Lehnhard', 'sequence': 'additional'}, {'given': 'B.C.', 'family': 'Teixeira', 'sequence': 'additional'}, {'given': 'F.P.', 'family': 'Boeno', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,400
10.1016/j.scispo.2021.04.008,https://doi.org/10.1016/j.scispo.2021.04.008,Cardiovascular responses during and after aerobic and strength exercises with blood flow restriction in older adults,journal-article,FALSE,12/1/21,2021,Science & Sports,0765-1597,0765-1597,FALSE,FALSE,Elsevier BV,FALSE,closed,FALSE,,,[],[],2021-12-23T21:04:58.986712,2,"[{'ORCID': 'http://orcid.org/0000-0003-0575-7996', 'given': 'A.V.', 'family': 'Sardeli', 'sequence': 'first', 'authenticated-orcid': False}, {'given': 'M.L.V.', 'family': 'Ferreira', 'sequence': 'additional'}, {'given': 'L.C.', 'family': 'Santos', 'sequence': 'additional'}, {'given': 'C.R.', 'family': 'Cavaglieri', 'sequence': 'additional'}, {'given': 'M.P.T.', 'family': 'Chacon-Mikahil', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,400
10.1016/j.scispo.2020.12.008,https://doi.org/10.1016/j.scispo.2020.12.008,Effects of prior high-intensity endurance exercise in subsequent 4-km cycling time trial performance and fatigue development,journal-article,FALSE,7/1/21,2021,Science & Sports,0765-1597,0765-1597,FALSE,FALSE,Elsevier BV,FALSE,closed,FALSE,,,[],[],2021-07-08T21:02:01.966486,2,"[{'ORCID': 'http://orcid.org/0000-0002-0346-7007', 'given': 'R.A.', 'family': 'Azevedo', 'sequence': 'first', 'authenticated-orcid': False}, {'given': 'R.', 'family': 'Cruz', 'sequence': 'additional'}, {'given': 'P.', 'family': 'Couto', 'sequence': 'additional'}, {'ORCID': 'http://orcid.org/0000-0003-3943-3420', 'given': 'M.D.', 'family': 'Silva-Cavalcante', 'sequence': 'additional', 'authenticated-orcid': False}, {'given': 'D.', 'family': 'Boari', 'sequence': 'additional'}, {'ORCID': 'http://orcid.org/0000-0001-8174-8501', 'given': 'N.', 'family': 'Okuno', 'sequence': 'additional', 'authenticated-orcid': False}, {'ORCID': 'http://orcid.org/0000-0002-0613-5104', 'given': 'A.E.', 'family': 'Lima-Silva', 'sequence': 'additional', 'authenticated-orcid': False}, {'given': 'R.', 'family': 'Bertuzzi', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,400
10.1016/j.physbeh.2021.113642,https://doi.org/10.1016/j.physbeh.2021.113642,Influence of exercise intensity and regional differences in the sudomotor recruitment pattern in exercising prepubertal boys and young men,journal-article,FALSE,11/1/21,2021,Physiology & Behavior,0031-9384,0031-9384,FALSE,FALSE,Elsevier BV,FALSE,closed,FALSE,,,[],[],2021-11-08T21:03:25.850514,2,"[{'given': 'Tatsuro', 'family': 'Amano', 'sequence': 'first'}, {'given': 'Takako', 'family': 'Asami', 'sequence': 'additional'}, {'given': 'Tomoko', 'family': 'Ichinose-Kuwahara', 'sequence': 'additional'}, {'given': 'Dai', 'family': 'Okushima', 'sequence': 'additional'}, {'given': 'Hiroyuki', 'family': 'Ueda', 'sequence': 'additional'}, {'given': 'Narihiko', 'family': 'Kondo', 'sequence': 'additional'}, {'given': 'Yoshimitsu', 'family': 'Inoue', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200
10.1016/j.bbalip.2021.159033,https://doi.org/10.1016/j.bbalip.2021.159033,N-butylidenephthalide ameliorates high-fat diet-induced obesity in mice and promotes browning through adrenergic response/AMPK activation in mouse beige adipocytes,journal-article,FALSE,9/1/21,2021,Biochimica et Biophysica Acta (BBA) - Molecular and Cell Biology of Lipids,1388-1981,1388-1981,FALSE,FALSE,Elsevier BV,FALSE,closed,FALSE,,,[],[],2021-09-03T21:02:00.430286,2,"[{'given': 'Kang-Yun', 'family': 'Lu', 'sequence': 'first'}, {'given': 'Kingsley Theras Primus', 'family': 'Dass', 'sequence': 'additional'}, {'given': 'Shinn-Zong', 'family': 'Lin', 'sequence': 'additional'}, {'given': 'Yu-Hua', 'family': 'Tseng', 'sequence': 'additional'}, {'given': 'Shih-Ping', 'family': 'Liu', 'sequence': 'additional'}, {'given': 'Horng-Jyh', 'family': 'Harn', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200
10.1016/j.physbeh.2021.113569,https://doi.org/10.1016/j.physbeh.2021.113569,Cross-fostering selectively bred High Runner mice affects adult body mass but not voluntary exercise,journal-article,FALSE,11/1/21,2021,Physiology & Behavior,0031-9384,0031-9384,FALSE,FALSE,Elsevier BV,FALSE,closed,FALSE,,,[],[],2021-10-07T22:38:47.991068,2,"[{'given': 'Marcell D.', 'family': 'Cadney', 'sequence': 'first'}, {'given': 'Nicole E.', 'family': 'Schwartz', 'sequence': 'additional'}, {'given': 'Monica P.', 'family': 'McNamara', 'sequence': 'additional'}, {'given': 'Margaret P.', 'family': 'Schmill', 'sequence': 'additional'}, {'given': 'Alberto A.', 'family': 'Castro', 'sequence': 'additional'}, {'given': 'David A.', 'family': 'Hillis', 'sequence': 'additional'}, {'given': 'Theodore', 'family': 'Garland', 'suffix': 'Jr.', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200
10.1016/j.cct.2021.106563,https://doi.org/10.1016/j.cct.2021.106563,"Effects of walking exercise training on learning and memory and hippocampal neuroimaging outcomes in MS: A targeted, pilot randomized controlled trial",journal-article,FALSE,11/1/21,2021,Contemporary Clinical Trials,1551-7144,1551-7144,FALSE,FALSE,Elsevier BV,FALSE,closed,FALSE,,,[],[],2021-10-05T03:17:38.341571,2,"[{'given': 'Brian M.', 'family': 'Sandroff', 'sequence': 'first'}, {'given': 'Glenn R.', 'family': 'Wylie', 'sequence': 'additional'}, {'given': 'Jessica F.', 'family': 'Baird', 'sequence': 'additional'}, {'given': 'C. Danielle', 'family': 'Jones', 'sequence': 'additional'}, {'given': 'M. David', 'family': 'Diggs', 'sequence': 'additional'}, {'given': 'Helen', 'family': 'Genova', 'sequence': 'additional'}, {'given': 'Marcas M.', 'family': 'Bamman', 'sequence': 'additional'}, {'given': 'Gary R.', 'family': 'Cutter', 'sequence': 'additional'}, {'given': 'John', 'family': 'DeLuca', 'sequence': 'additional'}, {'given': 'Robert W.', 'family': 'Motl', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,400
10.1016/j.exger.2021.111556,https://doi.org/10.1016/j.exger.2021.111556,Does endurance training prior to ovariectomy protect against myocardial contractility dysfunction in rats?,journal-article,FALSE,9/1/21,2021,Experimental Gerontology,0531-5565,0531-5565,FALSE,FALSE,Elsevier BV,FALSE,closed,FALSE,,,[],[],2021-09-16T21:01:23.737949,2,"[{'given': 'Sabrina Paula', 'family': 'Costa', 'sequence': 'first'}, {'given': 'Talita Emanuela', 'family': 'Domingues', 'sequence': 'additional'}, {'given': 'Cíntia Maria', 'family': 'Rodrigues', 'sequence': 'additional'}, {'given': 'Sara Barros', 'family': 'Silva', 'sequence': 'additional'}, {'given': 'Caíque Olegário', 'family': 'Diniz e Magalhães', 'sequence': 'additional'}, {'given': 'Liliane Vanessa', 'family': 'Costa-Pereira', 'sequence': 'additional'}, {'given': 'Marco Fabricio Dias', 'family': 'Peixoto', 'sequence': 'additional'}, {'given': 'Sueli Ferreira', 'family': 'da Fonseca', 'sequence': 'additional'}, {'given': 'Kinulpe Honorato', 'family': 'Sampaio', 'sequence': 'additional'}, {'given': 'Vanessa Amaral', 'family': 'Mendonça', 'sequence': 'additional'}, {'given': 'Ana Cristina Rodrigues', 'family': 'Lacerda', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200
10.1016/j.physbeh.2021.113596,https://doi.org/10.1016/j.physbeh.2021.113596,Differential effects of ergometer-cycling and Whole-Body-Vibration training on serological BDNF and IGF-1 in the treatment of adolescent depression - is there an impact of BDNFp.Val66Met variants?,journal-article,FALSE,11/1/21,2021,Physiology & Behavior,0031-9384,0031-9384,FALSE,FALSE,Elsevier BV,FALSE,closed,FALSE,,,[],[],2021-10-10T00:13:10.337935,2,"[{'given': 'Heidrun Lioba', 'family': 'Wunram', 'sequence': 'first'}, {'given': 'Max', 'family': 'Oberste', 'sequence': 'additional'}, {'given': 'Alischa', 'family': 'Ziemendorff', 'sequence': 'additional'}, {'given': 'Stefanie', 'family': 'Hamacher', 'sequence': 'additional'}, {'given': 'Tugba', 'family': 'Kapanci', 'sequence': 'additional'}, {'given': 'Raoul', 'family': 'Heller', 'sequence': 'additional'}, {'given': 'Serjosha', 'family': 'Blick', 'sequence': 'additional'}, {'given': 'Wilhelm', 'family': 'Bloch', 'sequence': 'additional'}, {'given': 'Theresia Christina', 'family': 'Clajus', 'sequence': 'additional'}, {'given': 'Eckhard', 'family': 'Schönau', 'sequence': 'additional'}, {'given': 'Stephan', 'family': 'Bender', 'sequence': 'additional'}, {'given': 'Oliver', 'family': 'Fricke', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200
10.1016/j.physbeh.2021.113588,https://doi.org/10.1016/j.physbeh.2021.113588,Acute aerobic exercise to recover from mental exhaustion – a randomized controlled trial,journal-article,FALSE,11/1/21,2021,Physiology & Behavior,0031-9384,0031-9384,FALSE,FALSE,Elsevier BV,FALSE,closed,FALSE,,,[],[],2021-10-08T02:54:24.339749,2,"[{'given': 'Max', 'family': 'Oberste', 'sequence': 'first'}, {'given': 'Pascal', 'family': 'de Waal', 'sequence': 'additional'}, {'given': 'Niklas', 'family': 'Joisten', 'sequence': 'additional'}, {'given': 'David', 'family': 'Walzik', 'sequence': 'additional'}, {'given': 'Marius', 'family': 'Egbringhoff', 'sequence': 'additional'}, {'given': 'Florian', 'family': 'Javelle', 'sequence': 'additional'}, {'given': 'Wilhelm', 'family': 'Bloch', 'sequence': 'additional'}, {'given': 'Philipp', 'family': 'Zimmer', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200
10.1016/j.amjcard.2021.07.020,https://doi.org/10.1016/j.amjcard.2021.07.020,"Feasibility, Methodology, and Interpretation of Broad-Scale Assessment of Cardiorespiratory Fitness in a Large Community-Based Sample",journal-article,FALSE,8/1/21,2021,The American Journal of Cardiology,0002-9149,0002-9149,FALSE,FALSE,Elsevier BV,FALSE,closed,FALSE,,,[],[],2021-08-12T21:05:05.457793,2,"[{'given': 'Matthew', 'family': 'Nayor', 'sequence': 'first'}, {'given': 'Ravi V.', 'family': 'Shah', 'sequence': 'additional'}, {'given': 'Melissa', 'family': 'Tanguay', 'sequence': 'additional'}, {'given': 'Jasmine B.', 'family': 'Blodgett', 'sequence': 'additional'}, {'given': 'Ariel', 'family': 'Chernofsky', 'sequence': 'additional'}, {'given': 'Patricia E.', 'family': 'Miller', 'sequence': 'additional'}, {'given': 'Vanessa', 'family': 'Xanthakis', 'sequence': 'additional'}, {'given': 'Rajeev', 'family': 'Malhotra', 'sequence': 'additional'}, {'given': 'Nicholas E.', 'family': 'Houstis', 'sequence': 'additional'}, {'given': 'Raghava S.', 'family': 'Velagaleti', 'sequence': 'additional'}, {'given': 'Martin G.', 'family': 'Larson', 'sequence': 'additional'}, {'given': 'Ramachandran S.', 'family': 'Vasan', 'sequence': 'additional'}, {'given': 'Gregory D.', 'family': 'Lewis', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200
10.1016/j.exger.2021.111510,https://doi.org/10.1016/j.exger.2021.111510,Endurance training alleviates MCP-1 and TERRA accumulation at old age in human skeletal muscle,journal-article,FALSE,10/1/21,2021,Experimental Gerontology,0531-5565,0531-5565,FALSE,FALSE,Elsevier BV,FALSE,closed,FALSE,,,[],[],2021-08-15T13:29:58.038001,2,"[{'given': 'Estelle', 'family': 'Balan', 'sequence': 'first'}, {'given': 'Aurélie', 'family': 'Diman', 'sequence': 'additional'}, {'given': 'Amandine', 'family': 'Everard', 'sequence': 'additional'}, {'given': 'Henri', 'family': 'Nielens', 'sequence': 'additional'}, {'given': 'Anabelle', 'family': 'Decottignies', 'sequence': 'additional'}, {'given': 'Louise', 'family': 'Deldicque', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200
10.1016/j.cyto.2021.155648,https://doi.org/10.1016/j.cyto.2021.155648,"Associations between exercise, inflammation and symptom severity in those with mental health disorders",journal-article,FALSE,10/1/21,2021,Cytokine,1043-4666,1043-4666,FALSE,FALSE,Elsevier BV,FALSE,closed,FALSE,,,[],[],2021-07-26T01:02:06.215415,2,"[{'ORCID': 'http://orcid.org/0000-0002-9160-1420', 'given': 'Tegan E.', 'family': 'Hartmann', 'sequence': 'first', 'authenticated-orcid': False}, {'given': 'Caroline V.', 'family': 'Robertson', 'sequence': 'additional'}, {'ORCID': 'http://orcid.org/0000-0003-3409-0828', 'given': 'Timothy D.', 'family': 'Miller', 'sequence': 'additional', 'authenticated-orcid': False}, {'ORCID': 'http://orcid.org/0000-0003-3228-2930', 'given': 'Jayden R.', 'family': 'Hunter', 'sequence': 'additional', 'authenticated-orcid': False}, {'given': 'Melissa', 'family': 'Skein', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200
10.1016/j.scispo.2020.08.002,https://doi.org/10.1016/j.scispo.2020.08.002,Effect of different work and recovery settings during high-intensity intermittent training on maximal oxygen uptake and session volume responses,journal-article,FALSE,1/1/21,2021,Science & Sports,0765-1597,0765-1597,FALSE,FALSE,Elsevier BV,FALSE,closed,FALSE,,,[],[],2021-01-22T01:16:24.324899,2,"[{'given': 'F.', 'family': 'José Arantes', 'sequence': 'first'}, {'given': 'P.', 'family': 'Freitas Vieira', 'sequence': 'additional'}, {'given': 'D.', 'family': 'Licnerski Borges', 'sequence': 'additional'}, {'given': 'F.', 'family': 'Balbino Lizardo', 'sequence': 'additional'}, {'given': 'J.', 'family': 'Elias Dias Nunes', 'sequence': 'additional'}, {'given': 'A.', 'family': 'Alves Pereira', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,400
10.1016/j.jbiomech.2021.110621,https://doi.org/10.1016/j.jbiomech.2021.110621,Reduced joint motion supersedes asymmetry in explaining increased metabolic demand during walking with mechanical restriction,journal-article,FALSE,9/1/21,2021,Journal of Biomechanics,0021-9290,0021-9290,FALSE,FALSE,Elsevier BV,FALSE,closed,FALSE,,,[],[],2021-07-20T02:15:25.190888,2,"[{'ORCID': 'http://orcid.org/0000-0001-5858-5871', 'given': 'Emily M.', 'family': 'McCain', 'sequence': 'first', 'authenticated-orcid': False}, {'given': 'Matthew E.', 'family': 'Berno', 'sequence': 'additional'}, {'given': 'Theresa L.', 'family': 'Libera', 'sequence': 'additional'}, {'given': 'Michael D.', 'family': 'Lewek', 'sequence': 'additional'}, {'given': 'Gregory S.', 'family': 'Sawicki', 'sequence': 'additional'}, {'ORCID': 'http://orcid.org/0000-0002-8439-7951', 'given': 'Katherine R.', 'family': 'Saul', 'sequence': 'additional', 'authenticated-orcid': False}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200
10.1016/j.medengphy.2021.07.014,https://doi.org/10.1016/j.medengphy.2021.07.014,Development and validation of an activPAL accelerometry count-based model of physical activity intensity in adults,journal-article,FALSE,9/1/21,2021,Medical Engineering & Physics,1350-4533,1350-4533,FALSE,FALSE,Elsevier BV,FALSE,closed,FALSE,,,[],[],2021-08-20T08:36:12.467028,2,"[{'ORCID': 'http://orcid.org/0000-0002-0665-5062', 'given': 'Myles W.', 'family': ""O'Brien"", 'sequence': 'first', 'authenticated-orcid': False}, {'ORCID': 'http://orcid.org/0000-0001-8634-3765', 'given': 'Yanlin', 'family': 'Wu', 'sequence': 'additional', 'authenticated-orcid': False}, {'ORCID': 'http://orcid.org/0000-0002-8960-9685', 'given': 'Jarrett A.', 'family': 'Johns', 'sequence': 'additional', 'authenticated-orcid': False}, {'given': 'Justine', 'family': 'Poitras', 'sequence': 'additional'}, {'ORCID': 'http://orcid.org/0000-0002-3462-8037', 'given': 'Derek S.', 'family': 'Kimmerly', 'sequence': 'additional', 'authenticated-orcid': False}]",,,,,,,,,,,,,,,,,,,,,,,,,,,400
10.1016/j.ypmed.2021.106720,https://doi.org/10.1016/j.ypmed.2021.106720,"Body mass, cardiorespiratory fitness, and cardiometabolic risk over time: Findings from the Cooper Center Longitudinal Study",journal-article,FALSE,9/1/21,2021,Preventive Medicine,0091-7435,0091-7435,FALSE,FALSE,Elsevier BV,FALSE,closed,FALSE,,,[],[],2021-07-16T02:13:27.637880,2,"[{'given': 'David', 'family': 'Leonard', 'sequence': 'first'}, {'given': 'Kerem', 'family': 'Shuval', 'sequence': 'additional'}, {'given': 'Carrie E.', 'family': 'Finley', 'sequence': 'additional'}, {'given': 'Carolyn E.', 'family': 'Barlow', 'sequence': 'additional'}, {'given': 'William L.', 'family': 'Haskell', 'sequence': 'additional'}, {'given': 'Stephen W.', 'family': 'Farrell', 'sequence': 'additional'}, {'given': 'Andjelka', 'family': 'Pavlovic', 'sequence': 'additional'}, {'given': 'Loretta', 'family': 'DiPietro', 'sequence': 'additional'}, {'given': 'Mickey', 'family': 'Scheinowitz', 'sequence': 'additional'}, {'given': 'Laura F.', 'family': 'DeFina', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200
10.1016/j.jsams.2021.06.005,https://doi.org/10.1016/j.jsams.2021.06.005,Training wearing thermal clothing and training in hot ambient conditions are equally effective methods of heat acclimation,journal-article,FALSE,8/1/21,2021,Journal of Science and Medicine in Sport,1440-2440,1878-1861,FALSE,FALSE,Elsevier BV,FALSE,closed,FALSE,,,[],[],2022-02-26T08:28:26.534936,2,"[{'given': 'Carsten', 'family': 'Lundby', 'sequence': 'first'}, {'given': 'Ida Siobhan', 'family': 'Svendsen', 'sequence': 'additional'}, {'given': 'Tomas', 'family': 'Urianstad', 'sequence': 'additional'}, {'given': 'Joar', 'family': 'Hansen', 'sequence': 'additional'}, {'given': 'Bent R.', 'family': 'Rønnestad', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200
10.1016/j.clnesp.2021.05.031,https://doi.org/10.1016/j.clnesp.2021.05.031,"No additional effects of ursolic acid supplementation associated with combined exercise program on metabolic syndrome of postmenopausal women: A double-blind, randomized, placebo-controlled trial",journal-article,FALSE,8/1/21,2021,Clinical Nutrition ESPEN,2405-4577,2405-4577,FALSE,FALSE,Elsevier BV,FALSE,closed,FALSE,,,[],[],2021-07-29T22:34:40.259314,2,"[{'ORCID': 'http://orcid.org/0000-0002-3203-9116', 'given': 'José G.C.', 'family': 'Cione', 'sequence': 'first', 'authenticated-orcid': False}, {'given': 'Rozangela', 'family': 'Verlengia', 'sequence': 'additional'}, {'given': 'Carolina G.R.', 'family': 'Barbosa', 'sequence': 'additional'}, {'ORCID': 'http://orcid.org/0000-0003-4022-4511', 'given': 'Anna G.S.V.', 'family': 'Ribeiro', 'sequence': 'additional', 'authenticated-orcid': False}, {'given': 'José J.', 'family': 'de Oliveira', 'sequence': 'additional'}, {'given': 'Matheus A.', 'family': 'Oliveira', 'sequence': 'additional'}, {'ORCID': 'http://orcid.org/0000-0003-4683-9576', 'given': 'Alex H.', 'family': 'Crisp', 'sequence': 'additional', 'authenticated-orcid': False}]",,,,,,,,,,,,,,,,,,,,,,,,,,,400
10.1016/j.jbmt.2021.04.009,https://doi.org/10.1016/j.jbmt.2021.04.009,Impact of two different pulmonary rehabilitation methods in children with down syndrome,journal-article,FALSE,7/1/21,2021,Journal of Bodywork and Movement Therapies,1360-8592,1360-8592,FALSE,FALSE,Elsevier BV,FALSE,closed,FALSE,,,[],[],2021-06-14T00:27:53.185170,2,"[{'given': 'Rasha A.', 'family': 'Mohamed', 'sequence': 'first'}, {'given': 'El Sayed H.', 'family': 'Mohamed', 'sequence': 'additional'}, {'given': 'Suzan M.', 'family': 'Habshy', 'sequence': 'additional'}, {'given': 'Sobhy M.', 'family': 'Aly', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,400
10.1016/j.rmed.2021.106434,https://doi.org/10.1016/j.rmed.2021.106434,Association of obesity-related inflammatory pathways with lung function and exercise capacity,journal-article,FALSE,7/1/21,2021,Respiratory Medicine,0954-6111,0954-6111,FALSE,FALSE,Elsevier BV,FALSE,closed,FALSE,,,[],"[{'updated': '2022-05-24T07:30:19.138896', 'url': 'https://doi.org/10.1016/j.rmed.2021.106434', 'url_for_pdf': None, 'url_for_landing_page': 'https://doi.org/10.1016/j.rmed.2021.106434', 'evidence': 'embargoed (via journal policy)', 'license': None, 'version': 'publishedVersion', 'host_type': 'publisher', 'is_best': False, 'pmh_id': None, 'endpoint_id': None, 'repository_institution': None, 'oa_date': '2023-07-01'}]",2021-05-14T03:38:24.541668,2,"[{'given': 'Jenna N.', 'family': 'McNeill', 'sequence': 'first'}, {'given': 'Emily S.', 'family': 'Lau', 'sequence': 'additional'}, {'given': 'Emily K.', 'family': 'Zern', 'sequence': 'additional'}, {'given': 'Matthew', 'family': 'Nayor', 'sequence': 'additional'}, {'ORCID': 'http://orcid.org/0000-0003-0120-4630', 'given': 'Rajeev', 'family': 'Malhotra', 'sequence': 'additional', 'authenticated-orcid': False}, {'given': 'Elizabeth E.', 'family': 'Liu', 'sequence': 'additional'}, {'given': 'Rohan R.', 'family': 'Bhat', 'sequence': 'additional'}, {'given': 'Liana C.', 'family': 'Brooks', 'sequence': 'additional'}, {'given': 'Robyn', 'family': 'Farrell', 'sequence': 'additional'}, {'given': 'John A.', 'family': 'Sbarbaro', 'sequence': 'additional'}, {'given': 'Mark W.', 'family': 'Schoenike', 'sequence': 'additional'}, {'given': 'Benjamin D.', 'family': 'Medoff', 'sequence': 'additional'}, {'given': 'Gregory D.', 'family': 'Lewis', 'sequence': 'additional'}, {'given': 'Jennifer E.', 'family': 'Ho', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200
10.1016/j.numecd.2021.03.006,https://doi.org/10.1016/j.numecd.2021.03.006,The effects of breaking sedentary time with different intensity exercise bouts on energy metabolism: A randomized cross-over controlled trial,journal-article,FALSE,6/1/21,2021,"Nutrition, Metabolism and Cardiovascular Diseases",0939-4753,0939-4753,FALSE,FALSE,Elsevier BV,FALSE,closed,FALSE,,,[],[],2021-06-03T00:50:46.365478,2,"[{'given': 'Yoichi', 'family': 'Hatamoto', 'sequence': 'first'}, {'given': 'Eiichi', 'family': 'Yoshimura', 'sequence': 'additional'}, {'given': 'Rie', 'family': 'Takae', 'sequence': 'additional'}, {'given': 'Takaaki', 'family': 'Komiyama', 'sequence': 'additional'}, {'given': 'Mai', 'family': 'Matsumoto', 'sequence': 'additional'}, {'given': 'Yasuki', 'family': 'Higaki', 'sequence': 'additional'}, {'given': 'Hiroaki', 'family': 'Tanaka', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,400
