doi,doi_url,title,genre,is_paratext,published_date,year,journal_name,journal_issns,journal_issn_l,journal_is_oa,journal_is_in_doaj,publisher,is_oa,oa_status,has_repository_copy,best_oa_location,first_oa_location,oa_locations,oa_locations_embargoed,updated,data_standard,z_authors,best_oa_location.updated,best_oa_location.url,best_oa_location.url_for_pdf,best_oa_location.url_for_landing_page,best_oa_location.evidence,best_oa_location.license,best_oa_location.version,best_oa_location.host_type,best_oa_location.is_best,best_oa_location.pmh_id,best_oa_location.endpoint_id,best_oa_location.repository_institution,best_oa_location.oa_date,first_oa_location.updated,first_oa_location.url,first_oa_location.url_for_pdf,first_oa_location.url_for_landing_page,first_oa_location.evidence,first_oa_location.license,first_oa_location.version,first_oa_location.host_type,first_oa_location.is_best,first_oa_location.pmh_id,first_oa_location.endpoint_id,first_oa_location.repository_institution,first_oa_location.oa_date,doi_suffix
10.2466/pms.98.3.1027-1038,https://doi.org/10.2466/pms.98.3.1027-1038,Deception and Perceived Exertion during High-Intensity Running Bouts,journal-article,False,6/1/04,2004.0,Perceptual and Motor Skills,"0031-5125,1558-688X",0031-5125,False,False,SAGE Publications,False,closed,False,,,[],[],2021-06-10T01:40:40.125540,2,"[{'given': 'David B.', 'family': 'Hampson', 'sequence': 'first', 'affiliation': [{'name': 'MRC/UCT Research Unit of Exercise Science and Sports Medicine, Department of Human Biology, University of Cape Town'}]}, {'given': 'Alan St Clair', 'family': 'Gibson', 'sequence': 'additional', 'affiliation': [{'name': 'MRC/UCT Research Unit of Exercise Science and Sports Medicine, Department of Human Biology, University of Cape Town'}]}, {'given': 'Mike I.', 'family': 'Lambert', 'sequence': 'additional', 'affiliation': [{'name': 'MRC/UCT Research Unit of Exercise Science and Sports Medicine, Department of Human Biology, University of Cape Town'}]}, {'given': 'Jonathan P.', 'family': 'Dugas', 'sequence': 'additional', 'affiliation': [{'name': 'MRC/UCT Research Unit of Exercise Science and Sports Medicine, Department of Human Biology, University of Cape Town'}]}, {'given': 'Estelle V.', 'family': 'Lambert', 'sequence': 'additional', 'affiliation': [{'name': 'MRC/UCT Research Unit of Exercise Science and Sports Medicine, Department of Human Biology, University of Cape Town'}]}, {'given': 'Timothy D.', 'family': 'Noakes', 'sequence': 'additional', 'affiliation': [{'name': 'MRC/UCT Research Unit of Exercise Science and Sports Medicine, Department of Human Biology, University of Cape Town'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,pms.98.3.1027-1038
10.2466/pms.98.2.725-735,https://doi.org/10.2466/pms.98.2.725-735,Validity and Reliability of a Cantonese-Translated Rating of Perceived Exertion Scale among Hong Kong Adults,journal-article,False,4/1/04,2004.0,Perceptual and Motor Skills,"0031-5125,1558-688X",0031-5125,False,False,SAGE Publications,False,closed,False,,,[],[],2021-01-16T06:20:20.204742,2,"[{'given': 'Raymond W.', 'family': 'Leung', 'sequence': 'first', 'affiliation': [{'name': 'Physical Education Department, University of Southern Indiana'}]}, {'given': 'Mee-Lee', 'family': 'Leung', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Physical Education, Hong Kong Baptist University'}]}, {'given': 'Pak-Kwong', 'family': 'Chung', 'sequence': 'additional', 'affiliation': [{'name': 'Elite Training Group, Hong Kong Sports Development Board'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,pms.98.2.725-735
10.1177/089686080402400310,https://doi.org/10.1177/089686080402400310,Exercise Capacity in Pediatric Patients with End-Stage Renal Disease,journal-article,False,5/1/04,2004.0,Peritoneal Dialysis International: Journal of the International Society for Peritoneal Dialysis,"0896-8608,1718-4304",0896-8608,False,False,SAGE Publications,False,closed,False,,,[],[],2021-01-19T07:25:45.189589,2,"[{'given': 'Anirut', 'family': 'Pattaragarn', 'sequence': 'first', 'affiliation': [{'name': ""Section of Pediatric Nephrology, Children's Mercy Hospital, University of Missouri–Kansas City, Kansas City, Missouri, USA""}]}, {'given': 'Bradley A.', 'family': 'Warady', 'sequence': 'additional', 'affiliation': [{'name': ""Section of Pediatric Nephrology, Children's Mercy Hospital, University of Missouri–Kansas City, Kansas City, Missouri, USA""}]}, {'given': 'Richard J.', 'family': 'Sabath', 'sequence': 'additional', 'affiliation': [{'name': ""Section of Cardiology, Children's Mercy Hospital, University of Missouri–Kansas City, Kansas City, Missouri, USA""}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,089686080402400310
10.1177/0888439003260494,https://doi.org/10.1177/0888439003260494,Gains in Distance Walking in a 3-Month Follow-Up Poststroke: What Changes?,journal-article,False,3/1/04,2004.0,Neurorehabilitation and Neural Repair,"1545-9683,1552-6844",1545-9683,False,False,SAGE Publications,False,closed,False,,,[],[],2021-01-19T01:50:40.183221,2,"[{'given': 'Patricia S.', 'family': 'Pohl', 'sequence': 'first', 'affiliation': [{'name': 'University of Kansas Medical Center, Kansas City, KS,'}]}, {'given': 'Subashan', 'family': 'Perera', 'sequence': 'additional', 'affiliation': [{'name': 'University of Kansas Medical Center, Kansas City, KS'}]}, {'given': 'Pamela W.', 'family': 'Duncan', 'sequence': 'additional', 'affiliation': [{'name': 'University of Florida, Gainesville, FL and Veterans Administration Gainesville Health Care System'}]}, {'given': 'Rebecca', 'family': 'Maletsky', 'sequence': 'additional', 'affiliation': [{'name': 'University of Kansas Medical Center, Kansas City, KS'}]}, {'given': 'Robert', 'family': 'Whitman', 'sequence': 'additional', 'affiliation': [{'name': 'University of Kansas Medical Center, Kansas City, KS'}]}, {'given': 'Stephanie', 'family': 'Studenski', 'sequence': 'additional', 'affiliation': [{'name': 'University of Pittsburgh, Pittsburgh, PA'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,0888439003260494
10.1191/0269215503cr646ca,https://doi.org/10.1191/0269215503cr646ca,The effect of increasing effort on movement economy during incremental cycling exercise in individuals early after acquired brain injury,journal-article,False,8/1/03,2003.0,Clinical Rehabilitation,"0269-2155,1477-0873",0269-2155,False,False,SAGE Publications,False,closed,False,,,[],[],2021-01-17T02:03:56.611050,2,"[{'given': 'Helen', 'family': 'Dawes', 'sequence': 'first'}, {'given': 'A', 'family': 'Bateman', 'sequence': 'additional'}, {'given': 'J', 'family': 'Culpan', 'sequence': 'additional'}, {'given': 'Oona', 'family': 'Scott', 'sequence': 'additional'}, {'given': 'Derick T', 'family': 'Wade', 'sequence': 'additional'}, {'given': 'Neil', 'family': 'Roach', 'sequence': 'additional'}, {'given': 'R', 'family': 'Greenwood', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,0269215503cr646ca
10.2466/pms.2003.96.3.883,https://doi.org/10.2466/pms.2003.96.3.883,Effect of Amino Acid Mixture Intake on Physiological Responses and Rating of Perceived Exertion during Cycling Exercise,journal-article,False,6/1/03,2003.0,Perceptual and Motor Skills,"0031-5125,1558-688X",0031-5125,False,False,SAGE Publications,False,closed,False,,,[],[],2021-01-16T22:12:17.337964,2,"[{'given': 'Shinichi', 'family': 'Demura', 'sequence': 'first', 'affiliation': [{'name': 'Kanazawa University'}]}, {'given': 'Tamotsu', 'family': 'Kitabayashi', 'sequence': 'additional', 'affiliation': [{'name': 'Kanazawa University'}]}, {'given': 'Yoshinori', 'family': 'Nagasawa', 'sequence': 'additional', 'affiliation': [{'name': 'Akita Prefectural University'}]}, {'given': 'Jinzaburo', 'family': 'Matsuzawa', 'sequence': 'additional', 'affiliation': [{'name': 'Fukui Medical School'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,pms.2003.96.3.883
10.2466/pms.2003.97.3f.1150,https://doi.org/10.2466/pms.2003.97.3f.1150,Influence of the Type of Training Sport Practised on Psychological and Physiological Parameters during Exhausting Endurance Exercises,journal-article,False,12/1/03,2003.0,Perceptual and Motor Skills,"0031-5125,1558-688X",0031-5125,False,False,SAGE Publications,False,closed,False,,,[],[],2021-01-17T18:41:21.016829,2,"[{'given': 'M.', 'family': 'Garcin', 'sequence': 'first'}, {'given': 'L.', 'family': 'Mille-Hamard', 'sequence': 'additional'}, {'given': 'S.', 'family': 'Devillers', 'sequence': 'additional'}, {'given': 'E.', 'family': 'Delattre', 'sequence': 'additional'}, {'given': 'S.', 'family': 'Dufour', 'sequence': 'additional', 'affiliation': [{'name': ""Faculté des Sciences du Sport et de l'Education Physique, Université de Lille 2""}]}, {'given': 'V.', 'family': 'Billat', 'sequence': 'additional', 'affiliation': [{'name': 'Centre de Médecine du Sport C.C.A.S., Paris'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,pms.2003.97.3f.1150
10.2466/pms.2003.97.2.510,https://doi.org/10.2466/pms.2003.97.2.510,Comparison of the RT3 Research Tracker and Tritrac R3D Accelerometers,journal-article,False,10/1/03,2003.0,Perceptual and Motor Skills,"0031-5125,1558-688X",0031-5125,False,False,SAGE Publications,False,closed,False,,,[],[],2021-01-17T11:42:38.272084,2,"[{'given': 'Dale', 'family': 'DeVoe', 'sequence': 'first', 'affiliation': [{'name': 'Department of Health and Exercise Science Colorado State University'}]}, {'given': 'Robert', 'family': 'Gotshall', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Health and Exercise Science Colorado State University'}]}, {'given': 'Trisha', 'family': 'McArthur', 'sequence': 'additional', 'affiliation': [{'name': 'Hi Plains High School, Vona, Colorado'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,pms.2003.97.2.510
10.2466/pms.2003.96.3c.1239,https://doi.org/10.2466/pms.2003.96.3c.1239,Jog-Walk Training in Cardiorespiratory Fitness of Adults with down Syndrome,journal-article,False,6/1/03,2003.0,Perceptual and Motor Skills,"0031-5125,1558-688X",0031-5125,False,False,SAGE Publications,False,closed,False,,,[],[],2021-01-15T20:52:42.545304,2,"[{'given': 'Vassilis', 'family': 'Tsimaras', 'sequence': 'first', 'affiliation': [{'name': 'Laboratory of Physiology and Developmental Medicine Department of Physical Education and Sports Science Aristotle University of Thessaloniki'}]}, {'given': 'Paraskevi', 'family': 'Giagazoglou', 'sequence': 'additional', 'affiliation': [{'name': 'Laboratory of Physiology and Developmental Medicine Department of Physical Education and Sports Science Aristotle University of Thessaloniki'}]}, {'given': 'Eleni', 'family': 'Fotiadou', 'sequence': 'additional', 'affiliation': [{'name': 'Laboratory of Physiology and Developmental Medicine Department of Physical Education and Sports Science Aristotle University of Thessaloniki'}]}, {'given': 'Kosmas', 'family': 'Christoulas', 'sequence': 'additional', 'affiliation': [{'name': 'Ergophysiology Laboratory Department of Physical Education and Sports Science Aristotle University of Thessaloniki'}]}, {'given': 'Nickoletta', 'family': 'Angelopoulou', 'sequence': 'additional', 'affiliation': [{'name': 'Laboratory of Physiology and Developmental Medicine Department of Physical Education and Sports Science Aristotle University of Thessaloniki'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,pms.2003.96.3c.1239
10.2466/pms.2003.96.3.896,https://doi.org/10.2466/pms.2003.96.3.896,Effect of Incremental and Submaximal Constant Load Tests: Protocol on Perceived Exertion (CR10) Values,journal-article,False,6/1/03,2003.0,Perceptual and Motor Skills,"0031-5125,1558-688X",0031-5125,False,False,SAGE Publications,False,closed,False,,,[],[],2021-01-14T14:35:47.810091,2,"[{'given': 'Jeanne', 'family': 'Dekerle', 'sequence': 'first', 'affiliation': [{'name': ""Faculté des Sciences du Sport et de l'Education Physique, Université de Lille 2""}]}, {'given': 'Bertrand', 'family': 'Baron', 'sequence': 'additional', 'affiliation': [{'name': ""Faculté des Sciences du Sport et de l'Education Physique, Université de Lille 2""}]}, {'given': 'Ludovic', 'family': 'Dupont', 'sequence': 'additional', 'affiliation': [{'name': ""Centre de Rééducation et de Réadaptations, Fonctionnelles l'Espoir, Lille Hellemmes""}]}, {'given': 'Murielle', 'family': 'Garcin', 'sequence': 'additional', 'affiliation': [{'name': ""Faculté des Sciences du Sport et de l'Education Physique, Université de Lille 2""}]}, {'given': 'Jacques', 'family': 'Vanvelcenaher', 'sequence': 'additional', 'affiliation': [{'name': ""Centre de Rééducation et de Réadaptations, Fonctionnelles l'Espoir, Lille Hellemmes""}]}, {'given': 'Patrick', 'family': 'Pelayo', 'sequence': 'additional', 'affiliation': [{'name': ""Faculté des Sciences du Sport et de l'Education Physique, Université de Lille 2""}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,pms.2003.96.3.896
10.2466/pms.2003.96.2.653,https://doi.org/10.2466/pms.2003.96.2.653,Relations between Perceptual and Physiological Response during Incremental Exercise Followed by an Extended Bout of Submaximal Exercise on a Cycle Ergometer,journal-article,False,4/1/03,2003.0,Perceptual and Motor Skills,"0031-5125,1558-688X",0031-5125,False,False,SAGE Publications,False,closed,False,,,[],[],2021-01-15T22:01:48.170182,2,"[{'given': 'Shinichi', 'family': 'Demura', 'sequence': 'first', 'affiliation': [{'name': 'Faculty of Education, Kanazawa University'}]}, {'given': 'Yoshinori', 'family': 'Nagasawa', 'sequence': 'additional', 'affiliation': [{'name': 'Akita Prefectural University'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,pms.2003.96.2.653
10.1191/1352458502ms779oa,https://doi.org/10.1191/1352458502ms779oa,"Effects of a short-term exercise training program on aerobic fitness, fatigue, health perception and activity level of subjects with multiple sclerosis",journal-article,False,4/1/02,2002.0,Multiple Sclerosis Journal,"1352-4585,1477-0970",1352-4585,False,False,SAGE Publications,False,closed,False,,,[],[],2021-01-17T17:20:15.975683,2,"[{'given': 'S', 'family': 'Mostert', 'sequence': 'first', 'affiliation': [{'name': 'Department of Neurology, Rehabilitation Centre, CH-7317 Valens, Switzerland'}]}, {'given': 'J', 'family': 'Kesselring', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Neurology, Rehabilitation Centre, CH-7317 Valens,                         Switzerland,'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,1352458502ms779oa
10.2466/pms.2002.95.3f.1035,https://doi.org/10.2466/pms.2002.95.3f.1035,Ventilatory Thresholds in Arm and Leg Exercises with Spontaneously Chosen Crank and Pedal Rates,journal-article,False,12/1/02,2002.0,Perceptual and Motor Skills,"0031-5125,1558-688X",0031-5125,False,False,SAGE Publications,False,closed,False,,,[],[],2021-01-19T05:26:15.015214,2,"[{'given': 'Jeanne', 'family': 'Dekerle', 'sequence': 'first', 'affiliation': [{'name': ""Laboratoire d'Etudes de la Motricité Humaine, Faculté des Sciences du Sport et, de l'Education Physique, Université de Lille 2""}]}, {'given': 'Isabelle', 'family': 'Caby', 'sequence': 'additional', 'affiliation': [{'name': ""Laboratoire d'Etudes de la Motricité Humaine, Faculté des Sciences du Sport et, de l'Education Physique, Université de Lille 2""}]}, {'given': 'Gaëlle', 'family': 'Marais', 'sequence': 'additional', 'affiliation': [{'name': ""Laboratoire d'Etudes de la Motricité Humaine, Faculté des Sciences du Sport et, de l'Education Physique, Université de Lille 2""}]}, {'given': 'Jean Marc', 'family': 'Lavoie', 'sequence': 'additional', 'affiliation': [{'name': 'Departement de Kinésiologie, Université de Montréal'}]}, {'given': 'Ludovic', 'family': 'Dupont', 'sequence': 'additional', 'affiliation': [{'name': ""Centre de Rééducation et Réadaptation, Fonctionnelles Spécialisées, L'Espoir, Lille-Hellemmes""}]}, {'given': 'Jacques', 'family': 'Vanvelcenaher', 'sequence': 'additional', 'affiliation': [{'name': ""Centre de Rééducation et Réadaptation, Fonctionnelles Spécialisées, L'Espoir, Lille-Hellemmes""}]}, {'given': 'Patrick', 'family': 'Pelayo', 'sequence': 'additional', 'affiliation': [{'name': ""Laboratoire d'Etudes de la Motricité Humaine, Faculté des Sciences du Sport et, de l'Education Physique, Université de Lille 2""}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,pms.2002.95.3f.1035
10.2466/pms.2002.95.3f.1047,https://doi.org/10.2466/pms.2002.95.3f.1047,An Assessment of the Validity and Reliability of Two Perceived Exertion Rating Scales among Hong Kong Children,journal-article,False,12/1/02,2002.0,Perceptual and Motor Skills,"0031-5125,1558-688X",0031-5125,False,False,SAGE Publications,False,closed,False,,,[],[],2021-01-17T07:12:35.261292,2,"[{'given': 'Mee-Lee', 'family': 'Leung', 'sequence': 'first', 'affiliation': [{'name': 'Department of Physical Education, Hong Kong Baptist University'}]}, {'given': 'Pak-Kwong', 'family': 'Chung', 'sequence': 'additional', 'affiliation': [{'name': 'Elite Training Group, Hong Kong Sports Development Board'}]}, {'given': 'Raymond W.', 'family': 'Leung', 'sequence': 'additional', 'affiliation': [{'name': 'Physical Education Department, University of Southern Indiana'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,pms.2002.95.3f.1047
10.1177/000331970205300512,https://doi.org/10.1177/000331970205300512,Reliability and Efficacy of Metoprolol and Diltiazem in Patients Having Mild to Moderate Mitral Stenosis with Sinus Rhythm,journal-article,False,9/1/02,2002.0,Angiology,"0003-3197,1940-1574",0003-3197,False,False,SAGE Publications,False,closed,False,,,[],[],2021-01-17T15:09:31.048393,2,"[{'given': 'Sait', 'family': 'Alan', 'sequence': 'first'}, {'given': 'Mehmet S.', 'family': 'Ulgen', 'sequence': 'additional'}, {'given': 'Kurtulus', 'family': 'Ozdemir', 'sequence': 'additional'}, {'given': 'Telat', 'family': 'Keles', 'sequence': 'additional'}, {'given': 'Nizamettin', 'family': 'Toprak', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,000331970205300512
10.2466/pms.2002.94.3.851,https://doi.org/10.2466/pms.2002.94.3.851,Measurement of Ventilatory Threshold by Respiratory Frequency,journal-article,False,6/1/02,2002.0,Perceptual and Motor Skills,"0031-5125,1558-688X",0031-5125,False,False,SAGE Publications,False,closed,False,,,[],[],2021-01-18T21:35:56.298799,2,"[{'given': 'Teru', 'family': 'Nabetani', 'sequence': 'first', 'affiliation': [{'name': 'Graduate School of Human-Environment Studies, Kyushu University'}]}, {'given': 'Takeshi', 'family': 'Ueda', 'sequence': 'additional', 'affiliation': [{'name': 'Fukuoka Prefectural University'}]}, {'given': 'Keisuke', 'family': 'Teramoto', 'sequence': 'additional', 'affiliation': [{'name': 'Atago Orthopedic Hospital'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,pms.2002.94.3.851
10.2466/pms.2002.94.1.106,https://doi.org/10.2466/pms.2002.94.1.106,"Effects of Single Trial of Heart-Rate Biofeedback on the Arterial Blood Pressure, Ventilation Volume, and Oxygen Consumption during Ramp Bicycling Exercise",journal-article,False,2/1/02,2002.0,Perceptual and Motor Skills,"0031-5125,1558-688X",0031-5125,False,False,SAGE Publications,False,closed,False,,,[],[],2021-01-16T13:58:27.342243,2,"[{'given': 'Yumiko', 'family': 'Inoue', 'sequence': 'first', 'affiliation': [{'name': ""Graduate School of Human Culture, Nara Women's University""}]}, {'given': 'Tomoko', 'family': 'Sadamoto', 'sequence': 'additional', 'affiliation': [{'name': ""Graduate School of Human Culture, Nara Women's University""}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,pms.2002.94.1.106
10.2466/pms.2001.93.3.661,https://doi.org/10.2466/pms.2001.93.3.661,Perceived Exertion Scales Attest to Both Intensity and Exercise Duration,journal-article,False,12/1/01,2001.0,Perceptual and Motor Skills,"0031-5125,1558-688X",0031-5125,False,False,SAGE Publications,False,closed,False,,,[],[],2021-01-17T02:16:19.417805,2,"[{'given': 'Murielle', 'family': 'Garcin', 'sequence': 'first', 'affiliation': [{'name': ""Faclté des Sciences du Sport et de l'Education Physique Université de Lille 2""}]}, {'given': 'Veronique', 'family': 'Billat', 'sequence': 'additional', 'affiliation': [{'name': ""Faclté des Sciences du Sport et de l'Education Physique Université de Lille 2""}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,pms.2001.93.3.661
10.2466/pms.2001.93.3.679,https://doi.org/10.2466/pms.2001.93.3.679,Effects of a Prolonged Run on Simple Reaction Time of Well Trained Runners,journal-article,False,12/1/01,2001.0,Perceptual and Motor Skills,"0031-5125,1558-688X",0031-5125,False,False,SAGE Publications,False,closed,False,,,[],[],2021-01-14T03:03:15.626334,2,"[{'given': 'M.', 'family': 'Collardeau', 'sequence': 'first', 'affiliation': [{'name': 'Unité Ergonomie Sportive et Performance, Université de Toulon- War, France'}]}, {'given': 'J.', 'family': 'Brisswalter', 'sequence': 'additional', 'affiliation': [{'name': 'Unité Ergonomie Sportive et Performance, Université de Toulon- War, France'}]}, {'given': 'M.', 'family': 'Audiffren', 'sequence': 'additional', 'affiliation': [{'name': 'L.A.P.M.H., Groupe Neurosciences Comportementales, Université de Poitiers, France'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,pms.2001.93.3.679
10.2466/pms.2001.93.3.599,https://doi.org/10.2466/pms.2001.93.3.599,Does Perceived Exertion Depend on Glycemic Index of Foods Ingested Throughout Three Hours before a One-Hour High-Intensity Exercise?,journal-article,False,12/1/01,2001.0,Perceptual and Motor Skills,"0031-5125,1558-688X",0031-5125,False,False,SAGE Publications,False,closed,False,,,[],[],2021-01-17T06:51:20.094456,2,"[{'given': 'Murielle', 'family': 'Garcin', 'sequence': 'first', 'affiliation': [{'name': ""Faculté des Sciences du Sport et, de l'Education Physique, Université de Lille 2""}]}, {'given': 'Annie', 'family': 'Piton', 'sequence': 'additional', 'affiliation': [{'name': 'Laboratoire Central de Biochimie, Hôpital Pitié Salpètrière'}]}, {'given': 'Sylvain', 'family': 'Brésillion', 'sequence': 'additional', 'affiliation': [{'name': 'Service de Physiologie, Explorations Fonctionnelles et Médecine du Sport, Hôpital Pitié Salpětrière'}]}, {'given': 'Gilbert', 'family': 'Pérès', 'sequence': 'additional', 'affiliation': [{'name': 'Service de Physiologie, Explorations Fonctionnelles et Médecine du Sport, Hôpital Pitié Salpětrière'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,pms.2001.93.3.599
10.1177/1358836x0100600403,https://doi.org/10.1177/1358836x0100600403,Comparison of two progressive treadmill tests in patients with peripheral arterial disease,journal-article,False,11/1/01,2001.0,Vascular Medicine,"1358-863X,1477-0377",1358-863X,False,False,SAGE Publications,False,closed,False,,,[],[],2021-01-16T01:14:17.252698,2,"[{'given': 'Deborah', 'family': 'Riebe', 'sequence': 'first', 'affiliation': [{'name': 'Department of Physical Education and Exercise Science, University of Rhode Island, Kingston, RI, USA,'}]}, {'given': 'Robert B', 'family': 'Patterson', 'sequence': 'additional', 'affiliation': [{'name': 'Vascular Exercise Program, Providence Surgical Care Group, Providence, RI, USA, Department of Surgery, Division of Vascular Surgery, Brown University, Providence, RI, USA'}]}, {'given': 'Christina M', 'family': 'Braun', 'sequence': 'additional', 'affiliation': [{'name': 'Vascular Exercise Program, Providence Surgical Care Group, Providence, RI, USA'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,1358836x0100600403
10.2466/pms.2001.92.1.37,https://doi.org/10.2466/pms.2001.92.1.37,Accuracy of Two Simple Methods for the Assessment of Health-Related Physical Fitness,journal-article,False,2/1/01,2001.0,Perceptual and Motor Skills,"0031-5125,1558-688X",0031-5125,False,False,SAGE Publications,False,closed,False,,,[],[],2021-01-16T04:04:15.149317,2,"[{'given': 'Masaki', 'family': 'Nakagaichi', 'sequence': 'first', 'affiliation': [{'name': 'Institute of Health and Sport Sciences, Center for Tsukuba Advanced, Research Alliance (TARA), University of Tsukuba'}]}, {'given': 'Mi Sook', 'family': 'Lee', 'sequence': 'additional', 'affiliation': [{'name': 'Korean National University of Physical Education, University of Tsukuba'}]}, {'given': 'Kiyoji', 'family': 'Tanaka', 'sequence': 'additional', 'affiliation': [{'name': 'Institute of Health and Sport Sciences, Center for Tsukuba Advanced Research Alliance (TARA), University of Tsukuba'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,pms.2001.92.1.37
10.1177/000331970105200603,https://doi.org/10.1177/000331970105200603,Improvement of Peripheral and Cardiopulmonary Performance After a Short-Term Exercise Program with Additive Prostaglandin E1,journal-article,False,6/1/01,2001.0,Angiology,"0003-3197,1940-1574",0003-3197,False,False,SAGE Publications,False,closed,False,,,[],[],2021-01-17T03:14:09.258527,2,"[{'given': 'Milan', 'family': 'Cachovan', 'sequence': 'first'}, {'given': 'Waltraud', 'family': 'Rogatti', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,000331970105200603
10.1191/026921501678310162,https://doi.org/10.1191/026921501678310162,Children with asthma and physical exercise: effects of an exercise programme,journal-article,False,8/1/01,2001.0,Clinical Rehabilitation,"0269-2155,1477-0873",0269-2155,False,False,SAGE Publications,False,closed,False,,,[],[],2021-01-14T17:54:43.852962,2,"[{'given': 'N HMJ', 'family': 'van Veldhoven', 'sequence': 'first'}, {'given': 'A', 'family': 'Vermeer', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Educational Sciences, Faculty of Social Sciences, Utrecht University, Hilversum, The Netherlands'}]}, {'given': 'J M', 'family': 'Bogaard', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Pulmonary Diseases, University Hospital Dijkzigt, Erasmus University Rotterdam, Hilversum, The Netherlands'}]}, {'given': 'M GP', 'family': 'Hessels', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Methods and Statistics, Faculty of Social Sciences, Erasmus University Rotterdam, Hilversum, The Netherlands'}]}, {'given': 'L', 'family': 'Wijnroks', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Educational Sciences, Faculty of Social Sciences, Utrecht University, Hilversum, The Netherlands'}]}, {'given': 'V T', 'family': 'Colland', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Health Psychology, Faculty of Social Sciences, Utrecht University, Hilversum, The Netherlands'}]}, {'given': 'E EM', 'family': 'van Essen-Zandvliet', 'sequence': 'additional', 'affiliation': [{'name': 'Heideheuvel Asthma Centre, Hilversum, The Netherlands'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,026921501678310162
10.2466/pms.2000.90.2.457,https://doi.org/10.2466/pms.2000.90.2.457,Differentiated Ratings of Perceived Exertion and Physiological Responses during Aerobic Dance Steps by Impact/Type of Arm Movement,journal-article,False,4/1/00,2000.0,Perceptual and Motor Skills,"0031-5125,1558-688X",0031-5125,False,False,SAGE Publications,False,closed,False,,,[],[],2021-01-19T03:57:49.787157,2,"[{'given': 'Sarah A.', 'family': 'Schaeffer-Gerschutz', 'sequence': 'first', 'affiliation': [{'name': 'Bowling Green State University'}]}, {'given': 'Lynn A.', 'family': 'Darby', 'sequence': 'additional', 'affiliation': [{'name': 'Bowling Green State University'}]}, {'given': 'Kathy D.', 'family': 'Browder', 'sequence': 'additional', 'affiliation': [{'name': 'Bowling Green State University'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,pms.2000.90.2.457
10.1177/135910530000500213,https://doi.org/10.1177/135910530000500213,The Effect of Prescribed and Preferred Intensity Exercise on Psychological Affect and the Influence of Baseline Measures of Affect,journal-article,False,3/1/00,2000.0,Journal of Health Psychology,"1359-1053,1461-7277",1359-1053,False,False,SAGE Publications,False,closed,False,,,[],[],2021-01-18T10:41:34.389952,2,"[{'given': 'Gaynor', 'family': 'Parfitt', 'sequence': 'first'}, {'given': 'Elaine A.', 'family': 'Rose', 'sequence': 'additional'}, {'given': 'David', 'family': 'Markland', 'sequence': 'additional', 'affiliation': [{'name': 'School of Sport, Health and Exercise Sciences, University of Wales, UK'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,135910530000500213
10.1191/135245800701566043,https://doi.org/10.1191/135245800701566043,Effect of precooling on physical performance in multiple sclerosis,journal-article,False,3/1/00,2000.0,Multiple Sclerosis,"1477-0970,1352-4585",1352-4585,False,False,SAGE Publications,False,closed,False,,,[],[],2021-01-14T21:40:14.149902,2,"[{'given': 'A.T.', 'family': 'White', 'sequence': 'first'}, {'given': 'T.E.', 'family': 'Wilson', 'sequence': 'additional'}, {'given': 'S.L.', 'family': 'Davis', 'sequence': 'additional'}, {'given': 'J.H.', 'family': 'Petajan', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,135245800701566043
