doi,doi_url,title,genre,is_paratext,published_date,year,journal_name,journal_issns,journal_issn_l,journal_is_oa,journal_is_in_doaj,publisher,is_oa,oa_status,has_repository_copy,best_oa_location,first_oa_location,oa_locations,oa_locations_embargoed,updated,data_standard,z_authors,best_oa_location.updated,best_oa_location.url,best_oa_location.url_for_pdf,best_oa_location.url_for_landing_page,best_oa_location.evidence,best_oa_location.license,best_oa_location.version,best_oa_location.host_type,best_oa_location.is_best,best_oa_location.pmh_id,best_oa_location.endpoint_id,best_oa_location.repository_institution,best_oa_location.oa_date,first_oa_location.updated,first_oa_location.url,first_oa_location.url_for_pdf,first_oa_location.url_for_landing_page,first_oa_location.evidence,first_oa_location.license,first_oa_location.version,first_oa_location.host_type,first_oa_location.is_best,first_oa_location.pmh_id,first_oa_location.endpoint_id,first_oa_location.repository_institution,first_oa_location.oa_date,doi_redirect_SC,error
10.1249/mss.0b013e3182732b2f,https://doi.org/10.1249/mss.0b013e3182732b2f,Maximal Aerobic and Anaerobic Exercise Responses in Children with Cerebral Palsy,journal-article,False,3/1/13,2013.0,Medicine & Science in Sports & Exercise,0195-9131,0195-9131,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-04-25T05:56:42.829154,2,"[{'given': 'ASTRID C. J.', 'family': 'BALEMANS', 'sequence': 'first'}, {'given': 'LEONTIEN', 'family': 'VAN WELY', 'sequence': 'additional'}, {'given': 'SUSAN J. A.', 'family': 'DE HEER', 'sequence': 'additional'}, {'given': 'JANNEKE', 'family': 'VAN DEN BRINK', 'sequence': 'additional'}, {'given': 'JOS J.', 'family': 'DE KONING', 'sequence': 'additional'}, {'given': 'JULES G.', 'family': 'BECHER', 'sequence': 'additional'}, {'given': 'ANNET J.', 'family': 'DALLMEIJER', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,"Message: Element <li class=""ejp-article-tools__list-item    ""> is not clickable at point (75,264) because another element <div> obscures it
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
ElementClickInterceptedError@chrome://remote/content/shared/webdriver/Errors.jsm:285:5
webdriverClickElement@chrome://remote/content/marionette/interaction.js:166:11
interaction.clickElement@chrome://remote/content/marionette/interaction.js:125:11
clickElement@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:203:24
receiveMessage@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:91:31
"
10.1519/jsc.0b013e3182736935,https://doi.org/10.1519/jsc.0b013e3182736935,Effect of Long-Term Oral Contraceptive Use on Determinants of Endurance Performance,journal-article,False,7/1/13,2013.0,Journal of Strength and Conditioning Research,1064-8011,1064-8011,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-13T13:02:31.365423,2,"[{'given': 'Sarah', 'family': 'Joyce', 'sequence': 'first'}, {'given': 'Surendran', 'family': 'Sabapathy', 'sequence': 'additional'}, {'given': 'Andrew', 'family': 'Bulmer', 'sequence': 'additional'}, {'given': 'Clare', 'family': 'Minahan', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,
10.1519/jsc.0b013e3182736923,https://doi.org/10.1519/jsc.0b013e3182736923,"The Effects of Uphill Vs. Level-Grade High-Intensity Interval Training on V[Combining Dot Above]O2max, Vmax, VLT, and Tmax in Well-Trained Distance Runners",journal-article,False,6/1/13,2013.0,Journal of Strength and Conditioning Research,1064-8011,1064-8011,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-04-20T11:04:19.950113,2,"[{'given': 'Derek D.', 'family': 'Ferley', 'sequence': 'first'}, {'given': 'Roy W.', 'family': 'Osborn', 'sequence': 'additional'}, {'given': 'Matthew D.', 'family': 'Vukovich', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,
10.1519/jsc.0b013e31827368f6,https://doi.org/10.1519/jsc.0b013e31827368f6,"Seasonal Variations in V[Combining Dot Above]O2max, O2-Cost, O2-Deficit, and Performance in Elite Cross-Country Skiers",journal-article,False,7/1/13,2013.0,Journal of Strength and Conditioning Research,1064-8011,1064-8011,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-16T01:44:26.163246,2,"[{'given': 'Thomas', 'family': 'Losnegard', 'sequence': 'first'}, {'given': 'Håvard', 'family': 'Myklebust', 'sequence': 'additional'}, {'given': 'Matt', 'family': 'Spencer', 'sequence': 'additional'}, {'given': 'Jostein', 'family': 'Hallén', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,
10.1519/jsc.0b013e31827367ba,https://doi.org/10.1519/jsc.0b013e31827367ba,Evaluation of the Running-Based Anaerobic Sprint Test as a Measure of Repeated Sprint Ability in Collegiate-Level Soccer Players,journal-article,False,6/1/13,2013.0,Journal of Strength and Conditioning Research,1064-8011,1064-8011,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-17T01:14:32.952158,2,"[{'given': 'Daniel A.', 'family': 'Keir', 'sequence': 'first'}, {'given': 'Francis', 'family': 'Thériault', 'sequence': 'additional'}, {'given': 'Olivier', 'family': 'Serresse', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,
10.1249/mss.0b013e318271b39f,https://doi.org/10.1249/mss.0b013e318271b39f,Association of Low Aerobic Fitness with Hyperfiltration and Albuminuria in Men,journal-article,False,2/1/13,2013.0,Medicine & Science in Sports & Exercise,0195-9131,0195-9131,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-13T21:45:55.636496,2,"[{'given': 'MINSEON', 'family': 'PARK', 'sequence': 'first'}, {'given': 'YOUNGJIN', 'family': 'KO', 'sequence': 'additional'}, {'given': 'SANG HOON', 'family': 'SONG', 'sequence': 'additional'}, {'given': 'SEONGBEEN', 'family': 'KIM', 'sequence': 'additional'}, {'given': 'HYUNG-JIN', 'family': 'YOON', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,"Message: Element <li class=""ejp-article-tools__list-item    ""> is not clickable at point (75,264) because another element <div> obscures it
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
ElementClickInterceptedError@chrome://remote/content/shared/webdriver/Errors.jsm:285:5
webdriverClickElement@chrome://remote/content/marionette/interaction.js:166:11
interaction.clickElement@chrome://remote/content/marionette/interaction.js:125:11
clickElement@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:203:24
receiveMessage@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:91:31
"
10.1519/jsc.0b013e318270fd0b,https://doi.org/10.1519/jsc.0b013e318270fd0b,The Use of Yo-Yo Intermittent Recovery Level 1 and Andersen Testing for Fitness and Maximal Heart Rate Assessments of 6- to 10-Year-Old School Children,journal-article,False,6/1/13,2013.0,Journal of Strength and Conditioning Research,1064-8011,1064-8011,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-13T03:08:48.731109,2,"[{'given': 'Mads', 'family': 'Bendiksen', 'sequence': 'first'}, {'given': 'Thomas', 'family': 'Ahler', 'sequence': 'additional'}, {'given': 'Helle', 'family': 'Clausen', 'sequence': 'additional'}, {'given': 'Niels', 'family': 'Wedderkopp', 'sequence': 'additional'}, {'given': 'Peter', 'family': 'Krustrup', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,
10.1249/mss.0b013e318270b381,https://doi.org/10.1249/mss.0b013e318270b381,Aerobic Fitness Affects Cortisol Responses to Concurrent Challenges,journal-article,False,2/1/13,2013.0,Medicine & Science in Sports & Exercise,0195-9131,0195-9131,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-18T21:38:59.056827,2,"[{'given': 'Heather Elizabeth', 'family': 'Webb', 'sequence': 'first'}, {'given': 'Deena S.', 'family': 'Rosalky', 'sequence': 'additional'}, {'given': 'Supatchara E.', 'family': 'Tangsilsat', 'sequence': 'additional'}, {'given': 'Kelly A.', 'family': 'McLeod', 'sequence': 'additional'}, {'given': 'Edmund O.', 'family': 'Acevedo', 'sequence': 'additional'}, {'given': 'Benjamin', 'family': 'Wax', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,
10.1249/mss.0b013e31826e32c5,https://doi.org/10.1249/mss.0b013e31826e32c5,The Steep Ramp Test in Healthy Children and Adolescents,journal-article,False,2/1/13,2013.0,Medicine & Science in Sports & Exercise,0195-9131,0195-9131,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-04-23T02:09:47.906662,2,"[{'given': 'BART C.', 'family': 'BONGERS', 'sequence': 'first'}, {'given': 'SANNE I.', 'family': 'DE VRIES', 'sequence': 'additional'}, {'given': 'PAUL J. M.', 'family': 'HELDERS', 'sequence': 'additional'}, {'given': 'TIM', 'family': 'TAKKEN', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,"Message: Element <li class=""ejp-article-tools__list-item    ""> is not clickable at point (75,264) because another element <div> obscures it
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
ElementClickInterceptedError@chrome://remote/content/shared/webdriver/Errors.jsm:285:5
webdriverClickElement@chrome://remote/content/marionette/interaction.js:166:11
interaction.clickElement@chrome://remote/content/marionette/interaction.js:125:11
clickElement@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:203:24
receiveMessage@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:91:31
"
10.1249/mss.0b013e31826d5aa2,https://doi.org/10.1249/mss.0b013e31826d5aa2,"Ventilation, Oxidative Stress, and Nitric Oxide in Hypobaric versus Normobaric Hypoxia",journal-article,False,2/1/13,2013.0,Medicine & Science in Sports & Exercise,0195-9131,0195-9131,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2022-05-15T02:49:49.338990,2,"[{'given': 'RAPHAEL', 'family': 'FAISS', 'sequence': 'first'}, {'given': 'VINCENT', 'family': 'PIALOUX', 'sequence': 'additional'}, {'given': 'CLAUDIO', 'family': 'SARTORI', 'sequence': 'additional'}, {'given': 'CAMILLE', 'family': 'FAES', 'sequence': 'additional'}, {'given': 'OLIVIER', 'family': 'DÉRIAZ', 'sequence': 'additional'}, {'given': 'GRÉGOIRE P.', 'family': 'MILLET', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,
10.1249/mss.0b013e318269c79c,https://doi.org/10.1249/mss.0b013e318269c79c,Development of a Novel Eccentric Arm Cycle Ergometer for Training the Upper Body,journal-article,False,1/1/13,2013.0,Medicine & Science in Sports & Exercise,0195-9131,0195-9131,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-19T02:35:55.670694,2,"[{'given': 'Steven J.', 'family': 'Elmer', 'sequence': 'first'}, {'given': 'Jonas', 'family': 'Danvind', 'sequence': 'additional'}, {'given': 'Hans-Christer', 'family': 'Holmberg', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,"Message: Element <li class=""ejp-article-tools__list-item    ""> is not clickable at point (75,264) because another element <div> obscures it
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
ElementClickInterceptedError@chrome://remote/content/shared/webdriver/Errors.jsm:285:5
webdriverClickElement@chrome://remote/content/marionette/interaction.js:166:11
interaction.clickElement@chrome://remote/content/marionette/interaction.js:125:11
clickElement@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:203:24
receiveMessage@chrome://remote/content/marionette/actors/MarionetteCommandsChild.jsm:91:31
"
10.1519/jsc.0b013e318265aaf7,https://doi.org/10.1519/jsc.0b013e318265aaf7,Comparison of Aerobic Capacity in Annually Certified and Uncertified Volunteer Firefighters,journal-article,False,5/1/13,2013.0,Journal of Strength and Conditioning Research,1064-8011,1064-8011,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-19T10:31:06.589471,2,"[{'given': 'Rodney L.', 'family': 'Hammer', 'sequence': 'first'}, {'given': 'Edward M.', 'family': 'Heath', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,
10.1519/jsc.0b013e31826549ef,https://doi.org/10.1519/jsc.0b013e31826549ef,Relationship of an Equivalence Point for Change in V[Combining Dot Above]CO2 and V[Combining Dot Above]O2 to Endurance Performance,journal-article,False,5/1/13,2013.0,Journal of Strength and Conditioning Research,1064-8011,1064-8011,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-18T04:25:52.969071,2,"[{'given': 'David', 'family': 'Bellar', 'sequence': 'first'}, {'given': 'Valeriu', 'family': 'Tomescu', 'sequence': 'additional'}, {'given': 'Lawrence W.', 'family': 'Judge', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,
10.1519/jsc.0b013e3182653cfa,https://doi.org/10.1519/jsc.0b013e3182653cfa,Passive Recovery Is Superior to Active Recovery During a High-Intensity Shock Microcycle,journal-article,False,5/1/13,2013.0,Journal of Strength and Conditioning Research,1064-8011,1064-8011,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-18T21:17:42.693033,2,"[{'given': 'Patrick', 'family': 'Wahl', 'sequence': 'first'}, {'given': 'Christoph', 'family': 'Zinner', 'sequence': 'additional'}, {'given': 'Christoph', 'family': 'Grosskopf', 'sequence': 'additional'}, {'given': 'Roman', 'family': 'Rossmann', 'sequence': 'additional'}, {'given': 'Wilhelm', 'family': 'Bloch', 'sequence': 'additional'}, {'given': 'Joachim', 'family': 'Mester', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,
10.1519/jsc.0b013e3182651fd2,https://doi.org/10.1519/jsc.0b013e3182651fd2,"Off-Ice Fitness of Elite Female Ice Hockey Players by Team Success, Age, and Player Position",journal-article,False,4/1/13,2013.0,Journal of Strength and Conditioning Research,1064-8011,1064-8011,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-14T13:04:47.253333,2,"[{'given': 'Lynda B.', 'family': 'Ransdell', 'sequence': 'first'}, {'given': 'Teena M.', 'family': 'Murray', 'sequence': 'additional'}, {'given': 'Yong', 'family': 'Gao', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,
10.1519/jsc.0b013e318260b829,https://doi.org/10.1519/jsc.0b013e318260b829,Effect of Rhythm on the Recovery From Intense Exercise,journal-article,False,4/1/13,2013.0,Journal of Strength and Conditioning Research,1064-8011,1064-8011,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-17T03:35:07.729787,2,"[{'given': 'Michal', 'family': 'Eliakim', 'sequence': 'first'}, {'given': 'Ehud', 'family': 'Bodner', 'sequence': 'additional'}, {'given': 'Yoav', 'family': 'Meckel', 'sequence': 'additional'}, {'given': 'Dan', 'family': 'Nemet', 'sequence': 'additional'}, {'given': 'Alon', 'family': 'Eliakim', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,
10.1519/jsc.0b013e3182606cd9,https://doi.org/10.1519/jsc.0b013e3182606cd9,The Effects of Different Intensities and Durations of the General Warm-up on Leg Press 1RM,journal-article,False,4/1/13,2013.0,Journal of Strength and Conditioning Research,1064-8011,1064-8011,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-13T02:31:39.884608,2,"[{'given': 'Renato', 'family': 'Barroso', 'sequence': 'first'}, {'given': 'Carla', 'family': 'Silva-Batista', 'sequence': 'additional'}, {'given': 'Valmor', 'family': 'Tricoli', 'sequence': 'additional'}, {'given': 'Hamilton', 'family': 'Roschel', 'sequence': 'additional'}, {'given': 'Carlos', 'family': 'Ugrinowitsch', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,
10.1519/jsc.0b013e31825dd224,https://doi.org/10.1519/jsc.0b013e31825dd224,The Effect of Cadence on Cycling Efficiency and Local Tissue Oxygenation,journal-article,False,3/1/13,2013.0,Journal of Strength and Conditioning Research,1064-8011,1064-8011,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-16T04:34:06.793976,2,"[{'given': 'Robert', 'family': 'D. Jacobs', 'sequence': 'first'}, {'given': 'Kris', 'family': 'E. Berg', 'sequence': 'additional'}, {'given': 'Dustin R.', 'family': 'Slivka', 'sequence': 'additional'}, {'given': 'John M.', 'family': 'Noble', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,
10.1519/jsc.0b013e31825c340f,https://doi.org/10.1519/jsc.0b013e31825c340f,Bikram Yoga Training and Physical Fitness in Healthy Young Adults,journal-article,False,3/1/13,2013.0,Journal of Strength and Conditioning Research,1064-8011,1064-8011,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-15T21:55:10.092294,2,"[{'given': 'Brian L.', 'family': 'Tracy', 'sequence': 'first'}, {'given': 'Cady E.F.', 'family': 'Hart', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,
10.1519/jsc.0b013e31825922aa,https://doi.org/10.1519/jsc.0b013e31825922aa,The Effect of Caffeine on Maximal Oxygen Uptake and Vertical Jump Performance in Male Basketball Players,journal-article,False,2/1/13,2013.0,Journal of Strength and Conditioning Research,1064-8011,1064-8011,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-14T09:55:29.558173,2,"[{'given': 'Matthew A.', 'family': 'Tucker', 'sequence': 'first'}, {'given': 'Jill M.', 'family': 'Hargreaves', 'sequence': 'additional'}, {'given': 'Jenny C.', 'family': 'Clarke', 'sequence': 'additional'}, {'given': 'Darren L.', 'family': 'Dale', 'sequence': 'additional'}, {'given': 'Gavin J.', 'family': 'Blackwell', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,
10.1519/jsc.0b013e31825770d7,https://doi.org/10.1519/jsc.0b013e31825770d7,Gas Exchange Threshold and V[Combining Dot Above]O2max Testing for Athletes,journal-article,False,2/1/13,2013.0,Journal of Strength and Conditioning Research,1064-8011,1064-8011,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-19T02:48:13.401716,2,"[{'given': 'Robert W.', 'family': 'Pettitt', 'sequence': 'first'}, {'given': 'Ida E.', 'family': 'Clark', 'sequence': 'additional'}, {'given': 'Stacy M.', 'family': 'Ebner', 'sequence': 'additional'}, {'given': 'Daniel T.', 'family': 'Sedgeman', 'sequence': 'additional'}, {'given': 'Steven R.', 'family': 'Murray', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,
10.1519/jsc.0b013e31825770be,https://doi.org/10.1519/jsc.0b013e31825770be,Anaerobic Power in Road Cyclists Is Improved After 10 Weeks of Whole-Body Vibration Training,journal-article,False,2/1/13,2013.0,Journal of Strength and Conditioning Research,1064-8011,1064-8011,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-16T19:26:03.695544,2,"[{'given': 'Tanja', 'family': 'Oosthuyse', 'sequence': 'first'}, {'given': 'Alison', 'family': 'Viedge', 'sequence': 'additional'}, {'given': 'Joanne', 'family': 'McVeigh', 'sequence': 'additional'}, {'given': 'Ingrid', 'family': 'Avidon', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,
10.1519/jsc.0b013e3182577053,https://doi.org/10.1519/jsc.0b013e3182577053,Quantification of Training Load and Intensity in Female Collegiate Rowers,journal-article,False,2/1/13,2013.0,Journal of Strength and Conditioning Research,1064-8011,1064-8011,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-18T03:47:05.386377,2,"[{'given': 'Diane M.', 'family': 'DellaValle', 'sequence': 'first'}, {'given': 'Jere D.', 'family': 'Haas', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,
10.1519/jsc.0b013e3182541d1c,https://doi.org/10.1519/jsc.0b013e3182541d1c,The Effect of Motor Imagery and Static Stretching on Anaerobic Performance in Trained Cyclists,journal-article,False,1/1/13,2013.0,Journal of Strength and Conditioning Research,1064-8011,1064-8011,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-16T06:23:05.361496,2,"[{'given': 'J. Derek', 'family': 'Kingsley', 'sequence': 'first'}, {'given': 'Rebecca A.', 'family': 'Zakrajsek', 'sequence': 'additional'}, {'given': 'Thomas W.', 'family': 'Nesser', 'sequence': 'additional'}, {'given': 'Matthew J.', 'family': 'Gage', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,
10.1519/jsc.0b013e3182541d03,https://doi.org/10.1519/jsc.0b013e3182541d03,Caffeine Gum and Cycling Performance,journal-article,False,1/1/13,2013.0,Journal of Strength and Conditioning Research,1064-8011,1064-8011,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-17T01:23:10.039255,2,"[{'given': 'Edward J.', 'family': 'Ryan', 'sequence': 'first'}, {'given': 'Chul-Ho', 'family': 'Kim', 'sequence': 'additional'}, {'given': 'Emily J.', 'family': 'Fickes', 'sequence': 'additional'}, {'given': 'Megan', 'family': 'Williamson', 'sequence': 'additional'}, {'given': 'Mathew D.', 'family': 'Muller', 'sequence': 'additional'}, {'given': 'Jacob E.', 'family': 'Barkley', 'sequence': 'additional'}, {'given': 'John', 'family': 'Gunstad', 'sequence': 'additional'}, {'given': 'Ellen L.', 'family': 'Glickman', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,
10.1519/jsc.0b013e3182542661,https://doi.org/10.1519/jsc.0b013e3182542661,Running Speeds at Ventilatory Threshold and Maximal Oxygen Consumption Discriminate Futsal Competitive Level,journal-article,False,2/1/13,2013.0,Journal of Strength and Conditioning Research,1064-8011,1064-8011,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-13T23:31:55.070124,2,"[{'given': 'Rafael E.', 'family': 'Pedro', 'sequence': 'first'}, {'given': 'Vinicius F.', 'family': 'Milanez', 'sequence': 'additional'}, {'given': 'Daniel A.', 'family': 'Boullosa', 'sequence': 'additional'}, {'given': 'Fábio Y.', 'family': 'Nakamura', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,
10.1519/jsc.0b013e31825423d9,https://doi.org/10.1519/jsc.0b013e31825423d9,A Training Program to Improve Neuromuscular and Performance Indices in Female High School Soccer Players,journal-article,False,2/1/13,2013.0,Journal of Strength and Conditioning Research,1064-8011,1064-8011,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-04-19T13:21:50.706763,2,"[{'given': 'Frank R.', 'family': 'Noyes', 'sequence': 'first'}, {'given': 'Sue D.', 'family': 'Barber-Westin', 'sequence': 'additional'}, {'given': 'Stephanie T.', 'family': 'Tutalo Smith', 'sequence': 'additional'}, {'given': 'Thomas', 'family': 'Campbell', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,
10.1519/jsc.0b013e31824f206c,https://doi.org/10.1519/jsc.0b013e31824f206c,Skiing Economy and Efficiency in Recreational and Elite Cross-Country Skiers,journal-article,False,5/1/13,2013.0,Journal of Strength and Conditioning Research,1064-8011,1064-8011,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-12T21:18:58.091215,2,"[{'given': 'Mats', 'family': 'Ainegren', 'sequence': 'first'}, {'given': 'Peter', 'family': 'Carlsson', 'sequence': 'additional'}, {'given': 'Mats', 'family': 'Tinnsten', 'sequence': 'additional'}, {'given': 'Marko S.', 'family': 'Laaksonen', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,
10.1519/jsc.0b013e31824e1711,https://doi.org/10.1519/jsc.0b013e31824e1711,Comparison Between Three Different Endurance Tests in Professional Soccer Players,journal-article,False,1/1/13,2013.0,Journal of Strength and Conditioning Research,1064-8011,1064-8011,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-18T22:01:06.250582,2,"[{'given': 'Matthias W.', 'family': 'Hoppe', 'sequence': 'first'}, {'given': 'Christian', 'family': 'Baumgart', 'sequence': 'additional'}, {'given': 'Billy', 'family': 'Sperlich', 'sequence': 'additional'}, {'given': 'Hassan', 'family': 'Ibrahim', 'sequence': 'additional'}, {'given': 'Christian', 'family': 'Jansen', 'sequence': 'additional'}, {'given': 'Sarah J.', 'family': 'Willis', 'sequence': 'additional'}, {'given': 'Juergen', 'family': 'Freiwald', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,
10.1097/phm.0b013e318269d9bb,https://doi.org/10.1097/phm.0b013e318269d9bb,The Electrically Assisted Bicycle,journal-article,False,11/1/12,2012.0,American Journal of Physical Medicine & Rehabilitation,0894-9115,0894-9115,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2022-03-23T10:47:44.578665,2,"[{'given': 'Julien', 'family': 'Louis', 'sequence': 'first'}, {'given': 'Jeanick', 'family': 'Brisswalter', 'sequence': 'additional'}, {'given': 'Cédric', 'family': 'Morio', 'sequence': 'additional'}, {'given': 'Charlie', 'family': 'Barla', 'sequence': 'additional'}, {'given': 'Jean-Jacques', 'family': 'Temprado', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,"Message: Unable to locate element: .icon-pdf
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
NoSuchElementError@chrome://remote/content/shared/webdriver/Errors.jsm:398:5
element.find/</<@chrome://remote/content/marionette/element.js:300:16
"
10.1097/hjh.0b013e3283588d46,https://doi.org/10.1097/hjh.0b013e3283588d46,Exercise training restores the endothelial progenitor cells number and function in hypertension,journal-article,False,11/1/12,2012.0,Journal of Hypertension,0263-6352,0263-6352,False,False,Ovid Technologies (Wolters Kluwer Health),False,closed,False,,,[],[],2021-01-16T02:28:15.161204,2,"[{'given': 'Tiago', 'family': 'Fernandes', 'sequence': 'first'}, {'given': 'Juliana S.', 'family': 'Nakamuta', 'sequence': 'additional'}, {'given': 'Flávio C.', 'family': 'Magalhães', 'sequence': 'additional'}, {'given': 'Fernanda R.', 'family': 'Roque', 'sequence': 'additional'}, {'given': 'Carolina', 'family': 'Lavini-Ramos', 'sequence': 'additional'}, {'given': 'Isolmar T.', 'family': 'Schettert', 'sequence': 'additional'}, {'given': 'Verônica', 'family': 'Coelho', 'sequence': 'additional'}, {'given': 'José E.', 'family': 'Krieger', 'sequence': 'additional'}, {'given': 'Edilamar M.', 'family': 'Oliveira', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,200,"Message: Unable to locate element: .icon-pdf
Stacktrace:
WebDriverError@chrome://remote/content/shared/webdriver/Errors.jsm:186:5
NoSuchElementError@chrome://remote/content/shared/webdriver/Errors.jsm:398:5
element.find/</<@chrome://remote/content/marionette/element.js:300:16
"
