doi,doi_url,title,genre,is_paratext,published_date,year,journal_name,journal_issns,journal_issn_l,journal_is_oa,journal_is_in_doaj,publisher,is_oa,oa_status,has_repository_copy,oa_locations,oa_locations_embargoed,updated,data_standard,z_authors,best_oa_location.updated,best_oa_location.url,best_oa_location.url_for_pdf,best_oa_location.url_for_landing_page,best_oa_location.evidence,best_oa_location.license,best_oa_location.version,best_oa_location.host_type,best_oa_location.is_best,best_oa_location.pmh_id,best_oa_location.endpoint_id,best_oa_location.repository_institution,best_oa_location.oa_date,first_oa_location.updated,first_oa_location.url,first_oa_location.url_for_pdf,first_oa_location.url_for_landing_page,first_oa_location.evidence,first_oa_location.license,first_oa_location.version,first_oa_location.host_type,first_oa_location.is_best,first_oa_location.pmh_id,first_oa_location.endpoint_id,first_oa_location.repository_institution,first_oa_location.oa_date,best_oa_location,first_oa_location
10.3389/fspor.2022.814974,https://doi.org/10.3389/fspor.2022.814974,Variability in the Aerobic Fitness-Related Dependence on Respiratory Processes During Muscle Work Is Associated With the ACE-I/D Genotype,journal-article,False,2022-05-19,2022,Frontiers in Sports and Active Living,2624-9367,2624-9367,True,True,Frontiers Media SA,True,gold,True,"[{'updated': '2022-06-28T17:03:16.656098', 'url': 'https://www.frontiersin.org/articles/10.3389/fspor.2022.814974/pdf', 'url_for_pdf': 'https://www.frontiersin.org/articles/10.3389/fspor.2022.814974/pdf', 'url_for_landing_page': 'https://doi.org/10.3389/fspor.2022.814974', 'evidence': 'oa journal (via doaj)', 'license': 'cc-by', 'version': 'publishedVersion', 'host_type': 'publisher', 'is_best': True, 'pmh_id': None, 'endpoint_id': None, 'repository_institution': None, 'oa_date': '2022-05-19'}, {'updated': '2022-06-28T17:03:16.656201', 'url': 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9161700', 'url_for_pdf': None, 'url_for_landing_page': 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9161700', 'evidence': 'oa repository (via pmcid lookup)', 'license': None, 'version': 'publishedVersion', 'host_type': 'repository', 'is_best': False, 'pmh_id': None, 'endpoint_id': None, 'repository_institution': None, 'oa_date': None}]",[],2022-06-09T09:40:29.006408,2,"[{'given': 'Benedikt', 'family': 'Gasser', 'sequence': 'first'}, {'given': 'Annika', 'family': 'Frei', 'sequence': 'additional'}, {'given': 'David', 'family': 'Niederseer', 'sequence': 'additional'}, {'given': 'Silvio', 'family': 'Catuogno', 'sequence': 'additional'}, {'given': 'Walter O.', 'family': 'Frey', 'sequence': 'additional'}, {'given': 'Martin', 'family': 'Flück', 'sequence': 'additional'}]",2022-06-28T17:03:16.656098,https://www.frontiersin.org/articles/10.3389/fspor.2022.814974/pdf,https://www.frontiersin.org/articles/10.3389/fspor.2022.814974/pdf,https://doi.org/10.3389/fspor.2022.814974,oa journal (via doaj),cc-by,publishedVersion,publisher,True,,,,2022-05-19,2022-06-28T17:03:16.656098,https://www.frontiersin.org/articles/10.3389/fspor.2022.814974/pdf,https://www.frontiersin.org/articles/10.3389/fspor.2022.814974/pdf,https://doi.org/10.3389/fspor.2022.814974,oa journal (via doaj),cc-by,publishedVersion,publisher,True,,,,2022-05-19,,
10.1111/cpf.12760,https://doi.org/10.1111/cpf.12760,Reliability of the Heart Rate Variability Threshold During Treadmill Exercise,journal-article,False,2022-05-07,2022,Clinical Physiology and Functional Imaging,"1475-0961,1475-097X",1475-0961,False,False,Wiley,False,closed,False,[],[],2022-06-05T20:18:49.984931,2,"[{'given': 'Trent A.', 'family': 'Hargens', 'sequence': 'first', 'affiliation': [{'name': 'Human Performance Laboratory, Department of Kinesiology, James Madison UniversityHarrisonburgVirginiaUSA'}]}, {'given': 'Shane', 'family': 'Chambers', 'sequence': 'additional', 'affiliation': [{'name': 'Human Performance Laboratory, Department of Kinesiology, James Madison UniversityHarrisonburgVirginiaUSA'}]}, {'given': 'Nicholas D.', 'family': 'Luden', 'sequence': 'additional', 'affiliation': [{'name': 'Human Performance Laboratory, Department of Kinesiology, James Madison UniversityHarrisonburgVirginiaUSA'}]}, {'given': 'Christopher J.', 'family': 'Womack', 'sequence': 'additional', 'affiliation': [{'name': 'Human Performance Laboratory, Department of Kinesiology, James Madison UniversityHarrisonburgVirginiaUSA'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1155/2022/9023144,https://doi.org/10.1155/2022/9023144,Multimedia Recognition and Monitoring of Respiration and Heart Rate VO2 Max in Exercise Training Based on Regression Equation,journal-article,False,2022-05-19,2022,Advances in Multimedia,"1687-5699,1687-5680",1687-5680,True,True,Hindawi Limited,True,gold,False,"[{'updated': '2022-06-28T17:03:21.782297', 'url': 'https://downloads.hindawi.com/journals/am/2022/9023144.pdf', 'url_for_pdf': 'https://downloads.hindawi.com/journals/am/2022/9023144.pdf', 'url_for_landing_page': 'https://doi.org/10.1155/2022/9023144', 'evidence': 'oa journal (via doaj)', 'license': 'cc-by', 'version': 'publishedVersion', 'host_type': 'publisher', 'is_best': True, 'pmh_id': None, 'endpoint_id': None, 'repository_institution': None, 'oa_date': '2022-05-19'}]",[],2022-05-20T21:59:42.940455,2,"[{'ORCID': 'http://orcid.org/0000-0003-3573-0516', 'given': 'Qiaojuan', 'family': 'Liu', 'sequence': 'first', 'affiliation': [{'name': 'Department of Physical Education, Shijiazhuang Vocational Technology Institute, Shijiazhuang, Hebei 050081, China'}], 'authenticated-orcid': True}]",2022-06-28T17:03:21.782297,https://downloads.hindawi.com/journals/am/2022/9023144.pdf,https://downloads.hindawi.com/journals/am/2022/9023144.pdf,https://doi.org/10.1155/2022/9023144,oa journal (via doaj),cc-by,publishedVersion,publisher,True,,,,2022-05-19,2022-06-28T17:03:21.782297,https://downloads.hindawi.com/journals/am/2022/9023144.pdf,https://downloads.hindawi.com/journals/am/2022/9023144.pdf,https://doi.org/10.1155/2022/9023144,oa journal (via doaj),cc-by,publishedVersion,publisher,True,,,,2022-05-19,,
10.3389/fphys.2022.919008,https://doi.org/10.3389/fphys.2022.919008,"Effects of Interval Training Under Hypoxia on Hematological Parameters, Hemodynamic Function, and Endurance Exercise Performance in Amateur Female Runners in Korea",journal-article,False,2022-05-18,2022,Frontiers in Physiology,1664-042X,1664-042X,True,True,Frontiers Media SA,True,gold,True,"[{'updated': '2022-06-28T17:03:24.329605', 'url': 'https://www.frontiersin.org/articles/10.3389/fphys.2022.919008/pdf', 'url_for_pdf': 'https://www.frontiersin.org/articles/10.3389/fphys.2022.919008/pdf', 'url_for_landing_page': 'https://doi.org/10.3389/fphys.2022.919008', 'evidence': 'oa journal (via doaj)', 'license': 'cc-by', 'version': 'publishedVersion', 'host_type': 'publisher', 'is_best': True, 'pmh_id': None, 'endpoint_id': None, 'repository_institution': None, 'oa_date': '2022-05-18'}, {'updated': '2022-06-28T17:03:24.329779', 'url': 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9158122', 'url_for_pdf': None, 'url_for_landing_page': 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9158122', 'evidence': 'oa repository (via pmcid lookup)', 'license': None, 'version': 'publishedVersion', 'host_type': 'repository', 'is_best': False, 'pmh_id': None, 'endpoint_id': None, 'repository_institution': None, 'oa_date': None}]",[],2022-06-03T11:22:30.998028,2,"[{'given': 'Hun-Young', 'family': 'Park', 'sequence': 'first'}, {'given': 'Won-Sang', 'family': 'Jung', 'sequence': 'additional'}, {'given': 'Sung-Woo', 'family': 'Kim', 'sequence': 'additional'}, {'given': 'Jisu', 'family': 'Kim', 'sequence': 'additional'}, {'given': 'Kiwon', 'family': 'Lim', 'sequence': 'additional'}]",2022-06-28T17:03:24.329605,https://www.frontiersin.org/articles/10.3389/fphys.2022.919008/pdf,https://www.frontiersin.org/articles/10.3389/fphys.2022.919008/pdf,https://doi.org/10.3389/fphys.2022.919008,oa journal (via doaj),cc-by,publishedVersion,publisher,True,,,,2022-05-18,2022-06-28T17:03:24.329605,https://www.frontiersin.org/articles/10.3389/fphys.2022.919008/pdf,https://www.frontiersin.org/articles/10.3389/fphys.2022.919008/pdf,https://doi.org/10.3389/fphys.2022.919008,oa journal (via doaj),cc-by,publishedVersion,publisher,True,,,,2022-05-18,,
10.1080/24748668.2022.2075670,https://doi.org/10.1080/24748668.2022.2075670,Kinetics of ventilatory and mechanical parameters of novice male rowers on the rowing ergometer,journal-article,False,2022-05-11,2022,International Journal of Performance Analysis in Sport,"2474-8668,1474-8185",1474-8185,False,False,Informa UK Limited,True,hybrid,False,"[{'updated': '2022-06-28T17:03:26.717364', 'url': 'https://www.tandfonline.com/doi/pdf/10.1080/24748668.2022.2075670?needAccess=true', 'url_for_pdf': 'https://www.tandfonline.com/doi/pdf/10.1080/24748668.2022.2075670?needAccess=true', 'url_for_landing_page': 'https://doi.org/10.1080/24748668.2022.2075670', 'evidence': 'open (via crossref license)', 'license': 'cc-by-nc-nd', 'version': 'publishedVersion', 'host_type': 'publisher', 'is_best': True, 'pmh_id': None, 'endpoint_id': None, 'repository_institution': None, 'oa_date': '2022-05-11'}]",[],2022-05-12T21:09:37.812042,2,"[{'ORCID': 'http://orcid.org/0000-0001-6871-098X', 'given': 'Álvaro', 'family': 'Huerta Ojeda', 'sequence': 'first', 'affiliation': [{'name': 'Grupo de Investigación en Salud, Actividad Física y Deporte ISAFYD, Universidad de Las Américas, Viña del Mar, Chile'}], 'authenticated-orcid': False}, {'ORCID': 'http://orcid.org/0000-0003-2648-7884', 'given': 'Miguel', 'family': 'Riquelme Guerra', 'sequence': 'additional', 'affiliation': [{'name': 'Magíster en Medicina y Ciencias del Deporte, Facultad de Ciencias, Universidad Mayor, Santiago, Chile'}], 'authenticated-orcid': False}, {'ORCID': 'http://orcid.org/0000-0003-3519-1946', 'given': 'Walter', 'family': 'Coronado Román', 'sequence': 'additional', 'affiliation': [{'name': 'Deporte, Escuela Naval “Arturo Prat”Facultad de Educación Física y , Valparaíso, Chile'}], 'authenticated-orcid': False}, {'ORCID': 'http://orcid.org/0000-0003-2138-3007', 'given': 'María-Mercedes', 'family': 'Yeomans', 'sequence': 'additional', 'affiliation': [{'name': 'Facultad de Educación, Universidad de Las Américas, Viña del Mar, Chile'}], 'authenticated-orcid': False}, {'ORCID': 'http://orcid.org/0000-0003-1698-7519', 'given': 'Rodrigo', 'family': 'Fuentes-Kloss', 'sequence': 'additional', 'affiliation': [{'name': 'Facultad de Educación Física y Deporte, Escuela Naval “Arturo Prat”, Valparaíso, Chile'}], 'authenticated-orcid': False}]",2022-06-28T17:03:26.717364,https://www.tandfonline.com/doi/pdf/10.1080/24748668.2022.2075670?needAccess=true,https://www.tandfonline.com/doi/pdf/10.1080/24748668.2022.2075670?needAccess=true,https://doi.org/10.1080/24748668.2022.2075670,open (via crossref license),cc-by-nc-nd,publishedVersion,publisher,True,,,,2022-05-11,2022-06-28T17:03:26.717364,https://www.tandfonline.com/doi/pdf/10.1080/24748668.2022.2075670?needAccess=true,https://www.tandfonline.com/doi/pdf/10.1080/24748668.2022.2075670?needAccess=true,https://doi.org/10.1080/24748668.2022.2075670,open (via crossref license),cc-by-nc-nd,publishedVersion,publisher,True,,,,2022-05-11,,
10.1155/2022/5966488,https://doi.org/10.1155/2022/5966488,Deep Learning for Treadmill-Oriented Cardiorespiratory Endurance Testing and Training,journal-article,False,2022-05-12,2022,Advances in Multimedia,"1687-5699,1687-5680",1687-5680,True,True,Hindawi Limited,True,gold,False,"[{'updated': '2022-06-28T17:03:29.568967', 'url': 'https://downloads.hindawi.com/journals/am/2022/5966488.pdf', 'url_for_pdf': 'https://downloads.hindawi.com/journals/am/2022/5966488.pdf', 'url_for_landing_page': 'https://doi.org/10.1155/2022/5966488', 'evidence': 'oa journal (via doaj)', 'license': 'cc-by', 'version': 'publishedVersion', 'host_type': 'publisher', 'is_best': True, 'pmh_id': None, 'endpoint_id': None, 'repository_institution': None, 'oa_date': '2022-05-12'}]",[],2022-05-13T21:43:05.740356,2,"[{'ORCID': 'http://orcid.org/0000-0002-9939-9028', 'given': 'Yanying', 'family': 'Zhu', 'sequence': 'first', 'affiliation': [{'name': 'Hebei GEO University, Shijiazhuang, Hebei 050031, China'}], 'authenticated-orcid': True}]",2022-06-28T17:03:29.568967,https://downloads.hindawi.com/journals/am/2022/5966488.pdf,https://downloads.hindawi.com/journals/am/2022/5966488.pdf,https://doi.org/10.1155/2022/5966488,oa journal (via doaj),cc-by,publishedVersion,publisher,True,,,,2022-05-12,2022-06-28T17:03:29.568967,https://downloads.hindawi.com/journals/am/2022/5966488.pdf,https://downloads.hindawi.com/journals/am/2022/5966488.pdf,https://doi.org/10.1155/2022/5966488,oa journal (via doaj),cc-by,publishedVersion,publisher,True,,,,2022-05-12,,
10.3389/fphys.2022.857816,https://doi.org/10.3389/fphys.2022.857816,Differences in Blood Flow Patterns and Endothelial Shear Stress at the Carotid Artery Using Different Exercise Modalities and Intensities,journal-article,False,2022-05-10,2022,Frontiers in Physiology,1664-042X,1664-042X,True,True,Frontiers Media SA,True,gold,True,"[{'updated': '2022-06-28T17:03:31.978564', 'url': 'https://www.frontiersin.org/articles/10.3389/fphys.2022.857816/pdf', 'url_for_pdf': 'https://www.frontiersin.org/articles/10.3389/fphys.2022.857816/pdf', 'url_for_landing_page': 'https://doi.org/10.3389/fphys.2022.857816', 'evidence': 'oa journal (via doaj)', 'license': 'cc-by', 'version': 'publishedVersion', 'host_type': 'publisher', 'is_best': True, 'pmh_id': None, 'endpoint_id': None, 'repository_institution': None, 'oa_date': '2022-05-10'}, {'updated': '2022-06-28T17:03:31.978719', 'url': 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9127153', 'url_for_pdf': None, 'url_for_landing_page': 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9127153', 'evidence': 'oa repository (via pmcid lookup)', 'license': None, 'version': 'publishedVersion', 'host_type': 'repository', 'is_best': False, 'pmh_id': None, 'endpoint_id': None, 'repository_institution': None, 'oa_date': None}]",[],2022-05-29T20:27:39.549330,2,"[{'given': 'Samuel', 'family': 'Montalvo', 'sequence': 'first'}, {'given': 'Manuel', 'family': 'Gomez', 'sequence': 'additional'}, {'given': 'Alondra', 'family': 'Lozano', 'sequence': 'additional'}, {'given': 'Sabrina', 'family': 'Arias', 'sequence': 'additional'}, {'given': 'Lisa', 'family': 'Rodriguez', 'sequence': 'additional'}, {'given': 'Francisco', 'family': 'Morales-Acuna', 'sequence': 'additional'}, {'given': 'Alvaro N.', 'family': 'Gurovich', 'sequence': 'additional'}]",2022-06-28T17:03:31.978564,https://www.frontiersin.org/articles/10.3389/fphys.2022.857816/pdf,https://www.frontiersin.org/articles/10.3389/fphys.2022.857816/pdf,https://doi.org/10.3389/fphys.2022.857816,oa journal (via doaj),cc-by,publishedVersion,publisher,True,,,,2022-05-10,2022-06-28T17:03:31.978564,https://www.frontiersin.org/articles/10.3389/fphys.2022.857816/pdf,https://www.frontiersin.org/articles/10.3389/fphys.2022.857816/pdf,https://doi.org/10.3389/fphys.2022.857816,oa journal (via doaj),cc-by,publishedVersion,publisher,True,,,,2022-05-10,,
10.3389/fphys.2022.762950,https://doi.org/10.3389/fphys.2022.762950,Performance-Related Physiological and Haematological Changes During Pregnancy and Postpartum in a Well-Trained Cyclist Performing Endurance Training,journal-article,False,2022-05-09,2022,Frontiers in Physiology,1664-042X,1664-042X,True,True,Frontiers Media SA,True,gold,True,"[{'updated': '2022-06-28T17:03:34.617073', 'url': 'https://www.frontiersin.org/articles/10.3389/fphys.2022.762950/pdf', 'url_for_pdf': 'https://www.frontiersin.org/articles/10.3389/fphys.2022.762950/pdf', 'url_for_landing_page': 'https://doi.org/10.3389/fphys.2022.762950', 'evidence': 'oa journal (via doaj)', 'license': 'cc-by', 'version': 'publishedVersion', 'host_type': 'publisher', 'is_best': True, 'pmh_id': None, 'endpoint_id': None, 'repository_institution': None, 'oa_date': '2022-05-09'}, {'updated': '2022-06-28T17:03:34.617172', 'url': 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9125089', 'url_for_pdf': None, 'url_for_landing_page': 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9125089', 'evidence': 'oa repository (via pmcid lookup)', 'license': None, 'version': 'publishedVersion', 'host_type': 'repository', 'is_best': False, 'pmh_id': None, 'endpoint_id': None, 'repository_institution': None, 'oa_date': None}]",[],2022-05-28T20:51:35.626969,2,"[{'given': 'Nicki Winfield', 'family': 'Almquist', 'sequence': 'first'}, {'given': 'Øyvind', 'family': 'Sandbakk', 'sequence': 'additional'}, {'given': 'Guro Strøm', 'family': 'Solli', 'sequence': 'additional'}]",2022-06-28T17:03:34.617073,https://www.frontiersin.org/articles/10.3389/fphys.2022.762950/pdf,https://www.frontiersin.org/articles/10.3389/fphys.2022.762950/pdf,https://doi.org/10.3389/fphys.2022.762950,oa journal (via doaj),cc-by,publishedVersion,publisher,True,,,,2022-05-09,2022-06-28T17:03:34.617073,https://www.frontiersin.org/articles/10.3389/fphys.2022.762950/pdf,https://www.frontiersin.org/articles/10.3389/fphys.2022.762950/pdf,https://doi.org/10.3389/fphys.2022.762950,oa journal (via doaj),cc-by,publishedVersion,publisher,True,,,,2022-05-09,,
10.3390/life12050655,https://doi.org/10.3390/life12050655,Correlation of Hemodynamic and Respiratory Parameters in Invasive Cardiopulmonary Exercise Testing (iCPET),journal-article,False,2022-04-28,2022,Life,2075-1729,2075-1729,True,True,MDPI AG,True,gold,True,"[{'updated': '2022-06-28T17:03:37.660242', 'url': 'https://www.mdpi.com/2075-1729/12/5/655/pdf?version=1651145663', 'url_for_pdf': 'https://www.mdpi.com/2075-1729/12/5/655/pdf?version=1651145663', 'url_for_landing_page': 'https://doi.org/10.3390/life12050655', 'evidence': 'oa journal (via doaj)', 'license': 'cc-by', 'version': 'publishedVersion', 'host_type': 'publisher', 'is_best': True, 'pmh_id': None, 'endpoint_id': None, 'repository_institution': None, 'oa_date': '2022-04-28'}, {'updated': '2022-06-28T17:03:37.660337', 'url': 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9146634', 'url_for_pdf': None, 'url_for_landing_page': 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9146634', 'evidence': 'oa repository (via pmcid lookup)', 'license': None, 'version': 'publishedVersion', 'host_type': 'repository', 'is_best': False, 'pmh_id': None, 'endpoint_id': None, 'repository_institution': None, 'oa_date': None}]",[],2022-06-03T14:54:07.629942,2,"[{'ORCID': 'http://orcid.org/0000-0003-3403-7146', 'given': 'Dirk', 'family': 'Habedank', 'sequence': 'first', 'authenticated-orcid': False}, {'given': 'Anne', 'family': 'Obst', 'sequence': 'additional'}, {'ORCID': 'http://orcid.org/0000-0002-8416-8374', 'given': 'Alexander', 'family': 'Heine', 'sequence': 'additional', 'authenticated-orcid': False}, {'ORCID': 'http://orcid.org/0000-0002-7571-744X', 'given': 'Beate', 'family': 'Stubbe', 'sequence': 'additional', 'authenticated-orcid': False}, {'ORCID': 'http://orcid.org/0000-0002-6746-9925', 'given': 'Ralf', 'family': 'Ewert', 'sequence': 'additional', 'authenticated-orcid': False}]",2022-06-28T17:03:37.660242,https://www.mdpi.com/2075-1729/12/5/655/pdf?version=1651145663,https://www.mdpi.com/2075-1729/12/5/655/pdf?version=1651145663,https://doi.org/10.3390/life12050655,oa journal (via doaj),cc-by,publishedVersion,publisher,True,,,,2022-04-28,2022-06-28T17:03:37.660242,https://www.mdpi.com/2075-1729/12/5/655/pdf?version=1651145663,https://www.mdpi.com/2075-1729/12/5/655/pdf?version=1651145663,https://doi.org/10.3390/life12050655,oa journal (via doaj),cc-by,publishedVersion,publisher,True,,,,2022-04-28,,
10.3390/biology11050789,https://doi.org/10.3390/biology11050789,Modelling 5-km Running Performance on Level and Hilly Terrains in Recreational Runners,journal-article,False,2022-05-22,2022,Biology,2079-7737,2079-7737,True,True,MDPI AG,True,gold,True,"[{'updated': '2022-06-28T17:03:41.497803', 'url': 'https://www.mdpi.com/2079-7737/11/5/789/pdf?version=1653207566', 'url_for_pdf': 'https://www.mdpi.com/2079-7737/11/5/789/pdf?version=1653207566', 'url_for_landing_page': 'https://doi.org/10.3390/biology11050789', 'evidence': 'oa journal (via doaj)', 'license': 'cc-by', 'version': 'publishedVersion', 'host_type': 'publisher', 'is_best': True, 'pmh_id': None, 'endpoint_id': None, 'repository_institution': None, 'oa_date': '2022-05-22'}, {'updated': '2022-06-28T17:03:41.497911', 'url': 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9138284', 'url_for_pdf': None, 'url_for_landing_page': 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9138284', 'evidence': 'oa repository (via pmcid lookup)', 'license': None, 'version': 'publishedVersion', 'host_type': 'repository', 'is_best': False, 'pmh_id': None, 'endpoint_id': None, 'repository_institution': None, 'oa_date': None}]",[],2022-06-01T19:50:10.092329,2,"[{'given': 'Onécimo Ubiratã Medina', 'family': 'Melo', 'sequence': 'first'}, {'given': 'Marcus Peikriszwili', 'family': 'Tartaruga', 'sequence': 'additional'}, {'ORCID': 'http://orcid.org/0000-0002-9399-1098', 'given': 'Edilson Fernando', 'family': 'de Borba', 'sequence': 'additional', 'authenticated-orcid': False}, {'ORCID': 'http://orcid.org/0000-0002-8477-127X', 'given': 'Daniel', 'family': 'Boullosa', 'sequence': 'additional', 'authenticated-orcid': False}, {'ORCID': 'http://orcid.org/0000-0001-9169-5992', 'given': 'Edson Soares', 'family': 'da Silva', 'sequence': 'additional', 'authenticated-orcid': False}, {'given': 'Rodrigo Torma', 'family': 'Bernardo', 'sequence': 'additional'}, {'given': 'Renan', 'family': 'Coimbra', 'sequence': 'additional'}, {'given': 'Henrique Bianchi', 'family': 'Oliveira', 'sequence': 'additional'}, {'ORCID': 'http://orcid.org/0000-0003-0282-8218', 'given': 'Rodrigo Gomes', 'family': 'da Rosa', 'sequence': 'additional', 'authenticated-orcid': False}, {'ORCID': 'http://orcid.org/0000-0003-1742-5016', 'given': 'Leonardo Alexandre', 'family': 'Peyré-Tartaruga', 'sequence': 'additional', 'authenticated-orcid': False}]",2022-06-28T17:03:41.497803,https://www.mdpi.com/2079-7737/11/5/789/pdf?version=1653207566,https://www.mdpi.com/2079-7737/11/5/789/pdf?version=1653207566,https://doi.org/10.3390/biology11050789,oa journal (via doaj),cc-by,publishedVersion,publisher,True,,,,2022-05-22,2022-06-28T17:03:41.497803,https://www.mdpi.com/2079-7737/11/5/789/pdf?version=1653207566,https://www.mdpi.com/2079-7737/11/5/789/pdf?version=1653207566,https://doi.org/10.3390/biology11050789,oa journal (via doaj),cc-by,publishedVersion,publisher,True,,,,2022-05-22,,
10.1016/j.psychsport.2022.102171,https://doi.org/10.1016/j.psychsport.2022.102171,Associations of cardiorespiratory fitness and moderate-to-vigorous physical activity with latent cognitive abilities in older adults,journal-article,False,2022-02-01,2022,Psychology of Sport and Exercise,1469-0292,1878-5476,False,False,Elsevier BV,True,hybrid,False,"[{'updated': '2022-04-12T19:33:18.179729', 'url': 'https://doi.org/10.1016/j.psychsport.2022.102171', 'url_for_pdf': None, 'url_for_landing_page': 'https://doi.org/10.1016/j.psychsport.2022.102171', 'evidence': 'open (via page says license)', 'license': 'cc-by-nc-nd', 'version': 'publishedVersion', 'host_type': 'publisher', 'is_best': True, 'pmh_id': None, 'endpoint_id': None, 'repository_institution': None, 'oa_date': '2022-02-01'}]",[],2022-04-12T19:33:33.192541,2,"[{'ORCID': 'http://orcid.org/0000-0002-6746-0920', 'given': 'Jonna', 'family': 'Nilsson', 'sequence': 'first', 'authenticated-orcid': False}, {'given': 'Maria', 'family': 'Ekblom', 'sequence': 'additional'}, {'given': 'Martin', 'family': 'Lövdén', 'sequence': 'additional'}]",2022-04-12T19:33:18.179729,https://doi.org/10.1016/j.psychsport.2022.102171,,https://doi.org/10.1016/j.psychsport.2022.102171,open (via page says license),cc-by-nc-nd,publishedVersion,publisher,True,,,,2022-02-01,2022-04-12T19:33:18.179729,https://doi.org/10.1016/j.psychsport.2022.102171,,https://doi.org/10.1016/j.psychsport.2022.102171,open (via page says license),cc-by-nc-nd,publishedVersion,publisher,True,,,,2022-02-01,,
10.3390/healthcare10050797,https://doi.org/10.3390/healthcare10050797,"The Performance, Physiology and Morphology of Female and Male Olympic-Distance Triathletes",journal-article,False,2022-04-25,2022,Healthcare,2227-9032,2227-9032,True,True,MDPI AG,True,gold,True,"[{'updated': '2022-06-28T17:03:47.223147', 'url': 'https://www.mdpi.com/2227-9032/10/5/797/pdf?version=1650942711', 'url_for_pdf': 'https://www.mdpi.com/2227-9032/10/5/797/pdf?version=1650942711', 'url_for_landing_page': 'https://doi.org/10.3390/healthcare10050797', 'evidence': 'oa journal (via doaj)', 'license': 'cc-by', 'version': 'publishedVersion', 'host_type': 'publisher', 'is_best': True, 'pmh_id': None, 'endpoint_id': None, 'repository_institution': None, 'oa_date': '2022-04-25'}, {'updated': '2022-06-28T17:03:47.223253', 'url': 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9140916', 'url_for_pdf': None, 'url_for_landing_page': 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9140916', 'evidence': 'oa repository (via pmcid lookup)', 'license': None, 'version': 'publishedVersion', 'host_type': 'repository', 'is_best': False, 'pmh_id': None, 'endpoint_id': None, 'repository_institution': None, 'oa_date': None}]",[],2022-05-31T13:28:17.223981,2,"[{'ORCID': 'http://orcid.org/0000-0003-1785-753X', 'given': 'Paulo J.', 'family': 'Puccinelli', 'sequence': 'first', 'authenticated-orcid': False}, {'ORCID': 'http://orcid.org/0000-0001-5749-6877', 'given': 'Claudio A. B.', 'family': 'de Lira', 'sequence': 'additional', 'authenticated-orcid': False}, {'ORCID': 'http://orcid.org/0000-0003-1981-1092', 'given': 'Rodrigo L.', 'family': 'Vancini', 'sequence': 'additional', 'authenticated-orcid': False}, {'ORCID': 'http://orcid.org/0000-0001-8030-7122', 'given': 'Pantelis T.', 'family': 'Nikolaidis', 'sequence': 'additional', 'authenticated-orcid': False}, {'ORCID': 'http://orcid.org/0000-0002-2412-9103', 'given': 'Beat', 'family': 'Knechtle', 'sequence': 'additional', 'authenticated-orcid': False}, {'ORCID': 'http://orcid.org/0000-0002-6436-6306', 'given': 'Thomas', 'family': 'Rosemann', 'sequence': 'additional', 'authenticated-orcid': False}, {'ORCID': 'http://orcid.org/0000-0002-7004-4565', 'given': 'Marilia S.', 'family': 'Andrade', 'sequence': 'additional', 'authenticated-orcid': False}]",2022-06-28T17:03:47.223147,https://www.mdpi.com/2227-9032/10/5/797/pdf?version=1650942711,https://www.mdpi.com/2227-9032/10/5/797/pdf?version=1650942711,https://doi.org/10.3390/healthcare10050797,oa journal (via doaj),cc-by,publishedVersion,publisher,True,,,,2022-04-25,2022-06-28T17:03:47.223147,https://www.mdpi.com/2227-9032/10/5/797/pdf?version=1650942711,https://www.mdpi.com/2227-9032/10/5/797/pdf?version=1650942711,https://doi.org/10.3390/healthcare10050797,oa journal (via doaj),cc-by,publishedVersion,publisher,True,,,,2022-04-25,,
