doi_suffix,doi,doi_url,title,genre,is_paratext,published_date,year,journal_name,journal_issns,journal_issn_l,journal_is_oa,journal_is_in_doaj,publisher,is_oa,oa_status,has_repository_copy,best_oa_location,first_oa_location,oa_locations,oa_locations_embargoed,updated,data_standard,z_authors,best_oa_location.updated,best_oa_location.url,best_oa_location.url_for_pdf,best_oa_location.url_for_landing_page,best_oa_location.evidence,best_oa_location.license,best_oa_location.version,best_oa_location.host_type,best_oa_location.is_best,best_oa_location.pmh_id,best_oa_location.endpoint_id,best_oa_location.repository_institution,best_oa_location.oa_date,first_oa_location.updated,first_oa_location.url,first_oa_location.url_for_pdf,first_oa_location.url_for_landing_page,first_oa_location.evidence,first_oa_location.license,first_oa_location.version,first_oa_location.host_type,first_oa_location.is_best,first_oa_location.pmh_id,first_oa_location.endpoint_id,first_oa_location.repository_institution,first_oa_location.oa_date
ham.2021.0081,10.1089/ham.2021.0081,https://doi.org/10.1089/ham.2021.0081,Does Moderate Altitude Affect VO2max in Acclimatized Mountain Guides?,journal-article,False,12/20/21,2021.0,High Altitude Medicine & Biology,1557-8682,1527-0297,False,False,Mary Ann Liebert Inc,False,closed,False,,,[],[],2021-12-23T21:04:26.828108,2,"[{'given': 'Reinhard', 'family': 'Pühringer', 'sequence': 'first', 'affiliation': [{'name': 'Department of Sport Science, University of Innsbruck, Innsbruck, Austria.'}, {'name': 'Austrian Society for Alpine and Mountain Medicine, Innsbruck, Austria.'}]}, {'ORCID': 'http://orcid.org/0000-0002-5084-2930', 'given': 'Hannes', 'family': 'Gatterer', 'sequence': 'additional', 'affiliation': [{'name': 'Institute of Mountain Emergency Medicine, Eurac Research, Bolzano, Italy.'}], 'authenticated-orcid': False}, {'given': 'Martin', 'family': 'Berger', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Medicine, Military Hospital Innsbruck, Innsbruck, Austria.'}]}, {'given': 'Michael', 'family': 'Said', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Medicine, Military Hospital Innsbruck, Innsbruck, Austria.'}]}, {'ORCID': 'http://orcid.org/0000-0002-9246-9089', 'given': 'Martin', 'family': 'Faulhaber', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Sport Science, University of Innsbruck, Innsbruck, Austria.'}, {'name': 'Austrian Society for Alpine and Mountain Medicine, Innsbruck, Austria.'}], 'authenticated-orcid': False}, {'ORCID': 'http://orcid.org/0000-0002-5232-3632', 'given': 'Martin', 'family': 'Burtscher', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Sport Science, University of Innsbruck, Innsbruck, Austria.'}, {'name': 'Austrian Society for Alpine and Mountain Medicine, Innsbruck, Austria.'}], 'authenticated-orcid': False}]",,,,,,,,,,,,,,,,,,,,,,,,,,
neu.2021.0071,10.1089/neu.2021.0071,https://doi.org/10.1089/neu.2021.0071,Exercise improves cardiorespiratory fitness but not arterial health after spinal cord injury: The CHOICES trial,journal-article,False,7/27/21,2021.0,Journal of Neurotrauma,"0897-7151,1557-9042",0897-7151,False,False,Mary Ann Liebert Inc,False,closed,False,,,[],[],2021-07-27T21:02:10.571229,2,"[{'given': 'Abdullah A', 'family': 'Alrashidi', 'sequence': 'first', 'affiliation': [{'name': 'The University of British Columbia International Collaboration on Repair Discoveries, 507272, Vancouver, British Columbia, Canada'}, {'name': 'The University of British Columbia Faculty of Medicine, 12358, Experimental Medicine , Vancouver, British Columbia, Canada'}, {'name': 'King Fahad Medical City, 37849, Physical Therapy, Riyadh, Riyadh, Saudi Arabia;'}]}, {'given': 'Tom E.', 'family': 'Nightingale', 'sequence': 'additional', 'affiliation': [{'name': 'University of Birmingham, 1724, School of Sport, Exercise and Rehabilitation Sciences, Birmingham, Birmingham, United Kingdom of Great Britain and Northern Ireland'}, {'name': 'The University of British Columbia International Collaboration on Repair Discoveries, 507272, Vancouver, British Columbia, Canada;'}]}, {'given': 'Katharine D.', 'family': 'Currie', 'sequence': 'additional', 'affiliation': [{'name': 'Michigan State University, 3078, Department of Kinesiology, East Lansing, Michigan, United States'}, {'name': 'The University of British Columbia International Collaboration on Repair Discoveries, 507272, Vancouver, British Columbia, Canada;'}]}, {'given': 'Michèle', 'family': 'Hubli', 'sequence': 'additional', 'affiliation': [{'name': 'Balgrist University Hospital, 31031, Spinal Cord Injury Center, Zurich, Switzerland'}, {'name': 'The University of British Columbia International Collaboration on Repair Discoveries, 507272, Vancouver, British Columbia, Canada;'}]}, {'given': 'Maureen J', 'family': 'MacDonald', 'sequence': 'additional', 'affiliation': [{'name': 'McMaster University Department of Kinesiology, 152967, Kinesiology, Hamilton, Ontario, Canada, ;'}]}, {'given': 'Audrey', 'family': 'Hicks', 'sequence': 'additional', 'affiliation': [{'name': 'McMaster University, 3710, Department of Kinesiology, Hamilton, Ontario, Canada;'}]}, {'given': 'Paul', 'family': 'Oh', 'sequence': 'additional', 'affiliation': [{'name': 'University of Toronto, 7938, Department of Medicine University Health Network, Division of Physical Medicine and Rehabilitation, Toronto, Ontario, Canada;'}]}, {'given': 'B. Catharine', 'family': 'Craven', 'sequence': 'additional', 'affiliation': [{'name': 'University of Toronto, 7938, Department of Medicine University Health Network, Division of Physical Medicine and Rehabilitation, Toronto, Ontario, Canada;'}]}, {'given': 'Andrei V', 'family': 'Krassioukov', 'sequence': 'additional', 'affiliation': [{'name': 'The University of British Columbia International Collaboration on Repair Discoveries, 507272, Vancouver, British Columbia, Canada'}, {'name': 'The University of British Columbia Faculty of Medicine, 12358, Experimental Medicine, Vancouver, British Columbia, Canada'}, {'name': 'The University of British Columbia Faculty of Medicine, 12358, Division of Physical Medicine and Rehabilitation, Vancouver, British Columbia, Canada'}, {'name': 'Vancouver Coastal Health Authority, 25469, GF strong Rehabilitation Center, Vancouver, British Columbia, Canada;'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
met.2020.0118,10.1089/met.2020.0118,https://doi.org/10.1089/met.2020.0118,Effects of Aerobic and Resistance Exercise Training on Carotid Intima-Media Thickness in Abdominal Obese Women,journal-article,False,5/1/21,2021.0,Metabolic Syndrome and Related Disorders,"1540-4196,1557-8518",1540-4196,False,False,Mary Ann Liebert Inc,False,closed,False,,,[],[],2021-05-19T17:42:14.611345,2,"[{'given': 'Do Kyung', 'family': 'Kim', 'sequence': 'first', 'affiliation': [{'name': 'Department of Sports Medicine Center, and Samsung Medical Center, Sungkyunkwan University School of Medicine, Seoul, South Korea.'}]}, {'given': 'Jae Hwan', 'family': 'Jee', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Health Promotion Center, Samsung Medical Center, Sungkyunkwan University School of Medicine, Seoul, South Korea.'}]}, {'given': 'Won Hah', 'family': 'Park', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Sports Medicine Center, and Samsung Medical Center, Sungkyunkwan University School of Medicine, Seoul, South Korea.'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
wor-205218,10.3233/wor-205218,https://doi.org/10.3233/wor-205218,The role of anthropometrics in predicting the maximum oxygen consumption in emergency medicine students,journal-article,False,12/16/21,2021.0,Work,"1051-9815,1875-9270",1051-9815,False,False,IOS Press,False,closed,False,,,[],[],2021-12-17T21:01:21.032811,2,"[{'given': 'Payam', 'family': 'Heydari', 'sequence': 'first', 'affiliation': [{'name': 'Department of Ergonomics, School of Public Health, Hamadan University of Medical Sciences, Hamadan, Iran'}]}, {'given': 'Farzaneh', 'family': 'Ghiasvand', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Kinesiology, Adjunct Faculty at San Jose State University, San Jose California, United States'}]}, {'given': 'Sakineh', 'family': 'Varmazyar', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Occupational Health Engineering, Social Determinants Health Research Center, Research Institute for Prevention of Non-Communicable Diseases, Faculty of Health, Qazvin University of Medical Sciences, Qazvin, Iran'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
s-0040-1722191,10.1055/s-0040-1722191,https://doi.org/10.1055/s-0040-1722191,Cycling Exercise Training Enhances Platelet Mitochondrial Bioenergetics in Patients with Peripheral Arterial Disease: A Randomized Controlled Trial,journal-article,False,1/9/21,2021.0,Thrombosis and Haemostasis,"0340-6245,2567-689X",0340-6245,False,False,Georg Thieme Verlag KG,False,closed,False,,,[],[],2021-01-18T07:01:59.420552,2,"[{'given': 'Tieh-Cheng', 'family': 'Fu', 'sequence': 'first', 'affiliation': [{'name': 'Department of Physical Medicine and Rehabilitation, Chang Gung Memorial Hospital, Keelung, Taiwan'}]}, {'given': 'Ming-Lu', 'family': 'Lin', 'sequence': 'additional', 'affiliation': [{'name': 'Healthy Aging Research Center, Graduate Institute of Rehabilitation Science, Medical College, Chang Gung University, Tao-Yuan, Taiwan'}]}, {'given': 'Chih-Chin', 'family': 'Hsu', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Physical Medicine and Rehabilitation, Chang Gung Memorial Hospital, Keelung, Taiwan'}]}, {'given': 'Shu-Chun', 'family': 'Huang', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Physical Medicine and Rehabilitation, Chang Gung Memorial Hospital, Tao-Yuan, Taiwan'}]}, {'given': 'Yu-Ting', 'family': 'Lin', 'sequence': 'additional', 'affiliation': [{'name': 'Healthy Aging Research Center, Graduate Institute of Rehabilitation Science, Medical College, Chang Gung University, Tao-Yuan, Taiwan'}]}, {'given': 'Jong-Shyan', 'family': 'Wang', 'sequence': 'additional', 'affiliation': [{'name': 'Healthy Aging Research Center, Graduate Institute of Rehabilitation Science, Medical College, Chang Gung University, Tao-Yuan, Taiwan'}, {'name': 'Department of Physical Medicine and Rehabilitation, Chang Gung Memorial Hospital, Keelung, Taiwan'}, {'name': 'Research Center for Chinese Herbal Medicine, College of Human Ecology, Chang Gung University of Science and Technology, Tao-Yuan, Taiwan'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
1089-313x.121521d,10.12678/1089-313x.121521d,https://doi.org/10.12678/1089-313x.121521d,Protein Supplementation Does Not Improve Aerobic and Anaerobic Fitness in Collegiate Dancers Performing Cycling Based High Intensity Interval Training,journal-article,False,1/1/21,2021.0,Journal of Dance Medicine & Science,1089-313X,1089-313X,False,False,J. Michael Ryan Publishing,False,closed,False,,,[],[],2021-09-14T21:03:19.658911,2,"[{'given': 'Christopher J.', 'family': 'Alfiero', 'sequence': 'first'}, {'given': 'Samantha J.', 'family': 'Brooks', 'sequence': 'additional'}, {'given': 'Hannah M.', 'family': 'Bideganeta', 'sequence': 'additional'}, {'given': 'Coby', 'family': 'Contreras', 'sequence': 'additional'}, {'given': 'Ann F.', 'family': 'Brown', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
clinem/dgab473,10.1210/clinem/dgab473,https://doi.org/10.1210/clinem/dgab473,"Maximal Fat Oxidation Rate Is Higher in Fit Women and Unfit Women With Obesity, Compared to Normal-Weight Unfit Women",journal-article,False,6/29/21,2021.0,The Journal of Clinical Endocrinology & Metabolism,"0021-972X,1945-7197",0021-972X,False,False,The Endocrine Society,False,closed,False,,,[],"[{'updated': '2022-05-24T00:51:58.584364', 'url': 'https://doi.org/10.1210/clinem/dgab473', 'url_for_pdf': None, 'url_for_landing_page': 'https://doi.org/10.1210/clinem/dgab473', 'evidence': 'open (via crossref license, author manuscript)', 'license': 'publisher-specific, author manuscript', 'version': 'acceptedVersion', 'host_type': 'publisher', 'is_best': False, 'pmh_id': None, 'endpoint_id': None, 'repository_institution': None, 'oa_date': '2022-06-29'}]",2021-12-06T03:35:23.844574,2,"[{'ORCID': 'http://orcid.org/0000-0001-5929-4195', 'given': 'Jacob', 'family': 'Frandsen', 'sequence': 'first', 'affiliation': [{'name': 'Xlab, Center for Healthy Aging, Department of Biomedical Sciences, Faculty of Health, University of Copenhagen, DK-2200 Copenhagen N, Denmark'}], 'authenticated-orcid': False}, {'given': 'Ida Marie Dahlgaard', 'family': 'Hansen', 'sequence': 'additional', 'affiliation': [{'name': 'Xlab, Center for Healthy Aging, Department of Biomedical Sciences, Faculty of Health, University of Copenhagen, DK-2200 Copenhagen N, Denmark'}]}, {'given': 'Julie Fensmark', 'family': 'Wismann', 'sequence': 'additional', 'affiliation': [{'name': 'Xlab, Center for Healthy Aging, Department of Biomedical Sciences, Faculty of Health, University of Copenhagen, DK-2200 Copenhagen N, Denmark'}]}, {'given': 'Maria Høyer', 'family': 'Olsen', 'sequence': 'additional', 'affiliation': [{'name': 'Xlab, Center for Healthy Aging, Department of Biomedical Sciences, Faculty of Health, University of Copenhagen, DK-2200 Copenhagen N, Denmark'}]}, {'given': 'Morten Runge', 'family': 'Brage-Andersen', 'sequence': 'additional', 'affiliation': [{'name': 'Xlab, Center for Healthy Aging, Department of Biomedical Sciences, Faculty of Health, University of Copenhagen, DK-2200 Copenhagen N, Denmark'}]}, {'given': 'Ronni Eg', 'family': 'Sahl', 'sequence': 'additional', 'affiliation': [{'name': 'Xlab, Center for Healthy Aging, Department of Biomedical Sciences, Faculty of Health, University of Copenhagen, DK-2200 Copenhagen N, Denmark'}, {'name': 'Novo Nordisk Foundation Center for Basic Metabolic Research, Faculty of Health, University of Copenhagen, DK-2200 Copenhagen N, Denmark'}]}, {'given': 'Maria', 'family': 'Hansen', 'sequence': 'additional', 'affiliation': [{'name': 'Xlab, Center for Healthy Aging, Department of Biomedical Sciences, Faculty of Health, University of Copenhagen, DK-2200 Copenhagen N, Denmark'}]}, {'given': 'Arthur', 'family': 'Ingersen', 'sequence': 'additional', 'affiliation': [{'name': 'Xlab, Center for Healthy Aging, Department of Biomedical Sciences, Faculty of Health, University of Copenhagen, DK-2200 Copenhagen N, Denmark'}]}, {'given': 'Johanne Louise', 'family': 'Modvig', 'sequence': 'additional', 'affiliation': [{'name': 'Xlab, Center for Healthy Aging, Department of Biomedical Sciences, Faculty of Health, University of Copenhagen, DK-2200 Copenhagen N, Denmark'}]}, {'given': 'Malte', 'family': 'Schmücker', 'sequence': 'additional', 'affiliation': [{'name': 'Xlab, Center for Healthy Aging, Department of Biomedical Sciences, Faculty of Health, University of Copenhagen, DK-2200 Copenhagen N, Denmark'}]}, {'given': 'Camilla Honoré', 'family': 'Grauslund', 'sequence': 'additional', 'affiliation': [{'name': 'Xlab, Center for Healthy Aging, Department of Biomedical Sciences, Faculty of Health, University of Copenhagen, DK-2200 Copenhagen N, Denmark'}]}, {'given': 'Flemming', 'family': 'Dela', 'sequence': 'additional', 'affiliation': [{'name': 'Xlab, Center for Healthy Aging, Department of Biomedical Sciences, Faculty of Health, University of Copenhagen, DK-2200 Copenhagen N, Denmark'}, {'name': 'Department of Geriatrics, Bispebjerg University Hospital, DK-2400 Copenhagen NV, Denmark'}]}, {'given': 'Steen', 'family': 'Larsen', 'sequence': 'additional', 'affiliation': [{'name': 'Xlab, Center for Healthy Aging, Department of Biomedical Sciences, Faculty of Health, University of Copenhagen, DK-2200 Copenhagen N, Denmark'}, {'name': 'Clinical Research Centre, Medical University of Bialystok, PL-15-098 Bialystok, Poland'}]}, {'given': 'Jørn Wulff', 'family': 'Helge', 'sequence': 'additional', 'affiliation': [{'name': 'Xlab, Center for Healthy Aging, Department of Biomedical Sciences, Faculty of Health, University of Copenhagen, DK-2200 Copenhagen N, Denmark'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
acs.jafc.1c04481,10.1021/acs.jafc.1c04481,https://doi.org/10.1021/acs.jafc.1c04481,Naringin Promotes Skeletal Muscle Fiber Remodeling by the AdipoR1-APPL1-AMPK Signaling Pathway,journal-article,False,9/29/21,2021.0,Journal of Agricultural and Food Chemistry,"0021-8561,1520-5118",0021-8561,False,False,American Chemical Society (ACS),False,closed,False,,,[],[],2021-09-30T21:05:19.811390,2,"[{'given': 'Peiyuan', 'family': 'Li', 'sequence': 'first', 'affiliation': [{'name': 'Centre of Sport Nutrition and Health, School of Physical Education, Zhengzhou University, Zhengzhou 450001, China'}, {'name': 'Department of Nutrition and Food Hygiene, School of Public Health, Zhengzhou University, Zhengzhou 450001, China'}]}, {'given': 'Sha', 'family': 'Zhang', 'sequence': 'additional', 'affiliation': [{'name': 'Medical School of Chinese PLA, Beijing 100853, China'}]}, {'given': 'Hui', 'family': 'Song', 'sequence': 'additional', 'affiliation': [{'name': 'The First Affiliated Hospital of Zhengzhou University, Zhengzhou 450001, China'}]}, {'given': 'Stanislav Seydou', 'family': 'Traore', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Nutrition and Food Hygiene, School of Public Health, Zhengzhou University, Zhengzhou 450001, China'}]}, {'given': 'Jiangtao', 'family': 'Li', 'sequence': 'additional', 'affiliation': [{'name': 'Centre of Sport Nutrition and Health, School of Physical Education, Zhengzhou University, Zhengzhou 450001, China'}]}, {'given': 'David', 'family': 'Raubenheimer', 'sequence': 'additional', 'affiliation': [{'name': 'Centre of Sport Nutrition and Health, School of Physical Education, Zhengzhou University, Zhengzhou 450001, China'}, {'name': 'Charles Perkins Centre, The University of Sydney, Sydney, New South Wales 2006, Australia'}]}, {'given': 'Zhenwei', 'family': 'Cui', 'sequence': 'additional', 'affiliation': [{'name': 'Centre of Sport Nutrition and Health, School of Physical Education, Zhengzhou University, Zhengzhou 450001, China'}]}, {'ORCID': 'http://orcid.org/0000-0002-6190-0868', 'given': 'Guangning', 'family': 'Kou', 'sequence': 'additional', 'affiliation': [{'name': 'Centre of Sport Nutrition and Health, School of Physical Education, Zhengzhou University, Zhengzhou 450001, China'}, {'name': 'Department of Nutrition and Food Hygiene, School of Public Health, Zhengzhou University, Zhengzhou 450001, China'}], 'authenticated-orcid': True}]",,,,,,,,,,,,,,,,,,,,,,,,,,
kurort20219802139,10.17116/kurort20219802139,https://doi.org/10.17116/kurort20219802139,Water aerobics training: selection and control of the exercise intensity using the Borg scale,journal-article,False,1/1/21,2021.0,"Voprosy kurortologii, fizioterapii i lechebnoi fizicheskoi kul'tury",0042-8787,0042-8787,False,False,Media Sphere Publishing Group,False,closed,False,,,[],[],2021-04-29T22:10:28.727225,2,"[{'given': 'A.L.', 'family': 'Persiyanova-Dubrova', 'sequence': 'first'}, {'given': 'T.V.', 'family': 'Marphina', 'sequence': 'additional'}, {'given': 'N.G.', 'family': 'Badalov', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
1089-313x.061521h,10.12678/1089-313x.061521h,https://doi.org/10.12678/1089-313x.061521h,Development and Validation of a Functional Capacity Test for Collegiate Dancers,journal-article,False,6/15/21,2021.0,Journal of Dance Medicine & Science,1089-313X,1089-313X,False,False,J. Michael Ryan Publishing,False,closed,False,,,[],[],2021-06-08T17:31:27.869098,2,"[{'given': 'Allison M.', 'family': 'Seifert', 'sequence': 'first'}, {'given': 'Elizabeth M.', 'family': 'Mullin', 'sequence': 'additional'}, {'given': 'Sarah', 'family': 'Zehnder', 'sequence': 'additional'}, {'given': 'Vincent J.', 'family': 'Paolone', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
ham.2020.0059,10.1089/ham.2020.0059,https://doi.org/10.1089/ham.2020.0059,Effects of Eight Weeks Altitude Training on the Aerobic Capacity and Microcirculation Function in Trained Rowers,journal-article,False,3/1/21,2021.0,High Altitude Medicine & Biology,1557-8682,1527-0297,False,False,Mary Ann Liebert Inc,False,closed,False,,,[],[],2022-04-05T01:34:17.523708,2,"[{'given': 'Zhijun', 'family': 'Meng', 'sequence': 'first', 'affiliation': [{'name': 'Center of Laboratory, School of Kinesiology, Shanghai University of Sport, Shanghai, China.'}, {'name': 'The Research Institute of Sports Science of Yunnan Province, Kunming, China.'}]}, {'given': 'Huan', 'family': 'Gao', 'sequence': 'additional', 'affiliation': [{'name': 'The First Research Center of Competitive Sports, Shanghai Research Institute of Sports Science, Shanghai, China.'}]}, {'given': 'Tao', 'family': 'Li', 'sequence': 'additional', 'affiliation': [{'name': 'The First Research Center of Competitive Sports, Shanghai Research Institute of Sports Science, Shanghai, China.'}]}, {'given': 'Peng', 'family': 'Ge', 'sequence': 'additional', 'affiliation': [{'name': 'Center of Laboratory, School of Kinesiology, Shanghai University of Sport, Shanghai, China.'}]}, {'given': 'Yixiao', 'family': 'Xu', 'sequence': 'additional', 'affiliation': [{'name': 'Center of Laboratory, School of Kinesiology, Shanghai University of Sport, Shanghai, China.'}]}, {'given': 'Binghong', 'family': 'Gao', 'sequence': 'additional', 'affiliation': [{'name': 'School of Physical Education and Sport Training, Shanghai University of Sport, Shanghai, China.'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
cjp.cjp_95_20,10.4103/cjp.cjp_95_20,https://doi.org/10.4103/cjp.cjp_95_20,"Vitamin C supplementation improves blood pressure and oxidative stress after acute exercise in patients with poorly controlled type 2 diabetes mellitus: A randomized, placebo-controlled, cross-over study",journal-article,False,1/1/21,2021.0,Chinese Journal of Physiology,0304-4920,0304-4920,True,True,Medknow,True,gold,False,,,"[{'updated': '2022-05-24T00:54:57.583439', 'url': 'https://doi.org/10.4103/cjp.cjp_95_20', 'url_for_pdf': None, 'url_for_landing_page': 'https://doi.org/10.4103/cjp.cjp_95_20', 'evidence': 'oa journal (via doaj)', 'license': 'cc-by-nc-sa', 'version': 'publishedVersion', 'host_type': 'publisher', 'is_best': True, 'pmh_id': None, 'endpoint_id': None, 'repository_institution': None, 'oa_date': '2021-01-01'}]",[],2021-04-20T11:15:36.514715,2,"[{'given': 'Naruemon', 'family': 'Leelayuwat', 'sequence': 'first'}, {'given': 'Chongchira', 'family': 'Boonthongkaew', 'sequence': 'additional'}, {'given': 'Terdthai', 'family': 'Tong-Un', 'sequence': 'additional'}, {'given': 'Yupaporn', 'family': 'Kanpetta', 'sequence': 'additional'}, {'given': 'Nisa', 'family': 'Chaungchot', 'sequence': 'additional'}, {'given': 'Chanvit', 'family': 'Leelayuwat', 'sequence': 'additional'}]",2022-05-24T00:54:57.583439,https://doi.org/10.4103/cjp.cjp_95_20,,https://doi.org/10.4103/cjp.cjp_95_20,oa journal (via doaj),cc-by-nc-sa,publishedVersion,publisher,True,,,,1/1/21,2022-05-24T00:54:57.583439,https://doi.org/10.4103/cjp.cjp_95_20,,https://doi.org/10.4103/cjp.cjp_95_20,oa journal (via doaj),cc-by-nc-sa,publishedVersion,publisher,True,,,,1/1/21
ham.2020.0142,10.1089/ham.2020.0142,https://doi.org/10.1089/ham.2020.0142,Cardiorespiratory Response and Power Output During Submaximal Exercise in Normobaric Versus Hypobaric Hypoxia: A Pilot Study Using a Specific Chamber that Controls Environmental Factors,journal-article,False,6/1/21,2021.0,High Altitude Medicine & Biology,1557-8682,1527-0297,False,False,Mary Ann Liebert Inc,False,closed,False,,,[],[],2021-06-27T22:51:58.192711,2,"[{'given': 'Toshihiro', 'family': 'Takezawa', 'sequence': 'first', 'affiliation': [{'name': 'Faculty of Health and Sports Science, University of Juntendo, Inzai, Japan.'}, {'name': 'Graduate School Department of Medicine and Engineering Sciences, University of Yamanashi, Kofu, Japan.'}]}, {'given': 'Shohei', 'family': 'Dobashi', 'sequence': 'additional', 'affiliation': [{'name': 'Graduate School Department of Medicine and Engineering Sciences, University of Yamanashi, Kofu, Japan.'}, {'name': 'Institute of Health and Sports Science and Medicine, Juntendo University, Inzai, Japan.'}]}, {'given': 'Katsuhiro', 'family': 'Koyama', 'sequence': 'additional', 'affiliation': [{'name': 'Graduate School Department of Interdisciplinary Research, University of Yamanashi, Kofu, Japan.'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
a-1026-6220,10.1055/a-1026-6220,https://doi.org/10.1055/a-1026-6220,Referenzwerte für die kardiorespiratorische Fitness der allgemeinen Bevölkerung: Die Studie zur Gesundheit Erwachsener in Deutschland (DEGS1) 2008–2011,journal-article,False,11/19/19,2019.0,Das Gesundheitswesen,"0941-3790,1439-4421",0941-3790,False,False,Georg Thieme Verlag KG,False,closed,False,,,[],[],2021-01-19T04:12:01.753725,2,"[{'given': 'Jonas David', 'family': 'Finger', 'sequence': 'additional', 'affiliation': [{'name': 'Abteilung für Epidemiologie und Gesundheitsmonitoring, Robert Koch-Institut, Berlin'}]}, {'given': 'WinfriedE.', 'family': 'Banzer', 'sequence': 'additional', 'affiliation': [{'name': 'Institut für Sportwissenschaften, Goethe-Universität Frankfurt am Main, Frankfurt am Main'}]}, {'given': 'Sebastian Edgar', 'family': 'Baumeister', 'sequence': 'additional', 'affiliation': [{'name': 'Lehrstuhl für Epidemiologie, UNIKA-T, Ludwig-Maximilians-Universität München, Augsburg'}]}, {'given': 'Mirko', 'family': 'Brandes', 'sequence': 'additional', 'affiliation': [{'name': 'Abteilung für Prävention und Evaluation, Leibniz-Institut für Präventionsforschung und Epidemiologie – BIPS GmbH, Bremen'}]}, {'given': 'Klaus', 'family': 'Bös', 'sequence': 'additional', 'affiliation': [{'name': 'Karlsruher Institut für Technologie (KIT), Institut für Sport und Sportwissenschaft, Karlsruhe'}]}, {'given': 'Lars', 'family': 'Gabrys', 'sequence': 'additional', 'affiliation': [{'name': 'Abteilung für Epidemiologie und Gesundheitsmonitoring, Robert Koch-Institut, Berlin'}, {'name': 'Abteilung für Gesundheitssport und Prävention, Fachhochschule für Sport und Management Potsdam, Potsdam'}]}, {'given': 'Antje', 'family': 'Gößwald', 'sequence': 'additional', 'affiliation': [{'name': 'Abteilung für Epidemiologie und Gesundheitsmonitoring, Robert Koch-Institut, Berlin'}]}, {'given': 'Sascha', 'family': 'Härtel', 'sequence': 'additional', 'affiliation': [{'name': 'Karlsruher Institut für Technologie (KIT), Institut für Sport und Sportwissenschaft, Karlsruhe'}]}, {'given': 'Alexander', 'family': 'Kluttig', 'sequence': 'additional', 'affiliation': [{'name': 'Institut für Medizinische Epidemiologie, Biometrie und Informatik, Martin-Luther-Universität Halle-Wittenberg, Halle'}]}, {'given': 'Ronny', 'family': 'Kuhnert', 'sequence': 'additional', 'affiliation': [{'name': 'Abteilung für Epidemiologie und Gesundheitsmonitoring, Robert Koch-Institut, Berlin'}]}, {'given': 'MichaelF.', 'family': 'Leitzmann', 'sequence': 'additional', 'affiliation': [{'name': 'Institut für Epidemiologie und Präventivmedizin, Universität Regensburg, Regensburg'}]}, {'given': 'Herbert H.', 'family': 'Löllgen', 'sequence': 'additional', 'affiliation': [{'name': 'European Federation of Sports Medicine Associations (EFSMA), S&E Commission, Remscheid'}]}, {'given': 'Kristin', 'family': 'Manz', 'sequence': 'additional', 'affiliation': [{'name': 'Abteilung für Epidemiologie und Gesundheitsmonitoring, Robert Koch-Institut, Berlin'}]}, {'given': 'GertB.M.', 'family': 'Mensink', 'sequence': 'additional', 'affiliation': [{'name': 'Abteilung für Epidemiologie und Gesundheitsmonitoring, Robert Koch-Institut, Berlin'}]}, {'given': 'Claudia', 'family': 'Niessner', 'sequence': 'additional', 'affiliation': [{'name': 'Karlsruher Institut für Technologie (KIT), Institut für Sport und Sportwissenschaft, Karlsruhe'}]}, {'given': 'Angelika Schaffrath', 'family': 'Rosario', 'sequence': 'additional', 'affiliation': [{'name': 'Abteilung für Epidemiologie und Gesundheitsmonitoring, Robert Koch-Institut, Berlin'}]}, {'given': 'Bärbel-Maria', 'family': 'Kurth', 'sequence': 'additional', 'affiliation': [{'name': 'Leiterin der Abt. für Epidemiologie und Gesundheitsmonitoring, Robert Koch-Insitut, Berlin'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
