doi,CR_status_code,full_text_SC,error,doi_suffix,doi_url,title,genre,is_paratext,published_date,year,journal_name,journal_issns,journal_issn_l,journal_is_oa,journal_is_in_doaj,publisher,is_oa,oa_status,has_repository_copy,best_oa_location,first_oa_location,oa_locations,oa_locations_embargoed,updated,data_standard,z_authors,best_oa_location.updated,best_oa_location.url,best_oa_location.url_for_pdf,best_oa_location.url_for_landing_page,best_oa_location.evidence,best_oa_location.license,best_oa_location.version,best_oa_location.host_type,best_oa_location.is_best,best_oa_location.pmh_id,best_oa_location.endpoint_id,best_oa_location.repository_institution,best_oa_location.oa_date,first_oa_location.updated,first_oa_location.url,first_oa_location.url_for_pdf,first_oa_location.url_for_landing_page,first_oa_location.evidence,first_oa_location.license,first_oa_location.version,first_oa_location.host_type,first_oa_location.is_best,first_oa_location.pmh_id,first_oa_location.endpoint_id,first_oa_location.repository_institution,first_oa_location.oa_date
10.1139/h08-012,200,403.0,,h08-012,https://doi.org/10.1139/h08-012,Effects of carbohydrate ingestion 15 min before exercise on endurance running capacity,journal-article,False,6/1/08,2008.0,"Applied Physiology, Nutrition, and Metabolism","1715-5312,1715-5320",1715-5312,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-05-22T16:57:52.404434,2,"[{'given': 'Savvas P.', 'family': 'Tokmakidis', 'sequence': 'first', 'affiliation': [{'name': 'Department of Physical Education and Sports Science, Democritus University of Thrace, Komotini 69100, Greece.'}]}, {'given': 'Ioannis A.', 'family': 'Karamanolis', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Physical Education and Sports Science, Democritus University of Thrace, Komotini 69100, Greece.'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1139/h07-196,200,403.0,,h07-196,https://doi.org/10.1139/h07-196,Assessment of exercise capacity and respiratory muscle oxygenation in healthy children and children with congenital heart diseases,journal-article,False,6/1/08,2008.0,"Applied Physiology, Nutrition, and Metabolism","1715-5312,1715-5320",1715-5312,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-01-18T13:18:35.197118,2,"[{'given': 'Wassim', 'family': 'Moalla', 'sequence': 'first', 'affiliation': [{'name': 'Faculté des sciences du sport, Université de Picardie, Amiens, France.'}, {'name': 'Laboratoire d’études de la motricité humaine, Faculté des sciences du sport et de l’education physique, Universités de Lille 2 et d’Artois, France.'}, {'name': 'Services d’explorations cardio-pulmonaires pédiatriques, Hôpital Nord, Amiens, France.'}, {'name': 'Professional Game Match Officials Ltd., The FA Premier League, 30 Gloucester Place, London, UK'}]}, {'given': 'Grégory', 'family': 'Dupont', 'sequence': 'additional', 'affiliation': [{'name': 'Faculté des sciences du sport, Université de Picardie, Amiens, France.'}, {'name': 'Laboratoire d’études de la motricité humaine, Faculté des sciences du sport et de l’education physique, Universités de Lille 2 et d’Artois, France.'}, {'name': 'Services d’explorations cardio-pulmonaires pédiatriques, Hôpital Nord, Amiens, France.'}, {'name': 'Professional Game Match Officials Ltd., The FA Premier League, 30 Gloucester Place, London, UK'}]}, {'given': 'Abdou', 'family': 'Temfemo', 'sequence': 'additional', 'affiliation': [{'name': 'Faculté des sciences du sport, Université de Picardie, Amiens, France.'}, {'name': 'Laboratoire d’études de la motricité humaine, Faculté des sciences du sport et de l’education physique, Universités de Lille 2 et d’Artois, France.'}, {'name': 'Services d’explorations cardio-pulmonaires pédiatriques, Hôpital Nord, Amiens, France.'}, {'name': 'Professional Game Match Officials Ltd., The FA Premier League, 30 Gloucester Place, London, UK'}]}, {'given': 'Yves', 'family': 'Maingourd', 'sequence': 'additional', 'affiliation': [{'name': 'Faculté des sciences du sport, Université de Picardie, Amiens, France.'}, {'name': 'Laboratoire d’études de la motricité humaine, Faculté des sciences du sport et de l’education physique, Universités de Lille 2 et d’Artois, France.'}, {'name': 'Services d’explorations cardio-pulmonaires pédiatriques, Hôpital Nord, Amiens, France.'}, {'name': 'Professional Game Match Officials Ltd., The FA Premier League, 30 Gloucester Place, London, UK'}]}, {'given': 'Matthew', 'family': 'Weston', 'sequence': 'additional', 'affiliation': [{'name': 'Faculté des sciences du sport, Université de Picardie, Amiens, France.'}, {'name': 'Laboratoire d’études de la motricité humaine, Faculté des sciences du sport et de l’education physique, Universités de Lille 2 et d’Artois, France.'}, {'name': 'Services d’explorations cardio-pulmonaires pédiatriques, Hôpital Nord, Amiens, France.'}, {'name': 'Professional Game Match Officials Ltd., The FA Premier League, 30 Gloucester Place, London, UK'}]}, {'given': 'Said', 'family': 'Ahmaidi', 'sequence': 'additional', 'affiliation': [{'name': 'Faculté des sciences du sport, Université de Picardie, Amiens, France.'}, {'name': 'Laboratoire d’études de la motricité humaine, Faculté des sciences du sport et de l’education physique, Universités de Lille 2 et d’Artois, France.'}, {'name': 'Services d’explorations cardio-pulmonaires pédiatriques, Hôpital Nord, Amiens, France.'}, {'name': 'Professional Game Match Officials Ltd., The FA Premier League, 30 Gloucester Place, London, UK'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1139/h07-188,200,403.0,,h07-188,https://doi.org/10.1139/h07-188,Anaerobic performance when rehydrating with water or commercially available sports drinks during prolonged exercise in the heat,journal-article,False,4/1/08,2008.0,"Applied Physiology, Nutrition, and Metabolism","1715-5312,1715-5320",1715-5312,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-01-19T10:16:13.213381,2,"[{'given': 'Juan Del', 'family': 'Coso', 'sequence': 'first', 'affiliation': [{'name': 'Universidad de Castilla-La Mancha, Avda. Carlos III, s/n 45071, Toledo, Spain.'}, {'name': 'Universidad El Bosque, Transv. 9A Bis No.\xa0133-55, Bogotá D.C., Colombia.'}]}, {'given': 'Emma', 'family': 'Estevez', 'sequence': 'additional', 'affiliation': [{'name': 'Universidad de Castilla-La Mancha, Avda. Carlos III, s/n 45071, Toledo, Spain.'}, {'name': 'Universidad El Bosque, Transv. 9A Bis No.\xa0133-55, Bogotá D.C., Colombia.'}]}, {'given': 'Raúl Antonio', 'family': 'Baquero', 'sequence': 'additional', 'affiliation': [{'name': 'Universidad de Castilla-La Mancha, Avda. Carlos III, s/n 45071, Toledo, Spain.'}, {'name': 'Universidad El Bosque, Transv. 9A Bis No.\xa0133-55, Bogotá D.C., Colombia.'}]}, {'given': 'Ricardo', 'family': 'Mora-Rodriguez', 'sequence': 'additional', 'affiliation': [{'name': 'Universidad de Castilla-La Mancha, Avda. Carlos III, s/n 45071, Toledo, Spain.'}, {'name': 'Universidad El Bosque, Transv. 9A Bis No.\xa0133-55, Bogotá D.C., Colombia.'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1139/h07-154,200,403.0,,h07-154,https://doi.org/10.1139/h07-154,Influence of exercise intensity on pulmonary oxygen uptake kinetics at the onset of exercise and recovery in male adolescents,journal-article,False,2/1/08,2008.0,"Applied Physiology, Nutrition, and Metabolism","1715-5312,1715-5320",1715-5312,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-01-13T14:29:59.904793,2,"[{'given': 'Nicola', 'family': 'Lai', 'sequence': 'first', 'affiliation': [{'name': 'Department of Biomedical Engineering, Case Western University, Cleveland, Ohio, USA'}, {'name': 'Department of Pediatrics, Case Western University, Cleveland, Ohio, USA'}, {'name': 'Institute of Membrane and Systems Biology, University of Leeds, Leeds, UK'}, {'name': 'Departments of Pediatrics and Biomedical Engineering, Case Western University, Cleveland, Ohio, USA'}, {'name': 'Rainbow Babies and Children’s Hospital, Cleveland, Ohio, USA'}]}, {'given': 'Melita M.', 'family': 'Nasca', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Biomedical Engineering, Case Western University, Cleveland, Ohio, USA'}, {'name': 'Department of Pediatrics, Case Western University, Cleveland, Ohio, USA'}, {'name': 'Institute of Membrane and Systems Biology, University of Leeds, Leeds, UK'}, {'name': 'Departments of Pediatrics and Biomedical Engineering, Case Western University, Cleveland, Ohio, USA'}, {'name': 'Rainbow Babies and Children’s Hospital, Cleveland, Ohio, USA'}]}, {'given': 'Marco A.', 'family': 'Silva', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Biomedical Engineering, Case Western University, Cleveland, Ohio, USA'}, {'name': 'Department of Pediatrics, Case Western University, Cleveland, Ohio, USA'}, {'name': 'Institute of Membrane and Systems Biology, University of Leeds, Leeds, UK'}, {'name': 'Departments of Pediatrics and Biomedical Engineering, Case Western University, Cleveland, Ohio, USA'}, {'name': 'Rainbow Babies and Children’s Hospital, Cleveland, Ohio, USA'}]}, {'given': 'Fatima T.', 'family': 'Silva', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Biomedical Engineering, Case Western University, Cleveland, Ohio, USA'}, {'name': 'Department of Pediatrics, Case Western University, Cleveland, Ohio, USA'}, {'name': 'Institute of Membrane and Systems Biology, University of Leeds, Leeds, UK'}, {'name': 'Departments of Pediatrics and Biomedical Engineering, Case Western University, Cleveland, Ohio, USA'}, {'name': 'Rainbow Babies and Children’s Hospital, Cleveland, Ohio, USA'}]}, {'given': 'Brian J.', 'family': 'Whipp', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Biomedical Engineering, Case Western University, Cleveland, Ohio, USA'}, {'name': 'Department of Pediatrics, Case Western University, Cleveland, Ohio, USA'}, {'name': 'Institute of Membrane and Systems Biology, University of Leeds, Leeds, UK'}, {'name': 'Departments of Pediatrics and Biomedical Engineering, Case Western University, Cleveland, Ohio, USA'}, {'name': 'Rainbow Babies and Children’s Hospital, Cleveland, Ohio, USA'}]}, {'given': 'Marco E.', 'family': 'Cabrera', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Biomedical Engineering, Case Western University, Cleveland, Ohio, USA'}, {'name': 'Department of Pediatrics, Case Western University, Cleveland, Ohio, USA'}, {'name': 'Institute of Membrane and Systems Biology, University of Leeds, Leeds, UK'}, {'name': 'Departments of Pediatrics and Biomedical Engineering, Case Western University, Cleveland, Ohio, USA'}, {'name': 'Rainbow Babies and Children’s Hospital, Cleveland, Ohio, USA'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1139/h07-135,200,403.0,,h07-135,https://doi.org/10.1139/h07-135,AMPK inactivation in mononuclear cells: a potential intracellular mechanism for exercise-induced immunosuppression,journal-article,False,2/1/08,2008.0,"Applied Physiology, Nutrition, and Metabolism","1715-5312,1715-5320",1715-5312,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-01-17T19:56:40.578911,2,"[{'given': 'Hannah', 'family': 'Moir', 'sequence': 'first', 'affiliation': [{'name': 'Cardiff School of Health Sciences, Centre for Biomedical Sciences, University of Wales Institute Cardiff, Cardiff, Wales CF5 2YB, UK.'}, {'name': 'Cardiff School of Sport, UWIC Cyncoed Campus, University of Wales Institute Cardiff, Cardiff, Wales CF23 6XD, UK.'}]}, {'given': 'Lee', 'family': 'Butcher', 'sequence': 'additional', 'affiliation': [{'name': 'Cardiff School of Health Sciences, Centre for Biomedical Sciences, University of Wales Institute Cardiff, Cardiff, Wales CF5 2YB, UK.'}, {'name': 'Cardiff School of Sport, UWIC Cyncoed Campus, University of Wales Institute Cardiff, Cardiff, Wales CF23 6XD, UK.'}]}, {'given': 'Ken P.', 'family': 'Jones', 'sequence': 'additional', 'affiliation': [{'name': 'Cardiff School of Health Sciences, Centre for Biomedical Sciences, University of Wales Institute Cardiff, Cardiff, Wales CF5 2YB, UK.'}, {'name': 'Cardiff School of Sport, UWIC Cyncoed Campus, University of Wales Institute Cardiff, Cardiff, Wales CF23 6XD, UK.'}]}, {'given': 'Michael G.', 'family': 'Hughes', 'sequence': 'additional', 'affiliation': [{'name': 'Cardiff School of Health Sciences, Centre for Biomedical Sciences, University of Wales Institute Cardiff, Cardiff, Wales CF5 2YB, UK.'}, {'name': 'Cardiff School of Sport, UWIC Cyncoed Campus, University of Wales Institute Cardiff, Cardiff, Wales CF23 6XD, UK.'}]}, {'given': 'Huw', 'family': 'Neale', 'sequence': 'additional', 'affiliation': [{'name': 'Cardiff School of Health Sciences, Centre for Biomedical Sciences, University of Wales Institute Cardiff, Cardiff, Wales CF5 2YB, UK.'}, {'name': 'Cardiff School of Sport, UWIC Cyncoed Campus, University of Wales Institute Cardiff, Cardiff, Wales CF23 6XD, UK.'}]}, {'given': 'Huidong', 'family': 'Jia', 'sequence': 'additional', 'affiliation': [{'name': 'Cardiff School of Health Sciences, Centre for Biomedical Sciences, University of Wales Institute Cardiff, Cardiff, Wales CF5 2YB, UK.'}, {'name': 'Cardiff School of Sport, UWIC Cyncoed Campus, University of Wales Institute Cardiff, Cardiff, Wales CF23 6XD, UK.'}]}, {'given': 'Zuleikha', 'family': 'Al-Ismaily', 'sequence': 'additional', 'affiliation': [{'name': 'Cardiff School of Health Sciences, Centre for Biomedical Sciences, University of Wales Institute Cardiff, Cardiff, Wales CF5 2YB, UK.'}, {'name': 'Cardiff School of Sport, UWIC Cyncoed Campus, University of Wales Institute Cardiff, Cardiff, Wales CF23 6XD, UK.'}]}, {'given': 'Richard', 'family': 'Webb', 'sequence': 'additional', 'affiliation': [{'name': 'Cardiff School of Health Sciences, Centre for Biomedical Sciences, University of Wales Institute Cardiff, Cardiff, Wales CF5 2YB, UK.'}, {'name': 'Cardiff School of Sport, UWIC Cyncoed Campus, University of Wales Institute Cardiff, Cardiff, Wales CF23 6XD, UK.'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1139/apnm-2016-0269,200,403.0,,apnm-2016-0269,https://doi.org/10.1139/apnm-2016-0269,Metabolic syndrome in people with a long-standing spinal cord injury: associations with physical activity and capacity,journal-article,False,11/1/16,2016.0,"Applied Physiology, Nutrition, and Metabolism","1715-5312,1715-5320",1715-5312,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-01-18T18:28:48.269317,2,"[{'given': 'Sonja', 'family': 'de Groot', 'sequence': 'first', 'affiliation': [{'name': 'Amsterdam Rehabilitation Research Center/Reade, PO box 58271, 1040 HG Amsterdam, the Netherlands.'}, {'name': 'University of Groningen, University Medical Center Groningen, Center for Human Movement Sciences, A. Deusinglaan 1, gebouw 3215. Groningen 9713 AV Groningen, the Netherlands.'}]}, {'given': 'Jacinthe J.', 'family': 'Adriaansen', 'sequence': 'additional', 'affiliation': [{'name': 'Brain Center Rudolf Magnus and Center of Excellence in Rehabilitation Medicine, De Hoogstraat Rehabilitation and University Medical Center Utrecht, Rembrandtkade 10 3583 TM Utrecht, the Netherlands.'}]}, {'given': 'Marga', 'family': 'Tepper', 'sequence': 'additional', 'affiliation': [{'name': 'Center for Rehabilitation, Department of Rehabilitation Medicine, University of Groningen, University Medical Center Groningen, Hanzeplein 1. Fonteinstraat 4 9713 GZ Groningen, the Netherlands.'}]}, {'given': 'Govert J.', 'family': 'Snoek', 'sequence': 'additional', 'affiliation': [{'name': 'Rehabilitation Center Roessingh, Enschede, the Netherlands.'}]}, {'given': 'Lucas H.V.', 'family': 'van der Woude', 'sequence': 'additional', 'affiliation': [{'name': 'University of Groningen, University Medical Center Groningen, Center for Human Movement Sciences, A. Deusinglaan 1, gebouw 3215. Groningen 9713 AV Groningen, the Netherlands.'}, {'name': 'Center for Rehabilitation, Department of Rehabilitation Medicine, University of Groningen, University Medical Center Groningen, Hanzeplein 1. Fonteinstraat 4 9713 GZ Groningen, the Netherlands.'}]}, {'given': 'Marcel W.M.', 'family': 'Post', 'sequence': 'additional', 'affiliation': [{'name': 'Brain Center Rudolf Magnus and Center of Excellence in Rehabilitation Medicine, De Hoogstraat Rehabilitation and University Medical Center Utrecht, Rembrandtkade 10 3583 TM Utrecht, the Netherlands.'}, {'name': 'Center for Rehabilitation, Department of Rehabilitation Medicine, University of Groningen, University Medical Center Groningen, Hanzeplein 1. Fonteinstraat 4 9713 GZ Groningen, the Netherlands.'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1139/apnm-2016-0248,200,403.0,,apnm-2016-0248,https://doi.org/10.1139/apnm-2016-0248,Can measures of critical power precisely estimate the maximal metabolic steady-state?,journal-article,False,11/1/16,2016.0,"Applied Physiology, Nutrition, and Metabolism","1715-5312,1715-5320",1715-5312,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-01-15T01:15:02.688545,2,"[{'given': 'Felipe', 'family': 'Mattioni Maturana', 'sequence': 'first', 'affiliation': [{'name': 'Faculty of Kinesiology, University of Calgary, Calgary, AB T2N 1N4, Canada.'}]}, {'given': 'Daniel A.', 'family': 'Keir', 'sequence': 'additional', 'affiliation': [{'name': 'School of Kinesiology, The University of Western Ontario, London, ON, N6A 3K7 Canada.'}]}, {'given': 'Kaitlin M.', 'family': 'McLay', 'sequence': 'additional', 'affiliation': [{'name': 'School of Kinesiology, The University of Western Ontario, London, ON, N6A 3K7 Canada.'}]}, {'given': 'Juan M.', 'family': 'Murias', 'sequence': 'additional', 'affiliation': [{'name': 'Faculty of Kinesiology, University of Calgary, Calgary, AB T2N 1N4, Canada.'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1139/apnm-2016-0275,200,403.0,,apnm-2016-0275,https://doi.org/10.1139/apnm-2016-0275,Postexercise cold-water immersion improves intermittent high-intensity exercise performance in normothermia,journal-article,False,11/1/16,2016.0,"Applied Physiology, Nutrition, and Metabolism","1715-5312,1715-5320",1715-5312,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2022-04-29T00:16:20.424003,2,"[{'given': 'Avina', 'family': 'McCarthy', 'sequence': 'first', 'affiliation': [{'name': 'Department of Physiology, School of Medicine, Trinity College Dublin, University of Dublin, Ireland.'}, {'name': 'Department of Physiology, School of Medicine, Trinity College Dublin, University of Dublin, Ireland.'}]}, {'given': 'James', 'family': 'Mulligan', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Physiology, School of Medicine, Trinity College Dublin, University of Dublin, Ireland.'}, {'name': 'Department of Physiology, School of Medicine, Trinity College Dublin, University of Dublin, Ireland.'}]}, {'given': 'Mikel', 'family': 'Egaña', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Physiology, School of Medicine, Trinity College Dublin, University of Dublin, Ireland.'}, {'name': 'Department of Physiology, School of Medicine, Trinity College Dublin, University of Dublin, Ireland.'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1139/apnm-2016-0107,200,403.0,,apnm-2016-0107,https://doi.org/10.1139/apnm-2016-0107,Similar substrate oxidation rates in concentric and eccentric cycling matched for aerobic power output,journal-article,False,11/1/16,2016.0,"Applied Physiology, Nutrition, and Metabolism","1715-5312,1715-5320",1715-5312,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-12-22T17:59:30.938810,2,"[{'given': 'Laurie', 'family': 'Isacco', 'sequence': 'first', 'affiliation': [{'name': 'EA 3920 and Exercise Performance Health Innovation Platform, Franche-Comté University, 25000 Besançon, France.'}]}, {'given': 'Ophélie', 'family': 'Ritter', 'sequence': 'additional', 'affiliation': [{'name': 'EA 4267 and Exercise Performance Health Innovation Platform, Franche-Comté University, 25000 Besançon, France.'}, {'name': 'Cardiac and Pulmonary Rehabilitation Centre of Franche-Comté, 25770 Franois, France.'}]}, {'given': 'Nicolas', 'family': 'Tordi', 'sequence': 'additional', 'affiliation': [{'name': 'EA 4267 and Exercise Performance Health Innovation Platform, Franche-Comté University, 25000 Besançon, France.'}, {'name': 'Inserm CIC-CIT 808, Regional University Hospital of Besançon, 25000 Besançon, France.'}]}, {'given': 'Davy', 'family': 'Laroche', 'sequence': 'additional', 'affiliation': [{'name': 'Inserm CIC-P 803, Technologic Investigation Platform, University Hospital of Dijon, 21079 Dijon, France.'}]}, {'given': 'Bruno', 'family': 'Degano', 'sequence': 'additional', 'affiliation': [{'name': 'EA 3920 and Exercise Performance Health Innovation Platform, Franche-Comté University, 25000 Besançon, France.'}, {'name': 'Physiology–Functional Explorations, Regional University Hospital of Besançon, 25000 Besançon, France.'}]}, {'given': 'Malika', 'family': 'Bouhaddi', 'sequence': 'additional', 'affiliation': [{'name': 'EA 3920 and Exercise Performance Health Innovation Platform, Franche-Comté University, 25000 Besançon, France.'}, {'name': 'Physiology–Functional Explorations, Regional University Hospital of Besançon, 25000 Besançon, France.'}]}, {'given': 'Mark', 'family': 'Rakobowchuk', 'sequence': 'additional', 'affiliation': [{'name': 'Faculty of Science, Department of Biological Sciences, Thompson Rivers University, Kamloops, BC V2C 0C8, Canada.'}]}, {'given': 'Laurent', 'family': 'Mourot', 'sequence': 'additional', 'affiliation': [{'name': 'EA 3920 and Exercise Performance Health Innovation Platform, Franche-Comté University, 25000 Besançon, France.'}, {'name': 'Inserm CIC-CIT 808, Regional University Hospital of Besançon, 25000 Besançon, France.'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1139/apnm-2015-0693,200,403.0,,apnm-2015-0693,https://doi.org/10.1139/apnm-2015-0693,Detraining-induced alterations in adipokines and cardiometabolic risk factors after nonlinear periodized resistance and aerobic interval training in obese men,journal-article,False,10/1/16,2016.0,"Applied Physiology, Nutrition, and Metabolism","1715-5312,1715-5320",1715-5312,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-01-18T03:33:51.265162,2,"[{'given': 'Mahmoud', 'family': 'Nikseresht', 'sequence': 'first', 'affiliation': [{'name': 'Department of Exercise Physiology, Islamic Azad University, Ilam Branch, Ilam, Iran.'}]}, {'given': 'Mohammad Reza', 'family': 'Hafezi Ahmadi', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Pathobiology, Faculty of Medicine, Ilam University of Medical Sciences, Ilam, Iran.'}]}, {'given': 'Mehdi', 'family': 'Hedayati', 'sequence': 'additional', 'affiliation': [{'name': 'Cellular & Molecular Research Center, Research Institute for Endocrine Sciences, Shahid Beheshti University of Medical Sciences, Tehran, Iran.'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1139/h07-070,200,403.0,,h07-070,https://doi.org/10.1139/h07-070,Differences in efficiency between trained and recreational cyclists,journal-article,False,12/1/07,2007.0,"Applied Physiology, Nutrition, and Metabolism","1715-5312,1715-5320",1715-5312,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-01-16T20:11:47.382041,2,"[{'given': 'James G.', 'family': 'Hopker', 'sequence': 'first', 'affiliation': [{'name': 'Centre for Sports Studies, University of Kent at Medway, Chatham Maritime, Chatham, Kent ME4 4AG, UK.'}, {'name': 'Department of Sport Science, Tourism and Leisure, Canterbury Christ Church University, Canterbury, Kent CT1 1QU, UK.'}]}, {'given': 'Damian A.', 'family': 'Coleman', 'sequence': 'additional', 'affiliation': [{'name': 'Centre for Sports Studies, University of Kent at Medway, Chatham Maritime, Chatham, Kent ME4 4AG, UK.'}, {'name': 'Department of Sport Science, Tourism and Leisure, Canterbury Christ Church University, Canterbury, Kent CT1 1QU, UK.'}]}, {'given': 'Jonathan D.', 'family': 'Wiles', 'sequence': 'additional', 'affiliation': [{'name': 'Centre for Sports Studies, University of Kent at Medway, Chatham Maritime, Chatham, Kent ME4 4AG, UK.'}, {'name': 'Department of Sport Science, Tourism and Leisure, Canterbury Christ Church University, Canterbury, Kent CT1 1QU, UK.'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1139/h07-066,200,403.0,,h07-066,https://doi.org/10.1139/h07-066,"The effect of pre-test carbohydrate ingestion on the anaerobic threshold, as determined by the lactate-minimum test",journal-article,False,12/1/07,2007.0,"Applied Physiology, Nutrition, and Metabolism","1715-5312,1715-5320",1715-5312,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-01-13T11:25:12.466325,2,"[{'given': 'Arie', 'family': 'Rotstein', 'sequence': 'first', 'affiliation': [{'name': 'Zinman College, at the Wingate Institute, Netanya, 42902, Israel.'}, {'name': 'Faculty of Applied Health Sciences, Brock University, 500 Glenridge Ave., St. Catharines, ON L2S\xa03A1, Canada.'}, {'name': 'Ribstein Centre for Sports Medicine and Research, Wingate Institute, Netanya, 42902, Israel.'}, {'name': 'Department of Physical Education and Kinesiology, Brock University, 500 Glenridge Ave., St. Catharines, ON L2S\xa03A1, Canada.'}]}, {'given': 'Raffy', 'family': 'Dotan', 'sequence': 'additional', 'affiliation': [{'name': 'Zinman College, at the Wingate Institute, Netanya, 42902, Israel.'}, {'name': 'Faculty of Applied Health Sciences, Brock University, 500 Glenridge Ave., St. Catharines, ON L2S\xa03A1, Canada.'}, {'name': 'Ribstein Centre for Sports Medicine and Research, Wingate Institute, Netanya, 42902, Israel.'}, {'name': 'Department of Physical Education and Kinesiology, Brock University, 500 Glenridge Ave., St. Catharines, ON L2S\xa03A1, Canada.'}]}, {'given': 'Levana', 'family': 'Zigel', 'sequence': 'additional', 'affiliation': [{'name': 'Zinman College, at the Wingate Institute, Netanya, 42902, Israel.'}, {'name': 'Faculty of Applied Health Sciences, Brock University, 500 Glenridge Ave., St. Catharines, ON L2S\xa03A1, Canada.'}, {'name': 'Ribstein Centre for Sports Medicine and Research, Wingate Institute, Netanya, 42902, Israel.'}, {'name': 'Department of Physical Education and Kinesiology, Brock University, 500 Glenridge Ave., St. Catharines, ON L2S\xa03A1, Canada.'}]}, {'given': 'Tally', 'family': 'Greenberg', 'sequence': 'additional', 'affiliation': [{'name': 'Zinman College, at the Wingate Institute, Netanya, 42902, Israel.'}, {'name': 'Faculty of Applied Health Sciences, Brock University, 500 Glenridge Ave., St. Catharines, ON L2S\xa03A1, Canada.'}, {'name': 'Ribstein Centre for Sports Medicine and Research, Wingate Institute, Netanya, 42902, Israel.'}, {'name': 'Department of Physical Education and Kinesiology, Brock University, 500 Glenridge Ave., St. Catharines, ON L2S\xa03A1, Canada.'}]}, {'given': 'Yael', 'family': 'Benyamini', 'sequence': 'additional', 'affiliation': [{'name': 'Zinman College, at the Wingate Institute, Netanya, 42902, Israel.'}, {'name': 'Faculty of Applied Health Sciences, Brock University, 500 Glenridge Ave., St. Catharines, ON L2S\xa03A1, Canada.'}, {'name': 'Ribstein Centre for Sports Medicine and Research, Wingate Institute, Netanya, 42902, Israel.'}, {'name': 'Department of Physical Education and Kinesiology, Brock University, 500 Glenridge Ave., St. Catharines, ON L2S\xa03A1, Canada.'}]}, {'given': 'Bareket', 'family': 'Falk', 'sequence': 'additional', 'affiliation': [{'name': 'Zinman College, at the Wingate Institute, Netanya, 42902, Israel.'}, {'name': 'Faculty of Applied Health Sciences, Brock University, 500 Glenridge Ave., St. Catharines, ON L2S\xa03A1, Canada.'}, {'name': 'Ribstein Centre for Sports Medicine and Research, Wingate Institute, Netanya, 42902, Israel.'}, {'name': 'Department of Physical Education and Kinesiology, Brock University, 500 Glenridge Ave., St. Catharines, ON L2S\xa03A1, Canada.'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
