doi,publisher_status_code,error,doi_suffix,doi_url,title,genre,is_paratext,published_date,year,journal_name,journal_issns,journal_issn_l,journal_is_oa,journal_is_in_doaj,publisher,is_oa,oa_status,has_repository_copy,best_oa_location,first_oa_location,oa_locations,oa_locations_embargoed,updated,data_standard,z_authors,best_oa_location.updated,best_oa_location.url,best_oa_location.url_for_pdf,best_oa_location.url_for_landing_page,best_oa_location.evidence,best_oa_location.license,best_oa_location.version,best_oa_location.host_type,best_oa_location.is_best,best_oa_location.pmh_id,best_oa_location.endpoint_id,best_oa_location.repository_institution,best_oa_location.oa_date,first_oa_location.updated,first_oa_location.url,first_oa_location.url_for_pdf,first_oa_location.url_for_landing_page,first_oa_location.evidence,first_oa_location.license,first_oa_location.version,first_oa_location.host_type,first_oa_location.is_best,first_oa_location.pmh_id,first_oa_location.endpoint_id,first_oa_location.repository_institution,first_oa_location.oa_date
10.1016/j.resp.2013.02.029,400,,j.resp.2013.02.029,https://doi.org/10.1016/j.resp.2013.02.029,Inspiratory muscle warm-up attenuates muscle deoxygenation during cycling exercise in women athletes,journal-article,False,5/1/13,2013.0,Respiratory Physiology & Neurobiology,1569-9048,1569-9048,False,False,Elsevier BV,False,closed,False,,,[],[],2021-01-18T13:40:30.480071,2,"[{'given': 'Ching-Feng', 'family': 'Cheng', 'sequence': 'first'}, {'given': 'Tomas K.', 'family': 'Tong', 'sequence': 'additional'}, {'given': 'Yu-Chi', 'family': 'Kuo', 'sequence': 'additional'}, {'given': 'Pin-Hui', 'family': 'Chen', 'sequence': 'additional'}, {'given': 'Hsin-Wei', 'family': 'Huang', 'sequence': 'additional'}, {'given': 'Chia-Lun', 'family': 'Lee', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.rmr.2012.10.630,400,,j.rmr.2012.10.630,https://doi.org/10.1016/j.rmr.2012.10.630,Lactatémie trois minutes après une EFX : un critère de maximalité chez le patient BPCO,journal-article,False,3/1/13,2013.0,Revue des Maladies Respiratoires,0761-8425,0761-8425,False,False,Elsevier BV,False,closed,False,,,[],[],2022-05-16T10:57:08.802439,2,"[{'given': 'J.-B.', 'family': 'Coquart', 'sequence': 'first'}, {'given': 'F.', 'family': 'Lemaitre', 'sequence': 'additional'}, {'given': 'C.', 'family': 'Tourny-Chollet', 'sequence': 'additional'}, {'given': 'R.', 'family': 'Sioud', 'sequence': 'additional'}, {'given': 'F.', 'family': 'Bart', 'sequence': 'additional'}, {'given': 'J.-M.', 'family': 'Grosbois', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.resp.2013.02.027,400,,j.resp.2013.02.027,https://doi.org/10.1016/j.resp.2013.02.027,Exercise-induced oxidative stress influences the motor control during maximal incremental cycling exercise in healthy humans,journal-article,False,5/1/13,2013.0,Respiratory Physiology & Neurobiology,1569-9048,1569-9048,False,False,Elsevier BV,False,closed,False,,,[],[],2021-01-15T15:12:10.051234,2,"[{'given': 'Gilles', 'family': 'Gravier', 'sequence': 'first'}, {'given': 'Jean Guillaume', 'family': 'Steinberg', 'sequence': 'additional'}, {'given': 'Pierre Jean', 'family': 'Lejeune', 'sequence': 'additional'}, {'given': 'Stephane', 'family': 'Delliaux', 'sequence': 'additional'}, {'given': 'Regis', 'family': 'Guieu', 'sequence': 'additional'}, {'given': 'Yves', 'family': 'Jammes', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.cbpa.2013.02.009,400,,j.cbpa.2013.02.009,https://doi.org/10.1016/j.cbpa.2013.02.009,"Feeding and swimming modulate iono-and-hormonal regulation differently in goldfish, Carassius auratus and common carp, Cyprinus carpio",journal-article,False,5/1/13,2013.0,Comparative Biochemistry and Physiology Part A: Molecular & Integrative Physiology,1095-6433,1095-6433,False,False,Elsevier BV,False,closed,False,,,[],[],2021-01-14T19:57:29.508995,2,"[{'given': 'Hon Jung', 'family': 'Liew', 'sequence': 'first'}, {'given': 'Amit Kumar', 'family': 'Sinha', 'sequence': 'additional'}, {'given': 'Nathalie', 'family': 'Mauro', 'sequence': 'additional'}, {'given': 'Marjan', 'family': 'Diricx', 'sequence': 'additional'}, {'given': 'Veerle M.', 'family': 'Darras', 'sequence': 'additional'}, {'given': 'Ronny', 'family': 'Blust', 'sequence': 'additional'}, {'given': 'Gudrun', 'family': 'De Boeck', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.peptides.2013.01.017,400,,j.peptides.2013.01.017,https://doi.org/10.1016/j.peptides.2013.01.017,"Brain natriuretic peptide predicts forced vital capacity of the lungs, oxygen pulse and peak oxygen consumption in physiological condition",journal-article,False,5/1/13,2013.0,Peptides,0196-9781,0196-9781,False,False,Elsevier BV,False,closed,False,,,[],[],2021-01-19T05:27:41.517101,2,"[{'given': 'Dejana', 'family': 'Popovic', 'sequence': 'first'}, {'given': 'Miodrag C.', 'family': 'Ostojic', 'sequence': 'additional'}, {'given': 'Bojana', 'family': 'Popovic', 'sequence': 'additional'}, {'given': 'Milan', 'family': 'Petrovic', 'sequence': 'additional'}, {'given': 'Bosiljka', 'family': 'Vujisic-Tesic', 'sequence': 'additional'}, {'given': 'Aleksandar', 'family': 'Kocijancic', 'sequence': 'additional'}, {'given': 'Marko', 'family': 'Banovic', 'sequence': 'additional'}, {'given': 'Aleksandra', 'family': 'Arandjelovic', 'sequence': 'additional'}, {'given': 'Stanimir', 'family': 'Stojiljkovic', 'sequence': 'additional'}, {'given': 'Vidan', 'family': 'Markovic', 'sequence': 'additional'}, {'given': 'Svetozar S.', 'family': 'Damjanovic', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.resp.2013.01.017,400,,j.resp.2013.01.017,https://doi.org/10.1016/j.resp.2013.01.017,"Cardiac output, O2 delivery and kinetics during step exercise in acute normobaric hypoxia",journal-article,False,4/1/13,2013.0,Respiratory Physiology & Neurobiology,1569-9048,1569-9048,False,False,Elsevier BV,False,closed,False,,,[],[],2021-01-13T04:05:58.309790,2,"[{'given': 'Frédéric', 'family': 'Lador', 'sequence': 'first'}, {'given': 'Enrico', 'family': 'Tam', 'sequence': 'additional'}, {'given': 'Alessandra', 'family': 'Adami', 'sequence': 'additional'}, {'given': 'Marcel Azabji', 'family': 'Kenfack', 'sequence': 'additional'}, {'given': 'Aurélien', 'family': 'Bringard', 'sequence': 'additional'}, {'given': 'Michela', 'family': 'Cautero', 'sequence': 'additional'}, {'given': 'Christian', 'family': 'Moia', 'sequence': 'additional'}, {'given': 'Denis R.', 'family': 'Morel', 'sequence': 'additional'}, {'given': 'Carlo', 'family': 'Capelli', 'sequence': 'additional'}, {'given': 'Guido', 'family': 'Ferretti', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.jelekin.2012.11.001,400,,j.jelekin.2012.11.001,https://doi.org/10.1016/j.jelekin.2012.11.001,Mechanomyographic and metabolic responses during continuous cycle ergometry at critical power from the 3-min all-out test,journal-article,False,4/1/13,2013.0,Journal of Electromyography and Kinesiology,1050-6411,1050-6411,False,False,Elsevier BV,False,closed,False,,,[],[],2021-01-18T05:42:59.077695,2,"[{'given': 'Haley C.', 'family': 'Bergstrom', 'sequence': 'first'}, {'given': 'Terry J.', 'family': 'Housh', 'sequence': 'additional'}, {'given': 'Jorge M.', 'family': 'Zuniga', 'sequence': 'additional'}, {'given': 'Daniel A.', 'family': 'Traylor', 'sequence': 'additional'}, {'given': 'Robert W.', 'family': 'Lewis', 'suffix': 'Jr.', 'sequence': 'additional'}, {'given': 'Clayton L.', 'family': 'Camic', 'sequence': 'additional'}, {'given': 'Richard J.', 'family': 'Schmidt', 'sequence': 'additional'}, {'given': 'Glen O.', 'family': 'Johnson', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.resp.2012.11.018,400,,j.resp.2012.11.018,https://doi.org/10.1016/j.resp.2012.11.018,Inspiratory loading and limb locomotor and respiratory muscle deoxygenation during cycling exercise,journal-article,False,2/1/13,2013.0,Respiratory Physiology & Neurobiology,1569-9048,1569-9048,False,False,Elsevier BV,False,closed,False,,,[],[],2021-01-15T18:03:02.257020,2,"[{'given': 'Louise A.', 'family': 'Turner', 'sequence': 'first'}, {'given': 'Sandra', 'family': 'Tecklenburg-Lund', 'sequence': 'additional'}, {'given': 'Robert F.', 'family': 'Chapman', 'sequence': 'additional'}, {'given': 'Joel M.', 'family': 'Stager', 'sequence': 'additional'}, {'given': 'Joseph W.', 'family': 'Duke', 'sequence': 'additional'}, {'given': 'Timothy D.', 'family': 'Mickleborough', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.resp.2012.09.008,400,,j.resp.2012.09.008,https://doi.org/10.1016/j.resp.2012.09.008,Effects of dietary inorganic nitrate on static and dynamic breath-holding in humans,journal-article,False,1/1/13,2013.0,Respiratory Physiology & Neurobiology,1569-9048,1569-9048,False,False,Elsevier BV,False,closed,False,,,[],[],2021-01-13T10:52:15.134642,2,"[{'given': 'Tomas A.', 'family': 'Schiffer', 'sequence': 'first'}, {'given': 'Filip J.', 'family': 'Larsen', 'sequence': 'additional'}, {'given': 'Jon O.', 'family': 'Lundberg', 'sequence': 'additional'}, {'given': 'Eddie', 'family': 'Weitzberg', 'sequence': 'additional'}, {'given': 'Peter', 'family': 'Lindholm', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.cbi.2012.09.022,400,,j.cbi.2012.09.022,https://doi.org/10.1016/j.cbi.2012.09.022,"Effects of conjugated linoleic acid supplementation and exercise on post-heparin lipoprotein lipase, butyrylcholinesterase, blood lipid profile and glucose metabolism in young men",journal-article,False,3/1/13,2013.0,Chemico-Biological Interactions,0009-2797,0009-2797,False,False,Elsevier BV,False,closed,False,,,[],[],2021-01-14T12:05:54.040102,2,"[{'given': 'Suleyman', 'family': 'Bulut', 'sequence': 'first'}, {'given': 'Ebru', 'family': 'Bodur', 'sequence': 'additional'}, {'given': 'Ridvan', 'family': 'Colak', 'sequence': 'additional'}, {'given': 'Husrev', 'family': 'Turnagol', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.apergo.2012.09.005,400,,j.apergo.2012.09.005,https://doi.org/10.1016/j.apergo.2012.09.005,The effect of carrying a portable respiratory gas analysis system on energy expenditure during incremental running,journal-article,False,5/1/13,2013.0,Applied Ergonomics,0003-6870,0003-6870,False,False,Elsevier BV,False,closed,False,,,[],[],2021-01-15T12:38:34.329592,2,"[{'given': 'S. Andy', 'family': 'Sparks', 'sequence': 'first'}, {'given': 'Duncan', 'family': 'Orme', 'sequence': 'additional'}, {'given': 'Lars R.', 'family': 'Mc Naughton', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.resp.2012.08.023,400,,j.resp.2012.08.023,https://doi.org/10.1016/j.resp.2012.08.023,Effect of acetazolamide on respiratory muscle fatigue in humans,journal-article,False,1/1/13,2013.0,Respiratory Physiology & Neurobiology,1569-9048,1569-9048,False,False,Elsevier BV,False,closed,False,,,[],[],2021-01-16T14:15:59.503800,2,"[{'given': 'Joaquin U.', 'family': 'Gonzales', 'sequence': 'first'}, {'given': 'Barry W.', 'family': 'Scheuermann', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.etp.2012.04.001,400,,j.etp.2012.04.001,https://doi.org/10.1016/j.etp.2012.04.001,"Responses of brown adipose tissue to diet-induced obesity, exercise, dietary restriction and ephedrine treatment",journal-article,False,7/1/13,2013.0,Experimental and Toxicologic Pathology,0940-2993,0940-2993,False,False,Elsevier BV,False,closed,False,,,[],[],2021-01-14T06:02:26.619168,2,"[{'given': 'Nikki', 'family': 'Slocum', 'sequence': 'first'}, {'given': 'Jessica R.', 'family': 'Durrant', 'sequence': 'additional'}, {'given': 'David', 'family': 'Bailey', 'sequence': 'additional'}, {'given': 'Lawrence', 'family': 'Yoon', 'sequence': 'additional'}, {'given': 'Holly', 'family': 'Jordan', 'sequence': 'additional'}, {'given': 'Joanna', 'family': 'Barton', 'sequence': 'additional'}, {'given': 'Roger H.', 'family': 'Brown', 'sequence': 'additional'}, {'given': 'Lisa', 'family': 'Clifton', 'sequence': 'additional'}, {'given': 'Tula', 'family': 'Milliken', 'sequence': 'additional'}, {'given': 'Wallace', 'family': 'Harrington', 'sequence': 'additional'}, {'given': 'Carie', 'family': 'Kimbrough', 'sequence': 'additional'}, {'given': 'Catherine A.', 'family': 'Faber', 'sequence': 'additional'}, {'given': 'Neal', 'family': 'Cariello', 'sequence': 'additional'}, {'given': 'Chandikumar S.', 'family': 'Elangbam', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.mito.2012.10.007,400,,j.mito.2012.10.007,https://doi.org/10.1016/j.mito.2012.10.007,Endurance training and chronic intermittent hypoxia modulate in vitro salicylate-induced hepatic mitochondrial dysfunction,journal-article,False,11/1/12,2012.0,Mitochondrion,1567-7249,1567-7249,False,False,Elsevier BV,False,closed,False,,,[],[],2021-01-18T11:25:54.911230,2,"[{'given': 'A.', 'family': 'Ascensão', 'sequence': 'first'}, {'given': 'I.O.', 'family': 'Gonçalves', 'sequence': 'additional'}, {'given': 'J.', 'family': 'Lumini-Oliveira', 'sequence': 'additional'}, {'given': 'I.', 'family': 'Marques-Aleixo', 'sequence': 'additional'}, {'given': 'E.', 'family': 'dos Passos', 'sequence': 'additional'}, {'given': 'S.', 'family': 'Rocha-Rodrigues', 'sequence': 'additional'}, {'given': 'N.G.', 'family': 'Machado', 'sequence': 'additional'}, {'given': 'A.C.', 'family': 'Moreira', 'sequence': 'additional'}, {'given': 'P.J.', 'family': 'Oliveira', 'sequence': 'additional'}, {'given': 'J.R.', 'family': 'Torrella', 'sequence': 'additional'}, {'given': 'J.', 'family': 'Magalhães', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.resp.2012.06.021,400,,j.resp.2012.06.021,https://doi.org/10.1016/j.resp.2012.06.021,Repeated exercise-induced arterial hypoxemia in a healthy untrained woman,journal-article,False,9/1/12,2012.0,Respiratory Physiology & Neurobiology,1569-9048,1569-9048,False,False,Elsevier BV,False,closed,False,,,[],[],2021-01-14T15:16:22.695771,2,"[{'given': 'Paolo B.', 'family': 'Dominelli', 'sequence': 'first'}, {'given': 'Glen E.', 'family': 'Foster', 'sequence': 'additional'}, {'given': 'Giulio S.', 'family': 'Dominelli', 'sequence': 'additional'}, {'given': 'Jordan S.', 'family': 'Querido', 'sequence': 'additional'}, {'given': 'William R.', 'family': 'Henderson', 'sequence': 'additional'}, {'given': 'Michael S.', 'family': 'Koehle', 'sequence': 'additional'}, {'given': 'A. William', 'family': 'Sheel', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.jelekin.2012.04.011,400,,j.jelekin.2012.04.011,https://doi.org/10.1016/j.jelekin.2012.04.011,Spring–mass behavior and electromyographic activity evolution during a cycle-run test to exhaustion in triathletes,journal-article,False,12/1/12,2012.0,Journal of Electromyography and Kinesiology,1050-6411,1050-6411,False,False,Elsevier BV,False,closed,False,,,[],[],2022-05-05T00:54:50.260666,2,"[{'given': 'Y.', 'family': 'Le Meur', 'sequence': 'first'}, {'given': 'S.', 'family': 'Dorel', 'sequence': 'additional'}, {'given': 'G.', 'family': 'Rabita', 'sequence': 'additional'}, {'given': 'T.', 'family': 'Bernard', 'sequence': 'additional'}, {'given': 'J.', 'family': 'Brisswalter', 'sequence': 'additional'}, {'given': 'C.', 'family': 'Hausswirth', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.resp.2012.04.002,400,,j.resp.2012.04.002,https://doi.org/10.1016/j.resp.2012.04.002,Alveolar gas exchange and tissue deoxygenation during exercise in type 1 diabetes patients and healthy controls,journal-article,False,5/1/12,2012.0,Respiratory Physiology & Neurobiology,1569-9048,1569-9048,False,False,Elsevier BV,False,closed,False,,,[],[],2021-01-14T02:54:00.322679,2,"[{'given': 'Juha E.', 'family': 'Peltonen', 'sequence': 'first'}, {'given': 'Anne S.', 'family': 'Koponen', 'sequence': 'additional'}, {'given': 'Katri', 'family': 'Pullinen', 'sequence': 'additional'}, {'given': 'Harriet', 'family': 'Hägglund', 'sequence': 'additional'}, {'given': 'Jyrki M.', 'family': 'Aho', 'sequence': 'additional'}, {'given': 'Heikki', 'family': 'Kyröläinen', 'sequence': 'additional'}, {'given': 'Heikki O.', 'family': 'Tikkanen', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.diabet.2012.02.001,400,,j.diabet.2012.02.001,https://doi.org/10.1016/j.diabet.2012.02.001,Can crossover and maximal fat oxidation rate points be used equally for ergocycling and walking/running on a track?,journal-article,False,6/1/12,2012.0,Diabetes & Metabolism,1262-3636,1262-3636,False,False,Elsevier BV,False,closed,False,,,[],[],2021-01-13T23:25:27.955416,2,"[{'given': 'M.', 'family': 'Mendelson', 'sequence': 'first'}, {'given': 'K.', 'family': 'Jinwala', 'sequence': 'additional'}, {'given': 'B.', 'family': 'Wuyam', 'sequence': 'additional'}, {'given': 'P.', 'family': 'Levy', 'sequence': 'additional'}, {'given': 'P.', 'family': 'Flore', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.resp.2012.03.003,400,,j.resp.2012.03.003,https://doi.org/10.1016/j.resp.2012.03.003,Can an 86-year-old woman with advanced lung disease be a world class athlete?,journal-article,False,4/1/12,2012.0,Respiratory Physiology & Neurobiology,1569-9048,1569-9048,False,False,Elsevier BV,False,closed,False,,,[],[],2021-01-14T13:49:29.400818,2,"[{'given': 'Jordan A.', 'family': 'Guenette', 'sequence': 'first'}, {'given': 'M.', 'family': 'Diane Lougheed', 'sequence': 'additional'}, {'given': 'Katherine A.', 'family': 'Webb', 'sequence': 'additional'}, {'given': 'Denis E.', 'family': 'O’Donnell', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.resp.2012.01.004,400,,j.resp.2012.01.004,https://doi.org/10.1016/j.resp.2012.01.004,Exercise-induced intrapulmonary arteriovenous shunt in healthy women,journal-article,False,4/1/12,2012.0,Respiratory Physiology & Neurobiology,1569-9048,1569-9048,False,False,Elsevier BV,False,closed,False,,,[],[],2021-01-13T10:40:17.372647,2,"[{'given': 'Jill M.', 'family': 'Kennedy', 'sequence': 'first'}, {'given': 'Glen E.', 'family': 'Foster', 'sequence': 'additional'}, {'given': 'Michael S.', 'family': 'Koehle', 'sequence': 'additional'}, {'given': 'James E.', 'family': 'Potts', 'sequence': 'additional'}, {'given': 'George G.S.', 'family': 'Sandor', 'sequence': 'additional'}, {'given': 'M. Terri', 'family': 'Potts', 'sequence': 'additional'}, {'given': 'Kristin M.', 'family': 'Houghton', 'sequence': 'additional'}, {'given': 'William R.', 'family': 'Henderson', 'sequence': 'additional'}, {'given': 'A. William', 'family': 'Sheel', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.resp.2011.12.004,400,,j.resp.2011.12.004,https://doi.org/10.1016/j.resp.2011.12.004,Effect of inspired CO2 on the ventilatory response to high intensity exercise,journal-article,False,3/1/12,2012.0,Respiratory Physiology & Neurobiology,1569-9048,1569-9048,False,False,Elsevier BV,False,closed,False,,,[],[],2021-01-18T03:38:41.245288,2,"[{'given': 'Jui-Lin', 'family': 'Fan', 'sequence': 'first'}, {'given': 'Christian', 'family': 'Leiggener', 'sequence': 'additional'}, {'given': 'Florian', 'family': 'Rey', 'sequence': 'additional'}, {'given': 'Bengt', 'family': 'Kayser', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.humov.2011.07.011,400,,j.humov.2011.07.011,https://doi.org/10.1016/j.humov.2011.07.011,Effect of increasing energy cost on arm coordination in elite sprint swimmers,journal-article,False,6/1/12,2012.0,Human Movement Science,0167-9457,0167-9457,False,False,Elsevier BV,False,closed,False,,,[],[],2021-01-17T14:02:09.551310,2,"[{'given': 'J.', 'family': 'Komar', 'sequence': 'first'}, {'given': 'P.M.', 'family': 'Leprêtre', 'sequence': 'additional'}, {'given': 'M.', 'family': 'Alberty', 'sequence': 'additional'}, {'given': 'J.', 'family': 'Vantorre', 'sequence': 'additional'}, {'given': 'R.J.', 'family': 'Fernandes', 'sequence': 'additional'}, {'given': 'P.', 'family': 'Hellard', 'sequence': 'additional'}, {'given': 'D.', 'family': 'Chollet', 'sequence': 'additional'}, {'given': 'L.', 'family': 'Seifert', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.diabet.2011.07.004,400,,j.diabet.2011.07.004,https://doi.org/10.1016/j.diabet.2011.07.004,Crossover and maximal fat-oxidation points in sedentary healthy subjects: Methodological issues,journal-article,False,2/1/12,2012.0,Diabetes & Metabolism,1262-3636,1262-3636,False,False,Elsevier BV,False,closed,False,,,[],[],2021-01-14T03:33:35.295025,2,"[{'given': 'N.', 'family': 'Gmada', 'sequence': 'first'}, {'given': 'H.', 'family': 'Marzouki', 'sequence': 'additional'}, {'given': 'M.', 'family': 'Haboubi', 'sequence': 'additional'}, {'given': 'Z.', 'family': 'Tabka', 'sequence': 'additional'}, {'given': 'R.J.', 'family': 'Shephard', 'sequence': 'additional'}, {'given': 'E.', 'family': 'Bouhlel', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.numecd.2010.10.008,400,,j.numecd.2010.10.008,https://doi.org/10.1016/j.numecd.2010.10.008,"Diet, fitness and metabolic syndrome – The DR’s EXTRA Study",journal-article,False,7/1/12,2012.0,"Nutrition, Metabolism and Cardiovascular Diseases",0939-4753,0939-4753,False,False,Elsevier BV,False,closed,False,,,[],[],2021-01-19T05:45:13.561804,2,"[{'given': 'R.', 'family': 'Kouki', 'sequence': 'first'}, {'given': 'U.', 'family': 'Schwab', 'sequence': 'additional'}, {'given': 'T.A.', 'family': 'Lakka', 'sequence': 'additional'}, {'given': 'M.', 'family': 'Hassinen', 'sequence': 'additional'}, {'given': 'K.', 'family': 'Savonen', 'sequence': 'additional'}, {'given': 'P.', 'family': 'Komulainen', 'sequence': 'additional'}, {'given': 'B.', 'family': 'Krachler', 'sequence': 'additional'}, {'given': 'R.', 'family': 'Rauramaa', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.orcp.2011.01.001,400,,j.orcp.2011.01.001,https://doi.org/10.1016/j.orcp.2011.01.001,"Relationships between body fat accumulation, aerobic capacity and insulin resistance in Japanese participants",journal-article,False,4/1/11,2011.0,Obesity Research & Clinical Practice,1871-403X,1871-403X,False,False,Elsevier BV,False,closed,False,,,[],[],2021-01-14T06:37:05.236696,2,"[{'given': 'Eiichi', 'family': 'Yoshimura', 'sequence': 'first'}, {'given': 'Hideaki', 'family': 'Kumahara', 'sequence': 'additional'}, {'given': 'Takuro', 'family': 'Tobina', 'sequence': 'additional'}, {'given': 'Makoto', 'family': 'Ayabe', 'sequence': 'additional'}, {'given': 'Sakiko', 'family': 'Matono', 'sequence': 'additional'}, {'given': 'Keizo', 'family': 'Anzai', 'sequence': 'additional'}, {'given': 'Yasuki', 'family': 'Higaki', 'sequence': 'additional'}, {'given': 'Akira', 'family': 'Kiyonaga', 'sequence': 'additional'}, {'given': 'Hiroaki', 'family': 'Tanaka', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.orcp.2007.10.004,400,,j.orcp.2007.10.004,https://doi.org/10.1016/j.orcp.2007.10.004,Plasma fat concentration increases in visceral fat obese men during high-intensity endurance exercise,journal-article,False,12/1/07,2007.0,Obesity Research & Clinical Practice,1871-403X,1871-403X,False,False,Elsevier BV,False,closed,False,,,[],[],2021-01-14T06:35:21.691995,2,"[{'given': 'Shigeharu', 'family': 'Numao', 'sequence': 'first'}, {'given': 'Yoichi', 'family': 'Hayashi', 'sequence': 'additional'}, {'given': 'Yasutomi', 'family': 'Katayama', 'sequence': 'additional'}, {'given': 'Tomoaki', 'family': 'Matsuo', 'sequence': 'additional'}, {'given': 'Tsugio', 'family': 'Tomita', 'sequence': 'additional'}, {'given': 'Kazunori', 'family': 'Ohkawara', 'sequence': 'additional'}, {'given': 'Yoshio', 'family': 'Nakata', 'sequence': 'additional'}, {'given': 'Tomohiro', 'family': 'Okura', 'sequence': 'additional'}, {'given': 'Kiyoji', 'family': 'Tanaka', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/s0300-2896(11)70055-2,400,,s0300-2896_._11_._70055-2,https://doi.org/10.1016/s0300-2896(11)70055-2,Prueba de esfuerzo cardiopulmonar en el manejo del paciente con hipertensión pulmonar,journal-article,False,1/1/11,2011.0,Archivos de Bronconeumología,0300-2896,0300-2896,False,False,Elsevier BV,False,closed,False,,,[],[],2021-12-12T14:02:44.106494,2,"[{'given': 'Robert', 'family': 'Naeije', 'sequence': 'first'}, {'given': 'Isabel', 'family': 'Blanco', 'sequence': 'additional'}, {'given': 'Joan Albert', 'family': 'Barberà', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.resp.2011.07.013,400,,j.resp.2011.07.013,https://doi.org/10.1016/j.resp.2011.07.013,Cardiopulmonary exercise testing (CPET) in pulmonary emphysema,journal-article,False,12/1/11,2011.0,Respiratory Physiology & Neurobiology,1569-9048,1569-9048,False,False,Elsevier BV,False,closed,False,,,[],[],2021-01-15T18:02:14.641683,2,"[{'given': 'Patrizia', 'family': 'Paoletti', 'sequence': 'first'}, {'given': 'Francesca', 'family': 'De Filippis', 'sequence': 'additional'}, {'given': 'Francesco', 'family': 'Fraioli', 'sequence': 'additional'}, {'given': 'Alessandra', 'family': 'Cinquanta', 'sequence': 'additional'}, {'given': 'Gabriele', 'family': 'Valli', 'sequence': 'additional'}, {'given': 'Pierantonio', 'family': 'Laveneziana', 'sequence': 'additional'}, {'given': 'Francesco', 'family': 'Vaccaro', 'sequence': 'additional'}, {'given': 'Dario', 'family': 'Martolini', 'sequence': 'additional'}, {'given': 'Paolo', 'family': 'Palange', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.cbpa.2011.06.013,400,,j.cbpa.2011.06.013,https://doi.org/10.1016/j.cbpa.2011.06.013,Aerobic training stimulates growth and promotes disease resistance in Atlantic salmon (Salmo salar),journal-article,False,10/1/11,2011.0,Comparative Biochemistry and Physiology Part A: Molecular & Integrative Physiology,1095-6433,1095-6433,False,False,Elsevier BV,False,closed,False,,,[],[],2021-01-17T21:08:59.255595,2,"[{'given': 'Vicente', 'family': 'Castro', 'sequence': 'first'}, {'given': 'Barbara', 'family': 'Grisdale-Helland', 'sequence': 'additional'}, {'given': 'Ståle J.', 'family': 'Helland', 'sequence': 'additional'}, {'given': 'Torstein', 'family': 'Kristensen', 'sequence': 'additional'}, {'given': 'Sven Martin', 'family': 'Jørgensen', 'sequence': 'additional'}, {'given': 'Jan', 'family': 'Helgerud', 'sequence': 'additional'}, {'given': 'Guy', 'family': 'Claireaux', 'sequence': 'additional'}, {'given': 'Anthony P.', 'family': 'Farrell', 'sequence': 'additional'}, {'given': 'Aleksei', 'family': 'Krasnov', 'sequence': 'additional'}, {'given': 'Harald', 'family': 'Takle', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
