doi_suffix,file_path,pred_op-rr,pred_human,op-rr,human,eligible
bf03179579,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/bf03179579.txt,,,,FALSE,FALSE
bf03346488,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/bf03346488.txt,,,TRUE,TRUE,TRUE
bio.032425,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/bio.032425.txt,,,,FALSE,FALSE
biom11030424,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/biom11030424.txt,,,,FALSE,FALSE
bir-2009-0529,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/bir-2009-0529.txt,,,TRUE,TRUE,TRUE
bjn19950072,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/bjn19950072.txt,,,TRUE,FALSE,FALSE
bjsm.2004.014068,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/bjsm.2004.014068.txt,,,TRUE,FALSE,FALSE
bjsm.2005.018291,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/bjsm.2005.018291.txt,,,TRUE,TRUE,TRUE
bjsm.2005.019844,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/bjsm.2005.019844.txt,,,TRUE,TRUE,TRUE
bjsm.2005.020370,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/bjsm.2005.020370.txt,,,TRUE,TRUE,TRUE
bjsm.2005.020487,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/bjsm.2005.020487.txt,,,TRUE,TRUE,TRUE
bjsm.2006.026989,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/bjsm.2006.026989.txt,,,TRUE,TRUE,TRUE
bjsm.2006.029603,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/bjsm.2006.029603.txt,,,TRUE,TRUE,TRUE
bjsm.2006.030791,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/bjsm.2006.030791.txt,,,TRUE,TRUE,TRUE
bjsm.2006.032334,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/bjsm.2006.032334.txt,,,TRUE,TRUE,TRUE
bjsm.2006.034934,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/bjsm.2006.034934.txt,,,TRUE,TRUE,TRUE
bjsm.2008.046771,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/bjsm.2008.046771.txt,,,FALSE,TRUE,FALSE
bjsm.25.4.196,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/bjsm.25.4.196.txt,,,TRUE,TRUE,TRUE
bjsm.29.4.271,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/bjsm.29.4.271.txt,,,TRUE,TRUE,TRUE
bjsports-2011-090198,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/bjsports-2011-090198.txt,,,FALSE,TRUE,FALSE
bjsports-2011-090822,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/bjsports-2011-090822.txt,,,FALSE,TRUE,FALSE
bjsports-2017-097885,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/bjsports-2017-097885.txt,,,FALSE,TRUE,FALSE
blood.2019001055,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/blood.2019001055.txt,,,TRUE,TRUE,TRUE
bmj.4.5790.814-c,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/bmj.4.5790.814-c.txt,,,FALSE,TRUE,FALSE
bmjopen-2012-001929,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/bmjopen-2012-001929.txt,,,FALSE,TRUE,FALSE
bmjopen-2013-004094,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/bmjopen-2013-004094.txt,,,FALSE,TRUE,FALSE
bmjopen-2017-017494,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/bmjopen-2017-017494.txt,,,FALSE,TRUE,FALSE
bmjopen-2018-028749,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/bmjopen-2018-028749.txt,,,FALSE,TRUE,FALSE
bmjopen-2020-047524,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/bmjopen-2020-047524.txt,,,FALSE,TRUE,FALSE
bmjresp-2021-000959,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/bmjresp-2021-000959.txt,,,TRUE,TRUE,TRUE
bmjresp-2021-001121,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/bmjresp-2021-001121.txt,,,FALSE,TRUE,FALSE
bmjsem-2017-000302,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/bmjsem-2017-000302.txt,,,TRUE,TRUE,TRUE
cc5921,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/cc5921.txt,,,FALSE,TRUE,FALSE
cc6975,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/cc6975.txt,,,FALSE,TRUE,FALSE
cells11030383,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/cells11030383.txt,,,FALSE,TRUE,FALSE
cep12001,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/cep12001.txt,,,TRUE,FALSE,FALSE
chest.09-2824,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/chest.09-2824.txt,,,TRUE,TRUE,TRUE
chest.106.6.1740,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/chest.106.6.1740.txt,,,TRUE,TRUE,TRUE
chest.107.5.1206,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/chest.107.5.1206.txt,,,TRUE,TRUE,TRUE
chest.114.5.1289,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/chest.114.5.1289.txt,,,TRUE,TRUE,TRUE
chest.115.4.1166,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/chest.115.4.1166.txt,,,FALSE,TRUE,FALSE
chest.120.1.81,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/chest.120.1.81.txt,,,TRUE,TRUE,TRUE
chest.120.1.93,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/chest.120.1.93.txt,,,TRUE,TRUE,TRUE
chest.122.4.1333,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/chest.122.4.1333.txt,,,TRUE,TRUE,TRUE
chest.127.3.1023,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/chest.127.3.1023.txt,,,FALSE,TRUE,FALSE
chest.86.3.366,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/chest.86.3.366.txt,,,TRUE,TRUE,TRUE
chest.89.2.199,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/chest.89.2.199.txt,,,TRUE,TRUE,TRUE
chest.91.3.328,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/chest.91.3.328.txt,,,TRUE,TRUE,TRUE
chf.12000,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/chf.12000.txt,,,FALSE,TRUE,FALSE
cia.s43837,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/cia.s43837.txt,,,FALSE,TRUE,FALSE
cir.0b013e318293688f,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/cir.0b013e318293688f.txt,,,FALSE,TRUE,FALSE
cir.0b013e31829b5b44,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/cir.0b013e31829b5b44.txt,,,FALSE,TRUE,FALSE
circheartfailure.108.802116,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/circheartfailure.108.802116.txt,,,FALSE,TRUE,FALSE
circheartfailure.112.969071,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/circheartfailure.112.969071.txt,,,FALSE,TRUE,FALSE
circheartfailure.121.009195,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/circheartfailure.121.009195.txt,,,TRUE,FALSE,FALSE
circimaging.116.005511,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/circimaging.116.005511.txt,,,TRUE,TRUE,TRUE
circresaha.111.300285,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/circresaha.111.300285.txt,,,TRUE,TRUE,TRUE
circresaha.112.300725,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/circresaha.112.300725.txt,,,TRUE,FALSE,FALSE
circresaha.114.305322,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/circresaha.114.305322.txt,,,FALSE,TRUE,FALSE
circresaha.120.316443,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/circresaha.120.316443.txt,,,TRUE,FALSE,FALSE
circulationaha.106.174375,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/circulationaha.106.174375.txt,,,FALSE,TRUE,FALSE
circulationaha.109.914788,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/circulationaha.109.914788.txt,,,FALSE,TRUE,FALSE
circulationaha.111.060376,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/circulationaha.111.060376.txt,,,FALSE,TRUE,FALSE
circulationaha.112.000880,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/circulationaha.112.000880.txt,,,FALSE,TRUE,FALSE
circulationaha.112.090977,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/circulationaha.112.090977.txt,,,TRUE,FALSE,FALSE
circulationaha.112.097337,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/circulationaha.112.097337.txt,,,FALSE,TRUE,FALSE
circulationaha.117.033113,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/circulationaha.117.033113.txt,,,TRUE,FALSE,FALSE
circulationaha.118.036965,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/circulationaha.118.036965.txt,,,TRUE,FALSE,FALSE
circulationaha.119.045033,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/circulationaha.119.045033.txt,,,FALSE,TRUE,FALSE
clinids_._13.supplement_1.s98,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/clinids_._13.supplement_1.s98.txt,,,FALSE,TRUE,FALSE
cmr.b.20105,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/cmr.b.20105.txt,,,,FALSE,FALSE
cncr.31368,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/cncr.31368.txt,,,TRUE,TRUE,TRUE
conphys_._coaa063,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/conphys_._coaa063.txt,,,,FALSE,FALSE
conphys_._coab016,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/conphys_._coab016.txt,,,,FALSE,FALSE
conphys_._cot008,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/conphys_._cot008.txt,,,,FALSE,FALSE
conphys_._cox026,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/conphys_._cox026.txt,,,,FALSE,FALSE
conphys_._cox050,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/conphys_._cox050.txt,,,,FALSE,FALSE
conphys_._coz092,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/conphys_._coz092.txt,,,TRUE,FALSE,FALSE
copd.s70518,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/copd.s70518.txt,,,FALSE,TRUE,FALSE
cpf.12308,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/cpf.12308.txt,,,TRUE,TRUE,TRUE
cphy.c160016,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/cphy.c160016.txt,,,FALSE,TRUE,FALSE
cpt.533,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/cpt.533.txt,,,FALSE,TRUE,FALSE
cs20160479,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/cs20160479.txt,,,FALSE,TRUE,FALSE
dao01855,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/dao01855.txt,,,,FALSE,FALSE
dia.2017.0010,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/dia.2017.0010.txt,,,TRUE,TRUE,TRUE
diabetes.51.2007.s171,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/diabetes.51.2007.s171.txt,,,FALSE,TRUE,FALSE
ecog.05850,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/ecog.05850.txt,,,TRUE,TRUE,TRUE
ehf2.12520,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/ehf2.12520.txt,,,TRUE,TRUE,TRUE
ehs.2022.12,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/ehs.2022.12.txt,,,FALSE,TRUE,FALSE
eja.0000000000000909,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/eja.0000000000000909.txt,,,FALSE,TRUE,FALSE
elife.26686.001,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/elife.26686.001.txt,,,TRUE,FALSE,FALSE
elife.54954,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/elife.54954.txt,,,TRUE,FALSE,FALSE
elife.62586,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/elife.62586.txt,,,TRUE,FALSE,FALSE
elife.68714,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/elife.68714.txt,,,TRUE,FALSE,FALSE
ep085293,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/ep085293.txt,,,TRUE,TRUE,TRUE
ep087564,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/ep087564.txt,,,TRUE,FALSE,FALSE
ep087648,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/ep087648.txt,,,TRUE,TRUE,TRUE
etc.5620131113,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/etc.5620131113.txt,,,,FALSE,FALSE
eurheartj_._14.7.969,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/eurheartj_._14.7.969.txt,,,FALSE,TRUE,FALSE
eurheartj_._ehy585,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/eurheartj_._ehy585.txt,,,TRUE,TRUE,TRUE
eurjpc_._zwab153,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/eurjpc_._zwab153.txt,,,FALSE,TRUE,FALSE
expphysiol.2010.054783,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/expphysiol.2010.054783.txt,,,FALSE,TRUE,FALSE
fca-2019-0022,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/fca-2019-0022.txt,,,FALSE,TRUE,FALSE
fj.201901747rr,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/fj.201901747rr.txt,,,TRUE,FALSE,FALSE
fjc.0b013e3181911913,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/fjc.0b013e3181911913.txt,,,TRUE,TRUE,TRUE
fmars.2018.00368,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/fmars.2018.00368.txt,,,,FALSE,FALSE
fmars.2022.806848,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/fmars.2022.806848.txt,,,,FALSE,FALSE
fnbeh.2020.584052,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/fnbeh.2020.584052.txt,,,TRUE,TRUE,TRUE
fnut.2022.865741,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/fnut.2022.865741.txt,,,FALSE,TRUE,FALSE
fon.14.311,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/fon.14.311.txt,,,FALSE,TRUE,FALSE
fphys.2013.00203,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/fphys.2013.00203.txt,,,FALSE,TRUE,FALSE
fphys.2015.00031,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/fphys.2015.00031.txt,,,,FALSE,FALSE
fphys.2015.00043,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/fphys.2015.00043.txt,,,,FALSE,FALSE
fphys.2017.00172,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/fphys.2017.00172.txt,,,TRUE,TRUE,TRUE
fphys.2017.00270,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/fphys.2017.00270.txt,,,TRUE,TRUE,TRUE
fphys.2017.00401,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/fphys.2017.00401.txt,,,TRUE,TRUE,TRUE
fphys.2018.00116,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/fphys.2018.00116.txt,,,TRUE,TRUE,TRUE
fphys.2018.01415,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/fphys.2018.01415.txt,,,TRUE,TRUE,TRUE
fphys.2018.01505,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/fphys.2018.01505.txt,,,TRUE,TRUE,TRUE
fphys.2018.01609,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/fphys.2018.01609.txt,,,TRUE,TRUE,TRUE
fphys.2019.00262,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/fphys.2019.00262.txt,,,FALSE,FALSE,FALSE
fphys.2019.00352,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/fphys.2019.00352.txt,,,TRUE,TRUE,TRUE
fphys.2019.00354,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/fphys.2019.00354.txt,,,FALSE,TRUE,FALSE
fphys.2019.00667,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/fphys.2019.00667.txt,,,,FALSE,FALSE
fphys.2019.01328,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/fphys.2019.01328.txt,,,,FALSE,FALSE
fphys.2019.01538,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/fphys.2019.01538.txt,,,FALSE,TRUE,FALSE
fphys.2021.658997,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/fphys.2021.658997.txt,,,FALSE,TRUE,FALSE
fphys.2021.660818,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/fphys.2021.660818.txt,,,FALSE,TRUE,FALSE
fphys.2021.672141,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/fphys.2021.672141.txt,,,TRUE,TRUE,TRUE
fphys.2021.693733,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/fphys.2021.693733.txt,,,TRUE,TRUE,TRUE
fphys.2022.812958,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/fphys.2022.812958.txt,,,TRUE,TRUE,TRUE
fphys.2022.819616,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/fphys.2022.819616.txt,,,TRUE,TRUE,TRUE
fpsyg.2020.01438,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/fpsyg.2020.01438.txt,,,TRUE,TRUE,TRUE
fspor.2021.664270,/Users/antonhesse/Desktop/Anton/Education/UMN/Lab and Research/HSPL/CPET_scoping_review/data/cpet_articles/full_texts/txts/fspor.2021.664270.txt,,,TRUE,TRUE,TRUE
