doi,_merge
10.3390/life11090963,right_only
10.2196/22818,right_only
10.1186/s13102-021-00336-7,right_only
10.5114/biolsport.2021.100146,right_only
10.3390/jfmk6030069,right_only
10.3390/antiox10081204,right_only
10.2196/30239,right_only
10.2478/hukin-2021-0071,right_only
10.1589/jpts.33.606,right_only
10.1097/CCE.0000000000000491,right_only
10.3389/fspor.2021.682401,right_only
10.3390/jfmk6020052,right_only
10.2478/hukin-2021-0016,right_only
10.1155/2021/5513013,right_only
10.3390/jcm10112312,right_only
10.3390/sports9040051,right_only
10.7717/peerj.11095,right_only
10.3390/sports9030042,right_only
10.12965/jer.2142026.013,right_only
10.3390/sports9020030,right_only
10.3390/sports9020029,right_only
10.3389/fspor.2021.625656,right_only
10.1186/s13102-021-00240-0,right_only
10.3389/fphys.2020.596351,right_only
10.3389/fphys.2020.630282,right_only
10.3389/fchem.2020.626490,right_only
10.3390/jfmk5030066,right_only
10.3390/jfmk5020037,right_only
10.3390/jfmk5020034,right_only
10.1294/jes.31.67,right_only
10.3389/fspor.2020.00111,right_only
10.3389/fspor.2020.00103,right_only
10.3389/fspor.2020.00099,right_only
10.3389/fspor.2020.00100,right_only
10.3389/fspor.2020.00078,right_only
10.3389/fspor.2020.00044,right_only
10.3389/fspor.2020.00009,right_only
10.3389/fphys.2020.576304,right_only
10.3389/fphar.2020.585612,right_only
10.2478/hukin-2020-0031,right_only
10.1016/j.heliyon.2020.e05427,right_only
10.3389/fphys.2020.581339,right_only
10.3390/sports8100136,right_only
10.3390/sports8100132,right_only
10.3390/ma13184167,right_only
10.12965/jer.2040340.170,right_only
10.1093/conphys/coaa077,right_only
10.3389/fmars.2020.00548,right_only
10.3389/fphys.2020.00759,right_only
10.3389/fmicb.2020.01506,right_only
10.3389/fphys.2020.00630,right_only
10.3390/sports8070103,right_only
10.3389/fbioe.2020.00622,right_only
10.3390/sports8070092,right_only
10.1093/conphys/coaa051,right_only
10.3389/fphys.2020.00412,right_only
10.5114/biolsport.2020.94237,right_only
10.1016/j.sjbs.2020.03.005,right_only
10.3389/fpsyg.2020.00545,right_only
10.1589/jpts.32.265,right_only
10.1055/a-1089-5051,right_only
10.1016/j.jacbts.2019.12.009,right_only
10.1155/2020/7282013,right_only
10.1128/mSystems.00758-19,right_only
10.2478/hukin-2019-0120,right_only
10.1021/acs.inorgchem.9b03747,right_only
10.1055/a-1089-4957,right_only
10.1093/conphys/coz108,right_only
10.1002/cphc.201901113,right_only
10.52082/jssm.2022.127,right_only
10.1002/brb3.2529,right_only
10.1080/15548627.2021.1904488,right_only
10.4103/ijp.ijp_442_21,right_only
10.1098/rsbl.2021.0259,right_only
10.1159/000520471,right_only
10.36660/abc.20220036,right_only
10.1002/nbm.4643,right_only
10.1007/s00421-021-04833-y,right_only
10.1155/2021/7179632,right_only
10.1002/jnr.24851,right_only
10.7150/thno.63763,right_only
10.1038/s41398-021-01716-w,right_only
10.18632/aging.203448,right_only
10.1177/15459683211005028,right_only
10.1038/s41467-021-27381-7,right_only
10.14814/phy2.14750,right_only
10.1371/journal.pone.0256662,right_only
10.14814/phy2.14760,right_only
10.1210/endocr/bqab059,right_only
10.1007/s40279-021-01481-2,right_only
10.1007/s40279-021-01471-4,right_only
10.1186/s13045-021-01076-4,right_only
10.3390/s21196369,right_only
10.1186/s12877-021-02401-9,right_only
10.1371/journal.pone.0243404,right_only
10.3390/ijerph18157912,right_only
10.3390/ijerph18136974,right_only
10.3390/ijerph18126474,right_only
10.3390/ijerph18116062,right_only
10.1186/s12984-021-00882-8,right_only
10.1038/s41598-021-90418-w,right_only
10.3390/ijerph18084314,right_only
10.3390/s21072422,right_only
10.1590/1414-431X202010693,right_only
10.1038/s41598-021-83056-9,right_only
10.1177/1479973121993494,right_only
10.1038/s41398-021-01215-y,right_only
10.1038/s41598-021-83293-y,right_only
10.1093/gerona/glaa214,right_only
10.1016/j.redox.2020.101852,right_only
10.1007/978-1-0716-1028-2_27,right_only
10.1080/10790268.2020.1722935,right_only
10.3390/ijerph17218289,right_only
10.3390/ijerph17207689,right_only
10.1074/jbc.RA120.013716,right_only
10.1186/s12970-020-00379-0,right_only
10.1038/s41598-020-74557-0,right_only
10.3390/s20205733,right_only
10.1038/s41598-020-73823-5,right_only
10.1016/j.redox.2020.101736,right_only
10.3390/ijerph17197215,right_only
10.1111/mpp.12993,right_only
10.3390/ijerph17186885,right_only
10.1371/journal.pone.0239463,right_only
10.3390/ijerph17186749,right_only
10.3390/ijerph17186563,right_only
10.3390/s20185088,right_only
10.1111/jfb.14519,right_only
10.3390/ijerph17176196,right_only
10.1080/21623945.2020.1807850,right_only
10.1152/ajprenal.00049.2020,right_only
10.1002/prp2.643,right_only
10.1038/s41598-020-69660-1,right_only
10.1155/2020/5041791,right_only
10.3390/ijerph17145239,right_only
10.1242/jeb.220962,right_only
10.1186/s13104-020-05144-9,right_only
10.1111/jpn.13391,right_only
10.1098/rsbl.2020.0078,right_only
10.3390/molecules25112589,right_only
10.1158/1535-7163.MCT-19-1016,right_only
10.3390/ijms21093338,right_only
10.1038/s41419-020-2499-8,right_only
10.1155/2020/5753623,right_only
10.1038/s42003-020-0918-0,right_only
10.1038/s41467-020-15589-y,right_only
10.3390/ijms21072350,right_only
10.1161/CIRCRESAHA.120.316443,right_only
10.7554/eLife.51845,right_only
10.3389/fimmu.2020.00152,right_only
10.3390/s20051268,right_only
10.1038/s41419-020-2253-2,right_only
10.1038/s41396-020-0586-6,right_only
10.1038/s41598-020-57842-w,right_only
10.1080/15548627.2020.1712107,right_only
10.3892/ijmm.2019.4435,right_only
10.1016/j.redox.2019.101375,right_only
10.1513/AnnalsATS.201907-500RL,right_only
10.1089/g4h.2019.0001,right_only
10.1093/jmcb/mjz053,right_only
10.1080/15548627.2019.1628537,right_only
10.1080/15548627.2019.1607686,right_only
10.1096/fj.201900690R,right_only
10.1371/journal.pone.0225568,right_only
10.1007/s40279-019-01164-z,right_only
10.1155/2019/9731467,right_only
10.3390/ijerph16203889,right_only
10.3390/ijms20204995,right_only
10.1371/journal.pone.0223576,right_only
10.3390/medicina55080452,right_only
10.3390/medicina55090508,right_only
10.3390/nu11081749,right_only
10.1080/02699052.2019.1644375,right_only
10.1038/s41598-019-44844-6,right_only
10.1152/ajpheart.00164.2019,right_only
10.1177/1545968319855028,right_only
10.1371/journal.pone.0218390,right_only
10.1186/s12885-019-5723-0,right_only
10.1128/AEM.00302-19,right_only
10.3390/ijerph16101799,right_only
10.1186/s12872-019-1090-7,right_only
10.1186/s13019-019-0911-1,right_only
10.1007/s00421-019-04158-x,right_only
10.1007/s11356-019-05255-2,right_only
10.1152/ajpendo.00098.2019,right_only
10.1038/s41598-019-42799-2,right_only
10.1016/j.ebiom.2019.03.038,right_only
10.1056/NEJMc1900771,right_only
10.3390/molecules24061168,right_only
10.1590/1984-0462/;2019;37;2;00016,right_only
10.1038/s41598-019-41077-5,right_only
10.3791/59277,right_only
10.1002/jcsm.12393,right_only
10.1016/j.bja.2018.09.011,right_only
10.1590/1984-0462/;2019;37;1;00017,right_only
10.1152/japplphysiol.00751.2018,right_only
10.1152/ajpendo.00302.2018,right_only
10.1093/jxb/ery368,right_only
10.1002/14651858.CD012678.pub2,right_only
10.1590/1414-431X20187830,right_only
10.3390/nu10111781,right_only
10.1371/journal.pone.0207573,right_only
10.1038/s41598-018-34666-3,right_only
10.1091/mbc.E18-06-0389,right_only
10.1016/j.taap.2018.09.011,right_only
10.1002/jcsm.12334,right_only
10.1371/journal.pone.0202565,right_only
10.3390/ijms19092502,right_only
10.1098/rspb.2018.1496,right_only
10.1113/JP276539,right_only
10.1371/journal.pone.0201631,right_only
10.1186/s40779-018-0171-8,right_only
10.1152/ajpheart.00193.2018,right_only
10.1038/s41598-018-27614-8,right_only
10.1002/brb3.1000,right_only
10.1128/JB.00239-18,right_only
10.3390/ijms19051472,right_only
10.1242/jeb.173187,right_only
10.1038/s41467-018-03451-1,right_only
10.1371/journal.pone.0193470,right_only
10.1371/journal.pone.0192903,right_only
10.1038/s41598-018-21795-y,right_only
10.1016/j.taap.2018.01.024,right_only
10.3390/nu10020165,right_only
10.1128/MCB.00153-17,right_only
10.1007/s00360-017-1142-1,right_only
10.1007/s40279-017-0835-7,right_only
10.1016/j.molmet.2017.10.012,right_only
10.1007/s40279-017-0811-2,right_only
10.1590/1984-0462/;2017;35;2;00002,right_only
10.1007/s40279-017-0688-0,right_only
10.1038/s41598-017-06975-6,right_only
10.1242/jcs.206318,right_only
10.1113/EP086023,right_only
10.1038/ismej.2016.175,right_only
10.1186/s12906-017-2012-9,right_only
10.1073/pnas.1715141114,right_only
10.1074/jbc.M117.817510,right_only
10.1371/journal.pone.0185185,right_only
10.1098/rsbl.2017.0298,right_only
10.1038/s41598-017-11576-4,right_only
10.1038/s41598-017-11030-5,right_only
10.1038/s41598-017-09163-8,right_only
10.1074/jbc.M117.806786,right_only
10.14814/phy2.13368,right_only
10.1128/mBio.00500-17,right_only
10.1038/cddis.2017.235,right_only
10.1038/s41598-017-01560-3,right_only
10.1007/s00395-017-0626-1,right_only
10.1242/jeb.154823,right_only
10.1371/journal.pone.0174874,right_only
10.1080/10749357.2017.1282413,right_only
10.1002/14651858.CD011197.pub2,right_only
10.1016/j.jid.2017.01.013,right_only
10.18632/oncotarget.14740,right_only
10.1016/j.cmet.2016.12.007,right_only
10.1038/srep40445,right_only
10.1016/j.celrep.2016.12.037,right_only
10.1371/journal.pone.0169573,right_only
10.1113/JP273196,right_only
10.1007/s40279-016-0573-2,right_only
10.1007/s12013-016-0733-x,right_only
10.1016/j.pneurobio.2015.10.005,right_only
10.3390/jfmk4020039,right_only
10.3389/fspor.2019.00006,right_only
10.1093/conphys/coz095,right_only
10.3390/biology8040089,right_only
10.2478/hukin-2019-0008,right_only
10.3390/sports7100220,right_only
10.1080/23328940.2019.1657344,right_only
10.3390/sports7100217,right_only
10.1589/jpts.31.692,right_only
10.2478/hukin-2018-0089,right_only
10.3389/fphys.2019.01091,right_only
10.1186/s40798-019-0213-0,right_only
10.3389/fphys.2019.00979,right_only
10.3390/sports7080187,right_only
10.20463/jenb.2019.0016,right_only
10.20463/jenb.2019.0013,right_only
10.3389/fphys.2019.00760,right_only
10.1055/a-0891-7021,right_only
10.1589/jpts.31.414,right_only
10.1128/mSystems.00218-18,right_only
10.3390/sports7050109,right_only
10.3389/fphys.2019.00373,right_only
10.1002/ece3.5053,right_only
10.3390/nano9040624,right_only
10.2478/hukin-2018-0052,right_only
10.3389/fbioe.2019.00067,right_only
10.3389/fphys.2019.00295,right_only
10.3389/fphys.2019.00242,right_only
10.1038/s41598-019-41693-1,right_only
10.1038/s41598-019-40753-w,right_only
10.3390/sports7020050,right_only
10.3389/fphys.2019.00079,right_only
10.1186/s40798-019-0180-5,right_only
10.14814/phy2.14020,right_only
10.3390/children6010008,right_only
10.1123/jmpb.2018-0007,right_only
10.2196/cardio.8574,right_only
10.2196/12363,right_only
10.20463/jenb.2018.0028,right_only
10.1080/23328940.2018.1495023,right_only
10.3390/nano8121020,right_only
10.1055/a-0655-7207,right_only
10.1055/s-0043-124429,right_only
10.1055/s-0043-122068,right_only
10.1515/hukin-2017-0184,right_only
10.1080/23328940.2018.1506563,right_only
10.1589/jpts.30.1257,right_only
10.3390/sports6040103,right_only
10.1589/jpts.30.1164,right_only
10.5500/wjt.v8.i5.188,right_only
10.1589/jpts.30.960,right_only
10.20463/jenb.2018.0011,right_only
10.3389/fphys.2018.01012,right_only
10.3389/fphys.2018.00815,right_only
10.1186/s40798-018-0134-3,right_only
10.1186/s13568-018-0628-x,right_only
10.3389/fphys.2018.00507,right_only
10.1186/s11671-018-2557-7,right_only
10.2196/mhealth.9754,right_only
10.3389/fchem.2018.00063,right_only
10.12965/jer.1835122.561,right_only
10.1007/s10616-017-0152-x,right_only
10.1007/s10533-017-0367-0,right_only
10.1007/s10533-017-0326-9,right_only
10.4031/MTSJ.51.5.8,right_only
10.1055/s-0042-119951,right_only
10.5114/biolsport.2017.70733,right_only
10.3389/fmicb.2017.02569,right_only
10.1093/conphys/cox066,right_only
10.1155/2017/9402386,right_only
10.12965/jer.1734994.497,right_only
10.1016/j.jgr.2016.11.005,right_only
10.1080/23328940.2017.1333189,right_only
10.1080/23328940.2017.1328304,right_only
10.3389/fphys.2017.00583,right_only
10.20463/jenb.2017.0056,right_only
10.1136/bmjsem-2016-000197,right_only
10.1294/jes.28.41,right_only
10.20463/jenb.2017.0060,right_only
10.3389/fphys.2017.00433,right_only
10.1589/jpts.29.978,right_only
10.1038/s41598-017-01530-9,right_only
10.1093/conphys/cox025,right_only
10.1007/s11332-016-0313-x,right_only
10.1515/hukin-2017-0040,right_only
10.1589/jpts.29.419,right_only
10.3390/children4010006,right_only
10.1093/conphys/cow067,right_only
10.1080/19390211.2016.1203386,right_only
10.1038/nprot.2016.106,right_only
10.1038/cdd.2015.165,right_only
10.1371/journal.pone.0167108,right_only
10.1038/tp.2016.230,right_only
10.3390/nu8110726,right_only
10.1371/journal.pone.0166028,right_only
10.1371/journal.pone.0161451,right_only
10.1074/jbc.M116.721480,right_only
10.1186/s13041-016-0257-8,right_only
10.1519/JSC.0000000000001570,right_only
10.18632/oncotarget.10643,right_only
10.1186/s12938-016-0208-8,right_only
10.3390/nu8060377,right_only
10.1074/jbc.M116.728188,right_only
10.1152/ajplung.00132.2016,right_only
10.3390/ijms17060852,right_only
10.1038/srep26990,right_only
10.18632/oncotarget.9610,right_only
10.3390/ijms17060801,right_only
10.1371/journal.pone.0154982,right_only
10.1113/JP272352,right_only
10.1038/cddis.2016.106,right_only
10.1016/j.yjmcc.2016.04.003,right_only
10.1093/gerona/glw059,right_only
10.1155/2016/5059043,right_only
10.1007/s00360-016-0981-5,right_only
10.1038/ncomms11158,right_only
10.1007/s40268-016-0130-3,right_only
10.1016/j.bbabio.2016.02.014,right_only
10.1038/srep19158,right_only
10.1152/ajpregu.00330.2015,right_only
10.1016/j.mvr.2015.12.007,right_only
10.1074/jbc.M115.698985,right_only
10.1177/0271678X15606719,right_only
10.1016/j.cbpa.2015.11.012,right_only
10.1016/j.pmrj.2015.06.441,right_only
10.1124/mol.115.101451,right_only
10.2337/db14-0496,right_only
10.1016/j.ebiom.2015.09.042,right_only
10.4102/phcfm.v7i1.896,right_only
10.1016/j.celrep.2015.11.015,right_only
10.1098/rsbl.2015.0781,right_only
10.1128/mBio.01588-15,right_only
10.1371/journal.pone.0142325,right_only
10.1038/srep15357,right_only
10.1371/journal.pone.0140573,right_only
10.1371/journal.pone.0140500,right_only
10.1074/jbc.M115.691741,right_only
10.1016/j.cmet.2015.08.021,right_only
10.1074/jbc.M115.651257,right_only
10.1186/s12990-015-0057-7,right_only
10.1016/j.yjmcc.2015.09.001,right_only
10.1186/s12984-015-0051-3,right_only
10.1155/2015/359537,right_only
10.1007/s40279-015-0361-4,right_only
10.1182/blood-2015-01-621870,right_only
10.1007/s40279-015-0359-y,right_only
10.1038/srep11956,right_only
10.1371/journal.pone.0131766,right_only
10.1371/journal.pone.0130869,right_only
10.1371/journal.pone.0130894,right_only
10.1074/jbc.M115.664813,right_only
10.1371/journal.pone.0126489,right_only
10.1155/2015/535686,right_only
10.1073/pnas.1424017112,right_only
10.1038/ismej.2015.50,right_only
10.1371/journal.pone.0119868,right_only
10.1038/ijo.2015.23,right_only
10.2119/molmed.2015.00035,right_only
10.1074/jbc.M115.636878,right_only
10.1007/s40279-015-0309-8,right_only
10.2337/db14-0704,right_only
10.18632/oncotarget.2689,right_only
10.1117/1.JBO.20.5.051022,right_only
10.1093/hmg/ddu737,right_only
10.1016/j.yjmcc.2014.12.001,right_only
10.1016/j.jelekin.2014.09.003,right_only
10.1152/japplphysiol.00440.2014,right_only
10.1249/MSS.0000000000000501,right_only
10.1681/ASN.2013090990,right_only
10.1042/BJ20140291,right_only
10.1007/s40279-014-0180-z,right_only
10.18632/oncotarget.3031,right_only
10.1016/j.yjmcc.2014.10.009,right_only
10.1371/journal.pone.0113234,right_only
10.1371/journal.pone.0108153,right_only
10.1371/journal.pone.0109167,right_only
10.1371/journal.pone.0106492,right_only
10.1016/j.bbabio.2014.08.006,right_only
10.1371/journal.pone.0106030,right_only
10.1186/1471-2253-14-54,right_only
10.1073/pnas.1402012111,right_only
10.1371/journal.pone.0104247,right_only
10.1371/journal.pone.0103820,right_only
10.1038/jcbfm.2014.121,right_only
10.1093/icb/icu033,right_only
10.1371/journal.pone.0094940,right_only
10.1016/j.devcel.2014.03.012,right_only
10.1089/neu.2013.3206,right_only
10.1155/2014/105420,right_only
10.1111/bph.12684,right_only
10.1179/2045772313Y.0000000183,right_only
10.1093/toxsci/kfu034,right_only
10.1371/journal.pone.0088322,right_only
10.1016/j.redox.2013.12.031,right_only
10.1371/journal.pone.0085636,right_only
10.1016/j.neuint.2014.01.001,right_only
10.1016/j.neuroscience.2013.11.040,right_only
10.1002/jbio.201200187,right_only
10.1210/jc.2012-3671,right_only
10.1161/CIRCRESAHA.112.300725,right_only
10.1155/2013/408560,right_only
10.1136/bjsports-2013-092741,right_only
10.1136/bjsports-2013-092841,right_only
10.1136/bjsports-2013-092834,right_only
10.1136/bjsports-2013-092950,right_only
10.1136/bjsports-2013-092764,right_only
10.1371/journal.pone.0078281,right_only
10.1128/AEM.01970-13,right_only
10.1016/j.redox.2012.11.003,right_only
10.1371/journal.pone.0072118,right_only
10.1371/journal.pone.0069006,right_only
10.1371/journal.pone.0067975,right_only
10.1152/ajpregu.00518.2012,right_only
10.1371/journal.pone.0068924,right_only
10.1038/jcbfm.2013.116,right_only
10.1074/jbc.M113.450353,right_only
10.1002/cssc.201300019,right_only
10.1096/fj.13-230631,right_only
10.1186/1471-2458-13-474,right_only
10.1249/MSS.0b013e318299d2eb,right_only
10.1371/journal.pone.0064337,right_only
10.2337/db13-0062,right_only
10.1152/ajpheart.00969.2012,right_only
10.2147/CIA.S43837,right_only
10.1371/journal.pone.0059973,right_only
10.1371/journal.pone.0059930,right_only
10.1371/journal.pone.0059289,right_only
10.1242/jeb.082479,right_only
10.1371/journal.pone.0055056,right_only
10.1161/CIRCRESAHA.111.300285,right_only
10.1098/rsbl.2012.0927,right_only
10.1113/jphysiol.2012.243121,right_only
10.1097/PHM.0b013e3182644165,right_only
10.3390/sports4010014,right_only
10.1016/j.meteno.2016.01.001,right_only
10.1136/bmjsem-2016-000172,right_only
10.1136/bmjsem-2016-000173,right_only
10.4172/2167-7182.1000356,right_only
10.2196/rehab.5524,right_only
10.19070/2328-353X-SI03002,right_only
10.20463/jenb.2016.0029,right_only
10.1515/hukin-2015-0169,right_only
10.3389/fphys.2016.00613,right_only
10.3389/fphys.2016.00510,right_only
10.1136/bmjsem-2016-000111,right_only
10.1136/bmjsem-2015-000056,right_only
10.2147/OAJSM.S116672,right_only
10.5812/asjsm.33528,right_only
10.1002/ece3.2267,right_only
10.20463/jenb.2016.09.20.3.1,right_only
10.1183/23120541.00068-2015,right_only
10.1589/jpts.28.2369,right_only
10.3389/fphys.2016.00326,right_only
10.4103/2277-9531.184555,right_only
10.1589/jpts.28.1775,right_only
10.1136/bmjsem-2015-000014,right_only
10.1186/s40798-015-0007-y,right_only
10.1097/TXD.0000000000000515,right_only
10.4103/0974-8520.182751,right_only
10.1093/conphys/cov052,right_only
10.4103/0974-8520.169002,right_only
10.2147/OAJSM.S93174,right_only
10.5812/asjsm.23023,right_only
10.5812/asjsm.24900,right_only
10.5812/asjsm.23807,right_only
10.2147/OAJSM.S85310,right_only
10.1589/jpts.27.1571,right_only
10.7717/peerj.957,right_only
10.2147/OAJSM.S79273,right_only
10.4161/23328940.2014.987564,right_only
10.5114/kitp.2014.45677,right_only
10.2478/hukin-2014-0096,right_only
10.5717/jenb.2014.18.4.361,right_only
10.5717/jenb.2014.18.2.181,right_only
10.5717/jenb.2014.18.1.31,right_only
10.5717/jenb.2014.18.1.25,right_only
10.5812/asjsm.22768,right_only
10.1155/2014/893090,right_only
10.2478/hukin-2014-0035,right_only
10.4103/2277-9531.134751,right_only
10.1186/1757-1146-7-31,right_only
10.3390/biology3020333,right_only
10.3389/fphys.2014.00034,right_only
10.5717/jenb.2013.17.4.189,right_only
10.2478/tumor-2012-0001,right_only
10.5402/2013/723250,right_only
10.5402/2013/396581,right_only
10.4137/CMWH.S10979,right_only
10.5812/asjsm.34256,right_only
10.1186/2193-1801-2-688,right_only
10.1589/jpts.25.1363,right_only
10.2147/OAJSM.S41706,right_only
10.2147/OAJSM.S39688,right_only
10.1589/jpts.25.929,right_only
10.3389/fphys.2013.00293,right_only
10.2478/hukin-2013-0030,right_only
10.1186/1755-7682-6-35,right_only
10.2147/JPR.S46344,right_only
10.5812/asjsm.34492,right_only
10.1107/S1600536812049884,right_only
10.2147/DMSO.S29222,right_only
10.1371/journal.pone.0052764,right_only
10.1371/journal.pone.0050031,right_only
10.1152/japplphysiol.01025.2012,right_only
10.1152/japplphysiol.00788.2012,right_only
10.1186/1476-4598-11-60,right_only
10.4161/isl.20516,right_only
10.1152/physiolgenomics.00060.2012,right_only
10.1073/pnas.1204026109,right_only
10.1016/j.cmet.2012.04.019,right_only
10.1590/S0100-879X2012007500078,right_only
10.4085/1062-6050-47.1.32,right_only
10.1091/mbc.E11-11-0961,right_only
10.1016/j.jpeds.2012.01.036,right_only
10.1152/ajpheart.01027.2011,right_only
10.1016/j.neuroimage.2011.08.001,right_only
10.1007/s12015-011-9282-2,right_only
10.2478/v10078-012-0031-7,right_only
10.2478/v10078-012-0081-x,right_only
10.1186/1758-2555-4-34,right_only
10.1080/08998280.2012.11928806,right_only
10.3389/fphys.2012.00035,right_only
10.1294/jes.22.21,right_only
10.2478/v10078-011-0077-y,right_only
10.1294/jes.21.59,right_only
10.2147/oajsm.s9315,right_only
10.5812/asjsm.34873,right_only
10.2174/1874091X01004010100,right_only
10.4236/abb.2010.15053,right_only
10.1186/1550-2783-7-13,right_only
10.1186/1756-0500-3-47,right_only
10.1080/08998280.2010.11928571,right_only
10.1136/bcr.07.2008.0535,right_only
10.1145/1514411.1514416,right_only
10.2174/1875399X00902010058,right_only
10.1155/2009/487804,right_only
10.2174/1875399X00902010042,right_only
10.1186/1550-2783-6-15,right_only
10.4022/jafib.136,right_only
10.1186/1476-5918-7-15,right_only
10.1093/icb/icm069,right_only
10.1298/jjpta.8.21,right_only
10.1186/1476-5918-4-4,right_only
10.1007/s10616-004-6401-9,right_only
10.1298/jjpta.3.27,right_only
10.1007/BF02935909,right_only
10.1002/14651858.CD008008.pub2,right_only
10.1016/j.transproceed.2011.09.009,right_only
10.1073/pnas.1116998108,right_only
10.1128/MCB.05629-11,right_only
10.1113/jphysiol.2011.211979,right_only
10.1074/jbc.M111.292029,right_only
10.1021/tx200294c,right_only
10.1097/ALN.0b013e31822a2316,right_only
10.1038/ncb2309,right_only
10.1016/j.yjmcc.2011.07.018,right_only
10.1371/journal.pntd.0001239,right_only
10.1371/journal.pone.0020797,right_only
10.1152/ajpheart.00233.2011,right_only
10.1016/j.jmr.2011.05.007,right_only
10.1007/s00114-011-0805-0,right_only
10.1038/oby.2011.109,right_only
10.1016/j.ajpath.2011.01.056,right_only
10.1242/jeb.052027,right_only
10.1002/ajpa.21465,right_only
10.1016/j.freeradbiomed.2011.03.016,right_only
10.1016/j.jneumeth.2011.03.007,right_only
10.1111/j.1460-9568.2011.07633.x,right_only
10.1002/mrc.2709,right_only
10.1016/j.freeradbiomed.2010.12.035,right_only
10.1113/expphysiol.2010.055418,right_only
10.1111/j.1476-5381.2010.01134.x,right_only
10.1089/ars.2010.3489,right_only
10.1152/ajpendo.00546.2010,right_only
10.3390/toxins2040632,right_only
10.1371/journal.pone.0014483,right_only
10.1007/s00395-010-0124-1,right_only
10.1111/j.1365-2249.2010.04240.x,right_only
10.1371/journal.pone.0012595,right_only
10.4161/cc.9.17.12798,right_only
10.1152/ajpregu.00347.2010,right_only
10.2337/db10-0245,right_only
10.1096/fj.10-157313,right_only
10.1104/pp.110.159145,right_only
10.1152/ajpendo.00072.2010,right_only
10.1158/1535-7163.MCT-09-1098,right_only
10.2522/ptj.20090316,right_only
10.3109/02713681003597255,right_only
10.1038/oby.2010.98,right_only
10.1128/JB.01695-09,right_only
10.1007/s10695-010-9397-4,right_only
10.1152/ajpcell.00298.2009,right_only
10.1371/journal.pone.0009839,right_only
10.1152/ajpheart.00006.2010,right_only
10.1289/ehp.0901533,right_only
10.1093/toxsci/kfq084,right_only
10.1093/carcin/bgq063,right_only
10.1117/1.3285584,right_only
10.1074/jbc.M110.112094,right_only
10.1007/s00134-010-1754-3,right_only
10.1152/japplphysiol.00600.2009,right_only
10.1161/HYPERTENSIONAHA.109.135426,right_only
10.1152/ajprenal.00447.2009,right_only
10.1074/jbc.M109.030130,right_only
10.1111/j.1748-1716.2009.02053.x,right_only
10.1016/j.ejcts.2009.05.030,right_only
10.1111/j.1600-0838.2009.00972.x,right_only
10.1159/000232586,right_only
10.1152/ajpregu.00381.2009,right_only
10.1152/ajpcell.00372.2009,right_only
10.1128/JB.00801-09,right_only
10.1073/pnas.0907786106,right_only
10.1161/CIRCRESAHA.109.205310,right_only
10.1098/rspb.2009.1135,right_only
10.2337/db09-0393,right_only
10.1186/1423-0127-16-70,right_only
10.1111/j.1471-4159.2009.06055.x,right_only
10.1093/gerona/glp066,right_only
10.1016/j.freeradbiomed.2009.04.006,right_only
10.1002/clc.20313,right_only
10.1074/jbc.M807992200,right_only
10.1152/ajpendo.90836.2008,right_only
10.1097/CCM.0b013e31819cecd6,right_only
10.1113/jphysiol.2008.164384,right_only
10.1152/japplphysiol.91165.2008,right_only
10.1124/jpet.109.150839,right_only
10.1113/jphysiol.2008.163691,right_only
10.1007/s00395-009-0777-9,right_only
10.1371/journal.pone.0004250,right_only
10.1074/jbc.M806744200,right_only
10.1016/j.freeradbiomed.2008.10.049,right_only
10.1152/japplphysiol.00914.2007,right_only
10.1161/HYPERTENSIONAHA.108.120212,right_only
10.1152/ajpheart.00728.2008,right_only
10.1016/j.yjmcc.2008.05.012,right_only
10.1128/JB.00206-08,right_only
10.1074/jbc.M800163200,right_only
10.1371/journal.pone.0001743,right_only
10.1007/978-0-387-74911-2_42,right_only
10.1016/j.freeradbiomed.2007.09.011,right_only
10.1128/MCB.00980-07,right_only
10.1128/MCB.01479-07,right_only
10.1016/j.neuropharm.2007.10.014,right_only
10.1016/j.chroma.2007.10.063,right_only
10.1113/jphysiol.2007.143834,right_only
10.1042/BJ20041354,right_only
10.1073/pnas.0704205104,right_only
10.1073/pnas.0708365104,right_only
10.1016/j.cmet.2007.08.003,right_only
10.1098/rsbl.2007.0121,right_only
10.1523/JNEUROSCI.0445-07.2007,right_only
10.1021/bi700123s,right_only
10.1098/rstb.2007.2107,right_only
10.1128/AEM.02532-06,right_only
10.1016/j.yjmcc.2007.01.003,right_only
10.1093/aob/mcl266,right_only
10.1098/rspb.2006.3706,right_only
10.1186/1471-2202-7-74,right_only
10.1136/bjsm.2006.029744,right_only
10.1128/AEM.00223-06,right_only
10.1136/bjsm.2005.022673,right_only
10.1136/bjsm.2005.025528,right_only
10.1113/jphysiol.2006.104992,right_only
10.1128/AAC.50.2.744-747.2006,right_only
10.1136/bjsm.2005.019729,right_only
10.1186/cc3908,right_only
10.1074/jbc.C500140200,right_only
10.1113/jphysiol.2005.094227,right_only
10.1128/AEM.71.7.3682-3691.2005,right_only
10.1136/bjsm.2004.016071,right_only
10.1073/pnas.0406724102,right_only
10.1529/biophysj.104.053348,right_only
10.1042/BJ20041260,right_only
10.1073/pnas.0405432101,right_only
10.1042/BJ20040886,right_only
10.1098/rspb.2004.2702,right_only
10.1098/rspb.2004.2700,right_only
10.1186/1476-4598-3-19,right_only
