txt_file,o2_uptake,vo2_units,gas_collection_methods,estimated_vo2,gas_data
bjsm.24.3.201,True,True,True,True,y
rsos.190639,True,False,True,False,y
journal.pone.0157257,True,False,False,False,m
ijms20051240,True,True,False,False,m
s10741-007-9000-y,True,True,False,False,m
01.cir.35.6.1063,True,False,True,False,y
s00421-011-2120-z,True,False,True,False,y
s13063-018-2701-9,True,True,False,False,m
01.cir.69.5.955,True,True,False,True,m
bf00236072,True,True,True,False,y
s00421-017-3630-0,False,False,True,False,n
s00421-002-0675-4,True,True,True,False,y
bf00964680,False,False,False,False,n
jfb9020039,True,True,False,True,m
jappl.1997.83.1.102,True,True,True,True,y
s00421-012-2535-1,True,True,True,False,y
journal.pone.0149082,True,True,False,True,m
01.res.84.10.1203,True,False,False,False,m
s00421-007-0411-1,True,True,True,True,y
s00421-010-1585-5,True,True,True,False,y
hrt.70.3.241,True,True,False,False,m
s00421-011-2251-2,True,True,True,True,y
s002239900322,True,False,False,False,m
s12970-015-0092-9,True,True,False,False,m
jpah.6.3.333,True,True,False,False,m
jcsm.8766,True,True,True,False,y
respcare.05763,True,True,False,True,m
s12970-021-00451-3,True,False,True,False,y
s00421-007-0428-5,True,True,False,False,m
bjsm.25.4.183,True,True,False,False,m
ijspp.2013-0327,True,True,False,False,m
s00421-007-0395-x,True,True,True,False,y
fphys.2019.01123,True,False,True,False,y
01.cir.78.3.506,True,True,False,False,m
j.jsams.2018.09.230,False,False,False,False,n
s004210050349,True,False,True,True,y
h00-007,True,False,False,False,m
01.mss.0000135785.68760.96,True,True,True,True,y
s41598-018-35115-x,True,False,True,False,y
turkjped.2020.06.016,True,True,False,False,m
s1047951107000522,True,False,True,False,y
01.cir.89.3.1144,True,True,True,False,y
s00421-006-0365-8,True,True,True,False,y
bf01075999,True,True,True,True,y
gme.0b013e318198cddb,True,True,False,False,m
bf00599623,True,True,True,True,y
s12883-019-1361-z,True,False,False,True,m
journal.pone.0089729,True,False,True,True,y
ijerph18168858,False,False,False,False,n
s004210000224,True,False,False,False,m
hrt.66.4.295,True,True,False,False,m
s004210050413,True,False,False,False,m
s12576-017-0536-x,True,True,False,True,m
s00421-005-1319-2,False,False,False,False,n
bf00417768,True,True,True,False,y
1532-429x-13-77,True,True,False,False,m
s004210050375,True,True,True,False,y
s40798-021-00319-5,True,True,False,True,m
ham.2013.1084,True,False,False,True,m
1756-0500-5-646,True,True,True,False,y
japplphysiol.00909.2015,True,True,True,False,y
s0007114509993035,True,False,False,False,m
s00421-017-3607-z,True,True,True,True,y
bmjopen-2013-002909,True,True,True,True,y
02640414.2015.1102315,True,True,True,False,y
hukin-2014-0031,True,True,False,False,m
fphys.2021.685306,True,True,True,False,y
circulationaha.105.543173,True,True,True,False,y
nre-141172,True,False,False,False,m
09031936.00074208,True,True,True,True,y
cj.2013.0166,True,True,True,True,y
s00421-002-0730-1,True,False,False,False,m
s00421-012-2435-4,True,True,False,True,m
jomes19063,True,True,False,False,m
internalmedicine.45.1505,True,True,False,False,m
ab00571,True,False,False,False,m
bir-2009-0529,True,True,True,False,y
bjsports-2011-090337,True,True,True,False,y
s00421-017-3697-7,True,False,True,True,y
journal.pone.0173120,True,False,True,False,y
s00421-008-0785-8,True,False,False,False,m
s00421-011-2253-0,True,True,False,False,m
nu9080917,True,True,True,False,y
14763140601058490,True,False,False,False,m
bf02343797,True,False,False,False,m
journal.pone.0124023,True,False,False,False,m
s12968-017-0322-1,True,True,False,True,m
tbme.2011.2159840,True,False,False,False,m
10749357.2016.1183866,True,True,True,False,y
s00421-018-4040-7,True,True,True,False,y
bf02623294,True,False,False,False,m
physiolsci.rp005606,True,False,True,False,y
bf00422987,True,False,False,False,m
circresaha.111.255604,True,False,False,False,m
j.jbiomech.2018.05.028,True,True,False,False,m
00005768-199904000-00018,True,True,False,False,m
01.cir.65.7.1411,True,False,False,False,m
crd.0000000000000154,True,False,False,False,m
fphys.2018.01286,True,True,False,True,m
j.jtcvs.2007.12.024,True,True,False,False,m
gutjnl-2012-302789,True,True,False,False,m
s12933-015-0217-0,True,False,False,True,m
bf00238574,True,True,True,False,y
02640414.2015.1048521,True,True,True,True,y
fnhum.2014.00738,True,False,False,True,m
j.jvs.2006.01.020,True,False,False,False,m
jc.2018-01498,True,True,False,False,m
fphys.2021.722848,True,True,True,True,y
bjsm.20.2.84,True,True,False,False,m
s00221-015-4229-5,True,False,False,False,m
bf00998662,False,False,False,False,n
circheartfailure.112.000157,True,False,True,False,y
s150820480,True,False,False,False,m
026404100365144,True,True,False,True,m
s004210050448,True,False,False,False,m
bf00717953,True,False,False,False,m
copd.s135752,True,False,False,False,m
antiox7100127,True,True,False,False,m
01.atv.19.11.2782,True,True,False,False,m
s00421-010-1745-7,True,True,True,False,y
hukin-2015-0095,True,True,False,True,m
j.amepre.2010.07.015,True,True,False,True,m
1471-2458-13-614,True,True,True,False,y
s00421-004-1193-3,True,False,False,False,m
bjsm.2003.005140,True,True,False,False,m
jci106404,True,False,False,True,m
s00421-001-0538-4,True,True,False,True,m
ijerph182111258,True,True,False,False,m
s00421-006-0391-6,True,False,False,True,m
01.cir.70.3.357,True,True,False,False,m
japplphysiol.00832.2015,True,True,True,False,y
bf00198961,False,False,False,False,n
ijsnem.13.4.407,False,False,False,False,n
s41598-018-25452-2,True,False,False,False,m
fphys.2018.01523,True,True,True,True,y
bf00239871,True,False,False,False,m
jeb.01758,True,True,False,False,m
bf00625063,True,False,True,False,y
s00421-002-0582-8,True,True,False,False,m
ajpheart.00474.2016,True,True,True,False,y
s00421-010-1681-6,True,True,True,False,y
bjsm.15.3.182,True,True,False,True,m
bf00572183,True,True,False,False,m
s00421-005-1348-x,True,True,False,False,m
h05-119,True,True,False,False,m
apha.13216,True,True,False,False,m
jbc.m112.412130,True,False,False,False,m
circheartfailure.108.798611,True,True,True,False,y
j.bone.2017.08.019,True,True,True,False,y
s00421-008-0736-4,True,False,False,False,m
ijspp.2016-0376,True,True,False,False,m
s004240050539,True,False,False,False,m
ptj.20060374,True,False,False,False,m
ijerph182111099,True,True,False,True,m
jbc.m609802200,True,False,False,False,m
bmjsem-2017-000302,True,True,True,False,y
journal.pone.0211550,True,True,True,False,y
bjsm.37.5.441,True,True,False,False,m
s00421-018-4042-5,True,True,True,False,y
journal.pone.0084901,True,True,False,False,m
fphys.2020.617041,True,False,True,False,y
japplphysiol.00122.2020,True,False,False,False,m
ani9090607,True,False,False,True,m
mss.0000000000000657,True,False,False,True,m
fphys.2016.00636,True,False,False,False,m
nu12123826,True,True,False,True,m
fphys.2021.780755,True,True,True,False,y
thx.54.3.213,True,True,True,True,y
bjsm.19.4.217,True,True,False,True,m
bjsm.21.4.163,True,True,False,True,m
s00421-010-1747-5,True,False,False,False,m
s00421-005-0090-8,True,False,False,False,m
metabo9070137,True,True,True,False,y
001401399185649,True,False,False,False,m
s00421-019-04175-w,True,True,False,True,m
jsc.0000000000002569,True,True,False,False,m
s12970-021-00454-0,True,True,False,False,m
fnagi.2020.586286,True,True,False,False,m
bf00636221,True,False,False,False,m
jbc.m115.691741,True,False,False,False,m
s004210050138,True,False,False,False,m
bf02425488,False,False,False,False,n
archrheumatol.2020.7548,True,False,False,False,m
journal.pone.0231643,True,False,True,True,y
mss.0000000000002915,True,True,False,False,m
20755279.2018.0407,True,True,False,False,m
jcj.60.876,False,False,False,False,n
japplphysiol.00797.2019,True,True,False,False,m
circimaging.120.011823,True,True,False,False,m
jbc.m111.292029,True,False,False,False,m
bjsm.34.3.168,True,True,False,False,m
ep085040,True,False,True,False,y
s004210050676,False,False,False,False,n
j.jsams.2019.10.012,True,True,False,True,m
s00421-011-2055-4,True,False,True,False,y
arm.2015.39.1.91,True,True,False,False,m
2047487318817899,True,False,False,False,m
japplphysiol.00249.2016,True,True,True,True,y
fspor.2019.00070,True,True,True,False,y
s00125-009-1579-1,True,False,False,False,m
ijerph19084770,True,False,True,False,y
s10654-006-9038-5,True,True,False,False,m
psyd.2017.459,True,True,False,False,m
s41598-020-64395-5,True,False,True,False,y
ijspp.2016-0202,True,True,True,False,y
1414-431x20154692,True,True,True,True,y
japplphysiol.00853.2006,True,True,False,True,m
01.cir.81.5.1550,True,True,False,False,m
1471-2458-11-671,True,True,False,True,m
j.parkreldis.2016.06.023,True,False,False,False,m
s00421-018-4044-3,True,True,True,True,y
ajpregu.2000.279.5.r1634,True,False,False,True,m
japplphysiol.00722.2017,True,True,True,False,y
journal.pone.0195944,True,True,True,True,y
16501977-0572,True,False,True,False,y
s00421-017-3706-x,True,True,False,True,m
fphys.2021.652029,True,True,True,False,y
thx.2009.120857,True,False,True,False,y
s-0030-1265175,True,False,True,False,y
japplphysiol.00454.2018,True,True,True,True,y
j.appet.2015.02.019,True,True,False,False,m
j.athoracsur.2017.09.037,True,True,False,True,m
japa.21.3.335,True,True,True,True,y
mss.0000000000000723,True,False,False,False,m
s00421-011-1965-5,True,True,True,False,y
npt.0000000000000095,True,False,True,False,y
1742-4682-9-29,True,False,True,True,y
1940-6207.capr-12-0416,True,True,False,False,m
ijspp.2015-0292,True,False,True,False,y
j.chest.2020.08.2082,True,True,False,False,m
s00421-009-1213-4,True,True,False,True,m
s40279-016-0521-1,True,True,True,True,y
mss.0000000000001429,True,True,False,True,m
hrt.59.2.212,True,True,False,True,m
jci106772,True,False,False,True,m
01.hyp.38.2.222,True,False,False,False,m
j.rmed.2007.10.020,True,True,True,False,y
s40798-021-00402-x,True,False,False,False,m
s11307-007-0118-z,True,False,False,False,m
bf00588417,True,True,True,False,y
chest.127.2.495,True,True,True,False,y
apnm-2016-0098,True,True,False,False,m
mss.0000000000000910,True,True,True,False,y
japplphysiol.01072.2005,True,True,True,False,y
bf02396579,True,True,True,False,y
japplphysiol.01459.2010,True,True,False,False,m
02640414.2011.562232,True,True,True,True,y
s00421-010-1418-6,False,False,False,False,n
j.1600-6143.2012.04221.x,True,True,False,False,m
bf00626608,True,False,False,False,m
00007256-198805010-00005,True,True,False,False,m
jjap.42.4480,True,False,False,False,m
strokeaha.113.002589,True,True,False,False,m
j.amjhyper.2007.02.014,True,False,False,False,m
journal.pone.0134813,True,True,False,True,m
s00421-011-2040-y,True,False,False,False,m
09031936.00094006,True,False,True,False,y
sports7080195,True,True,True,False,y
bf00868142,True,True,True,True,y
s00421-018-4046-1,True,False,True,True,y
bf00867926,True,True,False,True,m
bjsm.2006.027680,True,True,True,False,y
s0100-879x1998000500016,True,False,False,False,m
s00726-006-0399-6,True,False,True,False,y
fphys.2017.00133,True,True,True,True,y
jcm9020562,True,True,True,True,y
ajpheart.00379.2017,True,True,False,False,m
journal.pone.0209069,True,False,False,False,m
aphysiol.88.2001.3-4.7,True,True,False,False,m
s00421-004-1188-0,True,False,True,False,y
circj.69.471,True,True,True,False,y
s004210100486,True,False,True,False,y
fphys.2020.613151,True,True,True,False,y
bf00429030,True,False,False,False,m
s00421-002-0599-z,True,False,False,False,m
thx.43.9.708,True,False,False,False,m
apnm-2017-0265,True,True,False,True,m
s0066-782x2010005000007,True,True,True,True,y
bf02527670,True,False,False,False,m
bf02844004,False,False,False,False,n
cl.2015.16.3.219,True,False,False,False,m
s12883-018-1044-1,True,False,True,False,y
bjn19940086,True,False,False,False,m
s13063-018-2980-1,True,False,True,False,y
htr.0000000000000062,True,True,False,False,m
fendo.2020.531926,False,False,False,False,n
jbc.m113.450353,True,False,False,False,m
01.hjr.0000188243.46664.4c,True,False,True,True,y
s0100-879x2004000300019,True,True,False,False,m
bf00636625,True,True,False,False,m
1743-7075-3-1,True,True,False,True,m
jcem.75.1.1619005,True,True,True,False,y
ijspp.2020-0910,True,True,True,False,y
jci106564,True,False,False,False,m
ijspp.2015-0709,True,True,True,False,y
ijspp.2020-0904,True,True,False,False,m
journal.pone.0124180,True,False,True,False,y
s00421-010-1706-1,True,False,False,False,m
mss.0b013e318294b225,True,True,False,False,m
jsc.0000000000001464,True,True,False,False,m
s00421-010-1733-y,True,False,False,False,m
sc.1977.25,True,False,False,False,m
s004210050528,True,False,True,False,y
advan.00006.2021,True,True,False,True,m
s004210050500,True,True,True,True,y
mss.0b013e3181ad7f17,True,False,False,False,m
nu10020149,True,True,False,False,m
s004210100445,True,False,False,True,m
jbc.m115.636878,True,False,False,False,m
01.cir.85.5.1713,True,False,False,False,m
s004210050272,True,True,False,True,m
j.jvs.2009.09.053,True,True,False,False,m
jsc.0000000000001458,True,True,True,False,y
bf00388300,True,True,False,False,m
j.jand.2020.07.020,True,True,False,False,m
bf00580261,True,False,False,False,m
s00421-010-1499-2,True,True,True,False,y
jc.86.4.1638,True,False,True,True,y
1756-6649-13-5,True,False,True,True,y
s00421-006-0266-x,True,False,False,False,m
sc.1992.94,True,True,True,False,y
s00484-012-0586-y,True,True,False,False,m
s00421-011-2007-z,True,False,True,False,y
01.cir.89.5.2062,True,True,True,False,y
s00421-003-0976-2,True,True,True,False,y
s004210100450,True,True,True,True,y
s004210050501,True,False,True,True,y
journal.pone.0117563,True,True,True,True,y
hcr.0000000000000039,True,True,False,False,m
jpa.22.195,True,True,True,False,y
sj.sc.3101989,True,True,True,False,y
s11325-010-0445-1,True,False,False,False,m
j.1399-3003.2000.16b14.x,True,True,False,False,m
00003495-200767030-00005,True,False,False,False,m
jc.2017-00923,True,False,True,False,y
bjsm.31.1.48,True,True,False,True,m
bf02338293,True,False,False,False,m
pmic.200401356,True,False,False,True,m
jci110313,True,False,False,False,m
s13102-022-00412-6,True,True,False,False,m
ijgm.s81938,True,True,False,True,m
bf00636624,True,False,True,False,y
journal.pone.0073967,True,True,True,False,y
bf02332966,True,True,True,True,y
strokeaha.107.490391,True,False,False,False,m
s00421-010-1720-3,True,False,False,False,m
mpd.2003.83,True,True,True,True,y
14651858.cd012678.pub2,True,True,False,False,m
fphys.2016.00233,True,True,False,False,m
17461391.2021.1931463,True,False,True,False,y
bf00715002,True,True,True,False,y
nejmc1900771,True,False,False,False,m
jrrd.2006.08.0103,True,True,False,False,m
bf00422164,True,False,False,False,m
hrt.65.1.25,True,True,True,True,y
s00421-004-1168-4,True,False,False,False,m
s10926-009-9180-5,True,True,True,True,y
s00421-009-1326-9,True,True,False,False,m
s00421-008-0797-4,True,True,False,False,m
sc.1986.36,True,False,False,False,m
bf01552966,True,True,False,False,m
japplphysiol.00176.2018,True,True,True,False,y
bf00609403,True,True,False,False,m
milmed-d-09-00088,True,True,False,False,m
j.ebiom.2019.07.059,True,False,False,False,m
hukin-2014-0123,True,True,False,False,m
fphys.2017.00640,True,False,True,True,y
s00421-020-04518-y,True,True,True,False,y
bf00421451,True,True,True,False,y
ijspp.2017-0015,True,True,True,False,y
hrt.81.5.512,True,True,True,False,y
s00421-011-1885-4,True,False,False,False,m
1414-431x20199391,True,True,True,True,y
j.jsams.2017.10.036,True,True,False,True,m
s00421-017-3767-x,True,True,True,False,y
00140138208925074,True,True,False,False,m
s00395-014-0413-1,True,False,False,False,m
fendo.2021.740703,True,True,False,False,m
s00421-011-2030-0,True,False,False,False,m
bf03018946,True,False,False,False,m
s00421-006-0330-6,True,True,True,False,y
ijerph18147573,False,False,False,False,n
s00421-021-04841-y,True,True,False,False,m
s00421-006-0375-6,True,True,False,True,m
bjsm.2004.012260,True,True,False,False,m
journal.pone.0017007,True,False,True,False,y
thx.42.2.136,True,False,True,True,y
journal.pone.0145741,True,False,False,False,m
jeb.088914,True,False,False,True,m
journal.pone.0045755,True,True,False,True,m
mss.0000000000000939,True,True,False,False,m
ijerph17113943,True,True,True,False,y
jsc.0000000000001667,True,True,False,True,m
bf00398338,True,False,False,False,m
journal.pone.0092031,True,True,False,True,m
s-0030-1268487,True,False,True,False,y
s00421-010-1767-1,True,True,True,False,y
s12630-017-0862-8,True,True,True,False,y
jrrd.2006.10.0130,True,True,False,True,m
00004872-199917121-00030,True,False,False,False,m
00007256-200737040-00015,True,False,False,False,m
abc.20190050,True,True,False,False,m
bf02425502,False,False,False,False,n
japplphysiol.00930.2017,True,True,True,False,y
j.physbeh.2018.06.026,True,True,True,False,y
pbc.28687,True,True,False,False,m
biom10101394,True,False,False,False,m
s00300-007-0361-4,True,False,False,False,m
s00421-008-0684-z,True,True,True,False,y
jappl.2000.88.2.730,True,True,True,False,y
apnm-2016-0072,True,True,False,False,m
bpb.32.468,True,False,False,True,m
s00421-011-1985-1,True,True,True,False,y
fphys.2020.571221,True,True,True,False,y
s00246-008-9358-1,True,False,False,False,m
jhse.2011.62.21,True,True,False,True,m
jpa2.26.437,True,True,False,False,m
journal.pone.0111489,True,True,False,False,m
bf02332219,True,False,False,False,m
journal.pone.0264910,True,True,True,True,y
s12574-018-0382-8,True,True,False,False,m
antiox11040651,True,True,False,False,m
circresaha.109.205310,True,False,False,False,m
bf00877117,True,False,False,False,m
s00520-019-05094-4,True,True,True,False,y
01.hyp.19.2.183,True,True,True,False,y
fphys.2020.00979,True,True,True,True,y
13993003.00023-2016,True,True,True,True,y
s40618-015-0411-7,True,True,False,True,m
s00221-018-5230-6,False,False,False,False,n
s00421-008-0826-3,True,True,True,True,y
1471-2261-13-36,True,True,True,True,y
milmed-d-12-00369,True,True,True,True,y
sj.sc.3101341,True,False,True,False,y
bf00636220,True,False,False,False,m
ptj.20110137,True,True,False,True,m
ijspp.2018-0949,True,True,True,False,y
jappl.2001.90.5.1700,True,False,True,True,y
fphys.2017.00293,True,False,True,False,y
circulationaha.105.606624,True,True,False,False,m
bf03324197,False,False,False,False,n
fmed.2019.00236,True,True,True,False,y
s41598-018-24976-x,True,True,False,False,m
s00246-012-0216-9,True,True,False,False,m
2045772313y.0000000183,True,False,False,False,m
bf00423118,True,False,False,False,m
hrt.2004.051961,True,True,True,False,y
sc.1994.36,True,True,False,False,m
s00421-015-3143-7,True,True,True,True,y
s0066-782x2011005000001,True,True,False,False,m
bf01427057,True,False,True,False,y
bf00377706,True,False,False,False,m
s13105-010-0052-4,True,True,False,False,m
ijerph19020762,True,False,False,False,m
s00421-006-0229-2,True,True,False,False,m
s0066-782x2007000100013,True,False,False,True,m
s00421-006-0135-7,True,False,False,False,m
s002469900337,False,False,False,False,n
bjsm.28.3.171,True,True,True,True,y
journal.pone.0171553,True,True,False,True,m
s00421-018-3950-8,True,False,False,False,m
02640414.2017.1343956,True,True,True,False,y
s00421-018-3965-1,True,True,False,False,m
01.hyp.34.3.508,True,False,False,False,m
ijerph17165962,True,True,True,True,y
ajpheart.1997.273.4.h1949,True,False,False,False,m
s0066-782x2002001200004,True,True,False,True,m
s00421-007-0405-z,True,True,True,False,y
a-1023-4280,True,True,True,True,y
s40618-021-01659-5,True,True,True,True,y
journal.pone.0081850,True,True,True,False,y
jsc.0000000000001908,True,True,True,False,y
2060.2020.00031,True,True,True,False,y
01.mss.0000142409.70181.9d,True,True,False,False,m
milmed.172.8.882,True,False,True,False,y
1758-5996-1-8,True,True,False,False,m
1743-0003-11-54,True,True,True,True,y
s00421-010-1512-9,True,False,False,False,m
1550-2783-11-16,True,True,True,True,y
j.aquaculture.2016.05.015,True,False,False,True,m
s004210050307,True,False,True,False,y
apha.13217,True,True,False,False,m
bf00863406,True,False,False,False,m
sms.12881,True,True,False,False,m
jhse.2017.122.15,True,True,False,False,m
jaha.119.012876,True,True,False,False,m
ajpregu.00425.2017,True,True,False,False,m
ajpendo.2000.278.2.e244,True,True,False,True,m
bf00239870,False,False,False,False,n
bf00235092,True,True,True,False,y
1414-431x20154532,True,True,True,False,y
s00421-004-1180-8,True,False,True,False,y
milmed-d-12-00143,True,True,False,False,m
jir.2013.0031,True,True,False,False,m
s00210-010-0548-z,False,False,False,False,n
ijspp.2013-0341,True,True,True,False,y
journal.pone.0173807,True,False,True,False,y
j.jvs.2011.12.060,True,False,False,False,m
s00421-021-04738-w,True,False,True,False,y
10790268.2015.1117192,True,True,False,False,m
jci64526,True,True,False,False,m
bf01045814,True,True,True,True,y
s00394-015-0838-9,True,False,False,False,m
s00421-006-0137-5,True,True,True,True,y
s00421-005-1325-4,True,False,False,False,m
nu6072493,True,True,False,False,m
journal.pone.0249504,True,True,True,False,y
j.cbpa.2019.01.025,True,False,False,True,m
jmir.7862,True,False,False,True,m
journal.pone.0212500,True,False,False,False,m
s004210000295,True,True,True,False,y
bf00571448,True,False,False,False,m
bf00421519,False,False,False,False,n
01.str.8.3.331,True,False,False,False,m
s00421-007-0497-5,True,True,False,True,m
bf00238575,False,False,False,False,n
01.cir.84.4.1597,True,True,False,False,m
s11302-021-09797-4,True,False,False,False,m
s00383-012-3187-2,False,False,False,False,n
1479-5868-10-79,True,True,False,True,m
mss.0000000000001004,True,True,True,False,y
j.amjcard.2014.03.012,True,True,False,False,m
s0066-782x2003000500005,True,True,False,True,m
bf00421531,True,True,True,False,y
s00726-014-1721-3,True,False,False,False,m
j.resp.2010.09.011,True,False,True,True,y
psm.2010.12.1833,True,True,True,True,y
s00467-011-2054-z,False,False,False,False,n
02640414.2017.1349923,True,False,True,False,y
japplphysiol.00472.2017,True,True,True,True,y
ppul.20332,True,True,True,False,y
s0007114513003619,True,False,True,False,y
s00421-017-3613-1,True,True,False,False,m
jcm10184075,True,True,True,True,y
s00415-017-8497-9,True,True,False,False,m
s00424-009-0673-z,True,True,False,False,m
09638288.2019.1625978,True,True,True,False,y
mss.0b013e318232cf77,True,False,True,True,y
s00421-017-3656-3,True,True,False,False,m
s004210050488,True,False,False,False,m
bf02343794,True,False,False,False,m
fphys.2022.869534,True,True,False,False,m
journal.pone.0223907,True,False,True,True,y
j.mito.2011.05.009,True,True,True,False,y
s00421-009-1168-5,False,False,False,False,n
s00421-012-2497-3,True,False,True,False,y
s00421-004-1272-5,True,False,False,False,m
sj.ijo.0803003,True,False,False,False,m
dc12-1161,True,True,True,False,y
fspor.2021.667564,True,False,True,False,y
ijsnem.2017-0250,True,True,False,False,m
jsc.0000000000003489,True,True,False,True,m
jb.184.3.746-753.2002,True,False,False,False,m
s0103-50532007000600021,True,False,False,False,m
sms.12854,True,True,True,False,y
s00726-009-0343-7,True,False,False,False,m
milmed.172.6.592,True,False,False,False,m
juoeh.29.149,True,True,True,False,y
sms.12101,True,True,False,False,m
jhse.2019.144.16,True,True,True,False,y
apnm-2015-0355,True,True,True,False,y
journal.pone.0237027,True,False,False,False,m
jc.84.7.2303,True,False,False,False,m
s00421-019-04132-7,True,True,False,True,m
fphys.2017.00939,True,False,False,False,m
journal.pone.0217491,True,True,False,False,m
sms.12673,True,False,True,False,y
13993003.01307-2015,True,True,True,True,y
bf00585246,True,False,False,False,m
ijerph18042025,True,True,False,False,m
bf00717950,True,False,False,False,m
s00421-009-1051-4,True,False,True,False,y
01.cir.0000021120.90970.b9,True,False,False,False,m
bf02067117,False,False,False,False,n
fphys.2021.647976,True,False,True,True,y
journal.pone.0099238,True,True,False,False,m
hrt.79.3.289,True,False,True,False,y
milmed-d-09-00101,True,False,False,False,m
a-1373-5770,True,False,True,True,y
fphys.2021.712787,True,True,False,False,m
14651858.cd011197.pub2,True,True,False,True,m
s004210050477,True,True,True,True,y
s004210000240,True,True,False,False,m
fphys.2021.737249,True,True,False,True,m
jhse.2017.122.03,True,True,False,True,m
s0022-4707.18.07952-5,True,True,True,False,y
chest.111.2.474,True,True,True,True,y
s-2000-3832,True,False,False,False,m
1471-2407-9-210,True,False,False,False,m
s00421-010-1544-1,True,False,False,False,m
mss.0000000000001204,True,True,False,True,m
1475-2840-6-38,True,True,False,True,m
s00421-002-0713-2,True,False,True,False,y
j.mayocp.2021.08.020,True,False,False,True,m
jnnp.37.11.1236,True,False,True,False,y
jc.2004-1209,True,True,True,False,y
jappl.1997.82.3.835,True,True,True,False,y
jrrd.2007.09.0153,True,False,False,False,m
bf00634384,False,False,False,False,n
s00421-014-2891-0,True,True,False,False,m
jpa2.26.541,True,False,True,False,y
s40814-022-00997-2,True,True,False,False,m
bjsm.30.2.116,True,True,False,False,m
s003940070019,True,False,True,False,y
adc.61.4.388,True,True,False,False,m
02640414.2019.1612505,True,True,True,True,y
s00421-014-2955-1,True,True,False,False,m
bf01427055,True,True,True,False,y
circresaha.120.316443,True,False,False,False,m
ajpheart.00304.2016,True,True,True,False,y
ajhp.07053050,True,True,True,False,y
s00421-009-1276-2,True,True,True,True,y
s00246-021-02649-3,True,False,False,False,m
s11357-011-9258-9,True,True,False,False,m
bf02386184,True,False,False,False,m
s12885-019-5887-7,True,True,False,True,m
bmj.2.5548.333,False,False,False,False,n
bmt.2016.73,True,True,False,False,m
mss.0000000000000132,True,False,True,False,y
adc.46.248.490,True,False,False,False,m
a-1255-3161,True,True,False,False,m
s00421-021-04759-5,True,True,True,True,y
ptj.20150277,True,True,False,True,m
01.cir.102.13.1591,True,False,False,True,m
s00424-005-1516-1,True,True,True,False,y
j.resp.2015.11.004,True,False,True,False,y
s40101-017-0141-y,True,False,False,False,m
000355800,True,True,False,True,m
j.cardiores.2005.03.010,True,False,False,False,m
15459624.2013.792681,True,True,False,True,m
bjsm.24.2.99,True,True,False,False,m
bjsm.2006.027250,True,True,True,False,y
jrrd.2007.02.0024,True,True,False,False,m
s41598-020-68455-8,True,True,False,True,m
bf02556303,True,False,False,False,m
07315724.2019.1601601,True,True,True,False,y
fphys.2019.00701,True,True,False,False,m
j.appet.2012.10.018,True,True,True,False,y
09031936.98.12040785,True,True,True,True,y
fimmu.2021.806400,True,True,True,False,y
jappl.2000.89.4.1522,True,False,False,False,m
s00421-002-0580-x,True,False,False,True,m
ijerph110909082,True,True,False,False,m
biomedica.4451,True,True,False,False,m
fphys.2019.01379,True,True,True,False,y
s1807-59322008000600003,True,False,True,True,y
1471-2431-13-47,True,True,False,False,m
jeb.029074,True,False,False,True,m
s00421-003-0863-x,True,False,False,False,m
j.metabol.2016.07.004,True,True,True,False,y
journal.pone.0113471,True,False,False,False,m
2047487319894676,True,True,False,True,m
bf00392039,True,True,False,True,m
s0100-879x2007000200006,True,True,False,True,m
bf02253829,True,False,False,False,m
ijsnem.2020-0177,True,False,False,False,m
1351000214y.0000000105,True,False,False,False,m
j.biopsycho.2010.06.001,True,False,True,False,y
ajpp11.848,True,True,False,False,m
s00421-021-04675-8,True,True,False,False,m
mss.0000000000001416,True,True,False,False,m
sms.13814,True,False,False,False,m
s00408-017-0043-0,True,False,False,False,m
s12970-020-00392-3,True,True,True,True,y
bf00421645,True,False,False,False,m
s12890-016-0180-x,True,False,False,False,m
ijerph19010099,True,True,True,False,y
j.healun.2016.06.020,True,True,True,False,y
hcr.0b013e31825828f4,True,True,False,False,m
sj.sc.3100698,True,False,False,False,m
ajpheart.00592.2017,True,True,True,True,y
bf00002519,True,True,False,False,m
fimmu.2021.733101,True,False,True,False,y
ajpregu.00318.2020,True,True,True,False,y
01.res.14.4.364,True,False,False,False,m
bf02425500,True,True,True,False,y
jaha.121.022336,True,True,False,False,m
s00467-007-0458-6,False,False,False,False,n
mss.0b013e31821240bb,True,True,True,False,y
s40798-021-00342-6,True,True,True,True,y
ihj.47.441,True,True,True,False,y
oxfordjournals.eurheartj.a015000,True,True,False,False,m
circulationaha.118.037550,True,False,False,False,m
s00421-019-04292-6,True,False,False,False,m
apnm-2015-0023,True,True,False,True,m
s11332-020-00703-w,False,False,False,False,n
s-0042-106296,True,True,False,False,m
fphys.2017.00483,True,True,False,False,m
apha.12241,True,True,False,False,m
s00421-002-0778-y,True,True,True,False,y
1550-2783-9-37,True,True,True,False,y
fpubh.2021.671782,True,True,False,True,m
jci106771,True,False,True,True,y
brainsci10080493,True,False,True,True,y
nu11030500,True,True,False,False,m
j.1751-7133.2010.00187.x,True,True,True,False,y
ijerph17249361,True,False,True,False,y
s00421-021-04874-3,True,True,True,False,y
japplphysiol.00883.2012,True,True,True,False,y
j.ejcts.2004.05.009,True,True,False,True,m
s00421-009-1036-3,True,True,True,False,y
