pmcid,pmid,doi
PMC7589610,33096792,10.3390/ijerph17207689
PMC7244286,32265214,10.1136/bcr-2020-234560
PMC7590016,33086469,10.3390/ijerph17207579
PMC7437074,32811426,10.1186/s12872-020-01661-4
PMC7546976,32173766,10.1007/s00520-020-05407-y
PMC7023889,32061183,10.14814/phy2.14355
PMC7144488,31883278,10.1002/clc.23324
PMC7109581,32258106,10.1155/2020/2073803
PMC7559843,32916939,10.3390/ijerph17186563
PMC7579509,33022918,10.3390/ijerph17197233
PMC7665825,33186393,10.1371/journal.pone.0242439
PMC7395998,32774188,10.1155/2020/8263923
PMC7053345,32132869,10.7150/ijms.39436
PMC7067548,31858120,10.1210/clinem/dgz286
PMC6971325,31960629,10.14814/phy2.14342
PMC7662379,33143006,10.3390/ijerph17217979
PMC7230399,32316168,10.3390/medicina56040184
PMC7231033,32235518,10.3390/nu12040955
PMC7579477,33020411,10.3390/ijerph17197257
PMC7579306,33023128,10.3390/ijerph17197215
PMC7071243,32046330,10.3390/nu12020434
PMC7429434,32874113,
PMC7429427,32874109,
PMC7429439,32874103,
PMC7429421,32874100,
PMC7429433,32874098,
PMC7650691,33050671,10.3390/ijerph17207400
PMC7549205,33040733,10.1186/s12968-020-00664-6
PMC7544064,33031457,10.1371/journal.pone.0240099
PMC7503988,32878259,10.3390/ijerph17176352
PMC7146607,32143278,10.3390/nu12030688
PMC7146300,32121011,10.3390/nu12030635
PMC7146389,32110986,10.3390/nu12030614
PMC6962549,31524826,10.1249/MSS.0000000000002153
PMC7468792,32401629,10.1152/ajpregu.00049.2020
PMC8519637,32462882,10.1259/bjr.20200067
PMC7052578,31794263,10.1152/ajpendo.00370.2019
PMC6971491,31740442,10.2337/db19-0379
PMC8515831,31524783,10.1519/JSC.0000000000003268
PMC7538888,33024098,10.1038/s41467-020-18737-6
PMC7509256,32697652,10.1152/ajpregu.00126.2020
PMC7387166,32081480,10.1016/j.jvs.2019.09.057
PMC7299756,32028458,10.1249/MSS.0000000000002273
PMC7423319,32785289,10.1371/journal.pone.0237310
PMC7576408,33079154,10.1001/jama.2020.16641
PMC7156678,32286408,10.1038/s41598-020-63297-w
PMC7191491,32142355,10.1152/ajpheart.00668.2019
PMC7103502,31778659,10.1016/j.apmr.2019.10.187
PMC7062717,32152432,10.1038/s41598-020-61199-5
PMC7418989,32780739,10.1371/journal.pone.0237010
PMC7034367,31592978,10.1249/MSS.0000000000002182
PMC7000674,32020007,10.1038/s41598-020-58791-0
PMC7039034,32132832,
PMC7052603,31850819,10.1152/ajpregu.00291.2019
PMC7038571,31545103,10.1089/g4h.2019.0001
PMC6992743,32001789,10.1038/s41598-020-58492-8
PMC6981178,31980663,10.1038/s41598-020-57610-w
PMC6972947,31965015,10.1038/s41598-020-57842-w
PMC7360193,32664120,10.1097/MD.0000000000021058
PMC7220790,32243378,10.1097/MD.0000000000019586
PMC7242220,32444152,10.1016/j.jshs.2019.11.005
PMC7242219,32444150,10.1016/j.jshs.2019.07.011
PMC6904832,31765888,10.1016/j.redox.2019.101375
PMC7027737,31755166,10.1111/sms.13603
PMC6820047,31657854,10.1001/jamasurg.2019.4702
PMC7662944,33153145,10.3390/ijerph17218110
PMC7508371,32960920,10.1371/journal.pone.0239463
PMC7559729,32933179,10.3390/ijerph17186668
PMC7485839,32915796,10.1371/journal.pone.0238051
PMC7473550,32886730,10.1371/journal.pone.0238863
PMC7503876,32872251,10.3390/ijerph17176273
PMC7504314,32867179,10.3390/ijerph17176226
PMC7459626,32824531,10.3390/ijerph17165962
PMC7460261,32781767,10.3390/ijerph17165698
PMC7432348,32748826,10.3390/ijerph17155576
PMC7398532,32745112,10.1371/journal.pone.0237027
PMC7400084,32698542,10.3390/ijerph17145239
PMC7399937,32679757,10.3390/ijerph17145103
PMC7363089,32667941,10.1371/journal.pone.0236102
PMC7359009,32660566,10.1186/s12970-020-00366-5
PMC7369806,32640602,10.3390/ijerph17134860
PMC7369883,32635515,10.3390/ijerph17134825
PMC7369748,32635507,10.3390/ijerph17134824
PMC7370133,32635352,10.3390/ijerph17134807
PMC7337348,32628697,10.1371/journal.pone.0235567
PMC7369875,32605106,10.3390/ijerph17134636
PMC7325539,32597335,10.1177/1745506520932372
PMC7344824,32545655,10.3390/ijerph17124215
PMC7289625,32526771,10.1371/journal.pone.0234507
PMC7268479,32493387,10.1186/s12970-020-00357-6
PMC7312918,32485945,10.3390/ijerph17113865
PMC7277742,32456306,10.3390/ijerph17103699
PMC7277239,32456166,10.3390/ijerph17103681
PMC7217474,32396576,10.1371/journal.pone.0226313
PMC7497450,32388667,10.1007/s00246-020-02359-2
PMC7246952,32375328,10.3390/ijerph17093190
PMC7215886,32331459,10.3390/ijerph17082904
PMC7168960,32307012,10.1186/s12970-020-00351-y
PMC7108817,32267367,10.31744/einstein_journal/2020AO5256
PMC7112189,32236147,10.1371/journal.pone.0230917
PMC7143158,32188027,10.3390/ijerph17061934
PMC7084503,32182731,10.3390/ijerph17051761
PMC7069417,32163443,10.1371/journal.pone.0229466
PMC7039021,32132847,
PMC7039031,32132838,
PMC7012425,32045442,10.1371/journal.pone.0228739
PMC7036826,32041178,10.3390/ijms21031074
PMC7037622,32041164,10.3390/ijerph17031026
PMC7037344,32019079,10.3390/ijerph17030861
PMC7037878,31991632,10.3390/ijerph17030756
PMC6971972,31959202,10.1186/s12970-020-0337-0
PMC7019716,31936727,10.3390/nu12010193
PMC6989571,31925520,10.1007/s00421-020-04300-0
PMC6953153,31918720,10.1186/s12970-020-0335-2
PMC6950791,31914965,10.1186/s12889-019-8067-4
PMC6989574,31820103,10.1007/s00421-019-04275-7
PMC6969867,31776696,10.1007/s00421-019-04266-8
PMC6969865,31768621,10.1007/s00421-019-04269-5
PMC7501596,31445826,10.1016/j.jvs.2019.04.493
PMC7351960,31375458,10.1016/j.bjpt.2019.07.002
PMC7285788,30792258,10.1136/bjsports-2018-099422
PMC6675650,31192458,10.1113/JP277725
PMC8030525,31638321,10.1111/jch.13717
PMC6511083,30850441,10.1212/WNL.0000000000007265
PMC6953420,31808555,10.1002/14651858.CD003907.pub5
PMC6771883,31116453,10.1111/sms.13460
PMC8480317,30489496,10.1249/MSS.0000000000001854
PMC6732434,31246558,10.1152/japplphysiol.00056.2019
PMC6743747,31548792,10.1310/sci19-00042
PMC6396106,30821348,10.1002/14651858.CD012120.pub2
PMC8086649,29745970,10.5603/CJ.a2018.0052
PMC7970242,31107182,10.1080/15459624.2019.1612523
PMC6462518,30755479,10.1074/jbc.RA118.005200
PMC6368458,30658095,10.1016/j.resp.2019.01.007
PMC6504339,31045769,10.1097/MD.0000000000015317
PMC6934878,31883232,10.14814/phy2.14325
PMC6934874,31883220,10.14814/phy2.14304
PMC6928244,31872558,10.14814/phy2.14313
PMC6895242,31804565,10.1038/s41598-019-54912-6
PMC6884453,31784505,10.1038/s12276-019-0350-z
PMC6854110,31724342,10.14814/phy2.14283
PMC6851604,31711299,10.1177/1479973119887965
PMC6989300,31696666,10.1002/ehf2.12520
PMC6802839,31634371,10.1371/journal.pone.0224092
PMC7003737,31602790,10.1111/chd.12850
PMC6818024,31597504,10.1161/JAHA.119.012876
PMC6739376,31511525,10.1038/s41467-019-12124-6
PMC6700067,31427654,10.1038/s41598-019-48518-1
PMC6759892,31409206,10.1161/JAHA.119.013049
PMC6796805,31353834,10.14814/phy2.14178
PMC6620279,31292471,10.1038/s41598-019-45602-4
PMC6610221,31270967,10.14814/phy2.14164
PMC6606641,31266961,10.1038/s41598-019-44844-6
PMC6647242,31209572,10.1007/s00421-019-04175-w
PMC6676649,31184443,10.1002/ehf2.12457
PMC6647177,31177324,10.1007/s00421-019-04169-8
PMC6509339,31073188,10.1038/s41598-019-43628-2
PMC6512107,31041880,10.1161/JAHA.119.012008
PMC6553905,30994097,10.4269/ajtmh.18-0922
PMC6594000,30919515,10.1113/EP087648
PMC6850752,30667568,10.1111/sms.13377
PMC6336290,30653856,10.14814/phy2.13982
PMC6394694,30627827,10.1007/s00421-019-04071-3
PMC6394657,30580384,10.1007/s00421-018-4055-0
PMC6311442,29961351,10.1080/09638288.2018.1483432
PMC7039775,31828745,10.28920/dhm49.4.266-275
PMC6647095,31076890,10.1007/s00421-019-04158-x
PMC6907034,31844387,10.1310/sci2504-355
PMC6913985,31841537,10.1371/journal.pone.0226290
PMC6885272,31827687,10.1155/2019/6239058
PMC6873122,31827359,
PMC6873132,31827356,
PMC6873141,31827355,
PMC6873140,31827354,
PMC6873119,31827351,
PMC6873126,31827342,
PMC6903805,31826183,10.1590/1414-431X20199169
PMC6826965,31802880,10.2147/VHRM.S215795
PMC6876877,31765432,10.1371/journal.pone.0225803
PMC6837421,31697742,10.1371/journal.pone.0224948
PMC6901428,31691930,10.1007/s40279-019-01164-z
PMC6945245,31676389,10.1016/j.ebiom.2019.10.017
PMC6778904,31662969,10.1155/2019/1287506
PMC6893764,31661850,10.3390/nu11112592
PMC6862459,31653095,10.3390/ijerph16214104
PMC6858472,31628539,10.1007/s00421-019-04236-0
PMC6858397,31624950,10.1007/s00421-019-04241-3
PMC6843469,31623132,10.3390/ijerph16203934
PMC6962613,31622159,10.1152/japplphysiol.00567.2019
PMC6962629,31617749,10.1152/ajpregu.00164.2019
PMC6843695,31615052,10.3390/ijerph16203889
PMC7357372,31584766,10.7705/biomedica.4451
PMC6858469,31565754,10.1007/s00421-019-04237-z
PMC6910233,31563633,10.1016/j.ejpb.2019.09.023
PMC6838668,31562059,10.1016/S2213-2600(19)30243-7
PMC6835791,31557945,10.3390/nu11102289
PMC6962606,31556836,10.1152/japplphysiol.00223.2019
PMC6835892,31547503,10.3390/nu11102274
PMC6765940,31533224,10.3390/ijerph16183445
PMC6748428,31527865,10.1371/journal.pone.0218635
PMC6798744,31525168,10.1249/MSS.0000000000002028
PMC6763528,31512025,10.1007/s00421-019-04218-2
PMC6769305,31506049,10.1098/rsif.2019.0227
PMC6876590,31505515,10.1159/000501968
PMC6770460,31500139,10.3390/cells8091045
PMC6918899,31498142,10.3233/NRE-192792
PMC6731616,31492156,10.1186/s12984-019-0577-x
PMC6726133,31483798,10.1371/journal.pone.0216842
PMC6720022,31482976,10.1590/1414-431X20198402
PMC6708188,31443727,10.1186/s13063-019-3560-8
PMC6780837,31438456,10.3390/medicina55090508
PMC6705825,31437177,10.1371/journal.pone.0220826
PMC6683609,31427876,
PMC6683627,31427874,
PMC6683610,31427872,
PMC6683611,31427864,
PMC6718978,31405204,10.3390/ijerph16162869
PMC6695745,31374854,10.3390/s19153377
PMC6664210,31359633,10.14814/phy2.14194
PMC6658081,31344091,10.1371/journal.pone.0220192
PMC6656866,31342676,10.14814/phy2.14174
PMC6643127,31341406,10.7150/ijms.32413
PMC6657113,31340834,10.1186/s12968-019-0553-4
PMC6655643,31339909,10.1371/journal.pone.0219741
PMC6777898,31291418,10.5935/abc.20190116
PMC6680975,31284668,10.3390/medicina55070348
PMC6609389,31269938,10.1186/s12905-019-0779-1
PMC6610838,31269914,10.1186/s12885-019-5887-7
PMC6651475,31261980,10.3390/ijerph16132316
PMC6650926,31252529,10.3390/ijerph16132265
PMC6572810,31240246,10.1038/s42003-019-0461-z
PMC6591819,31234791,10.1186/s12883-019-1361-z
PMC6688943,31208276,10.1177/1545968319855028
PMC6567444,31196190,10.1186/s40779-019-0208-7
PMC6563963,31194748,10.1371/journal.pone.0217491
PMC6543994,31191102,
PMC6627914,31174360,10.3390/nu11061287
PMC6555510,31173596,10.1371/journal.pone.0217465
PMC6604239,31166116,10.1177/0363546519849920
PMC6544270,31150517,10.1371/journal.pone.0217825
PMC6541240,31141545,10.1371/journal.pone.0216918
PMC6537500,31131626,10.1177/1479973119843650
PMC6572528,31126123,10.3390/medicina55050196
PMC6572511,31117194,10.3390/ijerph16101799
PMC6528988,31112561,10.1371/journal.pone.0216824
PMC7028477,31107835,10.1249/MSS.0000000000002041
PMC6445628,31097857,10.5455/medarh.2019.73.32-34
PMC6684544,31093922,10.1007/s40279-019-01103-y
PMC6513770,31087541,10.14814/phy2.14061
PMC6505302,31064379,10.1186/s13063-019-3353-0
PMC6860366,31063607,10.1111/sms.13461
PMC6463570,31057965,10.1155/2019/1090982
PMC6570681,31028467,10.1007/s00421-019-04146-1
PMC6521174,31027191,10.3390/nu11040930
PMC6476476,31009464,10.1371/journal.pone.0209393
PMC6472067,30999897,10.1186/s12970-019-0287-6
PMC6472725,30998746,10.1371/journal.pone.0198914
PMC6479300,30978951,10.3390/ijerph16071296
PMC7315843,30970198,10.1056/NEJMc1900771
PMC6454717,30961626,10.1186/s12969-019-0316-7
PMC6452511,30961568,10.1186/s12887-019-1462-2
PMC6451242,30953522,10.1186/s12970-019-0284-9
PMC6521624,30934886,10.3390/nu11040732
PMC6874306,30932047,10.1038/s41562-018-0483-4
PMC7279118,30921110,10.1097/HJH.0000000000002002
PMC6398013,30911346,10.1155/2019/5134360
PMC6466299,30897697,10.3390/ijerph16061003
PMC6651308,30892544,10.1590/1984-0462/;2019;37;2;00016
PMC6422332,30883596,10.1371/journal.pone.0213676
PMC6478050,30869473,
PMC6413916,30861055,10.1371/journal.pone.0213674
PMC6413913,30861009,10.1371/journal.pone.0212199
PMC6407754,30849105,10.1371/journal.pone.0213158
PMC6472963,30848046,10.1002/pbc.27703
PMC6405062,30845249,10.1371/journal.pone.0213472
PMC6629513,30829963,10.1249/MSS.0000000000001969
PMC6396965,30822305,10.1371/journal.pone.0200228
PMC6470682,30818782,10.3390/nu11030500
PMC6386318,30794617,10.1371/journal.pone.0212500
PMC6386358,30794571,10.1371/journal.pone.0211550
PMC6386265,30794568,10.1371/journal.pone.0211902
PMC6384299,30793541,10.14814/phy2.13976
PMC6381309,30784213,10.14814/phy2.13993
PMC6369060,30740933,10.14814/phy2.13980
PMC6412949,30736383,10.3390/nu11020344
PMC6367161,30734533,10.14814/phy2.13963
PMC6439550,30725091,10.1001/jamacardio.2018.4847
PMC6590240,30714353,10.1111/aos.14043
PMC6360241,30714335,10.14814/phy2.13996
PMC6350957,30695080,10.1371/journal.pone.0210447
PMC6579648,30694974,10.1249/MSS.0000000000001911
PMC6333790,30675386,10.1038/s41394-018-0145-9
PMC6343867,30673725,10.1371/journal.pone.0210275
PMC6445826,30671905,10.1007/s40279-018-1033-y
PMC6338373,30657773,10.1371/journal.pone.0210651
PMC6337834,30654810,10.1186/s12966-019-0769-6
PMC6758719,30632946,10.1080/10790268.2018.1559494
PMC6328913,30632311,10.14814/phy2.13971
PMC6326491,30625200,10.1371/journal.pone.0209897
PMC6362382,30624536,10.1590/1984-0462/;2019;37;1;00017
PMC6411426,30612451,10.1161/CIRCULATIONAHA.118.037550
PMC6314583,30601819,10.1371/journal.pone.0208452
PMC6459295,30562058,10.1152/ajpendo.00302.2018
PMC6292344,30560698,10.1080/14756366.2018.1545768
PMC6435631,30506444,10.1007/s00420-018-1385-5
PMC6424665,30482589,10.1016/j.aott.2018.10.006
PMC6326838,30471435,10.1016/j.resp.2018.11.008
PMC6430595,30418963,10.1249/MSS.0000000000001840
PMC6416080,30414317,10.1111/apha.13217
PMC6317969,30385380,10.1016/j.metabol.2018.10.012
PMC6344248,30357514,10.1007/s00421-018-4018-5
PMC7379642,30351472,10.1111/sms.13328
PMC7379248,30341979,10.1111/sms.13324
PMC6300395,30247564,10.1093/jbcr/iry051
PMC6310457,30247432,10.1249/MSS.0000000000001773
PMC7380043,30222208,10.1111/sms.13301
PMC6827122,30117749,10.1177/0271678X18795426
PMC6445608,30102686,10.1519/JSC.0000000000002787
PMC6886518,30093163,10.1016/j.hrtlng.2018.07.007
PMC6487229,29989465,10.1123/ijsnem.2018-0024
PMC6580693,29982294,10.1093/gerona/gly159
PMC6534211,29517419,10.1080/10790268.2018.1443542
PMC6718936,29355464,10.1080/10790268.2017.1422890
PMC5967725,29795646,10.1371/journal.pone.0197776
PMC5907590,29588313,10.1161/JAHA.117.008072
PMC5980789,29394491,10.1139/apnm-2017-0696
PMC6517144,30575956,10.1002/14651858.CD012678.pub2
PMC6060191,29961239,10.1007/s11357-018-0032-0
PMC5940675,29740015,10.1038/s41598-018-25452-2
PMC7984723,29599412,10.1158/1078-0432.CCR-17-1957
PMC5925822,29507094,10.1074/jbc.RA117.001323
PMC6239988,29767350,10.1007/s00421-018-3888-x
PMC7831371,28988207,10.1136/heartjnl-2017-311661
PMC6257576,30431617,10.1097/MD.0000000000013296
PMC6221724,30412097,10.1097/MD.0000000000012922
PMC6212288,30334958,10.1097/MD.0000000000012739
PMC6064824,30762468,10.1161/JAHA.118.008837
PMC6429973,30488593,10.14814/phy2.13917
PMC6286837,30487319,10.18632/aging.101668
PMC6209689,30381894,10.14814/phy2.13910
PMC6204592,30168279,10.1002/jcsm.12322
PMC6082862,30089782,10.1038/s41598-018-30220-3
PMC6076165,29995821,10.1097/MD.0000000000011523
PMC6024261,29901612,10.1097/MD.0000000000011068
PMC6028900,29687266,10.1007/s00421-018-3869-0
PMC5903697,29665297,10.14814/phy2.13673
PMC6073027,29575708,10.1002/ehf2.12285
PMC5959994,29435760,10.1007/s00421-018-3814-2
PMC5789727,29380952,10.14814/phy2.13572
PMC5847858,29356348,10.1111/acel.12725
PMC5924441,29277373,10.1016/j.apmr.2017.11.012
PMC6298602,29079458,10.1016/j.brs.2017.09.017
PMC5633086,29017115,10.1016/j.redox.2017.09.020
PMC5959980,29516257,10.1007/s00421-018-3835-x
PMC6012521,29720572,10.1172/jci.insight.98081
PMC6659762,31372209,10.12688/f1000research.16326.2
PMC6354874,30766590,10.4314/ahs.v18i4.45
PMC6312311,30596797,10.1371/journal.pone.0210053
PMC6310247,30592724,10.1371/journal.pone.0209069
PMC6280294,30584532,10.1155/2018/2898546
PMC6299242,30565412,10.14814/phy2.13949
PMC6315994,30558143,10.3390/nu10121979
PMC6289908,30548425,10.14814/phy2.13945
PMC6291083,30540773,10.1371/journal.pone.0207648
PMC6288941,30526607,10.1186/s12970-018-0265-4
PMC6277543,30511427,10.14814/phy2.13933
PMC6276239,30509203,10.1186/s12877-018-0993-y
PMC6258543,30481199,10.1371/journal.pone.0208070
PMC6243628,30479537,
PMC6243626,30479532,
PMC6243625,30479529,
PMC5902976,29661150,10.1186/s12872-018-0801-9
PMC5609027,28934945,10.1186/s12872-017-0681-4
PMC6090761,30068319,10.1186/s12889-018-5910-y
PMC6052523,30021542,10.1186/s12890-018-0655-z
PMC5914074,29685173,10.1186/s12938-018-0476-6
PMC5866526,29571290,10.1186/s12933-018-0688-x
PMC5735887,29258502,10.1186/s12933-017-0644-1
PMC5797961,29263201,10.15252/embr.201744524
PMC5983183,29527681,10.1113/JP275502
PMC5828000,29482554,10.1186/s12966-018-0651-y
PMC6156901,30255804,10.1186/s12984-018-0401-z
PMC5968841,29805300,10.7150/ijbs.24681
PMC6528659,30222979,10.1016/j.taap.2018.09.011
PMC6298038,30102675,10.1249/MSS.0000000000001735
PMC6816044,30054282,10.1158/1078-0432.CCR-17-3693
PMC6289624,30005988,10.1016/j.burns.2018.06.004
PMC7500226,29797529,10.1111/apt.14803
PMC6019177,29781568,10.1002/pbc.27113
PMC5994755,29627740,10.1016/j.atherosclerosis.2018.03.037
PMC5990447,29624641,10.1002/cncr.31368
PMC6301034,29517959,10.1080/02640414.2018.1449091
PMC5930079,29477492,10.1016/j.jadohealth.2017.11.298
PMC5847329,29461462,10.1249/MSS.0000000000001457
PMC6221974,29431521,10.1123/ijsnem.2017-0352
PMC5909833,29407367,10.1016/j.taap.2018.01.024
PMC6008171,29406401,10.1097/PHM.0000000000000903
PMC5918223,29082640,10.1111/pedi.12598
PMC5820163,29023359,10.1249/MSS.0000000000001451
PMC5843503,28923457,10.1016/j.jcf.2017.08.015
PMC6314304,28718987,10.1111/dom.13065
PMC5749140,28389512,10.1101/cshperspect.a029868
PMC5831369,28135225,10.1519/JSC.0000000000001802
PMC5209287,27730694,10.1113/EP086019
PMC7783779,28718297,10.1177/1533317517720065
PMC5321861,27989841,10.1016/j.neuroimage.2016.10.033
PMC5647115,29045325,10.1249/MSS.0000000000001353
PMC6244649,30167959,10.1007/s00421-018-3977-x
PMC6182327,30128853,10.1007/s00421-018-3970-4
PMC6182359,30083981,10.1007/s00592-018-1200-5
PMC6132937,29876799,10.1007/s12574-018-0382-8
PMC5889786,29249083,10.1007/s40279-017-0835-7
PMC5767204,29196845,10.1007/s00421-017-3767-x
PMC5889783,29147922,10.1007/s40279-017-0816-x
PMC6175197,29669172,10.1002/mus.26146
PMC5731346,29109155,10.15252/msb.20177763
PMC6019731,29941028,10.1186/s13063-018-2701-9
PMC5828481,29482601,10.1186/s13063-018-2541-7
PMC6239310,30444927,10.1371/journal.pone.0207573
PMC6235347,30427900,10.1371/journal.pone.0206846
PMC6224098,30408073,10.1371/journal.pone.0206908
PMC6193706,30335836,10.1371/journal.pone.0205976
PMC6181339,30307991,10.1371/journal.pone.0205129
PMC6181318,30307961,10.1371/journal.pone.0204696
PMC6145504,30231055,10.1371/journal.pone.0201401
PMC6136782,30212529,10.1371/journal.pone.0203796
PMC6114871,30157271,10.1371/journal.pone.0202815
PMC6103506,30130362,10.1371/journal.pone.0201389
PMC6089442,30102743,10.1371/journal.pone.0202264
PMC6066218,30059543,10.1371/journal.pone.0199794
PMC6066238,30059539,10.1371/journal.pone.0201598
PMC6059434,30044809,10.1371/journal.pone.0200186
PMC6053180,30024953,10.1371/journal.pone.0200701
PMC6040767,29995952,10.1371/journal.pone.0200517
PMC6179192,30303973,10.1371/journal.pone.0203766
PMC5995445,29889868,10.1371/journal.pone.0198388
PMC5963773,29787610,10.1371/journal.pone.0197761
PMC5944970,29746505,10.1371/journal.pone.0196212
PMC5937792,29734360,10.1371/journal.pone.0196543
PMC5919484,29698495,10.1371/journal.pone.0195944
PMC6070257,30067796,10.1371/journal.pone.0201048
PMC5886538,29621317,10.1371/journal.pone.0195438
PMC5875813,29596452,10.1371/journal.pone.0194776
PMC5864065,29566095,10.1371/journal.pone.0194843
PMC5862462,29561907,10.1371/journal.pone.0194057
PMC5849329,29534108,10.1371/journal.pone.0194313
PMC6040736,29995947,10.1371/journal.pone.0200354
PMC5825058,29474386,10.1371/journal.pone.0192903
PMC5812641,29444141,10.1371/journal.pone.0192552
PMC5720778,29216289,10.1371/journal.pone.0189516
PMC5681256,29125875,10.1371/journal.pone.0188030
PMC5653295,29059227,10.1371/journal.pone.0186526
PMC5916527,29689105,10.1371/journal.pone.0196299
PMC6142173,30093113,10.1016/j.bbrc.2018.08.031
PMC6172780,30286760,10.1186/s12970-018-0255-6
PMC6161438,30261892,10.1186/s12970-018-0251-x
PMC6042354,29996843,10.1186/s12970-018-0238-7
PMC5738882,29296106,10.1186/s12970-017-0205-8
PMC5683453,29158726,10.1186/s12970-017-0199-2
PMC6669813,29846604,10.1210/jc.2017-01902
PMC5761491,29077855,10.1210/jc.2017-01571
PMC5803772,29029556,10.1093/ptj/pzx075
PMC6230709,29870678,10.1152/ajpendo.00126.2018
PMC6032300,29537859,10.1152/ajpregu.00425.2017
PMC5451552,28274927,10.1152/ajprenal.00603.2016
PMC6295480,30161005,10.1152/japplphysiol.00174.2018
PMC6842877,29856264,10.1152/japplphysiol.00235.2018
PMC6139507,29698107,10.1152/japplphysiol.00722.2017
PMC6008078,29494290,10.1152/japplphysiol.01028.2017
PMC6008076,29389247,10.1152/japplphysiol.00988.2017
PMC5814687,28982943,10.1152/japplphysiol.00585.2017
PMC5661445,29123389,10.2147/COPD.S142523
PMC6317156,29016876,10.1093/occmed/kqx127
PMC6201139,30379226,10.6061/clinics/2018/e439
PMC5706058,29236912,10.6061/clinics/2017(11)04
PMC6163304,30149527,10.3390/ijms19092502
PMC5983571,29762540,10.3390/ijms19051472
PMC5858332,29401698,10.3390/ijerph15020263
PMC6128414,30115811,10.18632/aging.101527
PMC5909944,29696063,
PMC5723934,29279776,10.1155/2017/6471938
PMC6235852,30429512,10.1038/s41598-018-35115-x
PMC6137084,30213959,10.1038/s41598-018-31877-6
PMC5916947,29695812,10.1038/s41598-018-24976-x
PMC5864918,29567975,10.1038/s41598-018-23436-w
PMC5775437,29352170,10.1038/s41598-018-19818-9
PMC5758716,29311671,10.1038/s41598-017-18320-y
PMC5855221,29506981,10.1136/bmjopen-2017-018697
PMC5623462,28947458,10.1136/bmjopen-2017-017494
PMC5795927,29342097,10.3390/s18010264
PMC6266587,30424482,10.3390/nu10111732
PMC6267437,30423955,10.3390/nu10111718
PMC5872788,29562613,10.3390/nu10030370
PMC5872760,29534507,10.3390/nu10030342
PMC5872751,29534444,10.3390/nu10030333
PMC5852725,29382142,10.3390/nu10020149
PMC5707641,29077022,10.3390/nu9111169
PMC5579597,28933745,10.3390/nu9080803
PMC5886548,29590260,10.1590/1414-431X20186964
PMC5649866,29069224,10.1590/1414-431X20176335
PMC5625546,28977120,10.1590/1414-431X20176327
PMC6006575,29914562,10.1186/s40101-018-0177-7
PMC5719941,29212523,10.1186/s40101-017-0158-2
PMC5778955,29307865,10.1161/JAHA.117.006612
PMC5634249,28939710,10.1161/JAHA.116.005434
PMC5791928,29434464,10.1310/sci17-00029
PMC6090395,30116106,
PMC5950744,29769828,
PMC5804117,29457034,10.1155/2017/6862041
PMC6221412,30199447,10.1519/JSC.0000000000002781
PMC6023589,29240004,10.1249/MSS.0000000000001515
PMC5699914,29097020,10.1016/j.molmet.2017.10.006
PMC6240583,30450826,10.14814/phy2.13918
PMC6234147,30426727,10.14814/phy2.13892
PMC6234148,30426722,10.14814/phy2.13916
PMC6215760,30393984,10.14814/phy2.13908
PMC6198139,30350405,10.14814/phy2.13888
PMC6174122,30295004,10.14814/phy2.13872
PMC6100503,30125046,10.14814/phy2.13832
PMC6056736,30039557,10.14814/phy2.13802
PMC6016626,29939490,10.14814/phy2.13697
PMC5949330,29756296,10.14814/phy2.13705
PMC5827496,29484852,10.14814/phy2.13597
PMC5803184,29417745,10.14814/phy2.13601
PMC5742706,29242309,10.14814/phy2.13546
PMC5727278,29208688,10.14814/phy2.13524
PMC5704082,29151442,10.14814/phy2.13506
PMC5661236,29066597,10.14814/phy2.13475
PMC5641938,28989117,10.14814/phy2.13456
PMC5599862,28912130,10.14814/phy2.13402
PMC5532482,28743821,10.14814/phy2.13340
PMC5492202,28637705,10.14814/phy2.13312
PMC5430126,28507165,10.14814/phy2.13275
PMC5430120,28507164,10.14814/phy2.13233
PMC5408284,28438985,10.14814/phy2.13253
PMC5408283,28420762,10.14814/phy2.13248
PMC5392524,28400505,10.14814/phy2.13238
PMC5392519,28381445,10.14814/phy2.13232
PMC5392511,28373411,10.14814/phy2.13219
PMC5392515,28364030,10.14814/phy2.13225
PMC5371569,28325791,10.14814/phy2.13208
PMC5350167,28292885,10.14814/phy2.13149
PMC5328779,28242828,10.14814/phy2.13151
PMC5328776,28242825,10.14814/phy2.13145
PMC5309582,28183863,10.14814/phy2.13142
PMC5269415,28108650,10.14814/phy2.13119
PMC5269410,28108645,10.14814/phy2.13108
PMC5256160,28082428,10.14814/phy2.13101
PMC6214701,30429675,10.11613/BM.2018.030707
PMC6248251,30365604,10.5935/abc.20180202
PMC5941964,29791580,10.5935/abc.20180049
PMC5496732,28977338,10.1590/1984-0462/;2017;35;2;00002
PMC6024212,28681057,10.11622/smedj.2017054
PMC6060468,30045754,10.1186/s40779-018-0171-8
PMC5682783,29095264,10.1097/MD.0000000000008325
PMC6483788,28869278,10.1002/14651858.CD011506.pub2
PMC5529654,29065622,10.1155/2017/5690519
PMC6176029,29899197,10.1539/joh.2018-0029-OA
PMC6467827,29557101,10.28920/dhm48.1.40-44
PMC6490324,28075500,10.1002/clc.22656
PMC6931629,28247979,10.1111/anec.12434
PMC5547614,28716914,10.1073/pnas.1703338114
PMC4949751,27430558,10.1186/s12906-016-1213-y
