doi_suffix,mc_db,mc_db_text
sci19-00060,"['mixing  chamber', 'mixing chamber']","['ability at more  strenuous intensities.37,40,41 this could have resulted  in a conservative interpretation bias with respect  to group comparisons in which v•o2 is lower in the  group measured by MIXING CHAMBER technology, in  this case those with sci. in the current study, participants were not  randomly selected from a larger pool and the small  sample does not permit stratification based on time  since injury, injury level, physical fitness levels, or  ', '8. respirometry: reallaboratory-based systems. j appl physiol. sa. open-circuit 40. ward  time,  2018;118(5):875-898.\n\x0c41. beijst c, schep g, breda ev, wijn pf, pul cv. accuracy  and precision of cpet equipment: a comparison of  breath-by breath and MIXING CHAMBER systems. j med  eng technol. 2013;37(1):35-42. 42. lai n, nasca mm, silva ma, silva ft, whipp bj, cabrera  me. influence of exercise intensity on pulmonary  oxygen uptake kinetics at the onset of exercise and  recovery in male adolescents. appl phys', 'aining status  and exercise intensity on phase ii vo2 kinetics. med sci  sports exerc. 2004;36(2):225-232. doi: 10.1249/01. mss.0000113473.48220.20 37. winkert k, kirsten j, dreyhaupt j, steinacker jm, treff  g. the cosmed k5 in breath-by-breath and MIXING  CHAMBER mode at low to high intensities [published  online ahead of print december 31, 2019). med sci  sports exerc. doi: 10.1249/mss.0000000000002241.  38. crouter se, lamunion sr, hibbing pr, kaplan as,  bassett dr jr. accuracy of the cosmed k5 portable  ', 'reduced aerobic capacity and less  efficient recovery, may be improved upon following  exercise training participation.18 this study has limitations. subject availability  and recruitment necessitated the subjects with  sci to be tested on a dynamic MIXING CHAMBER  type system while those in the control group were  tested using breath-by-breath methodology. recent  studies have demonstrated that both systems are  highly reliable and provide accurate and similar  information particularly at more moderate exerc', 'ange and heart rate. breath-by-breath pulmonary gas exchange  was measured in the com group using a breathby-breath gas exchange analysis system (cardio2  ultima; medical graphics corp, st. paul, mn)  and in the individuals with sci using a dynamic  MIXING CHAMBER metabolic system (trueone 2400;  parvo medics, east sandy, ut). participants were  fit with either a nose clip and mouthpiece or a face  mask and were instructed to breathe normally  throughout the test. the mouthpiece and face  mask were connected ', 'ise  intensities.37-41 whereas breath-by breath technology  is typically used when measuring gas exchange  kinetics, the dynamic MIXING CHAMBER technique  has been used less frequently but successfully for  gas kinetic measurements.25,42 however, breathby-breath systems may consistently yield slightly  reduced underestimates of v•o2 and be slightly more  sensitive to subject and breath vari']"
jsm.0b013e3181b2077a,False,False
mss.0b013e31829af603,False,False
s00484-013-0754-8,False,False
s41598-020-61199-5,False,False
978-3-319-77932-4_11,False,False
0167-5273_._94_._90243-7,False,False
j.jshs.2016.01.014,False,False
026404199365335,['douglas bag'],"['o the drift. t he worst case was 0.2% drift, w hich resulted in a 5% correction of vç o. c om parisons during treadm ill running showed no signi® cant diþ erences  in oxygen uptake at 70± 90% vç o\n between the telem etric system and m easurem ent by DOUGLAS BAGs (jensen et al., 1994). t he k2 system has been evaluated against DOUGLAS BAGs (kawakam i et al., 1992; lucia, 1994) and m etabolic car ts (peel and u tsey, 1993; c randall et al., 1994; bigard and guezennec, 1995). c arbon dioxide is not m easured ']"
s00421-017-3612-2,False,False
17461391.2018.1472811,False,False
s-2007-971937,False,False
s-2004-821317,"['mixing chamber', 'douglas bag']","['ll changes in external power output were registered by a computer. mean workload for all time trials was 326 ± 34 w. respiratory data were measured continuously with the oxycon pro (drinking was allowed in the 17th min) and every fifth minute by the DOUGLAS BAG method (time trial duration ∼ 25 – 30 min). mean exercise intensity for all time trials yielded ∼ 85% of v˙ o2max. the time trials were conducted three to six times for each subject, each time with a different cadence (60 – 120 rpm). measuring proce', 'have used breath-by-breath systems. this is probably because the breath-by-breath systems have a larger range of application and are cheaper. based on the existing literature, however, it seems that MIXING CHAMBERs should be preferred in studies where measurement of rapid changes in respiratory variables is not necessary and when v˙ o2 is larger than ∼ 4l · min–1. foss ø, hallén j. validity and stability of the oxycon pro … int j sports med 2005; 26: 569 – 575 training & testing. lairetamdethgirypoc. seitiicnwt - 573 atosennmifoytisrevnui: ybdedaonwod l\n\x0ct raining & testing 574 fig. 3 individual differences in oxygen uptake (v˙o2) between the oxycon pro (ox pro) and the DOUGLAS BAG method (db) during 94 days of testing. dashed horizontal line is line of identity. solid horizontal line; linear regression (n = 802). * p < 0.05.. lairetamdethgirypoc. seitiicnwt - atosennmifoytisrevnui: ybdedaonwodl fig. 4 relationship between oxygen uptake and external power output for the oxycon pro (black symbols) and the DOUGLAS BAG method (white symbols) at a cadence of 90 rpm. values are mean ± sd (n = 18). conclusion this study demonstrates that the oxycon pro with MIXING CHAMBER is a very accurate system for measuring oxygen uptake. this applies for testing over a large range of ventilations and for stability during both shorter and longer test periods. acknowledgements we acknowledge mone eriksen, stian kvinen and svein le', 'uum pump and analyzed for temperature (pt 120), pressure (wika, klingenberg, germany), o2 concentration (ametek s-3 a, pittsburgh, usa), and co2 concentration (ametek cd-3 a, pittsburgh, usa). all bags were analyzed within 10 min after sampling. the DOUGLAS BAGs were tested for leakage prior to and during the experiment. no difference was found in volume or gas concentrations measured immediately after compared with one hour after sampling. the accuracy of the flow turbine was verified with the same 3.00 l', 'trial tests on an electromagnetic braked cycle ergometer. respiratory variables were measured simultaneously, once or several times in every test by the oxycon pro and the DOUGLAS BAG method. (1) overall, oxygen uptake was 0.8% (0.03 l· min–1) lower with the oxycon pro than with the DOUGLAS BAG method with a coefficient of variation of 1.2% (n = 802) (p < 0.05). (2) during the time trials, oxygen uptake measured with the oxycon p', 'ion in the expired air minus co2 concentration in the inspired air), b delta o2 (o2 concentration in the inspired air minus o2 concentration in the expired air), c ventilation (v˙e), and d oxygen uptake (v˙o2) between the oxycon pro (ox pro) and the DOUGLAS BAG method (db) during continuous measuring for 25 min (time trial test). mean values ranged between 4.90– 3.82% (delta co2), 5.14– 3.98% (delta o2), 96– 140 l · min–1 (v˙e) and 4.00– 4.51 l · min–1 (v˙o2) from 5 – 25 min of the time trial test. dashed ', 'was constant over time (fig. 2a and c). stability during longer test periods the test of stability during 94 days of testing showed that v˙ o2 measured with the oxycon pro gradually increased from 1.1% (0.04 l) lower than the DOUGLAS BAG method at the start of the test period to 0.5% (0.02 l) lower at the end of the test period (p < 0.05) (fig. 3). discussion the present study demonstrates that the oxycon pro with MIXING CHAMBER produces v˙ e, delta o2, and delta co2 values that are very similar to the DOUGLAS BAG method. at the lowest exercise intensities (v˙ o2 from 0.5 – 2.0 l · min–1) v˙ o2 was on the average 0.07 l · min–1 lower with the oxycon pro than with the DOUGLAS BAG method. at moderate to very high exercise intensities (v˙ o2 from 2.0 to 6.0 l · min–1) v˙ o2 was on the average 0.02 l · min–1 lower with the oxycon pro than with the DOUGLAS BAG method. altogether, v˙ o2 was slightly underestimated with 0.8% (0.03', '5 foss ø, hallén j. the most economical cadence increases with increasing workload. eur j appl physiol 2004; 92: 443 – 451 6 gore cj, clark rj, shipp nj, van der ploeg ge, withers rt. cpx/d underestimates v˙ o2 in athletes compared with an automated DOUGLAS BAG system. med sci sports exerc 2003; 35: 1341 – 1347 7 jentjens rl, moseley l, waring rh, harding lk, jeukendrup ae. oxidation of combined ingestion of glucose and fructose during exercise. j appl physiol 2004; 96: 1277 – 1284 8 proctor dn, beck kc. d', 'nce level was set at p < 0.05. results are presented individually or as mean ± standard deviation (sd). results validity and reproducibility at a large range of ventilations on average, v˙ o2 was 0.8% lower measured with the oxycon compared with the DOUGLAS BAG method (p < 0.05) (fig. 1d and table 2). the lower v˙ o2 was a result of a 1.8% lower v˙ e and a 0.7% higher delta o2 (o2 concentration in the inspired air minus o2 concentration in the expired air) (p < 0.05) (fig. 1 b, c and table 1). delta co2 (c', ' syringe was calibrated before onset of the experiment with a motorized calibration syringe (mod 17 800, vacumed, california, usa). both gas and volume calibration were repeated until the difference between consecutive calibrations was less than 1%. DOUGLAS BAG method after the expired air had passed the MIXING CHAMBER it was led through a flow turbine (k 520, kl engineering, california, usa) before it was directed by a large 8600 series automatic three-way directional valve (hans rudolph, inc., kansas city, usa) into the DOUGLAS BAGs. the signals from this flow turbine were used to control the start and stop of air sampling in the DOUGLAS BAGs exactly at the end of an expiration. this was controlled by a computer which also registered exact sampling time for each DOUGLAS BAG. the DOUGLAS BAGs were thereafter emptied through a flow turbine (k 520, kl engineering, california, usa) to a 0.4', 'ro gradually decreased from 0.5% (0.02 l) lower than the DOUGLAS BAG method at 5 min to 1.0% (0.05 l) lower at 25 min (p < 0.05). over the period of three months of testing, oxygen uptake measured with the oxycon pro gradually increased from 1.1% (0.04 l) lower than the DOUGLAS BAG method at the start to 0.5% (0.02 l) lower at the end (p < 0.05). this study demonstrates that a computerized metabolic system with MIXING CHAMBER is an accurate system for measuring oxygen uptake. this applies to testing over a large range of ventilations and for stability both during shorter and longer test periods. key words oxycon pro · DOUGLAS BAG method · reproducibility · drift introduction the use of pulmonary oxygen uptake to estimate energy expenditure, cardiovascular function, and exercise capacity has been widely practiced for more than a century. until about thirty years ago these mea', 'ility of the oxycon pro … int j sports med 2005; 26: 569 – 575. lairetamdethgirypoc. seitiicnwt - atosennmifoytisrevnui: ybdedaonwod l\n\x0ctwo-way non-rebreathing valve, expired air was led through a 1.9 m long corrugated flexible plastic hose into the MIXING CHAMBER of the oxycon pro for subsequent measurements of oxygen (o2) and carbon dioxide (co2) concentrations, temperature, and ventilation (v˙ e). from the flow turbine at the outlet of the MIXING CHAMBER a 1.0-m long corrugated flexible plastic hose was connected to a large 8600 series automatic three-way directional valve (hans rudolph, inc., kansas city, usa) that directed the air from the MIXING CHAMBER into DOUGLAS BAGs (harvard apparatus, kent, uk). the serial coupling enabled simultaneous measurements of the expired gases by the oxycon pro and DOUGLAS BAG method. a 220 ml · min–1 air sample was extracted from the MIXING CHAMBER during the analysis of gas concent', 'es were described in detail to each subject and they gave their written informed consent. the study was approved by the regional ethics committee and performed according to the declaration of helsinki. protocol a computerized metabolic system with a MIXING CHAMBER (oxycon pro, erich jaeger gmbh, hoechberg, germany) was compared with the DOUGLAS BAG method during graded exercise tests, v˙ o2max tests and time trial tests at exercise intensities from 10 to > 100% of v˙ o2max. the tests were carried out on an electromagnetic braked cycle ergometer (lode excalibur sport, lode b.v., groningen, the ', 'o2 concentration in the expired air minus co2 concentration in the inspired air) was 0.6% lower with the oxycon pro compared to the DOUGLAS BAG method (p < 0.05) (fig. 1a). the average respiratory exchange ratio (rer) was 0.01 units lower with the oxycon pro than with the DOUGLAS BAG method (p < 0.05). the coefficient of variation (cv) was 1.4, 0.8, 1.0, and 1.2 for delta co2, delta o2, v˙ ', 'because proctor and beck [8] showed that breath-by-breath systems are vulnerable to even small deviations in the temporal alignment between ventilation and gas measurements. in a study by bassett et al. [1], a similar precision level was achieved by MIXING CHAMBER as in the present study. it is therefore reasonable to draw the conclusion that automatic systems with MIXING CHAMBERs produces more precise data than systems with the breathby-breath technique. since its introduction in 1973 [2], most laboratories ', 'are stable for a longer time period. however, no studies have investigated the effect of short- and long-term drift in computerized metabolic systems. thus, the aim of the present study was to validate a computerized metabolic system equipped with a MIXING CHAMBER (oxycon pro, erich jaeger gmbh, hoechberg, germany) against the DOUGLAS BAG method at a large range of ventilations and to test the system for drift during shorter (25 min) and longer (∼ three months) test periods. materials and methods seventeen male and one female well-trained/elite cyclists from sweden and norway partici', 'surements were primarily done by the DOUGLAS BAG method and this method still serves as the “gold standard”. today, computerized metabolic systems have taken over and these systems normally use breath-by-breath analysis. expired gas concentrations and ventilation are measured continuously just out', 'xercise test started at a workload corresponding to ∼ 50% of the subjects’ v˙ o2max. workload was then increased 4 – 6 times by 25 w every 5.5 min at workloads from 175 – 350 w. respiratory data were measured simultaneously by the oxycon pro and the DOUGLAS BAG method from 3 – 5 min at ventilations below ∼ 50– 60 l · min–1 and otherwise from 4 – 5 min into each stage. the mouthpiece was put into the subject’s mouth ∼ 30 – 60 s before measurements started. this was done to assure complete flushing of “old air” in the tubes and MIXING CHAMBER before the measurements started. maximal oxygen uptake the v˙ o2max test was conducted 15 min after the graded exercise test. workload was initially set at 280 ± 24 w (± sd) and was thereafter increased with 25 w every 30 s until subjects reported h', ' l · min–1) by the oxycon pro. average v˙ e was 1.8% lower with the oxycon pro, thus lowering v˙ o2 correspondingly (table 1). conversely delta o2 was 0.7% higher with the oxycon pro, thus increasing v˙ o2 compared to the DOUGLAS BAG method. the remaining difference could possibly be related to measurement of temperature in expired gases, as an error of only 1 8c could explain a difference of ∼ 0.3%. the deviations in delta o2 and delta co2 led to a 0.01-unit lower rer for the o', 'especially in studies where submaximal and maximal oxygen uptake is evaluated before and after an intervention. during the 94 days of testing, a linear regression analysis revealed a 0.5% (0.02 l) drift in v˙ o2 with the oxycon pro compared with the DOUGLAS BAG method. however, as for the drift found during continuous measurements, this drift was very small and without physiological significance. the accuracy and reproducibility for the oxycon pro shown in the present study are higher than most other autom', 'ove ∼ 50– 60 l · min–1, v˙ o2 measured for 1 min was used to compare the two systems. at v˙ e below ∼ 50– 60 l · min–1 the mean of two minutes was used. student’s paired t-test (two-tailed) was used to test differences between the oxycon pro and the DOUGLAS BAG method. coefficient of variance (cv) of the differences between the oxycon pro and DOUGLAS BAG method was calculated as the standard deviation of the differences, divided by the means of both systems multiplied by √\uf8e52. one-way repeated measures anov', 'e (table 1), and v˙ o2 (table 2), respectively. differences between the oxycon pro and the DOUGLAS BAG method and the cv of the differences were independent of the absolute values of v˙ e and v˙ o2 except for the lowest range (tables 1 and 2). both the oxycon pro and the DOUGLAS BAG method produced reasonable absolute v˙ o2 measurements in relation t', '00%) after each test. data handling and statistics validation of the oxycon pro at a large range of ventilations included data from all three tests (n = 802). bland altman plots were used to show individual differences between the oxycon pro and the DOUGLAS BAG method (3). validation of drift during continuous measuring was done with data from the time trial test. a total of 80 trials, each lasting just over 25 min, were examined. the stability of the oxycon pro during a longer test period (94 days) was ev', 'ompared (n) statistics (ox pro vs. db)* 1.02 0.07 2.6 79 lower 2.67 0.04 1.4 98 lower 3.56 0.02 1.1 235 lower 4.43 0.02 1.0 328 lower 5.29 0.06 1.0 62 lower 3.69 0.03 1.2 802 lower * p < 0.05 between measurement systems; § mean of oxycon pro and the DOUGLAS BAG method to distinguish between the oxygen cost of cycling at 60 and 80 rpm at 350 w even if the difference was only 1.6% [5]. this would not be possible with poorer test/retest reproducibility. in the present study, a drift in v˙ o2 of 0.6% (0.03 l) ', 'xycon pro compared with the DOUGLAS BAG method. the measured v˙ o2 was reasonable with respect to a wide range of external power outputs (fig. 4). just as important as the validity of a system is the reproducibility. normally, when testing reproducibility, repeated measurements with the s', 'uglas bag method uses o2 concentration obtained immediately before each test to calculate respiratory variables. a slight decrease in ambient o2 concentration would therefore lead to a gradual overestimation of the delta o2 for the DOUGLAS BAG method, but not for the oxycon pro. ambient o2 concentration changed at most with ± 0.02% units and delta co2 was stable during the tests (fig. 2 a). any change in room air composition could therefore explain only minor parts of the 0.7% gradual dec', 'rations and did not enter the DOUGLAS BAGs. the volumes in the DOUGLAS BAGs were corrected accordingly. gas volumes used in metabolic calculations are expressed at standard conditions of temperature, pressure, and dry from water (stpd). ventilation is expressed at body temperature, ambient pressure, and saturated with wate', '72-4622 training & testing. lairetamdethgirypoc. seitiicnwt - 569 atosennmifoytisrevnui: ybdedaonwod l\n\x0ct raining & testing 570 tory data, reducing the difficulties associated with rapid analyzers and alignment of gas concentrations and ventilation. MIXING CHAMBERs should therefore yield less error than breath-bybreath systems. despite this, MIXING CHAMBERs are rarely used and few studies have evaluated this method of measuring respiratory and metabolic variables. there may be several reasons for this. with t', ' & testing. lairetamdethgirypoc. seitiicnwt - 571 atosennmifoytisrevnui: ybdedaonwod l\n\x0cstability during continuous measuring during the time trial, the oxygen uptake measured with the oxycon pro gradually decreased from 0.5% (0.02 l) lower than the DOUGLAS BAG method at 5 min to 1.0% (0.05 l) lower at 25 min (p < 0.05) (fig. 2 d). in the same period the delta o2 measured with the oxycon pro drifted from being 1.1% higher to 0.4% higher than the DOUGLAS BAG method (p < 0.05) (fig. 2 b). delta co2 and v˙ e ', '.5% enables us to detect a difference between two situations of less than 1.5% with a power of 80% for 8 subjects, while a standard deviation of a test/retest difference of 3.0% will give a type ii error in the same situation. for instance, with the DOUGLAS BAG method, with only 6 subjects we were able training & testing 572 fig.1 a to d individual differences between the oxycon pro (ox pro) and the DOUGLAS BAG method (db) at different levels of a delta co2 (co2 concentration in the expired air minus co2 c', 'he MIXING CHAMBER mode, it is not possible to measure respiratory variables breath-by-breath and therefore oxygen-uptake kinetics with high time resolution. furthermore, systems with MIXING CHAMBERs are more demanding to use, especially because of the required maintenance of the tube and the MIXING CHAMBER. finally, purchasing a system with MIXING CHAMBER normally adds a significant extra cost. given these arguments, it is not surprising that most laboratories choose the breath-by-breath systems. however, because of the technical challenges, the breath-by-breath systems are less reliable than the DOUGLAS BAG method and the coefficient of variance is typically larger than 5% [4]. we consider a coefficient of variance larger than 5% to be unacceptable. based on the study of bassett et al. [1] and our own experience, we believe that a proper system with a MIXING CHAMBER has a higher reproducibility than breath-by-breath systems and systems comparable to the DOUGLAS BAG method. furthermore, many studies involving stable isotope technology (e.g., 13co2 breath measurements), have used MIXING CHAMBERs [7]. therefore the validation of such chambers is warranted. regardless of measurement technique, it is often necessar', ' statistics (ox pro vs. db)* 25.1 2.0 2.4 78 lower 64.0 1.2 1.1 192 lower 100.8 1.5 0.8 265 lower 136.4 2.1 0.8 217 lower 179.5 3.7 1.0 50 lower 99.2 1.8 1.0 802 lower * p < 0.05 between measurement systems; § mean of oxycon pro and the DOUGLAS BAG method table 2 oxycon pro compared with the DOUGLAS BAG method at different absolute oxygen uptakes (v˙o2) measuring range v˙o2 (l · min–1) 0.50 – 1.99 2.00 – 2.99 3.00 – 3.99 4.00 – 4.99 5.00 – 6.00 0.50 – 6.00 mean value (l · min–1)§ mean differen', 'by-breath analysis. at moderate workloads (100 and 150 w) carter and jeukendrup [4] found a cv ranging from 4.4 to 6.5% with a breath-by-breath system (oxycon pro). rietjens et al. [9] compared the oxycon pro with breath-by-breath system against the DOUGLAS BAG method at moderate to high workloads (95 – 375 w). they concluded that the oxycon pro is an accurate system for measurement of v˙ o2 up to 5l · min–1. at v˙ o2 between 4 – 5l · min–1, we estimated the cv from their data to be ∼ 5%, similar to that f', ' dashed horizontal lines represent ± 2sd. foss ø, hallén j. validity and stability of the oxycon pro … int j sports med 2005; 26: 569 – 575. lairetamdethgirypoc. seitiicnwt - atosennmifoytisrevnui: ybdedaonwod l\n\x0ctable 1 oxycon pro compared with the DOUGLAS BAG method at different absolute ventilations (v˙e) measuring range v˙e (l · min–1) 15 – 39 40 – 79 80– 119 120 – 159 160 – 210 15 – 210 mean value (l · min–1)§ mean difference (db – ox pro) (l · min–1) coefficient of variation (cv) numbers compared (n)', 'mixed in a MIXING CHAMBER and a sample from this chamber gives an average expired gas concentration over those breaths. the gas concentrations together with ventilations measured anywhere in the gas flow give the respiraaffiliation institute of sports and biological studies,', 'ø. foss j. hallén validity and stability of a computerized metabolic system with MIXING CHAMBER abstract the aim of this study was to validate a computerized metabolic system with MIXING CHAMBER (oxycon pro, erich jaeger gmbh, hoechberg, germany) against the DOUGLAS BAG method (1) over a large range of ventilations and (2) for drift during shorter (25- min time trial) and longer (∼ three months) test periods. eighteen well-trained/elite cyclists performed graded exercise tests, maximal oxygen uptake tests and time ', 'side the mouth and respiratory and metabolic data are calculated for each breath. this allows the study of rapid changes in oxygen uptake and is time-saving compared with the DOUGLAS BAG method. breath-by-breath analysis requires very fast analyzers and a perfect temporal alignment between measurements of expired gases and ventilation. this is difficult to accomplish, especially at high breathing frequencies [6, 8]. an alternative to breath-by-breath analysis is to use a computerized metabolic system fitted with a MIXING CHAMBER. the MIXING CHAMBER also offers the advantage of presenting data in real time and is just as time-saving as the breath-by-breath analysis, although the study of rapid changes in oxygen uptake is not possible. the expired gas from several breaths is ', 'ion. workload was maintained at that level (460 ± 44 w) until exhaustion (4 – 7 min duration). cadence was kept constant at 90 rpm during the test. respiratory data were measured continuously by the oxycon pro and in the last 1.5 – 2 min also by the DOUGLAS BAG method (30-s bags). the highest oxygen uptake (v˙ o2) attained by the DOUGLAS BAG method during one consecutive min was taken as v˙ o2max and compared with the oxycon pro in the same time period. time trial test each time trial was preceded by a war', 'was seen from 5 – 25 min with the oxycon pro compared with the DOUGLAS BAG method (fig. 2d). this drift was due to a 0.7% reduction of delta o2 by the oxycon pro in the same period, while no changes were seen in v˙ e (fig. 2b and c). the oxycon pro measures ambient o2 concentration continuously during testing, while the do']"
phy2.14361,False,False
s00421-002-0725-y,False,False
sj.ejcn.1601295,False,False
j.clnu.2009.07.010,False,False
mss.0b013e318195a233,False,False
02640414.2016.1267386,False,False
jsc.0000000000001638,False,False
chest.119.3.811,False,False
2045-9912-2-12,False,False
mss.0000000000002181,False,False
0002-9149_._93_._90718-r,False,False
s12574-012-0150-0,False,False
ijspp.2015-0227,"['douglas-bag', 'douglas bag']","['und a decline in v˙ o2 during the first 20 seconds after the  cessation of exercise causing an ~6% overestimation of v˙ o2 after  4 to 7 minutes of tethered swimming. differences in methods of  assessment and instrumentation among these studies (eg, DOUGLAS BAGs vs modern breath-by-breath oximeters) would certainly  explain at least some of these discrepancies. concerning the variability of the estimated parameters (figure 2, table 1), in which  some predicted values deviate up to ~8% from measured values,', '.11 an alternative procedure to  during-swimming measures is the backward extrapolation of the o2  recovery curve, first described by di prampero et al12 and validated  by léger et al.13 montpetit et al8 compared v˙ o2peak values obtained  using the DOUGLAS-BAG technique in a multistage free-swimming  test with those predicted using the backward-extrapolation method  (ie, recovery from the same swimming test), as well as with those  measured during an uphill treadmill running test. despite finding  good me', 'ell  as the analyzers, dry. from a technical standpoint, 2 main indirect  calorimetric approaches have been used to collect and analyze  expiratory gases in swimming: (1) measurements during exercise  using snorkels with built-in valves connected to DOUGLAS BAGs,2–4  open-circuit metabolic carts,5,6 or breath-by-breath portable gas  analyzers7 and (2) postexercise measurements with gas collection  via facemask or mouthpiece connected to DOUGLAS BAGs8 or opencircuit metabolic carts.9 to enable continuous me']"
s00421-003-0834-2,False,False
s-2005-837486,False,False
jn.00868.2007,False,False
japplphysiol.00969.2003,False,False
17479541221097961,False,False
ijspp.2020-0594,['mixing chamber'],"['. 16, no. 10, 2021 brought to you by university of agder | unauthenticated | downloaded 03/24/22 11:39 am utc\n\x0crpm dropped below 60 rpm or the participant reached volitional exhaustion. vo2 was measured using a computerized metabolic analyzer with a MIXING CHAMBER (oxycon pro, erich jaeger, hoechberg, germany). the criteria to evaluate if vo2max was achieved were: reaching 95% of known maximal hr, respiratory exchange ratio at or above 1.10, a plateau in vo2 was obtained, [bla−] 8.0 mmol·l−1, and visual exhau']"
japplphysiol.01198.2003,['douglas bag'],"['0 copyright © 2004 the american physiological society http://www.jap.org downloaded from journals.physiology.org/journal/jappl at univ of minnesota (128.101.075.002) on october 18, 2022.\x0cbreath-by-breath gas exchange innovative methodology 1465 in a DOUGLAS BAG to measure the mixed expired o2 fraction (feo2). gas was also sampled just distal to the mouthpiece to measure inspired and expired o2 and co2 concentrations at the mouth with paramagnetic and infrared meters, respectively (sensor medics vmax). the ', 't of frc, gave the subdivisions of lung volume. incremental exercise test. after frc and the other subdivisions of lung volume were measured, the subject remained on the cycleergometer and breathed quietly for 5 min. expired gas was collected in the DOUGLAS BAG for the ﬁnal 2 min in ﬁve subjects and for 1 min in the other two (because of technical problems with the oep system). we then performed the exercise test starting at zero workload and increased the load in 20-w increments every 5 min up to and incl', 'uding 120 w. during the last 2 min (5 subjects) or 1 min (2 subjects) of each workload, expired gas was collected and mixed in a DOUGLAS BAG. feo2 was then measured by the same o2 meter by temporarily removing the sampling line from the mouthpiece assembly and sampling mixed expired gas from the DOUGLAS BAG. gold standard measurement of v˙ o2. v˙ o2 was measured by the formula v˙ i䡠fio2 ']"
0967-3334_._37_._4_._n11,['mixing chamber'],"['thing valves and saliva collector traps into a 35 mm diameter corrugated plastic tube.  air was filtered using a creative biomedics inc. (san clemente, ca, usa) purple filter prior  to being heated by a hans rudolph pneumotachometer and entering a4l MIXING CHAMBER.  gas was continuously sampled during exercise, through a 61 cm nafion tube (permapure,  toms river, nj, usa), via paramagnetic oxygen analyzer (0–25% range with 0.1%  acc uracy) and an infrared carbon dioxide analyzer (0–10% range with 0.1% accurac', 'rding to the manufacturer (trackmaster 2004). the excmr mri compatible  treadmill was calibrated according to manufacturer’s specifications. gas analysis was performed using two identical parvomedics trueone 2400 systems that  utilized an automated ‘MIXING CHAMBER’ gas analysis system. modifications were made to  the gas sampling system to avoid the use of any ferromagnetic components inside the mri  room; specifically, the hans rudolph non-rebreathing expiratory check valve was replaced  with plastic compone']"
s-0035-1569349,False,False
s-0031-1275975,False,False
s1807-59322011000700003,False,False
s00421-012-2508-4,False,False
s12967-020-02592-6,False,False
anae.12329,False,False
s00421-007-0614-5,False,False
s1047951117002360,False,False
s-0030-1269922,False,False
s00421-022-04917-3,False,False
s-0044-100921,False,False
jappl.1994.76.3.1211,False,False
jphysiol.2004.060574,False,False
phy2.13142,False,False
ijspp.2020-0543,False,False
