done,doi_suffix,op-rr,human,english,eligible,gas_data,ext_ref,gas_analyzer,Data Processing Text,outlier_terms,outlier_text,outlier_function,outlier_limit,Notes
FALSE,bf00376445,,,,,TRUE,,,,,,,,
FALSE,s-2003-41181,,,,,TRUE,,,,,,,,
FALSE,s-2007-1025032,,,,,TRUE,,,,,,,,
FALSE,ijerph18137002,,,,,TRUE,,,,FALSE,FALSE,,,
FALSE,mat.0000000000000569,,,,,TRUE,,,,,,,,
FALSE,jc.2004-0067,,,,,TRUE,,,,,,,,
FALSE,chest.117.3.629,,,,,TRUE,,,,,,,,
FALSE,jsc.0b013e318207ead8,,,,,TRUE,,,,,,,,
FALSE,journal.pone.0071623,,,,,TRUE,,,,,,,,
FALSE,s00421-021-04768-4,,,,,TRUE,,,,FALSE,FALSE,,,
FALSE,09537104.2015.1047334,,,,,,,,,,,,,
FALSE,s-2007-1021153,,,,,,,,,FALSE,FALSE,,,
FALSE,s1050-6411_._97_._84626-3,,,,,,,,,FALSE,FALSE,,,
FALSE,japplphysiol.00090.2019,,,,,,,,,FALSE,FALSE,,,
FALSE,mss.0000000000002273,,,,,,,,,FALSE,FALSE,,,
FALSE,1414-431x20187837,,,,,,,,,FALSE,FALSE,,,
FALSE,j.metabol.2014.10.022,,,,,,,,,FALSE,FALSE,,,
FALSE,j.ijcard.2004.12.046,,,,,,,,,FALSE,FALSE,,,
TRUE,s-2005-837507,,,,,,,,,FALSE,FALSE,,,
FALSE,j.gaitpost.2007.01.006,,,,,,,,,FALSE,FALSE,,,
TRUE,mss.0b013e3181593e02,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-004-1230-2,,,,,,,,,FALSE,FALSE,,,
FALSE,jsc.0b013e318241e155,,,,,,,,"After ensuring that all the subjects had met the required criteria for attainment of _V O2max (20), _VO2 for each of the submaximal stages (and for _V O2max) was established via a rolling 30-second average, after eliminating values that were outside 4 SDs of the midpoint of a rolling 20-breath mean (attributed to ‘‘noise’’) (28).                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ",FALSE,FALSE,,,
FALSE,mss.0b013e318237fb5f,,,,,,,,,FALSE,FALSE,,,
TRUE,fphys.2020.607302,,,,,,,,,"[[' coughing', ' coughing'], [' swallow', ' sigh', ' swallow', ' sigh'], [' errant', ' errant'], [' local\nmean', ' local mean'], ['breath-by-breath data\nfrom each test were initially examined to exclude errant breaths\ncaused by coughing, swallowing, and sighing, etc., and those\nvalues lying more than four standard deviations ', 'breath-by-breath data from each test were initially\nexamined to exclude errant breaths (i.e., values lying more\nthan four standard deviations ']]","['e average of the data\ncollected in the ﬁnal 2 min. for analysis of cardiorespiratory\nresponses, the breath-by-breath data from each test were initially\nexamined to exclude errant breaths (i.e., values lying more\nthan four standard deviations from the local mean caused\nby coughing, swallowing, sighing, etc.) (rossiter et al., 2002)\n(cid:1), carbon dioxide output (cid:0)˙vco2\npulmonary ventilation', 'cpet (cosmed, rome, italy), previously calibrated according\nto the manufacturers’ instructions. the breath-by-breath data\nfrom each test were initially examined to exclude errant breaths\ncaused by coughing, swallowing, and sighing, etc., and those\nvalues lying more than four standard deviations from the local\nmean were removed (rossiter et al., 2002). the breath-by-\nbreath data were subsequently interpolated eve']",,±4 SD,
TRUE,jsc.0000000000002781,,,,,,,,,FALSE,FALSE,,,
TRUE,phy2.13673,,,,,,,,,FALSE,FALSE,,,
FALSE,s0967-0637_._02_._00006-7,,,,,,,,,,,,,
FALSE,bjsm.2008.055889,,,,,,,,,FALSE,FALSE,,,
FALSE,01.mss.0000048641.47125.1c,,,,,,,,,FALSE,FALSE,,,
TRUE,01.mss.0000218139.46166.ec,,,,,,,,,FALSE,FALSE,,,
FALSE,s1413-35552012005000056,,,,,,,,,FALSE,FALSE,,,
FALSE,1874120701913010021,,,,,,,,,FALSE,FALSE,,,
FALSE,fphys.2018.00226,,,,,,,,,FALSE,FALSE,,,
TRUE,japplphysiol.00447.2003,,,,,,,,,FALSE,FALSE,,,
FALSE,ag.2017.001,,,,,,,,,FALSE,FALSE,,,
FALSE,rccm.200208-963oc,,,,,,,,,,,,,
FALSE,chest.108.6.1562,,,,,,,,,FALSE,FALSE,,,
TRUE,bjsm.2007.042945,,,,,,,,,FALSE,FALSE,,,
TRUE,japplphysiol.00607.2004,,,,,,,,,"[[' aberrant', ' aberrant']]","['stimated to occur following four \u2436 values in each individual.\n\nbeat-by-beat hr data were ﬁltered for aberrant beats, time aligned,\nand averaged to 5-s time bins. hr data were then ﬁt with a monoex-\nponential m', ', 21).\n\nanalysis. breath-by-breath gas-exchange data were interpolated to\n1-s intervals, ﬁltered for aberrant data points, and then ensemble\naveraged in 5-s time bins to yield a single response for each subjec']",,NA,
FALSE,978-1-4419-1241-1_51,,,,,,,,,FALSE,FALSE,,,
FALSE,pes.13.2.167,,,,,,,,,FALSE,FALSE,,,
FALSE,apnm-2015-0567,,,,,,,,,FALSE,FALSE,,,
TRUE,jphysiol.2008.162271,,,,,,,,,FALSE,FALSE,,,
FALSE,a-1481-8473,,,,,,,,,"[[' cough'], [' swallow'], ['v̇ o2  component  amplitude,  time  delay  and  time  constant  (respectively) \n\n155 \n\n[23]. v̇ o2 values included only those between v̇ o2 ± 4 sd,']]","[' min average), h represents the heaviside step function and ap, tdp and \n\n154 \n\nτp  are  the  fast  v̇ o2  component  amplitude,  time  delay  and  time  constant  (respectively) \n\n155 \n\n[23]. v̇ o2 values included only those between v̇ o2 ± 4 sd, decreasing the noise between \n\n156 \n\nbreaths caused when swimmers swallow water, cough or the signal is interrupted [24]. \n\n157 \n\nthen,  individual  breath-by-breath  v̇ o2  responses  w']",,±4 SD,
FALSE,15459624.2013.792681,,,,,,,,,FALSE,FALSE,,,
FALSE,abc.20140021,,,,,,,,,FALSE,FALSE,,,
FALSE,s13613-017-0289-y,,,,,,,,,FALSE,FALSE,,,
FALSE,j.jpeds.2004.08.004,,,,,,,,,FALSE,FALSE,,,
FALSE,j.ahj.2005.08.018,,,,,,,,,FALSE,FALSE,,,
FALSE,s-2005-865785,,,,,,,,,FALSE,FALSE,,,
FALSE,ep086145,,,,,,,,,FALSE,FALSE,,,
FALSE,jsc.0b013e3181da85d1,,,,,,,,,FALSE,FALSE,,,
FALSE,s0002-9149_._99_._80352-x,,,,,,,,,FALSE,FALSE,,,
FALSE,mss.0b013e31802dd3e6,,,,,,,,,FALSE,FALSE,,,
FALSE,j.metabol.2007.10.013,,,,,,,,,FALSE,FALSE,,,
FALSE,j.jsams.2010.07.005,,,,,,,,,FALSE,FALSE,,,
FALSE,j.pmrj.2014.06.013,,,,,,,,,[['\naberrant']],"['ulated \nthat residual fear of reinjury during the return to run phase may cause the runner to adopt \naberrant running mechanics, conserve running motion, or reduce training speed.\n\npresently, it is not known w']",,NA,
FALSE,journal.pone.0229466,,,,,,,,,FALSE,FALSE,,,
FALSE,jsc.0000000000002522,,,,,,,,,FALSE,FALSE,,,
FALSE,jphysiol.1996.sp021165,,,,,,,,,"[[' coughing'], [' swallow']]","['d inspiratory (t,), expiratory (te) and total\n(ttot) breath durations and vt. breaths interrupted by swallowing\nor coughing and breaths (usually 4-8) immediately after ic\nmanoeuvres were identified and discarded (these alte']",,NA,
FALSE,ijerph182212066,,,,,,,,,FALSE,FALSE,,,
FALSE,chest.123.6.1810,,,,,,,,,FALSE,FALSE,,,
FALSE,00005768-199901000-00020,,,,,,,,,FALSE,FALSE,,,
FALSE,j.freeradbiomed.2020.04.026,,,,,,,,,FALSE,FALSE,,,
FALSE,pbc.25383,,,,,,,,,FALSE,FALSE,,,
FALSE,chest.124.6.2377,,,,,,,,,FALSE,FALSE,,,
FALSE,2047487319859450,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-019-04236-0,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-019-04086-w,,,,,,,,,FALSE,FALSE,,,
FALSE,mss.0b013e3181fcea8d,,,,,,,,,FALSE,FALSE,,,
FALSE,jhse.2014.94.05,,,,,,,,,FALSE,FALSE,,,
FALSE,j.metabol.2005.01.027,,,,,,,,,FALSE,FALSE,,,
FALSE,s22072682,,,,,,,,,FALSE,FALSE,,,
FALSE,biolsport.2021.101638,,,,,,,,,FALSE,FALSE,,,
FALSE,j.ijcard.2020.06.019,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-020-04574-4,,,,,,,,,FALSE,FALSE,,,
FALSE,apnm-2020-1074,,,,,,,,,FALSE,FALSE,,,
FALSE,s-2007-965066,,,,,,,,,FALSE,FALSE,,,
FALSE,jcm9061795,,,,,,,,,FALSE,FALSE,,,
FALSE,peerj.6022,,,,,,,,,FALSE,FALSE,,,
FALSE,japplphysiol.00266.2011,,,,,,,,,FALSE,FALSE,,,
FALSE,j.cjca.2013.04.022,,,,,,,,,FALSE,FALSE,,,
FALSE,01.mss.0000135795.60449.ce,,,,,,,,,FALSE,FALSE,,,
FALSE,postgradmedj-2015-133576,,,,,,,,,FALSE,FALSE,,,
FALSE,j.1532-5415.2001.49124.x,,,,,,,,,FALSE,FALSE,,,
FALSE,j.ridd.2014.08.028,,,,,,,,,FALSE,FALSE,,,
FALSE,jom.0000000000002429,,,,,,,,,FALSE,FALSE,,,
FALSE,hcr.0000000000000551,,,,,,,,,FALSE,FALSE,,,
FALSE,h05-119,,,,,,,,,FALSE,FALSE,,,
FALSE,j.ejheart.2003.08.004,,,,,,,,,FALSE,FALSE,,,
FALSE,s0002-9149_._96_._00830-2,,,,,,,,,FALSE,FALSE,,,
FALSE,sms.13627,,,,,,,,,FALSE,FALSE,,,
FALSE,978-3-030-48238-1_16,,,,,,,,,FALSE,FALSE,,,
FALSE,mss.0000000000002551,,,,,,,,,FALSE,FALSE,,,
FALSE,cia.s62313,,,,,,,,,FALSE,FALSE,,,
FALSE,phy2.12864,,,,,,,,,FALSE,FALSE,,,
FALSE,01.hcr.0000320070.81470.75,,,,,,,,,FALSE,FALSE,,,
FALSE,journal.pone.0153617,,,,,,,,,FALSE,FALSE,,,
FALSE,ijspp.2020-0630,,,,,,,,,FALSE,FALSE,,,
FALSE,chest.113.3.816,,,,,,,,,FALSE,FALSE,,,
FALSE,sj.ijo.0802129,,,,,,,,,FALSE,FALSE,,,
FALSE,jsc.0b013e3181e501d6,,,,,,,,,FALSE,FALSE,,,
FALSE,s-0033-1333748,,,,,,,,,FALSE,FALSE,,,
FALSE,jhj.42.163,,,,,,,,,FALSE,FALSE,,,
FALSE,ies-130510,,,,,,,,,FALSE,FALSE,,,
FALSE,01.mss.0000128249.10305.8a,,,,,,,,,FALSE,FALSE,,,
FALSE,chest.97.5.1130,,,,,,,,,FALSE,FALSE,,,
FALSE,fphys.2017.00172,,,,,,,,,FALSE,FALSE,,,
FALSE,j.healun.2007.02.007,,,,,,,,,FALSE,FALSE,,,
FALSE,j.jpainsymman.2016.01.004,,,,,,,,,FALSE,FALSE,,,
TRUE,ajpregu.00015.2019,,,,,,,,"After aberrant values of pulmonary V ˙ O2 and deoxy[Hb   Mb] greater than three SDs from the local mean were omitted, the individual responses during the baseline-to-exercise transitions were time interpolated to 1-s intervals and averaged across each transition for each subject.","[[' aberrant'], [' local mean']]","['emg during the highest\nemg of the 3 efforts), and expressed as percent mvc.\n\nkinetic analysis\n\nafter aberrant values of pulmonary v˙ o2 and deoxy[hb ⫹ mb]\ngreater than three sds from the local mean were omitted, the\nindividual responses during the baseline-to-exercise transitions\nwere time interp']",,±3 SD / 99%,
FALSE,s-2007-1021078,,,,,,,,,FALSE,FALSE,,,
FALSE,ijerph18052371,,,,,,,,,FALSE,FALSE,,,
FALSE,sms.13495,,,,,,,,,"[[' coughing'], [' swallow', ' talk']]","['th-by-breath data were recorded without the application of filters. anomalous breaths (i.e. \n\ndue to swallowing, talking, coughing or incomplete breaths with respiratory exchange ratio \n\n((rer) < 0.65 or > 1.6) were manually ident']",,other,
FALSE,01.mss.0000161826.28186.76,,,,,,,,,FALSE,FALSE,,,
FALSE,expphysiol.2012.069880,,,,,,,,,FALSE,FALSE,,,
FALSE,298060a0,,,,,,,,,FALSE,FALSE,,,
FALSE,mrr.0000000000000161,,,,,,,,,FALSE,FALSE,,,
FALSE,sms.12990,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-014-3003-x,,,,,,,,,FALSE,FALSE,,,
FALSE,jappl.2001.90.5.1700,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-016-3412-0,,,,,,,,,FALSE,FALSE,,,
FALSE,mss.0000000000002240,,,,,,,,,FALSE,FALSE,,,
FALSE,00042752-200307000-00009,,,,,,,,,FALSE,FALSE,,,
FALSE,bjsm.37.2.154,,,,,,,,,FALSE,FALSE,,,
FALSE,jsc.0000000000001873,,,,,,,,,FALSE,FALSE,,,
FALSE,s-0043-117413,,,,,,,,,FALSE,FALSE,,,
FALSE,s12970-021-00466-w,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-002-0599-z,,,,,,,,,FALSE,FALSE,,,
FALSE,jsc.0b013e318252f6b7,,,,,,,,,FALSE,FALSE,,,
FALSE,tnsre.2018.2872889,,,,,,,,,FALSE,FALSE,,,
FALSE,pes.24.3.347,,,,,,,,,FALSE,FALSE,,,
FALSE,10255842.2013.815902,,,,,,,,,FALSE,FALSE,,,
FALSE,j.apmr.2008.08.219,,,,,,,,,FALSE,FALSE,,,
FALSE,s1440-2440_._01_._80038-4,,,,,,,,,FALSE,FALSE,,,
FALSE,asem.3529.2013,,,,,,,,,FALSE,FALSE,,,
FALSE,jpah.2018-0283,,,,,,,,,FALSE,FALSE,,,
FALSE,s-0031-1279767,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-011-2275-7,,,,,,,,,FALSE,FALSE,,,
FALSE,a-0856-7207,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-014-3093-5,,,,,,,,,[['v o2 breath values were omitted from the analysis \nby  including  only  those  in-between  mean ±  4  sd.']],"['evice  was  calibrated  according  to  manufacturer’s \nspecifications.\n\ndata analysis\n\nfirst, the  ˙v o2 breath values were omitted from the analysis \nby  including  only  those  in-between  mean ±  4  sd. after-\nwards,  individual  ˙v o2  responses  were  smoothed  using  a \n3-breath  moving  average  a']",,±4 SD,
FALSE,pes.2017-0287,,,,,,,,,,,,,
FALSE,ptj.20080328,,,,,,,,,FALSE,FALSE,,,
FALSE,jsc.0000000000001701,,,,,,,,,FALSE,FALSE,,,
FALSE,journal.pone.0150799,,,,,,,,,FALSE,FALSE,,,
FALSE,s1440-2440_._01_._80044-x,,,,,,,,,FALSE,FALSE,,,
FALSE,jsc.0000000000002332,,,,,,,,,FALSE,FALSE,,,
FALSE,journal.pone.0226290,,,,,,,,,FALSE,FALSE,,,
FALSE,j.gaitpost.2010.01.006,,,,,,,,,FALSE,FALSE,,,
FALSE,s12872-021-02094-3,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-018-4034-5,,,,,,,,,FALSE,FALSE,,,
FALSE,0967-3334_._30_._3_._001,,,,,,,,,FALSE,FALSE,,,
FALSE,chest.109.5.1169,,,,,,,,,FALSE,FALSE,,,
FALSE,pes.24.3.357,,,,,,,,,FALSE,FALSE,,,
FALSE,s40279-017-0711-5,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-018-3974-0,,,,,,,,,FALSE,FALSE,,,
FALSE,physiolres.930888,,,,,,,,,FALSE,FALSE,,,
FALSE,ijerph17217745,,,,,,,,,FALSE,FALSE,,,
FALSE,cmb_._2017.63.3.15,,,,,,,,,FALSE,FALSE,,,
FALSE,j.ahj.2003.09.007,,,,,,,,,FALSE,FALSE,,,
FALSE,17461391.2019.1635650,,,,,,,,,FALSE,FALSE,,,
FALSE,jappl.1992.73.6.2403,,,,,,,,,FALSE,FALSE,,,
FALSE,j.jesf.2012.12.002,,,,,,,,,FALSE,FALSE,,,
FALSE,ajpendo.90545.2008,,,,,,,,,FALSE,FALSE,,,
FALSE,japplphysiol.00722.2017,,,,,,,,,FALSE,FALSE,,,
FALSE,phy2.12432,,,,,,,,,FALSE,FALSE,,,
FALSE,jsc.0b013e3181cc2423,,,,,,,,,FALSE,FALSE,,,
FALSE,s-2004-817854,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-019-04171-0,,,,,,,,,FALSE,FALSE,,,
FALSE,1940-6207.capr-12-0416,,,,,,,,,FALSE,FALSE,,,
FALSE,ep088783,,,,,,,,,FALSE,FALSE,,,
FALSE,japplphysiol.00030.2019,,,,,,,,,FALSE,FALSE,,,
FALSE,mss.0000000000000577,,,,,,,,,FALSE,FALSE,,,
FALSE,j.jcf.2004.11.004,,,,,,,,,FALSE,FALSE,,,
FALSE,s0100-879x2010007500093,,,,,,,,,FALSE,FALSE,,,
FALSE,fphys.2018.00533,,,,,,,,,FALSE,FALSE,,,
FALSE,jphysiol.2005.083840,,,,,,,,,FALSE,FALSE,,,
FALSE,h05-107,,,,,,,,,FALSE,FALSE,,,
FALSE,j.jsams.2006.03.024,,,,,,,,,FALSE,FALSE,,,
FALSE,09031936.01.00057801,,,,,,,,,FALSE,FALSE,,,
FALSE,journal.pone.0095025,,,,,,,,,FALSE,FALSE,,,
FALSE,s-0035-1569284,,,,,,,,,FALSE,FALSE,,,
FALSE,s1516-31802006000500010,,,,,,,,,FALSE,FALSE,,,
FALSE,jsc.0000000000002317,,,,,,,,,FALSE,FALSE,,,
FALSE,j.1751-7133.2010.00187.x,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-019-04110-z,,,,,,,,,FALSE,FALSE,,,
FALSE,j.rehab.2021.101490,,,,,,,,,FALSE,FALSE,,,
FALSE,fphys.2020.537389,,,,,,,,,FALSE,FALSE,,,
FALSE,s-0043-110225,,,,,,,,,FALSE,FALSE,,,
FALSE,hcr.0b013e3181b4ca4e,,,,,,,,,FALSE,FALSE,,,
FALSE,peerj.10491,,,,,,,,,FALSE,FALSE,,,
FALSE,bjsm.2007.035915,,,,,,,,,FALSE,FALSE,,,
FALSE,ijspp.2015-0119,,,,,,,,,FALSE,FALSE,,,
FALSE,j.ijcard.2007.07.112,,,,,,,,,FALSE,FALSE,,,
FALSE,s0002-9149_._00_._01496-x,,,,,,,,,FALSE,FALSE,,,
FALSE,j.jstrokecerebrovasdis.2020.105477,,,,,,,,,FALSE,FALSE,,,
FALSE,00005768-200112000-00018,,,,,,,,,FALSE,FALSE,,,
FALSE,sms.12993,,,,,,,,,FALSE,FALSE,,,
FALSE,fphys.2015.00405,,,,,,,,,FALSE,FALSE,,,
FALSE,ijspp.2013-0313,,,,,,,,,FALSE,FALSE,,,
FALSE,j.transproceed.2021.03.040,,,,,,,,,FALSE,FALSE,,,
FALSE,s00415-017-8497-9,,,,,,,,,FALSE,FALSE,,,
FALSE,ham.2009.1004,,,,,,,,,FALSE,FALSE,,,
FALSE,nu10111718,,,,,,,,,FALSE,FALSE,,,
FALSE,01.cir.88.4.1770,,,,,,,,,FALSE,FALSE,,,
FALSE,mss.0000000000001473,,,,,,,,,FALSE,FALSE,,,
FALSE,jsc.0000000000001556,,,,,,,,,FALSE,FALSE,,,
FALSE,s-2007-972882,,,,,,,,,FALSE,FALSE,,,
FALSE,j.rmed.2013.04.009,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-009-1100-z,,,,,,,,,FALSE,FALSE,,,
FALSE,j.gaitpost.2013.01.029,,,,,,,,,FALSE,FALSE,,,
FALSE,japplphysiol.91195.2008,,,,,,,,,"[[' coughing'], [' swallow', '\nsigh'], [' errant'], [' local\nmean']]","['ysis procedures\n\nthe breath-by-breath v˙ o2 data from each test were initially exam-\nined to exclude errant breaths caused by coughing, swallowing,\nsighing, etc., and those values lying more than four sds from the local\nmean were removed. the breath-by-breath data were subsequently\nlinearly interpolated to provide second-b']",,±4 SD,
FALSE,apnm-2020-0079,,,,,,,,,FALSE,FALSE,,,
FALSE,s0011-393x_._96_._80013-0,,,,,,,,,FALSE,FALSE,,,
FALSE,ep088544,,,,,,,,,FALSE,FALSE,,,
FALSE,phy2.13145,,,,,,,,,FALSE,FALSE,,,
FALSE,s13102-021-00387-w,,,,,,,,,FALSE,FALSE,,,
FALSE,s0167-5273_._00_._00231-x,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-016-3356-4,,,,,,,,,FALSE,FALSE,,,
FALSE,0002-9149_._87_._91190-8,,,,,,,,,FALSE,FALSE,,,
FALSE,j.jshs.2015.12.002,,,,,,,,,FALSE,FALSE,,,
FALSE,jsc.0b013e3181b073a8,,,,,,,,,FALSE,FALSE,,,
FALSE,a-1145-3595,,,,,,,,,FALSE,FALSE,,,
FALSE,s0883-5403_._97_._90052-8,,,,,,,,,FALSE,FALSE,,,
FALSE,00005768-200211000-00010,,,,,,,,,FALSE,FALSE,,,
FALSE,j.jsams.2018.05.012,,,,,,,,,FALSE,FALSE,,,
FALSE,jsc.0000000000003852,,,,,,,,,FALSE,FALSE,,,
FALSE,j.gaitpost.2010.07.014,,,,,,,,,FALSE,FALSE,,,
FALSE,s-2007-1021091,,,,,,,,,FALSE,FALSE,,,
FALSE,s-2003-39093,,,,,,,,,FALSE,FALSE,,,
FALSE,apnm-2014-0145,,,,,,,,,FALSE,FALSE,,,
FALSE,cpf.12389,,,,,,,,,"[['\naberrant', ' aberrant']]","['se on vo2 and\nhr, but when these two variables are combined to yield the o2\npulse, we can observe an aberrant improvement in o2 transport\nefﬁciency that could be misinterpreted.\n\nenergetic cost of cycling at d', ' (table 3), where from 50 to peak rpm,\nit was signiﬁcantly larger compared to hc. this represents an\naberrant improvement in o2 transport efﬁciency caused by the\neffect of b-blockers on hr. this is supported b']",,NA,
FALSE,sleep.3770,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-015-3131-y,,,,,,,,,FALSE,FALSE,,,
FALSE,j.wem.2013.06.007,,,,,,,,,FALSE,FALSE,,,
FALSE,s13063-018-2701-9,,,,,,,,,FALSE,FALSE,,,
FALSE,j.ijcard.2006.07.032,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-013-2798-1,,,,,,,,,FALSE,FALSE,,,
FALSE,s13195-018-0429-0,,,,,,,,,FALSE,FALSE,,,
FALSE,ijo.2017.253,,,,,,,,,FALSE,FALSE,,,
FALSE,s-0030-1251989,,,,,,,,,FALSE,FALSE,,,
FALSE,mss.0b013e3182100261,,,,,,,,,FALSE,FALSE,,,
FALSE,japplphysiol.00779.2011,,,,,,,,,[[' local mean']],"['d ventilation responses were edited in the\nv˙ o2 domain, eliminating breaths outside four sds of the local mean\n(31). peak pulmonary variables were determined by averaging the\nﬁnal 12 breaths of exercise (⬃20 s)']",,±4 SD,
FALSE,bjsm.27.3.202,,,,,,,,,FALSE,FALSE,,,
FALSE,diacare.22.10.1640,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-005-1332-5,,,,,,,,,FALSE,FALSE,,,
FALSE,circj.71.1418,,,,,,,,,FALSE,FALSE,,,
FALSE,ep087979,,,,,,,,,"[[' errant'], [' local mean'], ['breath-by-breath ̇vo2\ndata from each step transition were initially\nedited to exclude errant breaths by removing values lying more than\n4 sd ']]","['b+mb] data (quaresima & ferrari,\n2009).\n\nexpressed as\n\n2.5 data analysis and kinetic modelling\n\nthe breath-by-breath ̇vo2\ndata from each step transition were initially\nedited to exclude errant breaths by removing values lying more than\n4 sd from the local mean determined using a five-breath rolling\n\n\x0c1932\n\nbreese et al.\n\nand deoxy[hb+mb] responses were sub-\n']",,±4 SD,
FALSE,s00421-010-1739-5,,,,,,,,,FALSE,FALSE,,,
FALSE,ptj.20110310,,,,,,,,,[[' aberrant']],"['ticipants\nwithout neurological\ninjury during\nunassisted stepping and would gen-\nerally be considered aberrant muscle\nactivity. however, increased quadri-\nceps muscle activity during elliptical-\nand therapist-a']",,NA,
FALSE,s-2007-972630,,,,,,,,,FALSE,FALSE,,,
FALSE,s-2001-18530,,,,,,,,,FALSE,FALSE,,,
FALSE,j.resp.2006.10.008,,,,,,,,,FALSE,FALSE,,,
FALSE,j.gaitpost.2006.10.002,,,,,,,,,FALSE,FALSE,,,
FALSE,fphys.2022.843574,,,,,,,,,FALSE,FALSE,,,
FALSE,mss.0b013e318215d10b,,,,,,,,,FALSE,FALSE,,,
FALSE,a-0961-6999,,,,,,,,,"[[' coughing'], [' sigh', ' swallow'], [' errant'], [' local mean'], ['v̇ o2 breath-by-breath data were examined to exclude errant \nbreaths from sighing, swallowing, wind, coughing, etc., and breaths \nlying more than four standard deviations ']]","['road. during all tests, gas exchange was meas-\nured as described above.\n\noxygen uptake kinetics\nthe v̇ o2 breath-by-breath data were examined to exclude errant \nbreaths from sighing, swallowing, wind, coughing, etc., and breaths \nlying more than four standard deviations from the local mean of 5 \ndata points were removed. the filtered data were linearly interpo-\nlated to provide second-by']",,±4 SD,
FALSE,jsc.0b013e3181b3e141,,,,,,,,,FALSE,FALSE,,,
FALSE,j.jshs.2016.11.003,,,,,,,,,FALSE,FALSE,,,
FALSE,journal.pone.0181008,,,,,,,,,FALSE,FALSE,,,
FALSE,s00296-015-3390-2,,,,,,,,,FALSE,FALSE,,,
FALSE,mss.0000000000001902,,,,,,,,,FALSE,FALSE,,,
FALSE,japplphysiol.00491.2005,,,,,,,,,FALSE,FALSE,,,
FALSE,j.ijcard.2019.07.048,,,,,,,,,FALSE,FALSE,,,
FALSE,s-2002-19275,,,,,,,,,FALSE,FALSE,,,
FALSE,j.1532-5415.2009.02495.x,,,,,,,,,FALSE,FALSE,,,
FALSE,s-2007-964891,,,,,,,,,FALSE,FALSE,,,
FALSE,jsc.0000000000001265,,,,,,,,,FALSE,FALSE,,,
FALSE,cep12007,,,,,,,,,FALSE,FALSE,,,
FALSE,h08-146,,,,,,,,,"[[' cough'], [' swallow', '\nsigh'], [' errant']]","['  default  settings  of  the \n\nfiltering function in the quark b2 data management software to remove errant breaths caused by swallowing, coughs, \n\nsighs, etc, that tend to mask the underlying physiological response (lamarra et al. 1987). the \n\n data w']",,NA,
FALSE,eje-14-0204,,,,,,,,,FALSE,FALSE,,,
FALSE,j.ejheart.2007.04.006,,,,,,,,,FALSE,FALSE,,,
FALSE,bjsm.2005.018101,,,,,,,,,FALSE,FALSE,,,
FALSE,mss.0b013e3181668671,,,,,,,,,FALSE,FALSE,,,
FALSE,s13102-021-00231-1,,,,,,,,,FALSE,FALSE,,,
FALSE,journal.pone.0135057,,,,,,,,,FALSE,FALSE,,,
FALSE,fphys.2016.00463,,,,,,,,,"[[' coughing'], [' swallow', '\nsigh'], [' errant'], [' local mean'], ['breath-by-breath ˙vo2 from each test were initially examined\nto exclude errant breaths caused by coughing, swallowing,\nsighing, etc., and those values lying more than four standard\ndeviations ']]","['and caﬀeinated beverages within the 24 h\npreceding each visit.\n\noxygen uptake kinetics analysis\nthe breath-by-breath ˙vo2 from each test were initially examined\nto exclude errant breaths caused by coughing, swallowing,\nsighing, etc., and those values lying more than four standard\ndeviations from the local mean were removed. the breath-bybreath data were subsequently linearly interpolated to provide\nsecond-by']",,±4 SD,
FALSE,0735-1097_._91_._90619-k,,,,,,,,,FALSE,FALSE,,,
FALSE,sms.12014,,,,,,,,,FALSE,FALSE,,,
FALSE,bf02332962,,,,,,,,,FALSE,FALSE,,,
FALSE,00005768-200208000-00018,,,,,,,,,[['v˙ o2 and the measured v˙ o2 (see subject 1 in fig.\n1a). the values of the measured breath-by-breath v˙ o2 that\nwere outside a three standard deviations ']],"['terative procedure by minimizing the\nsum of the mean squares of the differences between the\nmodeled v˙ o2 and the measured v˙ o2 (see subject 1 in fig.\n1a). the values of the measured breath-by-breath v˙ o2 that\nwere outside a three standard deviations range from the\nmodeled v˙ o2 were removed, representing less than 0.5% of\nthe data collected. the ti']",,±3 SD / 99%,
FALSE,jsc.0000000000001398,,,,,,,,,FALSE,FALSE,,,
