done,doi_suffix,op-rr,human,english,eligible,gas_data,ext_ref,gas_analyzer,Data Processing Text,time_bin_avg_nums,time_bin_surrounding_text,,outliers,Interpolation type,Interpolation time (s),Avg type,Avg subtype,Avg amount,Avg MOS,Avg mean type,outlier_details,interpolation_details,avg_details,processing_details,Notes
FALSE,chest.116.1.88,,,,,,,,,"[('every 3 s)', '3'), ('every 6 s ', '6')]","['d by a continuous ramp protocol corresponding to increments of 10 to 20 w/min (1 w every 6 s or 1 w every 3 s) until the subjects could no longer continue. the end point of the exercise tests was leg fatigue wi', ' at 10 w, followed by a continuous ramp protocol corresponding to increments of 10 to 20 w/min (1 w every 6 s or 1 w every 3 s) until the subjects could no longer continue. the end point of the exercise tests w']",,,,,,,,,,,,,,
FALSE,jbhi.2020.3009903,,,,,,,,,"[('into 30 second\n', '30')]","['ments from further analysis, as shown in fig. 2(b).\nwe initially segmented all the wearable signals into 30 second\nwindows. for each window, we detected the upper (eu) and\nlower (el) envelope of the data and compute']",,,,,,,,,,,,,,
FALSE,2193-1801-2-229,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,
FALSE,ajrccm.164.8.2103007,,,,,,,,,"[('last 15 s ', '15')]","[' equivalents for o\ne\nco2\n2\n2\n,\n  and  p\nand  end-tidal  partial  pressures  of  o\netco\n2\n2\n for the last 15 s of the ramp was considered\nmm hg). the average \n was\nto be representative of the subject’s peak \nest']",,,,,,,,,,,,,,
FALSE,j.apmr.2007.04.004,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,
FALSE,jpn.12242,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,japplphysiol.00625.2011,,,,,,,,,"[('every 30 s.', '30'), ('averaged over 30 s.', '30'), (' 3 s into', '3'), ('averaged\nover 30 s.', '30')]","['3 s into and 5 s after the\nmvc, as described above. the procedure was repeated three times\nstarting every 30 s. following 5 min of recovery the same series of 3\nmvc and stimulations were performed. this protocol', 'ocity was computed from the integral of\nthe maximum frequency doppler shifts over one heartbeat and\naveraged over 30 s.\n\nj appl physiol • vol 111 • november 2011 • www.jap.org\n\ndownloaded from journals.physiology.org/jo', 'he subject\nwas asked to perform a 5-s maximal voluntary contraction (mvc)\nwith stimulation occurring 3 s into the 5 s contraction (superimposed\ntwitch, tws). five seconds after the mvc another stimulation was\n', ' calibrated prior to each test. after\nthe test breath-by-breath values were visually controlled and averaged\nover 30 s. the highest average value was determined for v˙ o2max, and\nall the other parameters were selected a']",,,,,,,,,,,,,,
FALSE,jsc.0b013e3181fb4111,,,,,,,,,"[('every 30 seconds ', '30'), ('last 60 seconds ', '60')]","['the most intensive part of the semg signal\nfrom each stroke was used in the spectral analysis.\n\nfor every 30 seconds of each 6-minute rowing test (see\nfigure 2),\nthe average arv and mdf values of 10\nconsecutive stroke', 'ly and substantially\nover the last minute, which indicates the existence of some\nreserve before the last 60 seconds of the all-out test. the\nincrease in the arv of the rf, vl and gm muscles until\nthe 5th minute (13-1']",,,,,,,,,,,,,,
FALSE,00124278-200702000-00021,,,,,,,,,"[('every\n5 seconds ', '5')]","['er (yellow spring instruments, yellow springs, oh).\nheart rate was monitored on-line and registered every\n5 seconds during the 90-minute matches using a polar\nvantage nv heart rate monitor (polar electro oy). in 4\nof']",,,,,,,,,,,,,,
FALSE,s00421-019-04258-8,,,,,,,,,"[('highest 15-s ', '15'), ('every 30\xa0s ', '30'), (' 1-s intervals', '1')]","['7, and hr peak equal or superior to 90% of theoretical \nmaximal hr (midgley et\xa0al. 2006, 2007). the highest 15-s \n vo2 during the final stages of the test was considered for \nthe individual  vo2max calculations (m', 'th 0% inclination, and then alternating \nbetween increase in speed (1\xa0km\xa0h−1) and inclination (1%) \nevery 30\xa0s until voluntary exhaustion. expired respiratory gas fractions were measured using an open-circuit \nb', ' 1.5\xa0min; 95% ci 9.8–10.7) \n(midgley et\xa0al. 2006, 2007). during all tests, the hrs were \nrecorded at 1-s intervals using polar team system 2 hr \nmonitors (polar electro oy, kempele, finland) to assess \nexercise car']",,,,,,,,,,,,,,
FALSE,ijerph17249250,,,,,,,,,"[('(5 s averaged', '5')]","['g\nsystem watch (garmin, olathe, ks, usa) was used to measure the heart rate and the speed responses\n(5 s averaged data) of each eﬀort. in the umtt, the rating of perceived exertion (rpe), on a scale from\n6 (least ']",,,,,,,,,,,,,,
FALSE,jsc.0b013e3181b3dc7e,,,,,,,,,"[('every 30 seconds.', '30'), ('highest 30-second\n', '30')]","['ectro oy, kempele, finland). cardiorespiratory parameters were calculated automatically and printed\nevery 30 seconds. the highest values were calculated as the\narithmetic mean of the 2 consecutive highest 30-second\nva', 'ed\nevery 30 seconds. the highest values were calculated as the\narithmetic mean of the 2 consecutive highest 30-second\nvalues. ventilatory threshold (vt) was determined noninvasively by combining 3 common methods for th']",,,,,,,,,,,,,,
FALSE,oby.21206,,,,,,,,,"[('highest 10-s ', '10'), (' 60-s recover', '60')]","[' using a\nbreath-by-breath online system (vmax 229, sensor medics, usa).\n_vo2peak was defined as the highest 10-s mean value recorded\nbefore the subject’s volitional termination of incr. ppoincr and hrmax\nwere defi', ' only an adapted\nform of hiit [10 3 60-s at \x1890% of the maximal heart rate (hrmax)\ninterspersed with 60-s recovery] for 2 weeks may simultaneously\nincrease the oxidative capacity of the muscle and insulin sensitiv']",,,,,,,,,,,,,,
FALSE,annalsats.201410-470oc,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,
FALSE,j.psychres.2016.01.066,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,
FALSE,s40279-020-01346-0,,,,,,,,,"[('averaged over a 15-s ', '15')]","['ich was calibrated \n\nbefore each test. respiratory parameters were recorded breath-by-breath, and \n\naveraged over a 15-s period. measurements were taken on a normal school day \n\n(07:00–15:00 h), with participants running ']",,,,,,,,,,,,,,
FALSE,jsc.0b013e3181a5bc59,,,,,,,,,"[('averaged every 10 seconds.', '10'), ('during any 20-second ', '20'), (' 30-second periods', '30'), ('every 30 seconds,', '30')]","['d male (n = 17) ﬁeld hockey players.\n\nmessgera¨te, oberthulba, germany). breath-by-breath data\nwere averaged every 10 seconds. maximum oxygen uptake\nwas taken as the highest rate of oxygen consumption\nmeasured during any 20-se', 'very 10 seconds. maximum oxygen uptake\nwas taken as the highest rate of oxygen consumption\nmeasured during any 20-second period. gas analysis\napparatus was calibrated using standard gases immediately\n_vo2max attained duri', 'eil\nam rhein, germany). after an initial familiarization and\nadaptation period, the subjects ran for 30-second periods at\nincreasing exercise intensities until exhaustion. the adaptation period of the test consisted of', '8 m and\na gradient of 1%. treadmill speed was then set to 3.0\nm/second and was increased by 0.2 m/s every 30 seconds,\nand gradient remained constant at 2%. oxygen consumption\nwas determined continuously by a spirometr']",,,,,,,,,,,,,,
FALSE,s00421-005-0020-9,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,
FALSE,0034-5687_._82_._90115-3,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,
FALSE,s-0029-1242745,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,
FALSE,s00421-022-04917-3,,,,,,,,,"[('highest 20\xa0s ', '20')]","['olutions \nper minute despite strong verbal encouragement. the ramp \ntest was used to estimate peak (highest 20\xa0s moving average) v̇o2 and minute ventilation (v̇e), and estimate the v̇o2 \nat ventilatory threshold, ']",,,,,,,,,,,,,,
FALSE,sports8120163,,,,,,,,,"[('during the last 5 s ', '5'), (' 15 s averages', '15'), ('highest 15 s ', '15')]","['hidden from the subjects. subjects were notiﬁed of the oncoming increase\nin resistance of the cycle during the last 5 s of the warm-up and wattage was immediately increased\nto the set chosen vp wattage. subjects were ins', 'th a parvomedics metabolic cart (truemax2400, sandy, ut, usa). the mean of the highest 2\nconsecutive 15 s averages was used to determine vo2max in all tests. heart rate max was determined\nusing the highest 15 s ave', 've 15 s averages was used to determine vo2max in all tests. heart rate max was determined\nusing the highest 15 s average at the end of the test. standard 3-point calibration was performed before\neach test or every']",,,,,,,,,,,,,,
FALSE,ajrccm.157.1.9611092,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,
FALSE,s-0030-1255066,,,,,,,,,"[(' 5 s for each', '5'), ('averaged every 5 s.', '5')]","['than the time required to swim 300 m at the adjusted 400-m race pace. this time was then \nreduced by 5 s for each consecutive 300 m until the final 300 m. swimmers were verbally encouraged to \nreach their maximal ', ""rer's instructions before each test. ectopic \nartefacts were manually eliminated and data were then averaged every 5 s. a capillary blood sample was \nobtained from the finger no more than 30 s after the end of the first""]",,,,,,,,,,,,,,
FALSE,ijspp.2020-0483,,,,,,,,,"[('highest 30-second\n', '30')]","['fore each test, using instructions provided by the manufacturer. the vo2max value was deﬁned as the highest 30-second\naverage vo2 during the test and was considered to have been\nreached if there was no increase (<100 m']",,,,,,,,,,,,,,
FALSE,sms.12365,,,,,,,,,"[('over the last 60 s ', '60')]",[' from a gas mask were\nanalyzed. the (cid:2)vo2 max was calculated as the average oxygen consumption over the last 60 s before the voluntary exhaustion. there\nwas no plateau phase of oxygen uptake during the ramp exercis'],,,,,,,,,,,,,,
FALSE,jn.00868.2007,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,
FALSE,ajpregu.00263.2020,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,
FALSE,00005768-200002000-00027,,,,,,,,,"[(' 20-s sample', '20'), ('every 20 s ', '20')]","['valid measure of alertness (29,30).\n\nmetabolic measurements. at the 11th min of exercise a 2 min and 20-s sample of expired gas was obtained\nand analyzed for v˙ o2, v˙ co2, and v˙ e. during this sampling\nperiod m', ' analyzed for v˙ o2, v˙ co2, and v˙ e. during this sampling\nperiod metabolic measurements were made every 20 s using\na calibrated metabolic cart (sensormedics, model 2900).\n\nheart rate. one-minute heart rate sam']",,,,,,,,,,,,,,
FALSE,mss.0000000000000183,,,,,,,,,"[('last 40s ', '40')]",['re asked to continue running during each\nincreasing speed until they were completely exhausted. the last 40s of benchmark gas\nexchange analysis data were averaged to determine measured peak vo2.\n\nearbud sensor'],,,,,,,,,,,,,,
FALSE,fpsyg.2019.00535,,,,,,,,,"[('last 5 s ', '5'), ('last 30 s\n', '30'), ('mean during the last 30 s ', '30'), ('during the last 30 s ', '30'), ('each 6 s ', '6')]","['ngs of perceived exertion and aﬀective states (arousal and\nhedonic tone) data were collected in the last 5 s of the 1-min\nresting period, in the last 5 s of the ﬁrst minute of each tte\ntest, and in the last 5 ', ' was kept ﬁxed at 1% throughout the test. maximal\noxygen consumption ( ˙vo2max) was obtained at the last 30 s\nof the test. blood lactate concentration, from the earlobe, was\nmeasured at the third minute of reco', ' with an inclination\nﬁxed at 1% until voluntary exhaustion. steady state ˙vo2 was\ncalculated as the mean during the last 30 s of the test.\n\ndata analysis\nrepeated-measures analysis of variance (rm-anova) was\nperformed to exami', 'ﬁrst minute of each tte\ntest, and in the last 5 s of every 3 min period throughout the\nentire test. during the last 30 s after the end of each tte test,\nblood samples were taken from the earlobe of the participants\nto mea', ' data were collected. after\na 4 min of 8 km h−1 warm-up, the velocity was incremented\nby 0.1 km h−1 each 6 s up to voluntary exhaustion. treadmill\ninclination was kept ﬁxed at 1% throughout the test. maximal\no']",,,,,,,,,,,,,,
FALSE,eurheartj_._ehac260,,,,,,,,,"[('highest 30 s\n', '30')]","['2= a logve+ b, where a= oues,\nb= intercept).21\n\nat peak exercise, vo2 (ml/min/kg) was stated as the highest 30 s\naverage within the last minute of exercise until the ﬁrst 15 s of recovery.5 other peak values were ']",,,,,,,,,,,,,,
FALSE,pes.2012-0203,,,,,,,,,"[(' 20 s of \naverage', '20'), ('averaged \nduring 10-s ', '10'), ('\n30 s average', '30'), (' 30 s average', '30'), ('highest 10 s ', '10')]","['ling  exercise  in  total).  each  bout  consisted \nof 10 s of maximal hiking, 30 s of light hiking, 20 s of \naverage hiking, 20 s of hard hiking, and 10 s of maximal \nhiking, respectively (9). the hiking intensity pa', 'nuously on a breath-by-breath basis using a computerized \no2-co2 analyzer-flowmeter combination and averaged \nduring 10-s intervals (jaeger oxycon pro, höchberg, germany; 4). before each test, the gas analyzers and volume ', 'i.e., the difference between the highest 10 s \naverage of deoxy[hb+mb] during the occlusion and the \n30 s average of deoxy[hb+mb] preceding the occlusion) \nwas used as an index for maximal oxygen extraction and \nw', 'eet. equally, \nthe last bout also consisted of a higher hiking exercise \n(i.e., 10 s maximal hiking, 30 s average hiking, 20 s hard \nhiking, and 30 s maximal hiking) to represent the effort \nsailors make to fetch ', ' 260 \nmmhg. the amplitude of the deoxy[hb+mb] occlusion \nresponse (i.e., the difference between the highest 10 s \naverage of deoxy[hb+mb] during the occlusion and the \n30 s average of deoxy[hb+mb] preceding the oc']",,,,,,,,,,,,,,
FALSE,ajpregu.00489.2012,,,,,,,,,"[('averaged every 30 s ', '30')]","['ion (v˙ e), oxygen uptake (v˙ o2), heart rate (hr), and spo2 were\nrecorded during the test and were averaged every 30 s afterward. the\nhighest v˙ o2 value obtained during the exercise protocol was used as\npeak v˙ o2 (v˙ ']",,,,,,,,,,,,,,
FALSE,wad.0b013e31815a9ddc,,,,,,,,,"[('every 15 seconds.', '15'), (' 15-second intervals', '15'), ('during the last 30 seconds ', '30')]","[' scale32 were\nacquired during the last 30 seconds of each 2-minute\nstage. heart rates were recorded every 15 seconds.\nexpired air was measured for oxygen and carbon dioxide\nat 15-second intervals using a parvomedics s', 'eart rates were recorded every 15 seconds.\nexpired air was measured for oxygen and carbon dioxide\nat 15-second intervals using a parvomedics system. gas\ncalibrations were performed on the metabolic cart before\neach test ', 'f-assessment of exertion using the\n15-point borg rating of perceived exertion scale32 were\nacquired during the last 30 seconds of each 2-minute\nstage. heart rates were recorded every 15 seconds.\nexpired air was measured for oxy']",,,,,,,,,,,,,,
FALSE,j.jpeds.2010.07.033,,,,,,,,,"[('every 30 seconds ', '30'), ('last 30 seconds ', '30')]","['  (l/min).17   a 12-lead electrocardiogram was monitored continuously and heart rate was determined every 30 seconds and at peak exercise. tests were accepted as truly maximal if any of the following criteria were met', 'rpeak  the milliliters oxygen delivered per heart beat) were determined as the highest value in the last 30 seconds before stopping the test. values percent predicted were determined form the reference equations of g']",,,,,,,,,,,,,,
FALSE,apnm-2014-0354,,,,,,,,,"[(' 30-s\ntime averages', '30'), ('averaged into 30-s ', '30')]","['ulmonary gas exchanges and minute ventilation were retrospectively time-averaged into 30-s bins. the 30-s\ntime averages provided a good compromise between removing\nnoise from the v˙ o2 data while maintaining the underly', '.6 km/h.\n\nbreath-by-breath pulmonary gas exchanges and minute ventilation were retrospectively time-averaged into 30-s bins. the 30-s\ntime averages provided a good compromise between removing\nnoise from the v˙ o2 data w']",,,,,,,,,,,,,,
FALSE,0002-9149_._92_._90619-a,,,,,,,,,"[(' 20-second intervals', '20')]","['ensonnedics system 2900, sensormedics corpo-  ration, anaheim, california). values were recorded at  20-second intervals through an on-line computer as-  sembly (ibm computer systems, ibm corporation,  austin, texas). bl']",,,,,,,,,,,,,,
FALSE,physzool.65.2.30158254,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,s0011-393x_._05_._80277-2,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,
FALSE,jsc.0b013e3182736935,,,,,,,,,"[('every 30 seconds ', '30'), ('averaged over 30-second\n', '30')]","['mental exercise comprised 3 minutes of cycling\nat 30 w, followed by power output increments of 10 w\nevery 30 seconds until volitional exhaustion. subjects were\nrequired to maintain a pedal cadence of 70 revolutions\npe', 'd electrode conﬁguration (x12+; mortara instrument, milwaukee, wi, usa).\n\nmetabolic parameters were averaged over 30-second\nintervals to determine peak v_ o2 and to estimate the at. peak\nexercise values were determined as th']",,,,,,,,,,,,,,
FALSE,sports7040093,,,,,,,,,"[('highest 5-second ', '5'), ('average 30-second ', '30'), ('every 15 s ', '15')]","['27]. the participants pedaled as hard and fast as possible for the entire 30 s in which peak\npower (highest 5-second average wattage), mean power (average 30-second wattage), and fi were\ncalculated [27,28]. power data', 'as possible for the entire 30 s in which peak\npower (highest 5-second average wattage), mean power (average 30-second wattage), and fi were\ncalculated [27,28]. power data were collected in watts using the monark 839e a', 'lculated as the speed (mph) = incremental stage change value divided by four as\ndata were collected every 15 s and stage speed increased each minute. these calculations were used to\ncalculate the average of the ']",,,,,,,,,,,,,,
FALSE,h04-016,,,,,,,,,"[('highest 20-s ', '20'), ('averaged every 10 sec.', '10'), ('averaged every 20 sec.', '20'), ('every 10 sec ', '10'), (' 10-sec period', '10'), ('during the\n30-sec ', '30')]","['een assessed with a coeffi-\n.\no2 value attained during either\ncient of variation lower than 5%. the highest 20-s v\n.\no2max whereas the intensity attained\nincremental exercise test was taken as the v\njust before ex', 'dependent variation in v\n\no2.\no2 data collected during high intensity exercise bouts was\n.\no2 value\naveraged every 10 sec. v\nattained during each high intensity exercise bout (scheuermann and barstow, 2003).\n.\nthus four v\n', 'ored\nbreath-by-breath via an open-circuit sampling system (cpx, medical graphics,\nst. paul, mn) and averaged every 20 sec. the metabolic cart was calibrated with\ncalibration gas mixtures of known o2 and co2 concentrations ', 'mine the kinetics of v\nv\n\no2 response to high-intensity\nexercise, we averaged breath-by-breath data every 10 sec and fit to a curve using a\nmonoexponential model (ozyener et al., 2001) via the least-squares error ', 'robic metabolism to the energy yield\nduring high intensity exercise; (b) maximal o2 consumption in a 10-sec period during\n.\no2peak); (c) accumulated o2 consumed during high intensity\nhigh intensity exercise (v\nexer', 'gdanis et al., 1996a; spriet\net al., 1989). these two studies reported increased aerobic metabolism during the\n30-sec all-out exercise after the first sprint, even though mean power output was\nlower during the second a']",,,,,,,,,,,,,,
FALSE,journal.pone.0206867,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,
FALSE,mss.0000000000002645,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,
FALSE,s00421-003-0877-4,,,,,,,,,"[('every\n5 s ', '5'), ('every 5 s ', '5'), ('every 20 s ', '20'), ('over\n10-s ', '10'), ('period of 60 s ', '60')]","['ge telemetry (vantage nv; polar electro oy,\nkempele, finland) throughout each test. hr was recorded every\n5 s and the highest value was taken as the peak hr. a ﬁngertip\ncapillary blood sample was drawn 1 min af', ' s). the test was stopped\nwhen the subject lifted himself clear of the treadmill belt. the speed\n)1 every 5 s throughout the ramp test\nwas increased by 0.1 km.h\n)1min\n)1). the starting speed was set\n(ramp rate ', 'he subject being strongly\nencouraged to increase his cadence. the test load was increased by\n0.1 kg every 20 s throughout\n(ramp rate of\n)1 for 90 rpm). the start-\n22.0 w.min\ning load was set depending on the ﬁtn', ') and spencer and gastin (2001) determined _vv o2\non a breath-by-breath basis and averaged the data over\n10-s periods.\n\n)1.min\n\nimportant\n\nthe _vv o2 data of spencer et al. (1996) and spencer\nand gastin (2001) ', 'ted and the collection was\ntimed using a digital stopwatch. for the ramp test, a nominal\ncollection period of 60 s was used throughout. in the square wave\ntests, 30-s collections were taken throughout the ﬁrst 4 min']",,,,,,,,,,,,,,
FALSE,s00421-020-04353-1,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,
FALSE,s0735-1097_._96_._00412-3,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,
FALSE,s00394-015-0977-z,,,,,,,,,"[('over any 30 second ', '30')]","['nsas, usa). (cid:1848)(cid:4662) o2max was \nrecorded as the highest average (cid:1848)(cid:4662) o2 over any 30 second period of the test. the speed required \nto elicit 60% (cid:1848)(cid:4662) o2max was estimated from ']",,,,,,,,,,,,,,
FALSE,s12872-018-0801-9,,,,,,,,,"[('every 30 s ', '30'), ('averaged\nover 15 s ', '15')]","['on the level, and\nbegan with a preliminary phase at 2.0 km/h, with subsequent increases of 0.3 km/h every 30 s up to a walking\nspeed corresponding to a perceived exertion of 11–13\non the borg scale. the 500-m wa', 'bmc cardiovascular disorders  (2018) 18:67 \n\npage 3 of 7\n\noutput were acquired breath-by-breath and averaged\nover 15 s intervals. vo2peak was defined as the highest\nlevel of vo2 achieved during the test.\n\n500-m treadmil']",,,,,,,,,,,,,,
FALSE,bjsm.2004.012393,,,,,,,,,"[(' 10 second intervals', '10'), ('averaged every 10 seconds ', '10')]","[' exercise.\noxygen uptake was collected breath by breath and sampled\n(cosmed k4b2). the collecting\nat 10 second intervals\nfacemask (hans-rudolph, kansas city, missouri, usa) was\nfitted two minutes before the three minute ', 'iratory exchange ratio\n(rer) were recorded by a breath by breath gas exchange\ntelemetric system and averaged every 10 seconds (cosmed\nk4b2, rome, italy). the turbine flow meter was calibrated\nbefore analysis using a 3 litre sy']",,,,,,,,,,,,,,
FALSE,jsc.0b013e3181bac3b9,,,,,,,,,"[('last\n30 seconds ', '30')]","['in all cases, at least 3 of 4 criteria were met.\nrecon was calculated using the average _vo2 of the last\n30 seconds at 12 km\x01h21. this speed was chosen for recon\n_vo2max because,\nbecause it corresponded to below 85% ']",,,,,,,,,,,,,,
FALSE,s00421-011-2190-y,,,,,,,,,"[('over 10-s ', '10'), ('over 30-s ', '30'), (' 30 s in each', '30'), ('averaged at 30-s ', '30')]","['ation based on the v-slope method (bea-\n_vo2peak was determined by averaging\nver et al. 1986).\n_vo2 over 10-s intervals.\n_vo2peak of\nbreath-by-breath\n43.3 ± 5.3 ml min-1 kg-1 was associated with a work rate\nof ', ' and end tidal co2 partial\npressure (petco2) were determined by averaging the\nbreath-by-breath data over 30-s intervals.\n\n_vco2,\n\n_ve,\n\nblood sampling\n\nthe hand was pre-warmed in 40–45°c water prior to each\nie ', ' and mpf\nwere averaged at 30-s intervals and normalized as a proportion of the value during the ﬁrst 30 s in each ie.\n\ntemperature measurement using the zero-heat-ﬂow method\n(cm-210, terumo). the deep temperature ', 'e ie1st. moreover, in order to examine the\nchange in emg activity during each ie, iemg and mpf\nwere averaged at 30-s intervals and normalized as a proportion of the value during the ﬁrst 30 s in each ie.\n\ntemperature ']",,,,,,,,,,,,,,
FALSE,fphys.2016.00399,,,,,,,,,"[('over a 20 s ', '20')]","[' normalized to preexercise body mass data. the vo2peak was deﬁned as the highest\nvo2 value recorded over a 20 s period. heart rate (polar team\nsystem, finland) was recorded continuously using a 5 s sampling\nrate ']",,,,,,,,,,,,,,
FALSE,ijspp.2018-0200,,,,,,,,,"[('highest hr averaged\nover 15 seconds.', '15'), ('averaged over\n30 seconds,', '30')]","['k\nwas established as the highest vo2 (l·min−1) averaged over\n30 seconds, and maximal hr (hrmax) the highest hr averaged\nover 15 seconds.\n\nafter 5 to 6 days of laboratory session, participants performed\n3 randomly assigned rowing ergomet', ' ut), which was calibrated prior to all tests. vo2peak\nwas established as the highest vo2 (l·min−1) averaged over\n30 seconds, and maximal hr (hrmax) the highest hr averaged\nover 15 seconds.\n\nafter 5 to 6 days of laboratory se']",,,,,,,,,,,,,,
FALSE,978-1-4939-3023-4_8,,,,,,,,,"[('averaged\nover the last 10 s.', '10')]","['0 mm, respectively. the data\nsampling rate was 1 hz. the obtained signals were deﬁned as the values averaged\nover the last 10 s. changes in smo2 were calculated as smo2 at peak exercise\nbefore training subtracted from smo2 at pe']",,,,,,,,,,,,,,
FALSE,ihj.47.727,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,
FALSE,sc.2015.19,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,
FALSE,00005768-200011000-00009,,,,,,,,,"[('during the last 10 s ', '10'), ('\n20 s of each', '20')]","['ore the end of each\nminute of exercise. specifically, the athlete was prompted to\nmaximally inspire during the last 10 s of each minute of\nexercise. inspired and expired volume was tracked after the\nic maneuver allowing e', ' loops and determination of percent expiratory flow limitation. f-v data were collected in the final\n20 s of each minute of exercise with a technique previously\ndescribed (14). a second thermistor based flow probe']",,,,,,,,,,,,,,
FALSE,peerj.3694,,,,,,,,,"[('averaged over 30 s ', '30'), ('(30 s\naverage', '30'), ('(30 s average', '30')]","['s calculated for the pfc (duncan et al., 1996). the devices collected\ndata at 10 hz and the tsi was averaged over 30 s during the final minute (from 20 to\n50 s of the minute, to exclude potential effects associated with', 'reported for\nthe three sp periods (average of sp1, sp2, sp3) and during the modules at steady state (30 s\naverage during the final minute of 10-cr and hill conditions).\ngas exchange measurements\nthe rate of oxygen', 'g (cr, in ml kg−1 m−1) as the ratio of net ˙vo2\n(ml min −1 kg−1) to speed (m min−1) at steady state (30 s average during the last minute\nof 10-cr and hill). as cr is influenced by the progressive shift to β-oxidat']",,,,,,,,,,,,,,
FALSE,apnm-2016-0208,,,,,,,,,"[(' 30 second rest period', '30'), ('highest 30 second ', '30')]","['olving  3  min  work  efforts,  each  1km\x9fhr-1  faster  than  the  previous  stage, \n\nseparated by a 30 second rest period to allow for the measurement of blood lactate, \n\nand rate of perceived exertion (rpe; borg, 1970). ', ' software set \n\nat a 5 second sampling rate. maximal aerobic capacity (vo!max) was defined as the \n\nhighest 30 second average during the maximal exercise test. \n\n \n\nheight and body mass were recorded and skinfold thick']",,,,,,,,,,,,,,
FALSE,j.ijcard.2016.07.190,,,,,,,,,"[('averaged per 30 s ', '30'), (' 10-second interval', '10')]","['nd vo2 /vco2 -slope. breath-by-breath data and hemodynamic data obtained by the nexfin® device were averaged per 30 s for the submaximal exercise levels in order to reduce the noise as to enhance the underlying charact', 'ing the incremental test. vo2max  plateaus in all our tests permitted us to select the most accurate 10-second interval for data analysis at maximal exercise.  2.6 questionnaires preceding the first test we also asked e']",,,,,,,,,,,,,,
FALSE,j.physbeh.2017.10.015,,,,,,,,,"[('highest 30 s ', '30')]","['an additional 25 w every minute until exhaustion. mean vo2peak  was determined as an average of the highest 30 s measure by parvomedics metabolic measurement system (parvomedic, sandy, ut). max power (wmax ) was u']",,,,,,,,,,,,,,
FALSE,s-0042-114702,,,,,,,,,"[('highest 30-s ', '30'), (' 10-s intervals', '10'), (' 1-s \nintervals', '1')]","['rbs. the ramp \nprotocol was increased by 25 w every minute until exhaustion. \nfor each subject, the highest 30-s averaged value achieved at the \nhighest  wr  was  assumed  as  v̇ o2peak.  due  to  technical  probl', 'rent lags. for the present study, mean values of \nall subjects for each lag from  − 20 s to 150 s in 10-s intervals for \nhr, v̇ o2musc and v̇ o2pulm were calculated for statistical analyses.  v̇ o2musc  and  the  co', 'll), respiratory and cardiac data \nwere  synchronised  via  trigger  signals  and  interpolated  to  1-s \nintervals  for  homogeneous  sampling  [19].  a  low-pass  filter \n(0.1 hz) was applied to reduce physiologic']",,,,,,,,,,,,,,
