done,doi_suffix,op-rr,human,english,eligible,gas_data,ext_ref,gas_analyzer,Data Processing Text,outlier_terms,outlier_text,outlier_limit,outlier_avg_type,outlier_avg_subtype,outlier_avg_amount,outlier_avg_MOS,outlier_avg_mean_type,Notes
FALSE,j.jsams.2012.02.006,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,japplphysiol.00753.2010,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,gerona_._gly276,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,jsr.2020-0343,,,,,,,,,,,,,,,,,
FALSE,s-2007-965111,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,978-3-319-91287-5_21,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s-2007-971893,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,ijspp.2019-1001,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s41598-021-84764-y,,,,,,,,,,,,,,,,,
FALSE,fphys.2018.00963,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,apnm-2011-0367,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,fphys.2018.01576,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,jsm.0b013e3181c967b8,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s0034-5687_._02_._00014-2,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s0003-9993_._99_._90221-6,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,ana.20460,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,fphys.2018.01465,,,,,,,,,[[' aberrant']],"[' the same applies to the breath data analysis described next. breathing data were ﬁltered to exclude aberrant breaths (two standard deviations from the mean of a 30-breath window) (poole and jones, 2012). vali']",±2 SD / 95%,breath,,30,mean,whole,
FALSE,j.1600-0838.2010.01226.x,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,japplphysiol.00837.2004,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,0967-3334_._25_._6_._008,,,,,,,,,"[[' coughing'], [' swallow']]","['data also contain occasional breath values that are clearly artifactual; these typically result from swallowing, coughing or premature ending of the breath for some other reason. using the criteria of lamarra et al (1987)']",,,,,,,
FALSE,cep180034,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,phy2.13275,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,j.neuropsychologia.2015.01.006,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,aoms.2015.56346,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,j.amjcard.2019.03.027,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,jsc.0000000000001369,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,journal.pone.0134813,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,sj.sc.3101475,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,9031936.001,,,,,,,,,,,,,,,,,
FALSE,00005768-200004000-00018,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,journal.pone.0178003,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,2052-1847-6-2,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,j.transproceed.2007.04.029,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,jcsm.8766,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s-2002-33734,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s-2004-820953,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,nu8110672,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s00421-021-04714-4,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s0167-5273_._00_._00211-4,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s0306-4565_._01_._00045-6,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,micc.12541,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,j.ijcard.2015.07.020,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,jomh.v16i4.312,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,1754337120919609,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,fphys.2017.00740,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,mss.0b13e318054e304,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s00421-006-0309-3,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,hcr.0b013e31824d2ab3,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,1471-2466-14-96,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,ep086767,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,ijspp.6.2.160,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,ijspp.8.2.123,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,jpa2.25.267,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,jpa2.28.247,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,j.jsams.2006.07.013,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,cs0930127,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,00005768-199909000-00016,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,ijsnem.22.1.47,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,mss.0000000000002346,,,,,,,,,[[' aberrant']],"['d effort responses. v˙ o2 and ventilation (v˙ e) were measured breathby-breath (quark cpet; cosmed). aberrant values were filtered (2 sds of a 15-breath moving average), and then reduced to 1-min averages in a']",±2 SD / 95%,breath,rolling,15,mean,whole,
FALSE,hjr.0b013e32832a4f54,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,ajpheart.00304.2016,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,ijsnem.2018-0054,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,journal.pone.0056151,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,bjsm.33.6.387,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,fphys.2021.613066,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,01.mss.0000161806.47058.40,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,j.amjcard.2021.03.011,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,0002-9149_._94_._90011-6,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,00207454.2011.574762,,,,,,,,,,,,,,,,,
FALSE,mss.0000000000002520,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s-2000-8879,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,jsc.0b013e318239f84f,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,j.physbeh.2016.11.007,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,jsc.0000000000002537,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s00592-013-0519-1,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,circj.cj-14-1058,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,phy2.12421,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s0002-9149_._97_._00857-6,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,jab.28.6.636,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,00015385.2017.1385153,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,sports7020031,,,,,,,,,"[[' coughing'], [' swallow'], [' errant', ' errant']]","['o expire). unlike swimming, athletes can breathe when they want during running or cycling. likewise, swallowing and coughing can also generate ﬂuctuations in gas exchange, resulting in variability or ‘noise’ around the mean vo2 response [18,32,47]. these errant breaths can degrade the signal quality since they are not components of the response, inﬂuencing th', 'tle consensus on how to ﬁt and treat swimming vo2 kinetics data [10,11]. however, even assuming that errant breaths are not from the actual transient vo2 kinetics, editing of the vo2 signal should be done wi']",other,,,,,,
FALSE,cj.a2015.0065,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,sms.13277,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,apnm-2021-0294,,,,,,,,,"[[' coughing'], [' swallow'], [' local mean']]",['et. breath-by-breath v_ o2 data were visually inspected for outliers and the v_o2 outliers caused by coughing or swallowing were discarded (>3 sds from the local mean on the basis of 6 consecutive breaths) as proposed by whipp and wasserman (1972). these raw data we'],±3 SD / 99%,breath,,6,mean,whole,
FALSE,fspor.2019.00024,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s-0034-1398495,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,jappl.1987.63.4.1578,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s00421-020-04457-8,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,jpa.23.163,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,j.exger.2020.111023,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,milmed-d-13-00299,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s00421-019-04197-4,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,0002-8703_._95_._90317-8,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,00002060-200205000-00001,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s00421-005-0089-1,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,fphys.2021.638499,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,eurheartj_._ehi737,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,jsc.0b013e3182908fcc,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,mss.0b013e31805371e7,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s00421-011-2089-7,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,ajcn.115.109918,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,ajpheart.00379.2017,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,art.10237,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,j.cardfail.2010.05.003,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,ptj.20130197,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,fphys.2021.628863,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,1516-3180.2014.8921512,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,hjr.0b013e3283292fe8,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,apnm-2017-0131,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,journal.pone.0195944,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,j.amepre.2011.07.008,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,ajpregu.00312.2020,,,,,,,,,"[[' local mean'], ['v_ o2 data by removing points lying ±3 sd ']]","['ed by 2 s. data analysis for cycling tests, gas exchange and ventilatory data were cleaned based on v_ o2 data by removing points lying ±3 sd from the local mean and linearly interpolated to 1-s intervals (origin, origin lab, northampton, ma). gas exchange thre']",±3 SD / 99%,,,,,,
FALSE,ijsnem.13.4.436,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s00421-017-3738-2,,,,,,,,,,,,,,,,,
FALSE,jsc.0b013e318207e98c,,,,,,,,,,,,,,,,,
FALSE,s-2005-865823,,,,,,,,,"[[' cough'], [' sigh'], [' errant']]","['1 + 0.0382 · v˙ e + 0.00176 · v˙ e 2) eq. 1 v˙ o2 kinetics modelling before modelling, an occasional errant data point for breath-bybreath v˙ o2 due to a cough, sneeze or sigh occurring during exercise, was deleted from the data set after visual inspection. the data were the']",visual,,,,,,
FALSE,s00421-010-1484-9,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,fphys.2017.00686,,,,,,,,,"[[' aberrant', ' aberrant'], [' local mean', ' local mean'], ['breath-by-breath ˙vo2 data were individually analyzed as previously described (lamarra et al., 1987): aberrant data points that were three standard deviation ']]","['tematic increase in the [hhb] signal until the last data point corresponding to the end of the test. aberrant data that were 3 sd from the local mean were removed. the rf [hhb]bp proﬁle was visually determined by two independent physiologists as, in', 's, bella vista, australia) linked to a computer software (labchart 8, adinstruments). data analysis breath-by-breath ˙vo2 data were individually analyzed as previously described (lamarra et al., 1987): aberrant data points that were three standard deviation (sd) from the local mean were removed and then linearly interpolated to 1s intervals. the second-by-second data were then ti']",±3 SD / 99%,,,,,,
FALSE,j.ijcard.2016.06.011,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,01.hcr.0000265019.18661.82,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,00005768-199902000-00012,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,j.apmr.2004.11.025,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,jsc.0000000000002193,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,expphysiol.2014.080812,,,,,,,,,"[[' aberrant'], [' local mean', ' local mean']]","['pectively. the 99% prediction bands were used to identify any data points that lay three sd from the local mean. care was taken not to delete data in the early portion of the transition, where conﬁdence limits w', 'ime aligned such that the beginning of the on-transient corresponded to 0 s. trials were edited, and aberrant data laying three sd from the local mean were deleted (lamarra et al. 1987; rossiter et al. 2000). this was accomplished using the non-linea']",±3 SD / 99%,,,,,,
FALSE,jaha.114.001602,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,j.exger.2017.02.069,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,1414-431x20155061,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,aphysiol.100.2013.007,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,ijspp.2017-0114,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,0167-5273_._89_._90163-0,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,bf00455178,,,,,,,,,,,,,,,,,
FALSE,chest.128.1.62,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,jsc.0b013e31815f9ca7,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s0026-0495_._99_._90266-4,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s00421-011-2284-6,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,02701367.2013.784720,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,jsc.0b013e3181ddaf4a,,,,,,,,,,,,,,,,,
FALSE,s-0031-1299748,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,ajrccm.156.1.9511021,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,00005768-199905000-00015,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,j.psychsport.2017.09.009,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s12888-020-02827-2,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,mss.0b013e3182118891,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,mss.0000000000000950,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,j.jped.2018.02.010,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s004210100471,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,fphys.2017.00755,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,1471-2458-13-614,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,hpb.12420,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,jhn.12361,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,hcr.0000000000000174,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,apnm-2012-0136,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,jcm9061897,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,j.schres.2017.07.015,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,japplphysiol.00883.2012,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,j.metabol.2007.06.003,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s00223-003-0070-0,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,japplphysiol.00478.2020,,,,,,,,,"[[' aberrant'], ['breath-by-breath v˙ o2 was edited to remove aberrant values (i.e., ⬎4 sd ']]","['cing the highest mvc observed during that visit and expressed as a percentage of mvc. data analysis breath-by-breath v˙ o2 was edited to remove aberrant values (i.e., ⬎4 sd outside local 5-breath mean). the edited v˙ o2 and deoxy- [heme] data from the constant-power exerci']",±4 SD,breath,,5,mean,whole,
FALSE,01.cir.89.3.1144,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,1550-2783-4-25,,,,,,,,,,,,,,,,,
FALSE,ec-17-0344,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,sms.12854,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s00421-006-0135-7,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,05.06.pms.111.6.848-862,,,,,,,,,,,,,,,,,
FALSE,jphysiol.1991.sp018852,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,ajpregu.00155.2002,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s00421-007-0531-7,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,mss.0000000000000296,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,j.physbeh.2016.03.029,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,ijspp.2020-0314,,,,,,,,,[['breath-by-breath ˙vo2 data were ﬁrst ﬁltered manually to remove any outlying breaths (±3 sd ']],['ntire session in minutes (including recovery intervals) to quantify training loads.20 data analysis breath-by-breath ˙vo2 data were ﬁrst ﬁltered manually to remove any outlying breaths (±3 sd from the adjacent 5 breaths) and then reduced to 5 seconds stationary mean.2 the time sustained betw'],±3 SD / 99%,breath,,5,mean,whole,
FALSE,jeb.106518,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,mss.0000000000001004,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,j.jcf.2017.01.012,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,j.ijcard.2008.11.140,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,00005768-200002000-00018,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,journal.pone.0089729,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,clinem_._dgab473,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,mss.0b013e31819e2f91,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s-2008-1025841,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,mss.0b013e31821597b4,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,00005768-200106000-00028,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s00431-022-04434-7,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,japplphysiol.90743.2008,,,,,,,,,"[['v˙ o2 and [hhb] data the breath-by-breath data from each exercise test were ﬁltered manually to remove outlying breaths, deﬁned as breaths ⫾ 3sd ']]","['nloaded, and the resulting text ﬁles were stored for subsequent analysis. in each test; modeling of v˙ o2 and [hhb] data the breath-by-breath data from each exercise test were ﬁltered manually to remove outlying breaths, deﬁned as breaths ⫾ 3sd from the adjacent ﬁve breaths. the data for each individual were then interpolated to provide 1-s va']",±3 SD / 99%,breath,,5,mean,whole,
FALSE,036.103.2016.2.9,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,01.mss.0000228940.09411.9c,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,ijwh.s344233,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s10484-012-9200-7,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,2045772314y.0000000197,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,jp277725,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,j.gaitpost.2019.01.024,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s-2007-964840,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,biology10100969,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,ijspp.2015-0684,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,oxfordjournals.eurheartj.a060396,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,acel.12725,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,j.1600-0838.2000.010004228.x,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,10338,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,phy2.13908,,,,,,,,,"[[' cough'], [' sigh', ' swallow'], [' errant'], [' local mean'], ['breath-by-breath data were ﬁltered for errant breaths (i.e., values resulting from sighs, swallows, coughs, etc.) by deleting values greater than 3 standard deviations ']]","['taly). appropriate calibration procedures were performed following the manufacturer’s instructions. breath-by-breath data were ﬁltered for errant breaths (i.e., values resulting from sighs, swallows, coughs, etc.) by deleting values greater than 3 standard deviations from the local mean. emg data surface emg was recorded in a single-differential conﬁguration from the left vastus later']",±3 SD / 99%,,,,,,
FALSE,s-2007-972641,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,acn3.50863,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,milmed-d-11-00198,,,,,,,,,,,,,,,,,
FALSE,ijspp.2018-0949,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s00421-003-0810-x,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,phy2.13233,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,j.jbiomech.2017.01.007,,,,,,,,,,,,,,,,,
FALSE,apnm-2015-0029,,,,,,,,,"[[' coughing'], [' swallow'], [' errant', ' aberrant']]","['eling prior to analysis, the collected breath-by-breath v˙ o2 data were edited to exclude occasional errant breaths caused by swallowing, coughing, signal interruptions, and so forth, and to improve parameter estimation (koga et al. 2005). first, values deviating more than 4 sds of the predicted regression value were considered as aberrant breaths and eliminated. second, raw data were smoothed, using a 3-breath moving average at 5-s inte']",±4 SD,other,,,,,
FALSE,0002-8703_._92_._90752-h,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,ep088639,,,,,,,,,[[' errant']],['imulus period and was used rather than  five breaths to ensure a more representative average without errant breaths the hypercapnic  response was determined as the ratio of the difference between the control'],,,,,,,
FALSE,mss.0000000000001889,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,j.ibror.2020.01.002,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,apnm-2020-0551,,,,,,,,,"[[' coughing'], [' swallow', ' sigh'], [' errant', ' errant'], [' local mean'], ['v̇ o2 data were filtered to remove errant breaths caused by coughing, swallowing or sighing. a breath was considered to be errant if the value was outside four standard deviations ']]","['y, mo,  usa) that was secured in place by a head-cap assembly (hans rudolph; kansas city, mo, usa). v̇ o2 data were filtered to remove errant breaths caused by coughing, swallowing or sighing. a breath was considered to be errant if the value was outside four standard deviations of the local mean (the two  breaths preceding and following the breath of interest). in trial 1, v̇ o2 data were subs']",±4 SD,breath,,2,mean,whole,
FALSE,japplphysiol.00191.2014,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,0002-9343_._79_._90794-0,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,j.apmr.2007.10.034,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,bjsm.2010.083071,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,jp270238,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,ijerph18084207,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,23120541.00153-2019,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,ijerph17197233,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,japplphysiol.00365.2004,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,thx.2009.120857,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s00421-002-0647-8,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,ajcn.2009.28293,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,ijerph182010928,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s00421-004-1226-y,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s-0033-1358476,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,ijspp.2021-0220,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s-2004-830440,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,j.appet.2013.09.009,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,1471-2261-14-35,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,ijspp.2020-0104,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s00421-012-2334-8,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,j.ahj.2007.07.003,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,cj.a2019.0110,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,02640414.2018.1442781,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,fphys.2017.00072,,,,,,,,,"[[' local mean'], ['breath-by-breath values lying more than three standard deviations ']]","['handling for each transition, only the ﬁrst 7 min of exercise were considered for the analysis. the breath-by-breath values lying more than three standard deviations from the local mean were previously removed from the data. the data of the two square-wave transitions for moderate and']",±3 SD / 99%,,,,,,
FALSE,fphys.2021.652029,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,journal.pone.0103626,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,j.apmr.2013.11.019,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s00421-003-0949-5,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,mss.0000000000001882,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s00421-009-1002-0,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,01.hjr.0000198924.88179.71,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,ijspp.2018-0675,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,journal.pone.0145733,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s00392-019-01484-0,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,01.mss.0000113480.21438.a8,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s00421-021-04843-w,,,,,,,,,[[' local mean']],"['ep transitions: breath-by-breath ̇vo2  data were visually inspected for outliers, (> 3 sds from the  local mean, based on six consecutive breaths) and removed  if present. next, raw data were aligned into 1-s bi']",±3 SD / 99%,breath,,6,mean,whole,
FALSE,s-2006-924516,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,j.ergon.2009.02.003,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,journal.pone.0081130,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,jpa.24.535,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,jsc.0b013e3182541d03,,,,,,,,,,,,,,,,,
FALSE,ijerph14050473,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,jc.2017-00923,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,jsc.0b013e3181e06de8,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,jhh.2010.53,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,bjsm.2004.014134,,,,,,,,,[[' local mean']],"['respond to a marked hp decrease, were removed to limit sources of non-stationarity. in addition, the local mean hp was also removed using a polynomial approximation po(k) (order equal to 20) and a 100th order hi']",,,,,,,
FALSE,ptj.20080072,,,,,,,,,,,,,,,,,
FALSE,00005768-200110000-00019,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,md.0000000000011523,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,nu13082767,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,j.rmed.2009.04.015,,,,,,,,,,,,,,,,,
FALSE,j.apmr.2006.05.011,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,journal.pone.0002996,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,2012_._349209,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,j.mito.2011.05.009,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,jsc.0b013e31828f04d8,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s00246-015-1143-3,,,,,,,,,FALSE,FALSE,,,,,,,
