done,doi_suffix,Data Processing Text,avg_terms,avg_text,no_avg_details,Avg type,Avg subtype,Avg amount,Avg MOS,Avg mean type,Avg method,Documented
FALSE,bf00843742,,['sampled for 15-s '],"['min after the whole trial to obtain information on cho overflow when a complete return to resting conditions should have occurred.\n cardiopulmonary data.\n to assess exercise intensity, heart rate was SAMPLED FOR 15-S by a sport-tester type pe 3000 (polar elec- tro, finland).\n mean heart rate was calculated for t=11-13 and t = 38-40 rain in each exercise session.\n ventilation, oxygen uptake and carbon dioxide produ']",TRUE,,,,,,bf00843742,TRUE
FALSE,bf00964117,,"['5 point moving', 'value of 30 s ']","['l linearity of work rate and oxygen uptake (1702) beyond a period of about 4z (i.e., from 120-180 s) after which the horizontal difference between the work rate curve and the 1/o2 curve is a constant VALUE OF 30 S in normoxia, and thus diverges from parallelism with the ramp metabolic demand presented, it is not clear whether this is true only for wrs below the ventilatory threshold, above the ventilatory thres', ""equivalents for 1202 and 12co2, were used in aiding correct determination of the rget.\n the precise point of the rget was determined using the algorithm of veith (1989).\n all data were smoothed with a5 POINT MOVING average prior to rget determina- tion.\n table 2 the group mean (sd) oxygen uptake verses work rate (wr) slope (mlo2-min-l'w *) for each inspired oxygen condition (rget respiratory.gas exchange thresh""]",FALSE,breath,rolling,5,mean,whole,bf00964117-breath-rolling-5-mean-whole,TRUE
FALSE,bf01954374,,"['average during the last 15 s ', 'each 1 min', 'average during the last 15 s of each minute']","['.8 + 1.8 nm 60 115 60 115 f 18 85 18 85 * p<0.01; ** p < 0.001 (tables 3, 4).\n means of gas exchange data represent the average of all breaths during a study minute, whereas heart rate represents the AVERAGE DURING THE LAST 15 S of each minute.\n gender differences within and between groups were evaluated by unpaired comparison and evaluated for significance by two-tailed student t-tests.\n results anthropometrics, weight adjusted work rates', 'pre- viously described in detail 46.\n the data analysis is based on i min averages generated by a program from the breath-by-breath data and stored permanently on disc files identified by diagnosis.\n EACH 1 MIN segment represents 28 variables including type of work pro- table 3.\n anthropometrics, peak exercise work rate (pwr) and peak exercise heart rate (phr) of patient and control group.\n superscripts ind']",FALSE,time,bin,60,mean,whole,bf01954374-time-bin-60-mean-whole,TRUE
FALSE,bf02343795,,['during the 30 s '],FALSE,TRUE,,,,,,bf02343795,TRUE
FALSE,bf02684166,,"['four-breath rolling average', 'four-breath rolling', 'mean d(vco2)/dt/d(vo2)/dt for rest and the last minute', 'average.\n these data were then averaged for the last minute']","[' exercise was determined by the product of the net o2 consumed and the energy equivalent of oxygen (e/o2); the latter was ob- tained from the calculated mean respiratory exchange ratio rer = weighted MEAN D(VCO2)/DT/D(VO2)/DT FOR REST AND THE LAST MINUTE of recovery with the algorithm: e/o 2 (j/ml o2) = 19.606 + ((rer - 0.707)/0.293)- 1.510, (3) which is eq.\n 5 given by lusk (17), but converted from units of calories/ml 02 to units of j/ml 02 by mult', ' 5 rain during rest before each exercise bout, throughout each bout for 2 to 4 min, and until full recovery (5 to 10 rain) was obtained after each bout.\n d(vo2)/dt and d(vco2)/dt were smoothed with a FOUR-BREATH ROLLING AVERAGE.\n these data were then averaged for the last minute before each exercise bout and the last minute of recovery.\n since re- covery from exercise was complete, the mean d(vo2)/dt and d(vcojdt for the rest and/or recovery periods brack- eting each exercis']",FALSE,breath-time,rolling-bin,Apr-60,mean,whole,bf02684166-breath-time-rolling-bin-4-60-mean-whole,TRUE
TRUE,bf02911391,,"['interval of 5s ', 'fft', 'fast fourier transform']","['impulse response [h(t)] by transforming h(f) to the time-domain through the inverse FFT.\n the time integral of the impulse response gives the vo2 step response; the step response represents the vo2 response to a hypo- thetical step exercise.\n see text for details table 1.\n effects of pt', 'cal science, osaka, japan).\n we resampled the digitized command signal and breath-by-breath vo2 at 4 hz.\n at the conclusion of each test, we rated input exercise (50w) f transfer function fil inverse FFT [ impulseh(f) ~ response t step ~/-""----- response t output vo2 f fig.\n 1.\n principles of estimating the oxygen uptake (v02) step response using the random exercise test.\n first, we com- puted the spectrum of the exercise binary sequence [ex(f)] and that of vo2 [vo2(f)] by FAST FOURIER TRANSFORM (FFT).\n then, taking the ratio of the cross-power spectrum between the exercise sequence and vo2 to the power spectrum of the exercise sequence yielded the transfer function [h(f)].\n we estimated the vo2 ']",FALSE,digital filter,FFT,,,,bf02911391-digital filter-FFT,TRUE
FALSE,biology10100969,,"['every 12 s ', 'every 10 s ']",FALSE,TRUE,,,,,,biology10100969,TRUE
FALSE,bjsm.2003.004721,,"['rolling averages. two', 'last 30 seconds ', 'eight minute recover', 'nine-breath rolling', 'four seconds of each', 'fft', 'interval of two seconds ', 'nine-breath rolling averages', 'last two minutes']","['sit time and again used to calculate tv˙o2. these ‘‘pooled means’’ served as the yardstick. for each cwr test, we established reference plateau values during the last minute of the 20 w baseline, the LAST TWO MINUTES of the 120 w steady state phase, and the last minute of the 20 w recovery. the steady state phase was scrutinised for evidence of upward drift, indicating that v˙o2 exceeded the gas exchange threshol', 'rrelation between the grand mean values for on-tv˙ o2 and off-tv˙ o2, derived by arithmetic averaging of tv˙ o2 from six individual exercise transitions, and the pooled mean values for on-tv˙ o2 and oFFTv˙ o2, derived by time alignment and superimposition of the data from six individual exercise transitions. the correlation coefficient and closeness to the line of identity (not shown) reflects that t', 'ignificant correlation (r = 0.870). the data indicate that on-tv˙o2 and off-tv˙o2 are approximately equal when calculated from cwr tests. to test the validity of deriving tv˙o2 from combined on- and oFFTransits for a series of tests, we compared the grand mean and 95% confidence intervals for tv˙o2 derived by averaging on-tv˙o2 and off-tv˙o2 for the first three tests in each subject with the grand me', 'red for a desired confidence interval for tv˙o2. they suggested that only analysing the on-transit for this work rate protocol required between three and eight transitions to achieve a 95% confidence INTERVAL OF TWO SECONDS for tv˙o2 the need to repeat a clinical test is disadvantageous in its application to clinical practice. this shortcoming is true of other testing variables. for example, the timed walking test table ', ' our investigations. the effective time constant for oxygen uptake was calculated from each individual cwr test for both the on-transit and off-transit of exercise. we defined the terms on-tv˙o2 and oFFTv˙o2 to describe the effective time constants for the ontransit and off-transit of exercise respectively. in addition, the six individual cwr tests were time aligned and superimposed for both on-trans', ' in similar subjects, four tests are recommended when looking at either on-tv˙o2 or off-tv˙o2 separately. we have shown in this small group of normal subjects that on-tv˙o2 is highly correlated with oFFTv˙o2, which implies that the two time constants measure the same physiological entity. furthermore, we have shown on-tv˙o2 to be inversely correlated with v˙o2max and v˙o2h in a relatively homogeneous', ' manifested by lower v˙o2max and v˙o2h. reproducibility of tv˙ o2 from cwr tests tables 2 and 3 list the values determined from the analysis of individual cwr tests for tv˙o2 for both on-transit and oFFTransit of exercise using non-linear regression with a monoexponential model. when we came to analyse the test results, we found that one off-transit value was corrupted by the electronic data storage ', ' regimen: four minute warm up phase at 20 w (baseline), followed by an abrupt transition to the exercise phase at 120 w sustained for eight minutes (steady state), and then an abrupt transition to an EIGHT MINUTE RECOVERy period at 20 w (recovery). each test was performed on an electromagnetically braked cycle ergometer (ergoline 800 s) with the subjects wearing a nose clip and breathing through a mouthpiece connecte', 'r the derivation of tv˙o2. in three out of five of our subjects, the value for tv˙o2 from the first individual test was within the 95% confidence interval of the pooled value for both on-transit and oFFTransit. by the fourth test, the average value for tv˙o2 fell within the 95% confidence interval of the pooled value in all cases. this implies that only four tests are needed to obtain acceptable accu', 'mbining both on-tv˙o2 and off-tv˙o2, by doing so for the first three tests in each subject and comparing the mean value for tv˙o2 with that obtained by combining six on-transits or alternatively six oFFTransits (pooled means). these three approaches gave similar values for tv˙o2, with the confidence interval derived by combining both on-transits and off-transits actually being smaller than for the ot', 'tv˙o2 for the iwr test (fig 2), as described by whipp et al.1 for the time constant derived from an iwr test, we used the term ramp tv˙o2. the v˙o2max was selected as the highest v˙o2 seen within the LAST 30 SECONDS of exercise from a table of breath by breath data with nine-breath ROLLING AVERAGES. TWO methods were used to determine v˙o2h: (a) identification of an upward inflection in the plot of v˙co2 versus v˙o2 20 21; (b) identification of simultaneous upward inflections in the plots of v˙e/v˙o2', 'ds. the means (95% ci) were 39.2 (30.9 to 47.5) seconds for combined on-tv˙o2 and off-tv˙o2 from three tests, 38.0 (27.6 to 48.4) seconds for six on-transits, and 39.0 (30.6 to 47.4) seconds for six oFFTransits. we can conclude from these findings that the method of monoexponential non-linear regression analysis of three individual on-transits and off-transits with simple averaging of all of the resu', 'e the signal/ noise ratio. in our study, in which each subject performed six repetitions of the cwr protocol, the within subject coefficient of variability was 11.5% and 12.6% for the on-transit and oFFTransit respectively. arguably, these values lie within an acceptable range for human physiological measurements. the mean values for on-tv˙o2 and off-tv˙o2 were within FOUR SECONDS OF EACH other for each of the experimental subjects. furthermore, on-tv˙o2 and off-tv˙o2 correlated well with each other (r = 0.870; fig 3). admittedly this correlation is strongly influenced in this study b']",FALSE,time,bin,120,mean,whole,bjsm.2003.004721-time-bin-120-mean-whole,TRUE
FALSE,bjsm.2003.004721,,"['rolling averages. two', 'last 30 seconds ', 'eight minute recover', 'nine-breath rolling', 'four seconds of each', 'fft', 'interval of two seconds ', 'nine-breath rolling averages', 'last two minutes']","['sit time and again used to calculate tv˙o2. these ‘‘pooled means’’ served as the yardstick. for each cwr test, we established reference plateau values during the last minute of the 20 w baseline, the LAST TWO MINUTES of the 120 w steady state phase, and the last minute of the 20 w recovery. the steady state phase was scrutinised for evidence of upward drift, indicating that v˙o2 exceeded the gas exchange threshol', 'rrelation between the grand mean values for on-tv˙ o2 and off-tv˙ o2, derived by arithmetic averaging of tv˙ o2 from six individual exercise transitions, and the pooled mean values for on-tv˙ o2 and oFFTv˙ o2, derived by time alignment and superimposition of the data from six individual exercise transitions. the correlation coefficient and closeness to the line of identity (not shown) reflects that t', 'ignificant correlation (r = 0.870). the data indicate that on-tv˙o2 and off-tv˙o2 are approximately equal when calculated from cwr tests. to test the validity of deriving tv˙o2 from combined on- and oFFTransits for a series of tests, we compared the grand mean and 95% confidence intervals for tv˙o2 derived by averaging on-tv˙o2 and off-tv˙o2 for the first three tests in each subject with the grand me', 'red for a desired confidence interval for tv˙o2. they suggested that only analysing the on-transit for this work rate protocol required between three and eight transitions to achieve a 95% confidence INTERVAL OF TWO SECONDS for tv˙o2 the need to repeat a clinical test is disadvantageous in its application to clinical practice. this shortcoming is true of other testing variables. for example, the timed walking test table ', ' our investigations. the effective time constant for oxygen uptake was calculated from each individual cwr test for both the on-transit and off-transit of exercise. we defined the terms on-tv˙o2 and oFFTv˙o2 to describe the effective time constants for the ontransit and off-transit of exercise respectively. in addition, the six individual cwr tests were time aligned and superimposed for both on-trans', ' in similar subjects, four tests are recommended when looking at either on-tv˙o2 or off-tv˙o2 separately. we have shown in this small group of normal subjects that on-tv˙o2 is highly correlated with oFFTv˙o2, which implies that the two time constants measure the same physiological entity. furthermore, we have shown on-tv˙o2 to be inversely correlated with v˙o2max and v˙o2h in a relatively homogeneous', ' manifested by lower v˙o2max and v˙o2h. reproducibility of tv˙ o2 from cwr tests tables 2 and 3 list the values determined from the analysis of individual cwr tests for tv˙o2 for both on-transit and oFFTransit of exercise using non-linear regression with a monoexponential model. when we came to analyse the test results, we found that one off-transit value was corrupted by the electronic data storage ', ' regimen: four minute warm up phase at 20 w (baseline), followed by an abrupt transition to the exercise phase at 120 w sustained for eight minutes (steady state), and then an abrupt transition to an EIGHT MINUTE RECOVERy period at 20 w (recovery). each test was performed on an electromagnetically braked cycle ergometer (ergoline 800 s) with the subjects wearing a nose clip and breathing through a mouthpiece connecte', 'r the derivation of tv˙o2. in three out of five of our subjects, the value for tv˙o2 from the first individual test was within the 95% confidence interval of the pooled value for both on-transit and oFFTransit. by the fourth test, the average value for tv˙o2 fell within the 95% confidence interval of the pooled value in all cases. this implies that only four tests are needed to obtain acceptable accu', 'mbining both on-tv˙o2 and off-tv˙o2, by doing so for the first three tests in each subject and comparing the mean value for tv˙o2 with that obtained by combining six on-transits or alternatively six oFFTransits (pooled means). these three approaches gave similar values for tv˙o2, with the confidence interval derived by combining both on-transits and off-transits actually being smaller than for the ot', 'tv˙o2 for the iwr test (fig 2), as described by whipp et al.1 for the time constant derived from an iwr test, we used the term ramp tv˙o2. the v˙o2max was selected as the highest v˙o2 seen within the LAST 30 SECONDS of exercise from a table of breath by breath data with nine-breath ROLLING AVERAGES. TWO methods were used to determine v˙o2h: (a) identification of an upward inflection in the plot of v˙co2 versus v˙o2 20 21; (b) identification of simultaneous upward inflections in the plots of v˙e/v˙o2', 'ds. the means (95% ci) were 39.2 (30.9 to 47.5) seconds for combined on-tv˙o2 and off-tv˙o2 from three tests, 38.0 (27.6 to 48.4) seconds for six on-transits, and 39.0 (30.6 to 47.4) seconds for six oFFTransits. we can conclude from these findings that the method of monoexponential non-linear regression analysis of three individual on-transits and off-transits with simple averaging of all of the resu', 'e the signal/ noise ratio. in our study, in which each subject performed six repetitions of the cwr protocol, the within subject coefficient of variability was 11.5% and 12.6% for the on-transit and oFFTransit respectively. arguably, these values lie within an acceptable range for human physiological measurements. the mean values for on-tv˙o2 and off-tv˙o2 were within FOUR SECONDS OF EACH other for each of the experimental subjects. furthermore, on-tv˙o2 and off-tv˙o2 correlated well with each other (r = 0.870; fig 3). admittedly this correlation is strongly influenced in this study b']",FALSE,time,bin,60,mean,whole,bjsm.2003.004721-time-bin-60-mean-whole,TRUE
FALSE,bjsm.2003.004721,,"['rolling averages. two', 'last 30 seconds ', 'eight minute recover', 'nine-breath rolling', 'four seconds of each', 'fft', 'interval of two seconds ', 'nine-breath rolling averages', 'last two minutes']","['sit time and again used to calculate tv˙o2. these ‘‘pooled means’’ served as the yardstick. for each cwr test, we established reference plateau values during the last minute of the 20 w baseline, the LAST TWO MINUTES of the 120 w steady state phase, and the last minute of the 20 w recovery. the steady state phase was scrutinised for evidence of upward drift, indicating that v˙o2 exceeded the gas exchange threshol', 'rrelation between the grand mean values for on-tv˙ o2 and off-tv˙ o2, derived by arithmetic averaging of tv˙ o2 from six individual exercise transitions, and the pooled mean values for on-tv˙ o2 and oFFTv˙ o2, derived by time alignment and superimposition of the data from six individual exercise transitions. the correlation coefficient and closeness to the line of identity (not shown) reflects that t', 'ignificant correlation (r = 0.870). the data indicate that on-tv˙o2 and off-tv˙o2 are approximately equal when calculated from cwr tests. to test the validity of deriving tv˙o2 from combined on- and oFFTransits for a series of tests, we compared the grand mean and 95% confidence intervals for tv˙o2 derived by averaging on-tv˙o2 and off-tv˙o2 for the first three tests in each subject with the grand me', 'red for a desired confidence interval for tv˙o2. they suggested that only analysing the on-transit for this work rate protocol required between three and eight transitions to achieve a 95% confidence INTERVAL OF TWO SECONDS for tv˙o2 the need to repeat a clinical test is disadvantageous in its application to clinical practice. this shortcoming is true of other testing variables. for example, the timed walking test table ', ' our investigations. the effective time constant for oxygen uptake was calculated from each individual cwr test for both the on-transit and off-transit of exercise. we defined the terms on-tv˙o2 and oFFTv˙o2 to describe the effective time constants for the ontransit and off-transit of exercise respectively. in addition, the six individual cwr tests were time aligned and superimposed for both on-trans', ' in similar subjects, four tests are recommended when looking at either on-tv˙o2 or off-tv˙o2 separately. we have shown in this small group of normal subjects that on-tv˙o2 is highly correlated with oFFTv˙o2, which implies that the two time constants measure the same physiological entity. furthermore, we have shown on-tv˙o2 to be inversely correlated with v˙o2max and v˙o2h in a relatively homogeneous', ' manifested by lower v˙o2max and v˙o2h. reproducibility of tv˙ o2 from cwr tests tables 2 and 3 list the values determined from the analysis of individual cwr tests for tv˙o2 for both on-transit and oFFTransit of exercise using non-linear regression with a monoexponential model. when we came to analyse the test results, we found that one off-transit value was corrupted by the electronic data storage ', ' regimen: four minute warm up phase at 20 w (baseline), followed by an abrupt transition to the exercise phase at 120 w sustained for eight minutes (steady state), and then an abrupt transition to an EIGHT MINUTE RECOVERy period at 20 w (recovery). each test was performed on an electromagnetically braked cycle ergometer (ergoline 800 s) with the subjects wearing a nose clip and breathing through a mouthpiece connecte', 'r the derivation of tv˙o2. in three out of five of our subjects, the value for tv˙o2 from the first individual test was within the 95% confidence interval of the pooled value for both on-transit and oFFTransit. by the fourth test, the average value for tv˙o2 fell within the 95% confidence interval of the pooled value in all cases. this implies that only four tests are needed to obtain acceptable accu', 'mbining both on-tv˙o2 and off-tv˙o2, by doing so for the first three tests in each subject and comparing the mean value for tv˙o2 with that obtained by combining six on-transits or alternatively six oFFTransits (pooled means). these three approaches gave similar values for tv˙o2, with the confidence interval derived by combining both on-transits and off-transits actually being smaller than for the ot', 'tv˙o2 for the iwr test (fig 2), as described by whipp et al.1 for the time constant derived from an iwr test, we used the term ramp tv˙o2. the v˙o2max was selected as the highest v˙o2 seen within the LAST 30 SECONDS of exercise from a table of breath by breath data with nine-breath ROLLING AVERAGES. TWO methods were used to determine v˙o2h: (a) identification of an upward inflection in the plot of v˙co2 versus v˙o2 20 21; (b) identification of simultaneous upward inflections in the plots of v˙e/v˙o2', 'ds. the means (95% ci) were 39.2 (30.9 to 47.5) seconds for combined on-tv˙o2 and off-tv˙o2 from three tests, 38.0 (27.6 to 48.4) seconds for six on-transits, and 39.0 (30.6 to 47.4) seconds for six oFFTransits. we can conclude from these findings that the method of monoexponential non-linear regression analysis of three individual on-transits and off-transits with simple averaging of all of the resu', 'e the signal/ noise ratio. in our study, in which each subject performed six repetitions of the cwr protocol, the within subject coefficient of variability was 11.5% and 12.6% for the on-transit and oFFTransit respectively. arguably, these values lie within an acceptable range for human physiological measurements. the mean values for on-tv˙o2 and off-tv˙o2 were within FOUR SECONDS OF EACH other for each of the experimental subjects. furthermore, on-tv˙o2 and off-tv˙o2 correlated well with each other (r = 0.870; fig 3). admittedly this correlation is strongly influenced in this study b']",FALSE,breath,rolling,9,mean,whole,bjsm.2003.004721-breath-rolling-9-mean-whole,TRUE
FALSE,bjsm.2004.012500,,"['every 20 s ', 'recorded every 20 s ']","['ment of vo 2max (20mmst) this test was conducted according to established procedures.6 in the model group a portable gas analyser (k4b2, cosmed, rome, italy) was used to record respiratory parameters EVERY 20 S during testing, while subjects inspired room air through a facemask. maximal oxygen uptake was the main parameter determined using the open circuit method. prior to measurement, the gas analyser was c', 'l kg21 min21)) was measured via open circuit spirometry using an automated gas analyser (vmax 29, sensormedics, yorba linda, ca) previously calibrated with standard gases. respiratory parameters were recorded EVERY 20 S during testing, while subjects inspired room air through a low resistance two-way rudolph valve. to ensure that subjects achieved vo2max, measurements were considered for further analysis when at leas']",FALSE,time,bin,20,mean,whole,bjsm.2004.012500-time-bin-20-mean-whole,TRUE
FALSE,bjsm.2004.016980,,"['1 minutes into', '1 minutes during', 'during the 30 seconds ']",FALSE,TRUE,,,,,,bjsm.2004.016980,TRUE
FALSE,bjsm.2006.033316,,['period of 21 s '],"[' a trigger for the change in peak o2 after 2000 (fig 3). in 1995, before the regulation change, a professional basketball player performed an average of 105 (52) sprint bouts per game, with a resting PERIOD OF 21 S between each sprint and with 95% of the sprints not exceeding 4 s.24 the actual trend in the basketball game shows that if the number of attempts to score a goal has increased by 20%, the sprint durat']",TRUE,,,,,,bjsm.2006.033316,TRUE
FALSE,bjsm.26.1.45,,['butterworth'],FALSE,TRUE,,,,,,bjsm.26.1.45,TRUE
FALSE,bjsm.28.1.38,,"['butterworth', '1 min 30s into each', ' 30s into each']","[""e representative of relative changes in q within, but not between, subjects2' 13. during the maximal exercise bouts, hr, gas fractions (feo2, feco2) and vi were recorded at the end of each minute. at 1 MIN 30S INTO EACH 3-min stage, the technician positioned the nonimaging doppler transducer at the suprasternal notch with the ultrasonic beam interrogating the ascending aorta. blood flow velocity data were then colle""]",TRUE,,,,,,bjsm.28.1.38,TRUE
FALSE,bjsm.31.2.139,,['periods of one minute'],FALSE,TRUE,,,,,,bjsm.31.2.139,TRUE
FALSE,chest.08-2222,,['during the last 20 s '],"['ep by 15 to 30 w according to previous cpet and predicted decrease by approximately 35% in hypoxia such as for the test to last for 10 to 12 min.15 maximum o2 ( o2 max) was defined as the o2 measured DURING THE LAST 20 S of peak exercise. the respiratory exchange ratio (rer) was calculated as co 2 / o2, and o2 pulse as o2 /hr. the ventilatory equivalents for co2 ( e / co 2 ) were calculated by dividing e by co 2. the ']",FALSE,time,bin,20,mean,whole,chest.08-2222-time-bin-20-mean-whole,TRUE
FALSE,chest.116.1.88,,"['period, and at 1-min', '1-min intervals', 'every 6s ', 'recorded at 1-min', 'mean ± sd. bpm = beats perminute', 'every 3 s)']","[', end-tidal pco 2, and the respiratory exchange ratio ( co 2 / o2 ). before exercise, a cannula was introduced into a radial or brachial artery. arterial blood was sampled at rest, during the warm-up PERIOD, AND AT 1-MIN intervals throughout the exercise. samples were analyzed for arterial k+ with an ion selective electrode analyzer (cim-104a; shimadzu; kyoto, japan). arterial ph, arterial po 2, arterial pco 2, and calculated ', 'netherlands). after a 3-min rest period on the ergometer, exercise began with a 3-min warm-up period at 10 w, followed by a continuous ramp protocol corresponding to increments of 10 to 20 w/min (1 w EVERY 6S or 1w EVERY 3 S) until the subjects could no longer continue. the end point of the exercise tests was leg fatigue with various degrees of breathlessness in all subjects. the ecg was monitored throughout exercise in all subjects, and the 12-lead ecg was recorded at 1-MIN INTERVALS in all patients. cuff bp was measured at 1-MIN INTERVALS. respiratory gas analysis was performed on a breath-by-breath basis using an aero monitor ae-280 (minato medical science; osaka, japan). this ']",TRUE,,,,,,chest.116.1.88,TRUE
FALSE,chest.12-1458,,[' 30-s averages'],['d) and/or a human calibrator. a correction factor was calculated for each gas analyzer to ensure reliable and comparable data between the test laboratories. the gas exchange variables were reported as 30-S AVERAGES. o2 max was accepted if respiratory exchange ratio (rer) ≥ 1.10 or the borg6-20 score was ≥ 17.22 the oxygen pulse was calculated by dividing o2 max (in milliliters) by the maximal heart rate (hrmax)'],FALSE,time,bin,30,mean,whole,chest.12-1458-time-bin-30-mean-whole,TRUE
FALSE,chest.124.6.2215,,['during the last 30 s '],"['con champion; jaeger; breda, the netherlands). measurements taken included oxygen uptake ( o2 ), carbon dioxide production, minute ventilation, and respiratory exchange ratio. the highest o2 achieved DURING THE LAST 30 S of exercise was taken as peak o2 ( o2 peak).17 heart rate was monitored by three-lead ecg (hewlett-packard; amstelveen, the netherlands) and oxygen saturation by pulse oximetry (nellcor 200 e; nellcor']",FALSE,time,bin,30,mean,whole,chest.124.6.2215-time-bin-30-mean-whole,TRUE
FALSE,chest.129.2.325,,['averaged 30-s '],"['iency) was similar, with agreement16 of < 80 ml/min. we confirmed that steady state17 had occurred if, after a monoexponential rise in cardiopulmonary parameters in response to a change in power, the AVERAGED 30-S parameter remained within 1 sd (ie,\n\t\t\t\t\t\t\tv ˙ o2 remained within ± 5%) between minute 3 and minute 6 of the test, without a significant slope, as determine by linear regression analysis. incremental ']",FALSE,time,bin,30,mean,whole,chest.129.2.325-time-bin-30-mean-whole,TRUE
FALSE,chest.95.1.6,,"['smoothed by three-second moving average', 'averaged responses of all subjects for the last minute', 'three-second moving average']",FALSE,FALSE,time,rolling,3,mean,whole,chest.95.1.6-time-rolling-3-mean-whole,TRUE
FALSE,circheartfailure.120.007503,,"['last 60 seconds ', 'last 30 seconds ']","['e used the following arbitrary method to  determine taskvo2: the mean of vo2 recorded breath by breath during the whole exercise was considered for adl1, adl3,  adl6 (short duration of activity), the LAST 30 SECONDS were  considered for adl2 and adl4 (intermediate duration), and  the LAST 60 SECONDS were considered for adl5, 6mwt, and  treadmill exercises (prolonged duration). data were recorded breath by breath. to account for erratic  breaths, outlier data were removed as follows: data above th']",FALSE,time,bin,other,mean,whole,circheartfailure.120.007503-time-bin-other-mean-whole,TRUE
FALSE,circheartfailure.120.007503,,"['last 60 seconds ', 'last 30 seconds ']","['e used the following arbitrary method to  determine taskvo2: the mean of vo2 recorded breath by breath during the whole exercise was considered for adl1, adl3,  adl6 (short duration of activity), the LAST 30 SECONDS were  considered for adl2 and adl4 (intermediate duration), and  the LAST 60 SECONDS were considered for adl5, 6mwt, and  treadmill exercises (prolonged duration). data were recorded breath by breath. to account for erratic  breaths, outlier data were removed as follows: data above th']",FALSE,time,bin,60,mean,whole,circheartfailure.120.007503-time-bin-60-mean-whole,TRUE
FALSE,circheartfailure.120.007503,,"['last 60 seconds ', 'last 30 seconds ']","['e used the following arbitrary method to  determine taskvo2: the mean of vo2 recorded breath by breath during the whole exercise was considered for adl1, adl3,  adl6 (short duration of activity), the LAST 30 SECONDS were  considered for adl2 and adl4 (intermediate duration), and  the LAST 60 SECONDS were considered for adl5, 6mwt, and  treadmill exercises (prolonged duration). data were recorded breath by breath. to account for erratic  breaths, outlier data were removed as follows: data above th']",FALSE,time,bin,30,mean,whole,circheartfailure.120.007503-time-bin-30-mean-whole,TRUE
FALSE,circj.71.1721,,"['over the last 10 s ', 'every 10 s ']","[' exclude signiﬁcant myocardial ischemia. blood pressure was recorded every 3 min by cuff sphygmomanometer. peak oxygen consumption (peak v• o2) was de- ﬁned as the mean of the highest values obtained OVER THE LAST 10 S of exercise. minute ventilation, oxygen consumption, and co2 production were calculated online EVERY 10 S with the use of a standard inert gas dilution technique. predicted values for peak oxygen consumption (%v• o2 peak) were calculated from a gender-speciﬁc regression equation incorporating age, height,']",FALSE,time,bin,10,mean,whole,circj.71.1721-time-bin-10-mean-whole,TRUE
FALSE,circj.cj-09-0222,,"['8-point moving', 'recorded every 30 s ', 'during the last 30 s ', 'every 6 s.', 'every 3 s.']","['pired  gas analyzer ae-280s (minato medical science co ltd,  osaka, japan). the system was carefully calibrated before  each study. the expired gas data obtained were converted  into time-series data EVERY 3 S. then, an 8-POINT MOVING  average was performed. from the expired gas analysis, the  at was determined by v-slope method.11 peak v• o2 was defined as the average value obtained  DURING THE LAST 30 S of incremental exercise. we measured  ∆v• o2/∆wr slopes for 2 min below and above the at point  and calculated the ratio of the above to the below at slopes circulation journal vol.73, october 2009 (s']",FALSE,time,bin,30,mean,whole,circj.cj-09-0222-time-bin-30-mean-whole,TRUE
FALSE,circj.cj-09-0222,,"['8-point moving', 'recorded every 30 s ', 'during the last 30 s ', 'every 6 s.', 'every 3 s.']","['pired  gas analyzer ae-280s (minato medical science co ltd,  osaka, japan). the system was carefully calibrated before  each study. the expired gas data obtained were converted  into time-series data EVERY 3 S. then, an 8-POINT MOVING  average was performed. from the expired gas analysis, the  at was determined by v-slope method.11 peak v• o2 was defined as the average value obtained  DURING THE LAST 30 S of incremental exercise. we measured  ∆v• o2/∆wr slopes for 2 min below and above the at point  and calculated the ratio of the above to the below at slopes circulation journal vol.73, october 2009 (s']",FALSE,time-breath,bin-roll,8-Mar,mean,whole,circj.cj-09-0222-time-breath-bin-roll-3-8-mean-whole,TRUE
FALSE,clinics_._2012_._06_._12,,['twominute intervals'],FALSE,TRUE,,,,,,clinics_._2012_._06_._12,TRUE
FALSE,copd.s283005,,['over the last 30 seconds '],"['g despite strong encouragement), a heart rate  (hr) of >180 beats/min, or respiratory exchange rate  (rer) >1.09 during exercise.13 the maximum vo2  (vo2max) was calculated by the mean values of vo2  OVER THE LAST 30 SECONDS of the exercise test. we, the relationship between vo2 and wr during  exercise,13 was defined as the vo2/wr slope during exercise. the slope of  the vo2/wr relationship was determined using linear reg']",FALSE,time,bin,30,mean,whole,copd.s283005-time-bin-30-mean-whole,TRUE
