pmcid,pmid,doi
PMC3105266,21123852,10.1093/aje/kwq362
PMC3081159,21514422,10.1016/j.ajpath.2011.01.056
PMC4915826,22449457,10.1016/j.exger.2012.03.004
PMC5350632,24785976,10.1038/jhh.2014.33
PMC4196132,25277760,10.1186/1472-6882-14-370
PMC4409248,25713078,10.1074/jbc.M115.636878
PMC2817290,19692400,10.1098/rspb.2009.1135
PMC2753769,19633871,10.1007/s00467-009-1259-x
PMC4716656,26581795,10.1017/S1355617715000843
PMC4853835,26661172,10.1177/0271678X15606719
PMC4952148,27436186,10.1186/s12938-016-0208-8
PMC3636051,23557387,10.1186/1471-2431-13-47
PMC5356010,28303944,10.1038/srep44590
PMC5847858,29356348,10.1111/acel.12725
PMC6059434,30044809,10.1371/journal.pone.0200186
PMC6066218,30059543,10.1371/journal.pone.0199794
PMC6334261,30268775,10.1016/j.ajpath.2018.08.018
PMC3831928,24303118,10.1002/phy2.33
PMC6504339,31045769,10.1097/MD.0000000000015317
PMC4254836,25301897,10.1152/japplphysiol.00395.2014
PMC6545278,31155665,10.1093/ptj/pzz040
PMC6904832,31765888,10.1016/j.redox.2019.101375
PMC7555371,32957522,10.3390/antiox9090879
PMC7655215,33104519,10.18632/aging.103763
PMC7659479,33105553,10.3390/ijerph17217702
PMC4506838,26236724,10.1155/2015/359537
PMC4845704,26959403,10.5935/abc.20160031
PMC8708125,34940586,10.3390/metabo11120828
PMC9021623,35086094,10.1159/000521242
PMC6971972,31959202,10.1186/s12970-020-0337-0
PMC7878772,33574480,10.1038/s41598-021-83293-y
PMC7933461,33679429,10.3389/fphys.2021.599514
PMC7994081,33815657,10.1155/2021/6684568
PMC4999227,27560824,10.1371/journal.pone.0161451
PMC8311134,34322548,10.1183/23120541.00088-2021
PMC1143890,8271219,10.1113/jphysiol.1993.sp019833
PMC293583,8325992,10.1172/JCI116559
PMC1464212,16210351,10.1113/jphysiol.2005.097154
PMC1464249,16210355,10.1113/jphysiol.2005.095836
PMC2564396,16855066,10.1136/bjsm.2006.027680
PMC3970220,19242342,10.1097/CCM.0b013e31819cecd6
PMC2743469,19362852,10.1016/j.cyto.2009.03.006
PMC3514603,22935575,10.1097/HTR.0b013e31826463a1
PMC3520986,23251455,10.1371/journal.pone.0051213
PMC3837768,24056465,10.1128/AEM.01970-13
PMC4080942,24687582,10.1113/jphysiol.2014.271288
PMC3987313,24714795,10.5935/abc.20140021
PMC4014085,24885417,10.1186/1472-6874-14-62
PMC4326238,25685605,10.1016/j.jshs.2013.11.004
PMC4418366,25714888,10.1590/1414-431X20144235
PMC4659464,26578677,10.1128/mBio.01588-15
PMC5298904,18590915,10.1016/j.yjmcc.2008.05.012
PMC4965115,27467214,10.1371/journal.pone.0160239
PMC3936606,18275343,10.1089/aid.2007.0023
PMC5037521,27589795,10.3390/nu8090534
PMC5082935,27788182,10.1371/journal.pone.0165010
PMC5392511,28373411,10.14814/phy2.13219
PMC5392524,28400505,10.14814/phy2.13238
PMC5623462,28947458,10.1136/bmjopen-2017-017494
PMC5667615,29114503,10.12965/jer.1734962.481
PMC2579453,16611721,10.1136/bjsm.2006.026815
PMC5923017,29703223,10.1186/s13054-018-2030-0
PMC6723245,31366045,10.3390/nu11081749
PMC6802512,31451493,10.1074/jbc.RA118.006684
PMC6769305,31506049,10.1098/rsif.2019.0227
PMC7647941,32604218,10.1097/HCR.0000000000000507
PMC8404234,34275192,10.1002/mgg3.1757
PMC3775791,24069257,10.1371/journal.pone.0073967
PMC6443956,30972311,10.3389/fped.2019.00096
PMC7560324,33083103,10.7717/peerj.9791
PMC8343006,34304826,10.1016/j.jshs.2019.05.009
PMC8533268,34679752,10.3390/antiox10101618
PMC1745604,10607804,10.1136/thorax.55.1.63
PMC2270219,11118512,10.1111/j.1469-7793.2000.00863.x
PMC2290618,12411538,10.1113/jphysiol.2002.025148
PMC1724921,15388541,10.1136/bjsm.2003.005140
PMC2904199,20110541,10.1152/japplphysiol.01291.2009
PMC3302930,22315957,10.1111/j.1532-5415.2011.03819.x
PMC3619024,23281265,10.1002/acr.21926
PMC4247834,23766295,10.1002/cssc.201300019
PMC3896384,24465535,10.1371/journal.pone.0085320
PMC3958650,24724089,10.1155/2014/616935
PMC4128819,25111294,10.1371/journal.pone.0103626
PMC4327385,25713670,10.2478/hukin-2014-0115
PMC4335628,25759715,10.1159/000369160
PMC4598265,25856681,10.1249/MSS.0000000000000678
PMC5633636,28283993,10.1007/s40279-017-0711-5
PMC5399469,28427374,10.1186/s12889-017-4237-4
PMC5609027,28934945,10.1186/s12872-017-0681-4
PMC5809666,29032507,10.1007/s10616-017-0152-x
PMC6249362,30089756,10.5551/jat.43851
PMC6119687,30175553,10.14814/phy2.13844
PMC6474967,30371262,10.1161/JAHA.118.009185
PMC6483505,30721155,10.1172/jci.insight.124989
PMC6451712,30770935,10.1007/s00246-019-02065-8
PMC6513770,31087541,10.14814/phy2.14061
PMC6771883,31116453,10.1111/sms.13460
PMC6918899,31498142,10.3233/NRE-192792
PMC8515831,31524783,10.1519/JSC.0000000000003268
PMC7003737,31602790,10.1111/chd.12850
PMC7442492,31647603,10.1002/hipo.23169
PMC134441,12450856,10.1128/AEM.68.12.6310-6320.2002
PMC3166529,12361191,10.1080/08037050213765
PMC1737090,10945803,10.1136/jnnp.69.3.302
PMC8918982,35295581,10.3389/fphys.2022.827235
PMC8964050,35360239,10.3389/fphys.2022.839996
PMC5661232,29061863,10.14814/phy2.13465
PMC5732366,29259658,10.1186/s13098-017-0300-7
PMC6181339,30307991,10.1371/journal.pone.0205129
PMC6186263,30317397,10.1186/s40798-018-0160-1
PMC6620430,31333885,10.1016/j.jshs.2019.03.003
PMC7006926,32032358,10.1371/journal.pone.0218228
PMC7109581,32258106,10.1155/2020/2073803
PMC7173853,32315330,10.1371/journal.pone.0231643
PMC7474749,32908933,10.1155/2020/1472514
PMC7886944,33048893,10.1097/PHM.0000000000001618
PMC7765038,33327551,10.3390/ijerph17249361
PMC7792284,33413459,10.1186/s12970-020-00400-6
PMC8296298,34398001,10.1097/MD.0000000000026269
PMC8895619,35246028,10.1186/s12872-022-02486-z
PMC1332292,7551756,10.1136/bjsm.29.2.113
PMC484511,8868980,10.1136/hrt.76.3.223
PMC484862,9290400,10.1136/hrt.78.1.39
PMC2290472,12181307,10.1113/jphysiol.2002.019380
PMC2343147,12824451,10.1113/jphysiol.2003.042747
PMC1065278,15633297,10.1379/CSC-24R1.1
PMC1392930,16461677,10.1128/AEM.72.2.1279-1287.2006
PMC4376197,16505525,10.2337/diacare.29.03.06.dc05-1605
PMC2626587,19055828,10.1186/1477-7525-6-110
PMC3353735,20032509,10.1152/ajpcell.00481.2009
PMC3283169,21278137,10.1152/ajpheart.00867.2010
PMC3061986,21484034,10.1590/S1807-59322011000200004
PMC3467174,22857787,10.1186/1550-2783-9-37
PMC3526735,23090483,10.1007/s10646-012-1008-y
PMC3623484,23160363,10.1093/gerona/gls220
PMC3533051,23175738,10.1136/bmjopen-2012-001929
PMC3778030,23584403,10.1249/MSS.0b013e3182965249
PMC4207143,24346296,10.1590/S1413-35552012005000129
PMC3998944,24763675,10.1371/journal.pone.0095853
PMC4067277,24956391,10.1371/journal.pone.0099282
PMC4135063,25177097,10.5604/20831862.1111437
PMC4540134,26316800,10.2147/IJGM.S87429
PMC4733633,26631814,10.1016/j.neuroimage.2015.11.049
PMC4757413,26885978,10.1371/journal.pone.0149082
PMC5046191,27103222,10.2522/ptj.20150277
PMC6089204,27491779,10.1136/bjsports-2016-096083
PMC5451552,28274927,10.1152/ajprenal.00603.2016
PMC5911678,29225298,10.2188/jea.JE20170017
PMC5909833,29407367,10.1016/j.taap.2018.01.024
PMC7279118,30921110,10.1097/HJH.0000000000002002
PMC8747811,30994185,10.5603/CJ.a2019.0032
PMC6819975,31687169,10.1002/osp4.358
PMC7272758,32240019,10.1152/japplphysiol.00458.2019
PMC7285212,32466231,10.3390/nu12051540
PMC7554691,32942555,10.3390/antiox9090868
PMC7665825,33186393,10.1371/journal.pone.0242439
PMC7892957,33613320,10.3389/fphys.2021.627320
PMC8012697,33790372,10.1038/s41598-021-86660-x
PMC8204562,34127014,10.1186/s12970-021-00451-3
PMC8555491,34721068,10.3389/fphys.2021.744632
PMC8921185,35288586,10.1038/s41598-022-08088-1
PMC8997498,35409504,10.3390/ijerph19073814
PMC484044,7488452,10.1136/hrt.74.4.386
PMC1159514,9175004,10.1111/j.1469-7793.1997.213bo.x
PMC2077293,17951433,10.1073/pnas.0704205104
PMC2266960,18073312,10.1210/jc.2007-1524
PMC3069625,21212242,10.1152/japplphysiol.01084.2010
PMC1861451,16980516,10.1136/hrt.2006.100388
PMC3926130,23720333,10.1002/cphy.c120003
PMC4121052,24742292,10.1089/neu.2013.3206
PMC4096093,25031685,10.2478/hukin-2014-0019
PMC4510621,26038468,10.14814/phy2.12415
PMC4919021,26455884,10.1016/j.mayocp.2015.07.026
PMC4621405,26579146,10.3389/fpls.2015.00892
PMC4760406,26755735,10.14814/phy2.12672
PMC6653069,19353707,10.1002/clc.20313
PMC6647668,20333763,10.1002/jcla.20368
PMC4512040,26207175,10.1186/s13728-015-0031-z
PMC2838634,20044472,10.1152/japplphysiol.01106.2009
PMC4896295,27293766,10.1093/conphys/cow019
PMC2897132,20488977,10.2522/ptj.20090316
PMC4597414,26464803,10.1136/bmjdrc-2015-000124
PMC5358764,28319140,10.1371/journal.pone.0173675
PMC4189924,25295878,10.1371/journal.pone.0109167
PMC5505661,27085901,10.1016/j.yjmcc.2016.04.003
PMC3762808,24023948,10.1371/journal.pone.0074524
PMC4871783,26603930,10.1016/j.pneurobio.2015.10.005
PMC6593089,31275160,10.3389/fphys.2019.00741
PMC7035516,32015131,10.1073/pnas.1912313117
PMC7001924,32023296,10.1371/journal.pone.0228333
PMC7560093,32967151,10.3390/ijerph17186885
PMC5835965,26933148,10.1177/1099800416633836
PMC8186128,34174508,10.1016/j.jelekin.2021.102567
PMC3991475,21098782,10.1161/CIRCOUTCOMES.110.939371
PMC8436938,34428743,10.18632/aging.203448
PMC8394663,34444184,10.3390/ijerph18168437
PMC3182292,21546928,10.1038/oby.2011.109
PMC3174788,21737826,10.1152/japplphysiol.00489.2011
PMC4820792,27066534,10.1523/ENEURO.0008-16.2016
PMC6023395,29890664,10.3390/jfb9020039
PMC6733316,31548903,10.1136/bmjsem-2019-000560
PMC6037982,30018569,10.3389/fphys.2018.00815
PMC6290642,30568598,10.3389/fphys.2018.01738
PMC6624212,31296841,10.1038/s41419-019-1767-y
PMC6773335,31558450,10.1136/bmjopen-2018-028749
PMC7694678,32997435,10.1111/mpp.12993
PMC8711099,34966291,10.3389/fphys.2021.780755
PMC6926367,31886161,10.1183/23120541.00153-2019
PMC6996235,31668688,10.1016/j.jstrokecerebrovasdis.2019.104453
PMC7789962,32877237,10.1152/ajpregu.00127.2020
PMC7920466,33669436,10.3390/sports9020029
PMC8451113,34538250,10.1186/s40659-021-00354-2
PMC7554557,33088447,10.4103/ijpvm.IJPVM_356_19
PMC1907553,1324072,10.1111/j.1476-5381.1992.tb14367.x
PMC2292423,18317727,10.1007/s00125-008-0949-4
PMC1820778,17331263,10.1186/1472-6963-7-36
PMC2781362,19717732,10.1152/ajpheart.00347.2009
PMC2278686,11433008,10.1111/j.1469-7793.2001.t01-1-00279.x
PMC3087864,21420062,10.1016/j.amjcard.2011.01.021
PMC3156653,21484760,10.1002/ajpa.21465
PMC3249401,22008547,10.1016/j.bbrc.2011.09.153
PMC2728793,19573883,10.1016/j.metabol.2009.04.018
PMC4035105,23507997,10.1038/ijo.2013.29
PMC2885013,20061520,10.1161/CIRCHEARTFAILURE.109.879684
PMC3701282,23616151,10.1210/jc.2013-1229
PMC3716342,23616163,10.1212/WNL.0b013e318293e310
PMC1573146,11815369,10.1038/sj.bjp.0704483
PMC3309327,22506246,10.5535/arm.2012.36.1.133
PMC2099399,17869432,10.1016/j.neuroscience.2007.07.038
PMC2453503,18407453,10.1016/j.jvs.2008.01.048
PMC4689617,26476238,10.1016/j.yjmcc.2015.10.015
PMC5102295,26707873,10.1080/10790268.2015.1126939
PMC4218754,25365337,10.1371/journal.pone.0111489
PMC4846072,27115137,10.1371/journal.pone.0154075
PMC4240613,25415192,10.1371/journal.pone.0113541
PMC3854242,22584645,10.1590/S0100-879X2012007500078
PMC7831371,28988207,10.1136/heartjnl-2017-311661
PMC5826378,29515458,10.3389/fphys.2018.00116
PMC6473624,31031652,10.3389/fpsyt.2019.00192
PMC4971620,27485212,10.1186/s13041-016-0257-8
PMC6920012,31604627,10.1016/j.jpeds.2019.08.010
PMC5016124,27298322,10.1074/jbc.M116.728188
PMC7242220,32444152,10.1016/j.jshs.2019.11.005
PMC5468455,28659869,10.3389/fendo.2017.00132
PMC7739816,33345004,10.3389/fspor.2020.00009
PMC5498462,28729839,10.3389/fphys.2017.00451
PMC5880879,29611322,10.14814/phy2.13653
PMC7881114,33579900,10.1038/s41398-021-01215-y
PMC7959216,33712485,10.1136/openhrt-2020-001487
PMC8229341,34072093,10.3390/healthcare9060637
PMC8505308,34390401,10.1007/s00421-021-04768-4
PMC6018465,29971016,10.3389/fphys.2018.00756
PMC6487229,29989465,10.1123/ijsnem.2018-0024
PMC6208550,30464436,10.2147/COPD.S173039
PMC3921204,24523934,10.1371/journal.pone.0088707
PMC6463570,31057965,10.1155/2019/1090982
PMC6547021,31191348,10.3389/fphys.2019.00650
PMC4392441,25801760,10.1161/JAHA.114.001602
PMC7847858,32851499,10.1007/s11695-020-04944-z
PMC6610838,31269914,10.1186/s12885-019-5887-7
PMC8674768,34950826,10.1002/jbm4.10555
PMC8874289,35212167,10.14814/phy2.15158
PMC7911623,33573133,10.3390/nu13020459
PMC1332609,9192124,10.1136/bjsm.31.2.120
PMC1565566,9756384,10.1038/sj.bjp.0702007
PMC2278837,11579176,10.1111/j.1469-7793.2001.00283.x
PMC2343576,14514877,10.1113/jphysiol.2003.052431
PMC481082,15248896,10.1186/1476-4598-3-19
PMC1768502,15367509,10.1136/hrt.2003.025684
PMC1769173,15761050,10.1136/hrt.2004.051961
PMC2442853,17475615,10.1098/rstb.2007.2100
PMC2375551,17991697,10.1113/jphysiol.2007.142109
PMC2657657,18625967,10.1212/01.wnl.0000317094.86209.cb
PMC2503954,18662395,10.1186/1550-2783-5-11
PMC2667455,19211823,10.3945/ajcn.2008.26938
PMC2768062,19660694,10.1016/j.jacc.2009.01.080
PMC2843744,20352122,10.1371/journal.pone.0009839
PMC2895359,20607138,10.1093/icb/icm069
PMC2982865,20644556,10.1038/ijo.2010.133
PMC3202075,21771599,10.1016/j.yjmcc.2011.07.004
PMC3331951,22311055,10.1097/PHM.0b013e3182465f5f
PMC3544152,22895376,10.1249/MSS.0b013e31826c9a78
PMC3527426,23284929,10.1371/journal.pone.0052191
PMC3781561,23761134,10.2337/dc13-0084
PMC8796704,23897020,10.1519/JSC.0b013e3182a35ed0
PMC3913302,23989732,10.1378/chest.12-2885
PMC3909780,24494198,10.1016/j.redox.2013.12.031
PMC4080945,24687586,10.1113/jphysiol.2014.274068
PMC3996514,24743110,10.1249/MSS.0000000000000183
PMC4495884,25129067,10.1016/j.amjcard.2014.05.068
PMC4427241,25913937,10.1080/00913847.2015.1037231
PMC4430900,25952747,10.1186/s12890-015-0036-9
PMC4641048,26374996,10.1016/j.yjmcc.2015.09.001
PMC4658594,26405178,10.1124/mol.115.101451
PMC4661029,26517335,10.1590/1414-431X20154532
PMC4800144,26969643,10.1136/bmjopen-2015-010359
PMC4891791,27050869,10.1210/jc.2015-4333
PMC4962068,27436584,10.14814/phy2.12844
PMC5207528,28045939,10.1371/journal.pone.0168683
PMC5328779,28242828,10.14814/phy2.13151
PMC5362638,28386239,10.3389/fphys.2017.00182
PMC5419574,28475643,10.1371/journal.pone.0177174
PMC5930079,29477492,10.1016/j.jadohealth.2017.11.298
PMC5990447,29624641,10.1002/cncr.31368
PMC6580693,29982294,10.1093/gerona/gly159
PMC6145504,30231055,10.1371/journal.pone.0201401
PMC6418781,30906257,10.3389/fnagi.2019.00041
PMC7217474,32396576,10.1371/journal.pone.0226313
PMC7864870,33099664,10.1007/s00421-020-04536-w
PMC7648946,33160382,10.1186/s12967-020-02592-6
PMC8201095,34135772,10.3389/fphys.2021.679232
PMC8776465,35071600,10.1155/2022/8720661
PMC1910234,7952861,10.1111/j.1476-5381.1994.tb13186.x
PMC1332574,9429015,10.1136/bjsm.31.4.342
PMC1745182,9741369,10.1136/thx.53.4.269
PMC1745282,9797756,10.1136/thx.53.7.572
PMC2290432,12122141,10.1113/jphysiol.2002.018135
PMC1464194,16020461,10.1113/jphysiol.2005.091975
PMC1729189,10455087,10.1136/hrt.82.3.348
PMC2525868,18603061,10.1016/j.jtcvs.2007.12.024
PMC1510397,7599929,10.1111/j.1476-5381.1995.tb14946.x
PMC2621344,19158951,10.1371/journal.pone.0004250
PMC2844341,19423997,10.1097/gme.0b013e31818c931f
PMC2989412,20465446,10.3109/02713681003597255
PMC2763073,19841705,10.1590/S1807-59322009001000008
PMC3636413,22252436,10.1007/s11357-011-9379-1
PMC3565914,23286515,10.1186/1550-2783-10-2
PMC3933613,23975543,10.1007/s12192-013-0453-8
PMC2494835,18483165,10.1152/japplphysiol.90401.2008
PMC3817127,24223967,10.1371/journal.pone.0079556
PMC3963905,24663097,10.1371/journal.pone.0092441
PMC2254195,18320061,10.1371/journal.pone.0001743
PMC4655231,26635617,10.3389/fphys.2015.00331
PMC4773949,26740674,10.1212/WNL.0000000000002329
PMC3921353,24356515,10.1152/japplphysiol.00659.2013
PMC5260577,28149412,10.1515/hukin-2016-0011
PMC3233884,21921244,10.1152/japplphysiol.00569.2011
PMC5563439,28828280,10.7717/peerj.3701
PMC3631820,23393211,10.2337/dc12-1161
PMC5283910,27769997,10.1152/ajpheart.00417.2016
PMC3744471,23977224,10.1371/journal.pone.0072118
PMC6557258,31211019,10.7717/peerj.7077
PMC5125839,27322733,10.1080/10749357.2016.1183866
PMC6407416,27682435,10.1007/s40520-016-0632-4
PMC7657517,33175904,10.1371/journal.pone.0242136
PMC7843774,33520794,10.1007/s40200-019-00486-z
PMC8042150,33859572,10.3389/fphys.2021.652029
PMC8686825,34749075,10.1016/j.gaitpost.2021.10.027
PMC4031978,24860277,10.1186/1550-2783-11-18
PMC4704056,26779034,10.3389/fphys.2015.00405
PMC3996432,24764644,10.1589/jpts.26.609
PMC5786320,29373611,10.1371/journal.pone.0191870
PMC6094991,30140231,10.3389/fphys.2018.00962
PMC6593209,31289452,10.1016/j.rpor.2019.06.003
PMC7048630,31478921,10.1097/HCR.0000000000000446
PMC6943773,31921484,10.1016/j.jshs.2019.05.001
PMC6008078,29494290,10.1152/japplphysiol.01028.2017
PMC1159470,9218229,10.1111/j.1469-7793.1997.703bm.x
PMC1767691,12748213,10.1136/heart.89.6.610
PMC2613729,18978072,10.1104/pp.108.128124
PMC2693889,18369657,10.1007/S00421-008-0735-5
PMC3426170,22653992,10.1152/japplphysiol.00957.2011
PMC4574905,23128427,10.1001/jamaneurol.2013.646
PMC3847462,24028201,10.1186/1471-2474-14-266
PMC3836317,24042162,10.1124/jpet.113.208017
PMC3251162,21910479,10.1021/tx200294c
PMC2886650,20348224,10.1152/ajpheart.00006.2010
PMC4372048,25660923,10.1016/j.jacc.2014.11.037
PMC3275366,22170706,10.1210/jc.2011-1391
PMC2822671,20007854,10.1152/japplphysiol.01083.2009
PMC4530878,26258597,10.1371/journal.pone.0133286
PMC2938149,20625004,10.1104/pp.110.159145
PMC4653935,26586130,10.1186/s12984-015-0099-0
PMC3984726,24612649,10.1186/1758-5996-6-36
PMC4930190,27368057,10.1371/journal.pone.0158589
PMC5142313,27586835,10.1152/japplphysiol.00435.2016
PMC5113038,27851769,10.1371/journal.pone.0166028
PMC3991901,24720844,10.1186/1743-0003-11-54
PMC2343003,12730334,10.1113/jphysiol.2003.043133
PMC5963531,25749641,10.1016/j.rmed.2014.12.002
PMC4468067,26075745,10.1371/journal.pone.0130597
PMC6024261,29901612,10.1097/MD.0000000000011068
PMC6098648,30119697,10.1186/s13063-018-2823-0
PMC6397413,30496713,10.1152/japplphysiol.00735.2018
PMC6499209,31110479,10.3389/fphys.2019.00450
PMC6752206,31686854,10.2147/OTT.S208848
PMC3574902,23359700,10.1073/pnas.1222588110
PMC5039020,23364140,10.3233/JAD-121777
PMC3922602,24491065,10.1186/1745-6215-15-45
PMC7042191,32100119,10.1007/s00395-020-0778-2
PMC4684925,26687118,10.1186/s40101-015-0079-x
PMC5479888,28690546,10.3389/fphys.2017.00407
PMC7859173,32386457,10.1002/JLB.4MA0320-343R
PMC5729348,28769121,10.1038/ijo.2017.181
PMC5522839,28790922,10.3389/fphys.2017.00483
PMC8029773,32941676,10.1111/jch.13938
PMC7739672,33345058,10.3389/fspor.2020.00067
PMC7923274,33669882,10.3390/nu13020674
PMC8296434,34207239,10.3390/ijerph18126571
PMC5572164,28878694,10.3389/fphys.2017.00619
PMC5962763,29867580,10.3389/fphys.2018.00543
PMC8328339,34339475,10.1371/journal.pone.0255308
PMC6880567,31788014,10.1186/s12986-019-0406-z
PMC7071177,32050648,10.3390/nu12020442
PMC3610290,23497120,10.1186/1550-2783-10-13
PMC3799728,24205180,10.1371/journal.pone.0078281
PMC4546819,26298647,10.1186/s12984-015-0051-3
PMC7037104,32110054,10.2147/OTT.S237307
PMC7272751,32240016,10.1152/japplphysiol.00781.2019
PMC7896743,32555022,10.1249/MSS.0000000000002430
PMC7466623,32823733,10.3390/sports8080114
PMC8252160,34230900,10.4102/sajp.v77i1.1546
PMC7202988,32378353,10.14814/phy2.14426
PMC1025481,7917690,10.1136/hrt.72.2.161
PMC1175386,8229802,10.1113/jphysiol.1993.sp019635
PMC1160787,8887788,10.1113/jphysiol.1996.sp021638
PMC2278955,11731590,10.1111/j.1469-7793.2001.00607.x
PMC2279002,11744773,10.1111/j.1469-7793.2001.01009.x
PMC1725021,15618337,10.1136/bjsm.2003.010645
PMC2564392,16825271,10.1136/bjsm.2006.027250
PMC6871393,17094119,10.1002/hbm.20307
PMC2612475,18787091,10.1152/japplphysiol.90456.2008
PMC2660248,19131481,10.1152/japplphysiol.90809.2008
PMC2747076,19426893,10.1016/j.jstrokecerebrovasdis.2008.10.001
PMC2820569,19590159,10.1159/000227804
PMC2813339,19651408,10.1016/j.atherosclerosis.2009.07.025
PMC3678910,20512997,10.1002/hep.23585
PMC3006408,20651217,10.1152/japplphysiol.00116.2010
PMC3082091,20724370,10.1113/jphysiol.2010.194241
PMC2965727,20925920,10.1186/1471-2407-10-531
PMC3043099,21364957,10.1371/journal.pone.0016987
PMC3112559,21486813,10.1113/jphysiol.2010.204461
PMC3998746,22015710,10.1249/MSS.0b013e31823cef5e
PMC3433339,22731991,10.1186/1471-2458-12-480
PMC3607906,23517650,10.1186/1550-2783-10-15
PMC8315793,23720327,10.1002/cphy.c110048
PMC4052972,24936117,10.1016/S0011-393X(04)90034-3
PMC4400225,25319359,10.1007/s11682-014-9325-9
PMC4799962,26614395,10.1113/JP271229
PMC4666049,26629325,10.1186/s13293-015-0046-6
PMC5498285,26826575,10.1016/j.freeradbiomed.2016.01.019
PMC4806727,27293652,10.1093/conphys/cou031
PMC4901060,27375484,10.3389/fphar.2016.00150
PMC5510047,28613947,10.1089/dia.2017.0010
PMC5538675,28763443,10.1371/journal.pone.0180380
PMC5671463,29163193,10.3389/fphys.2017.00846
PMC5898044,29649992,10.1186/s12883-018-1044-1
PMC5989435,29871697,10.1186/s13075-018-1605-0
PMC6156901,30255804,10.1186/s12984-018-0401-z
PMC6473752,30884866,10.3390/sports7030067
PMC6676649,31184443,10.1002/ehf2.12457
PMC6558796,31185953,10.1186/s12885-019-5723-0
PMC6897055,31849698,10.3389/fphys.2019.01440
PMC7213860,32345698,10.1136/bmjopen-2019-034610
PMC7552747,32842476,10.3390/sports8090117
PMC7704731,32866619,10.1016/j.freeradbiomed.2020.08.016
PMC7808914,33490928,10.1016/j.eclinm.2020.100683
PMC8799387,34882029,10.1152/japplphysiol.00629.2021
PMC8776485,35071605,10.1155/2022/9273830
PMC8858796,35198605,10.3389/fcvm.2021.784648
PMC8693887,35424242,10.1039/d0ra10233d
PMC9026451,35453336,10.3390/antiox11040651
PMC2269598,10523424,10.1111/j.1469-7793.1999.00577.x
PMC1724220,10953905,10.1136/bjsm.34.4.297
PMC3489326,15937675,10.1007/s00586-005-0887-5
PMC1725084,16306506,10.1136/bjsm.2005.019943
PMC2315638,18318910,10.1186/1550-2783-5-8
PMC2711798,19470697,10.1152/japplphysiol.91568.2008
PMC3382333,22250211,10.1113/jphysiol.2011.224535
PMC5822436,23059862,10.1249/MSS.0b013e318276c73c
PMC3592103,23486564,10.2478/v10078-011-0026-9
PMC3850718,24083543,10.1186/1471-2407-13-446
PMC4203780,25330452,10.1371/journal.pone.0110320
PMC2164943,17925021,10.1186/1550-2783-4-11
PMC5325529,28235047,10.1371/journal.pone.0172724
PMC1573569,12411413,10.1038/sj.bjp.0704949
PMC5495109,28508960,10.1007/s00395-017-0626-1
PMC472799,8658369,10.1136/thx.51.1.48
PMC5665513,29091915,10.1371/journal.pone.0186926
PMC3404833,22582214,10.1152/japplphysiol.00127.2012
PMC6023574,29346167,10.1249/MSS.0000000000001559
PMC5830708,29515819,10.1098/rsos.170467
PMC3916918,24511345,10.2478/hukin-2013-0072
PMC7311047,30637763,10.1111/psyp.13326
PMC6384299,30793541,10.14814/phy2.13976
PMC6681255,31277360,10.3390/sports7070161
PMC4106953,25075179,10.2147/CIA.S62313
PMC4237874,25097005,10.1186/1743-0003-11-116
PMC6965149,31949174,10.1038/s41598-019-56698-z
PMC4371155,25801957,10.1038/srep09403
PMC7297995,32546706,10.1038/s41598-020-66476-x
PMC7654699,32790591,10.1152/japplphysiol.00054.2020
PMC7724719,33298104,10.1186/s12970-020-00384-3
PMC7711078,33329026,10.3389/fphys.2020.576304
PMC7768860,33356773,10.1177/1557988320982186
PMC4949751,27430558,10.1186/s12906-016-1213-y
PMC8295852,34209901,10.3390/ijerph18136974
PMC8339880,34366898,10.3389/fphys.2021.712629
PMC8599157,34804007,10.3389/fimmu.2021.712034
PMC5741638,29326604,10.3389/fphys.2017.01070
PMC5758495,29354049,10.3389/fnagi.2017.00422
PMC5861366,29463516,10.1242/bio.032425
PMC6102513,30151134,10.1002/ece3.1789
PMC6186411,30324032,10.7717/peerj.5775
PMC6405404,30918861,10.1007/s40200-018-0368-0
PMC6939659,31920728,10.3389/fphys.2019.01537
PMC7274861,32216531,10.1161/CIRCRESAHA.120.316443
PMC7376855,32703216,10.1186/s12970-020-00369-2
PMC7560087,32947980,10.3390/ijerph17186749
PMC7988189,33778484,10.3389/fspor.2020.516911
PMC8325611,34043471,10.1152/japplphysiol.00185.2021
PMC5443547,28542490,10.1371/journal.pone.0178216
PMC5550615,28835841,10.1093/conphys/cox038
PMC5704586,29179735,10.1186/s12906-017-2012-9
PMC8459986,34555041,10.1371/journal.pone.0255952
PMC8761768,35047462,10.3389/fped.2021.780045
PMC6655832,9669058,10.1002/clc.4960210708
PMC1745445,10325896,10.1136/thx.54.3.213
PMC2756006,19589952,10.1152/japplphysiol.91654.2008
PMC2786109,19951391,10.1186/cc8005
PMC2851582,20181080,10.1186/1550-2783-7-8
PMC2922999,20605898,10.1093/humrep/deq172
PMC3107438,21559796,10.1007/s10695-011-9498-8
PMC3229041,22003158,10.2522/ptj.20100391
PMC3488266,22822237,10.2522/ptj.20110472
PMC3499890,23182014,10.4085/1062-6050-47.5.09
PMC3832117,23587886,10.1113/jphysiol.2013.252767
PMC3808890,24163203,10.1136/bmjopen-2013-003446
PMC3861660,24187136,10.1074/jbc.M113.507285
